"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,0.00373684202757361,0.00307690731850824,0.00212015899609104,0.000794062414150313,-0.000344134967085941,-0.000895020249785568,-0.000452433608318052,0.000362626307072696,0.000843372077283933,0.000131618477287295,-0.00133805873546928,-0.00251734673804345,-0.00283006112016132,-0.00173009681552284,-3.24893678318746e-05,0.00107136573430973,0.000691211554471627,-0.000444567735280129,-0.000774026936993148,-1.43905063669347e-05,0.0009370881045028,0.000799107760450957,-6.42322830694357e-05,-0.000352594398093779,0.000106312079090376,0.00012152416357402,-0.000775039029691404,-0.00149548551219428,-0.00118951978944377,-0.000531024814694003,-0.00055097701574985,-0.00102678652488077,-0.00111457398172862,-0.000839094122203606
