"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100","2101","2102"
1,-0.00893254444905105,-0.00823909277539216,0.00815005101449802,0.0137345677540344,0.01251866114383,-0.0241763509023704,0.0315246789782747,-0.00991632658099485,0.0338314913493242,-0.0289841540114432,0.0162309235036867,-0.00873274008184972,-0.0125720317143423,0.0308260576765537,-0.0126093312296763,0.00353837929690018,-0.00992640006426895,0.00673822676384878,-0.0032182172503934,-0.0102977489894388,-0.00424971942923129,0.0378418887066382,-0.0186042071863659,-0.00554452511604697,-0.00189091239181008,-0.00427471880368404,0.0351701879775188,0.00815043731172154,-0.0511385058835328,-0.00948940973365819,-0.00168320550347362,0.00319416815719431,-0.00356120424659933,0.017039697532509,0.00781228884932065,0.011953628446317,-0.0198983995874316,0.0097358278626513,-0.00578147240822913,0.0124763018291509,0.00371894212520241,-0.00668988554430955,0.0469786517656325,-0.0500529204996317,-0.0244934914895703,-0.00591935391852742,-0.000195526802703311,-0.0103244263478236,-0.0124823480559077,0.0132132035082164,0.00444299147299252,-0.0184657088563997,0.0152166158474701,0.00616838415429539,-0.0138472338799996,0.0184842309019889,-0.0108786438558413,-0.00642520770096674,0.0175881241614667,0.0120858562412287,0.0580838574346654,-0.0558393441151704,0.02793065855217,-0.018441511175674,0.035257869121191,-0.0145821660329079,0.018998882414922,-0.0278800925503719,-0.00689788039048055,-0.00572101449087145,-0.00743297232939022,0.00330843314392511,0.0588883845642972,-0.0409847473210355,-0.0359097724362013,-0.00218795267696276,0.0192338298847476,0.0148595958722416,-0.00118695100787088,-0.0094867865003736,-0.0155731233366096,-0.00252351216637116,0.00609910657233982,0.0298291392494096,-0.00234693870078434,0.00713832415376913,0.0130159005188294,0.0144716786153087,0.00347680571571906,0.0116876653432852,-0.0181042460363532,-0.0059843851648733,0.0297596629844174,-0.0273133360440135,0.00537713455988979,-0.0086275621185228,0.00712252401199799,-0.00882712299412279,-0.00857641660610971,0.0250257454742999,0.0216101692325731,0.0105654569274586,-0.0273191641379257,0.0185646005125686,0.00201675125164017,0.0218738755469777,-0.0101170746767822,0.000969136890405743,-0.00419631469477554,0.0594400070663637,0.00512173447215928,-0.0187467671044073,0.0244274235343253,-0.031379460763399,0.00429748017932039,-0.00281632593547077,0.00776084543856378,-0.0108900303319372,-0.0260210436685925,0.0106493315417913,0.0413443859528847
