"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,0.00130391492341636,0.00051270884952772,-0.000462159385855581,-0.00114772409366421,-0.00106439854837447,-0.000655250306612602,-0.000374568485304711,-0.000396913162711402,-0.000159033308052805,9.53328505527939e-05,-0.000107512464589972,-0.000815016955519995,-0.00144524223169977,-0.000985257086573665,9.80176126661518e-05,0.000777147921610478,0.000452013896264654,-0.00027211156070461,-0.000624583207108684,-0.000653118904041468,-0.000366157805704916,-2.47613617637789e-05,0.000127189358618215,-2.65726413156967e-05,-0.000306224240494169,-0.000396184886506642,-0.000224708222012383,-0.000109243443303659,-0.000368835728668883,-0.000840764274179037,-0.00109863263432418,-0.000952780336749005,-0.000608510032254504,-0.000371711074892957
