"1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-99,0.00218666588000212,0.00123501798732804,0.00023207126816794,-4.97097812473276e-05,0.000194719222708351,1.77630717185314e-05,-0.000316641054379148,-0.000612671231537269,-0.000606081908474258,-0.000513601354394488,-0.000725442238262749,-0.000446218503276352,7.76999731645134e-05,0.000269277847681367,-0.000163761063577213,-0.000614443856005042,-0.000505098734285821,-0.000327856960465667,-0.000138754884084413,-3.03542037335625e-05,5.69458348297284e-05,0.000121192797946475,0.000128123479398449,-4.39189713345556e-05,-0.000363599827792112,-0.000612858675886171,-0.000661981917963583,-0.000507122622171578,-0.000358856830799651,-0.000401248861461934,-0.000564424995720832,-0.000602270692629207,-0.000451165375315525,-0.000289352803619192
