"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-0.00894819314095046,-0.00484317601493855,-0.00319445612300197,-0.0041818830665936,-0.00587291638895824,-0.00695168606325428,-0.0071711485197505,-0.00615591408040261,-0.00384977246870849,-0.00175311463650924,-0.00185088126496553,-0.00386192421621743,-0.00520991638368667,-0.00429804969555266,-0.00257965435006125,-0.0024149988219841,-0.00374519677422397,-0.0044941124049363,-0.00365656023114058,-0.0025550321243699,-0.00253371285969385,-0.00284985771020783,-0.00176404093719827,0.000956885899250847,0.00349047218050621,0.00381414442397148,0.00159594919965492,-0.00165062996184466,-0.00390536222987356,-0.00418706462880202,-0.00314198031198884,-0.00220619703468035,-0.00212093282876472,-0.00242953010233463
