"1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
1,0.00186762851166979,0.00242231214814102,0.00326422762543335,0.00379370423535329,0.00297628417939326,0.000285066218896957,-0.00303539957538026,-0.00351699826157139,0.000602338272847428,0.00635939778246536,0.00874895549508032,0.00628271317532881,0.00243806097500603,0.000539203335401639,-0.000171144160104682,-0.00167400051607417,-0.0034273200666194,-0.00325928333898004,-0.00135669400025791,-0.000253431395548416,-0.000749167925332879,-0.000846792839466444,0.000424984265092058,0.00184264761289277,0.00190470451089123,0.00121188100281923,0.000789923967831489,0.000392057412292414,-0.000458194328386554,-0.00126299640308766,-0.00150076440689017,-0.00175781689372124,-0.00200272246458432,-0.00118571714979287,0.000744594212839946,0.00193818606170465,0.000779082024539311,-0.000939357334024245,-0.000435450146144212,0.00205943395545882,0.00355305611079785,0.00234106989631921,0.000359889780519762,-0.000522174686892779,-0.000486469975110713,-0.000472077980090764,-0.000214584839383405,0.00054962052308194,0.000841932258023842,0.000239505152183868,-0.000419739232805268,-0.0002878898288802,-0.000455771658371869,-0.00210448876434045,-0.00396587806000726,-0.00419126454141932,-0.00303449856803842,-0.00275722992986217,-0.00357707145797663,-0.00382541789899934,-0.00256931386507384,-0.00102811438955045,-0.000375956829412429,-0.000224010864153394,9.13113651931086e-05,5.5671135837478e-05,-0.00075574453301766,-0.0015076996399268,-0.0011820319583071,-0.00086480761095555,-0.00177880294570735,-0.00337604606831729,-0.00403298511716379,-0.00377143230318795,-0.0035759487498089,-0.0031806813515782,4.15072698982943e-05,0.00557591217460774,0.0088761068869447,0.00665963647148069,0.00103185058216234,-0.00252356695198849,-0.0021200088371207,-0.000802905942693212,-0.000993874598968242,-0.00181519177319254,-0.00137977031954697,-0.000298098484075748
