"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.00198081986430433,0.00117883637542465,0.000909066276781653,0.00225928981169009,0.0043650429267228,0.00523463816024164,0.00412831952861356,0.00237828751128308,0.00170528610226738,0.0023194633165899,0.00307006943570921,0.00300087837740314,0.00208509896834301,0.000599394398775752,-0.00130411304640815,-0.00295294067221771,-0.00279979906441979,0.000229187966716504,0.00491824735026831,0.00826256971126736
