"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-0.00345490328046492,-0.00286673701824082,-0.00230064176303629,-0.00212896154482221,-0.00176288661039267,-0.000249168102416858,0.00234892817936784,0.00457763233763592,0.00485126017181924,0.00323933828242891,0.00169278128587678,0.00211280999349434,0.00434798152792971,0.006160540372741,0.00539648603879271,0.00211160567966975,-0.00145337635872111,-0.00300991773058307,-0.00234855733594118,-0.00123018874819179
