"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,0.00413695559442276,0.00322711477617124,0.00157839180665252,0.000668164813765035,0.0019356515688177,0.00492887100751349,0.00757120211683981,0.00790470858593402,0.00585420899515796,0.00306637015009774,0.00167842996808616,0.00293279346746713,0.00584112986107337,0.00769030950269621,0.00592783536201258,0.000789555975507838,-0.00462445375382711,-0.00681898431349202,-0.00470047685868683,-0.000403134028627606,0.00281893441386289,0.00321823507669017,0.00119308873504417,-0.00148376920771443,-0.00291925585794856,-0.0021596508636965,0.000194292760324732,0.00211245066730028,0.00176577777752052,-0.000672469525015173,-0.003016521487648,-0.0032479191897079,-0.00146088639012926,0.000264775204036284
