"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-0.00112398135854831,-0.000433270256166365,0.000522890323173542,0.00125302103978472,0.00178422125551234,0.002945129071285,0.00480247198275205,0.00580052584538349,0.00433938009968626,0.00134140131767013,-0.000139054906671224,0.00138077674342379,0.00368048465298655,0.00376043190376825,0.00173697345045731,-0.0000733887794579086,-0.000788991979572662,-0.00150240168591935,-0.00229847131026661,-0.0011940485539369,0.00253274476107265,0.00589999555742327
