"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-0.00109148349874268,-0.000416700353508104,0.000465917365152765,0.00119693114552169,0.00201021779360883,0.00337247684678992,0.00489509518845832,0.00535301163640879,0.00401920970685941,0.00173905396719594,0.000407983569814946,0.00107523340411159,0.00281609398538696,0.00364088618312286,0.00254359099374774,0.000284777993302801,-0.00150626102107726,-0.00170511065335434,-0.000505373892592267,0.00111444189840533,0.00231328064415258,0.0029127000170259
