"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100","2101","2102"
1,-0.0221040498207039,0.0205361749182375,-0.00549230796112203,0.0132705734798068,-0.0247936316805879,0.00421341048162334,-0.00138034108862348,0.0465434177979166,-0.0442633352547008,0.0148193800251722,-0.00321289238019486,-0.00206282453533298,0.0245231219664717,-0.0225006311597751,-0.0298434256057192,-0.0193272310513419,0.00289771585246833,0.0189081419620723,-0.00505587372126237,0.000985053236844637,0.0113602427146431,0.00468465636065015,0.00515618949042245,-0.0193033663481004,0.00904538589746671,0.00111208261513855,0.0091416328428026,-0.0184283215226443,0.0181310973260359,-0.000613081867991959,-0.000916686908813045,0.00805319147031895,0.00538772327529393,-0.0211707548396109,-0.0027368590357122,0.0158347020851819,0.0143552295356985,-0.0241125929065992,0.0249666787381829,-0.0124936594695651,0.0161428769228429,-0.00821340045655199,0.014421584553843,0.00817384654574519,0.00559174246448112,-0.000620443926348191,0.0520844198352854,-0.0555304268212129,0.0147732882716003,-0.00776081579130735,0.0132869399971259,-0.0125550232491171,0.0303361295432268,0.000933951667878714,-0.00464687519731448,-0.0113451720224308,-0.00992075844882029,-0.00461484210634925,0.0331589477616275,-0.0111914509971311,-0.0210956839611554,-0.0135159756593655,0.0205225435765284,0.0062426119766273,-0.0110998562890243,0.00983711624299504,-0.0106217453862658,0.00802757737871838,-0.000124951346321646,0.0250021690702345,-0.00841909610310483,-0.0258588484892359,-0.020214355610274,0.0123539856074784,-0.0171257692842925,0.0291566187338795,-0.00995767192513829,-0.0109250320044244,0.00247675558886239,0.00595363750630858,0.00611757614044127,-0.0169313770598899,0.0209703821537289,-0.00228358472236314,0.00313521467565856,0.00995181537133818,-0.00140791138838068,-0.000588480021622083,0.000116181282655598,-0.0172382591923734,0.00213433125259808,0.0222310776929407,-0.0303501860896502,0.000198353318819486,0.0112696184211008,0.0381369783027989,-0.00327982221672731,-0.023997049412186,-0.00369568946017957,0.00462927311556972,0.0210287455074246,-0.0168170577444084,0.00178052506296414,-0.00178014606711653,-0.0353999664723791,0.0296381571358021,0.0248208327529859
