"1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-99,-0.00705421783748763,-0.00519232016640599,-0.00334282623282408,-0.00353336917190083,-0.00505443656983378,-0.00559191926637469,-0.00417328851703779,-0.00288394000532144,-0.0030402788342647,-0.00212432448300654,0.00288953683923228,0.0106518636718634,0.0148399172418416,0.0115745955730437,0.00346167696849153,-0.00389868506154058,-0.00736672495394325,-0.00733756310743468,-0.00508599024025525,-0.00218955740594393,-0.00122210875537334,-0.00276019522473244,-0.00436737811773816,-0.00437838221423483,-0.00426551774624703,-0.00525114541417996,-0.00402540218801734,0.00250932070293276,0.0100437143067043,0.0102673647082689,0.00291173251165899,-0.0022718172138838,0.00126078613579529,0.00753524701285719
