"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000"
1,0.00133042795903235,0.000870349383473662,0.00140151382001137,0.0037198657214937,0.00584640814116191,0.00553061214027434,0.0030830271312525,0.00132399761563801,0.00174076514500317,0.00302731640300624,0.00322161417858891,0.00199178563394116,0.000657634865061762,-0.00060989564565149,-0.00200589813469493,-0.00290090340576367,-0.00179916237059134,0.0012122212355348,0.00384142188950953
