"2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
1,-0.00279048226718265,-0.00198529757158836,0.000808731088490406,0.00245005117956171,0.00153041662833012,3.70647259316497e-05,-0.000545039694556689,-0.000433363421381271,4.12931367334568e-05,0.00130349180297194,0.002998032253688,0.00300483844827318,0.00104046480979578,-0.00100527404364922,-0.00128710851974318,-0.00113188450470192,-0.00217479097246092,-0.00362460466698235,-0.0039001225673514,-0.00319339985045864,-0.00301744432227471,-0.00348786438753498,-0.00369903538030504,-0.00329125666936842,-0.00300054473226395,-0.00265294690355677,-0.001207102157116,0.000787492549520524,0.00133634714135751,2.05319517305418e-05,-0.001080434720957,-0.000240516778216233,0.00147898128077429,0.00208848585622821,0.00133390123438564,0.000179853247444207,-0.000612456825174222,-0.00118055211148644,-0.00133897449642579,-0.00119053754417281,-0.000864791919204773,-0.000844537143186835,-0.000284611705854406,0.00152589388822593,0.00392138619513587,0.00493895502830511,0.00388648495663787,0.0017443282112938,0.000278719683100212,-0.000248884476335926,-0.000147683975409318
