"1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-99,0.0033521496386876,0.00336673854093172,0.00260336927751723,0.000576492527818839,-0.00103182902923929,-0.000818193762332609,0.000276199922664411,0.000523997157582231,-0.000181820569243178,-0.000825653584895777,-0.000810656138722147,-0.000510484104251407,-0.000500325253636783,-0.000269691664564675,8.51186543544102e-05,8.30829974125239e-05,-0.000381250164317877,-0.000687069334176253,-0.000404343585904599,-4.26061451175149e-05,8.65756805088047e-05,6.52107622369336e-05,0.000129654697027822,0.000230587470579084,0.000190679428808208,7.65722245203252e-05,2.12042341374286e-07,-0.000146882371245027,-0.000432273483757672,-0.000601447252656288,-0.000469336243668946,-0.000258514221912283,-0.000303131394406482,-0.000480078352758391
