"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.00216901739428348,0.00165765050023495,0.00211931450564581,0.0042035539462784,0.00587714172129666,0.00498552206701457,0.00216736725067182,0.000332737685719953,0.00070778160610746,0.00161335445389102,0.00108422372191591,-0.000580475390591903,-0.00172417780438651,-0.00216894738208624,-0.00277905953756527,-0.00339040449510809,-0.00247420144259719,0.000252359464314844,0.00268113163697986
