"2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
1,-0.00270766711591639,-0.00161295239904979,0.00141453593357402,0.00303549059567836,0.00181288563245689,-8.36759148961086e-05,-0.000961864966682241,-0.000947985798796634,-0.000409007318598951,0.000980822357615217,0.00277479314035469,0.00281859005136152,0.000886498383551944,-0.00108366963152073,-0.00128420019746385,-0.00112988128463621,-0.00224816772019618,-0.00374772010105,-0.00400303481326223,-0.00326159950403225,-0.00307717633900607,-0.00352220899903939,-0.0036775114364003,-0.00326537949355068,-0.00308762412339298,-0.00288189226167954,-0.00145853064626386,0.000635377706958753,0.0012720895052309,-3.01124083253723e-05,-0.00110163101912825,-0.000120052104699953,0.00181367616100098,0.0025863590532981,0.00185449278099402,0.000557392057709818,-0.000503257221061917,-0.00135685959181628,-0.00167990357761879,-0.00154172548112956,-0.00116928077705448,-0.00115556773442281,-0.000615048382530634,0.0012819480241771,0.00388962379114819,0.00511426774663393,0.0041413037493824,0.00195812027399893,0.000434636833854835,-0.000109291777861583,4.5642711343589e-06
