"2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
1,0.0049116646802085,0.00286550652021162,0.00363911666733939,0.00430422660857133,0.0028277844541028,0.00115627353939829,0.000910900018239109,0.00126692742549851,0.00120962762871579,0.00143915187263089,0.00233954916639138,0.00221707847837175,0.000475223968701869,-0.00111326186580052,-0.00138185347839692,-0.00174626554873393,-0.00339974239680773,-0.00465239612771151,-0.00370495641141923,-0.00178705374827443,-0.00166709173949897,-0.00300853242487456,-0.00394360015460394,-0.00448422843221246,-0.0061605689120971,-0.00812289417520962,-0.00858555275703152,-0.0085518143739644,-0.0113734518828896,-0.0158897031764746,-0.0160742606862457,-0.00853905244887355,0.00129949558849871,0.00554604181450512,0.0031833018088264,-0.000397429215841779,-0.000995216247403927,-1.17553142819462e-05,-0.000300401461753826,-0.00144534642506154,-0.00134325551272293,3.23573177637358e-05,0.00134315959923247,0.0023245562552428,0.0034826946173783,0.00437478868138448,0.00382693581021648,0.00149202891307573,-0.000804235588770696,-0.00155976402113747,-0.00126351445570846
