"2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
1,0.00213314618959725,0.000861706832404127,-0.00108854422665193,-0.000934267656126187,0.00127625981262498,0.00278698192999511,0.00194109173547232,0.000458976945067987,-6.51206211207242e-05,6.33036940559406e-05,-2.21701645737089e-05,9.81995869663503e-05,0.000789372504573714,0.0010522383562206,0.000370038976926688,-0.000436108066513057,-0.000411183356378786,-0.000536992474332963,-0.00203602741803503,-0.00378357384797484,-0.00398383315993172,-0.00282813655758636,-0.00254527332474323,-0.00342619484554238,-0.00381875896238552,-0.00266119763576057,-0.00105596412331145,-0.000253233353843704,-3.58038526966954e-05,0.000224667377882895,0.000133192832495153,-0.000670201084665149,-0.00143902716502128,-0.00126373308369193,-0.00119740892468377,-0.00233398326262698,-0.00400165654084284,-0.00450518287614637,-0.00387547491729361,-0.0032534683518386,-0.00261591115730817,0.000528183283967144,0.00581688876575542,0.00897923801099263,0.00681579925708808,0.00126962293217738,-0.00234806193536002,-0.0021123978530818,-0.000907785770832487,-0.00110472893917985,-0.0019115295886469,-0.00151586758134416,-0.000488978761073245
