"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
1,0.00109810059132876,0.00214961998485235,0.00318881330946802,0.00302771690306927,0.000906635899609315,-0.00207408202968803,-0.00243354154942236,0.00162331836816145,0.00719703026785681,0.00932821173007574,0.00663686542444826,0.00282980354379634,0.00101512236997647,0.000190765175790841,-0.00166354595117011,-0.00371354591084786,-0.00365398493404509,-0.00179750216447399,-0.000666789938250871,-0.00097870191914237,-0.000695744165791427,0.000919369240182662,0.00239868158527355,0.00230251151364368,0.00139900367536715,0.000801891624375418,0.000181811126122083,-0.000888239447143886,-0.00175386631635535,-0.00178943405799121,-0.0017372036276114,-0.00176394494418591,-0.00112628807015807,3.11213096134212e-05,0.000145746542007281,-0.00180383988491547,-0.00356507022618692,-0.0025572909631451,0.000426452001656794,0.00219909099114657,0.00129881315379067,-0.000220041480520271,-0.000855919941178033,-0.000915163242918212,-0.000963199272308189,-0.000526008886085912,0.000575171732478343,0.000800584646629134,-0.000331689176714118,-0.00165991933267871,-0.00150358302765876,-0.000902504628962575,-0.00139750143636813,-0.00271052204403133,-0.00311388013802492,-0.00252654388046797,-0.00226101050917302,-0.00278479077097499,-0.00295930585364874,-0.0019747082102691,-0.000449620337785383,0.000669758826459354,0.00132239127076818,0.00167691943544918,0.00160575450006435,0.000897492056769047,2.16557933653793e-05,-0.00124488629370585,-0.00225514439695382,-0.00215628186445375,-0.00100568965448722,0.00010582008730566,0.00014105334253193,-0.000677242711661782,-0.000873095182386137,0.000358500201099483,0.0019165222914759,0.00260051844859357,0.00198233902680177,0.000368450169807278,-0.00166411723279578,-0.00247955442009488,-0.000715708160255319,0.00302327974141833,0.00564792479496674,0.0054711727776435,0.00410935351467761
