"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,0.00142953278991003,0.00100402326155191,0.00484324231138855,0.000767097304803571,-0.000652818296215373,-0.000770818475002939,-0.000173493860601617,0.000767634112850996,0.00821242429904133,0.00568206522268736,-0.00220212449651136,-0.00268168842874525,-0.00324207028545668,-0.000620706655939955,0.00213959819546797,0.0107863493524864,0.00803657503077498,-0.00116053834193659,-0.00380801145630546,-0.00621325168673846,-0.00581878799460413,-0.00342863906079044,0.00636960914415928,0.00281397683191695,-0.00278691913925,-0.00313930056507329,-0.00426948942800107,-0.00359902513509616,-0.00180501744569868,0.00716130658924105,0.00532208926396031,-0.00273214248007154,-0.0033697557252743,-0.0044838731292695
