"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100","2101","2102"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.0204494581331947,-0.00884447456582826,-0.00810248678302599,0.0115929307444,0.00708436968224612,-0.00963122969930971,0.0216177520518223,-0.00249596884335489,0.00620113321953536,-0.0338761889131403,0.0355826543372765,0.00465262929854602,0.00435902581313925,0.0165485810994391,-0.016884488335011,0.0261575811681293,-0.0104035687088945,0.0116894444124915,-0.0160787637164709,0.00124679446046413,-0.00739353125819042,0.0407472297917524,-0.034064096528268,0.010304762932474,-0.00362872646567322,0.00351210107734591,0.0199415045292918,-0.0250551459731067,-0.0275612066594967,-0.0185844672338546,-0.00112011357523577,0.0126665751587929,0.00388853534336416,-0.00243563396123278,0.0081167977190221,0.000191963252288464,0.0115045084476209,-0.014877023655507,0.0111449489951002,-0.00306563819621142,0.00598406186518643,-0.0163060562804518,0.0166012612484364,-0.00133510620370809,0.00122174077736288,0.014418528253468,0.00298375601737688,-0.0209137377336058,-0.000418412864898897,0.0107013948798593,0.0175294309271761,-0.0196564051750531,0.0234241856310529,-0.0113357052353862,0.0316053572517113,-0.0138423312120488,0.00846970558968554,0.00420111494032171,0.0116760162881886,-0.00499495878826605,0.0574951707734439,-0.0491939811955695,0.0145278270015347,-0.0154157335939987,0.00657842092262662,-0.00222981302226393,0.02300084576927,-0.00358013199953097,0.00262997291521569,-0.00696640385415556,-0.0166010635606441,-0.0110879619845329,0.0352237202754217,-0.0108155584299584,-0.0243800161051472,-0.0109489304577581,0.0153923506838532,0.0056376588161419,-0.00873043293387762,0.00693318091789988,-0.0078405075796104,0.00487811459920446,0.00179406292161549,0.027738446204229,-0.00678156695624238,-0.0184755350262531,-0.0166719361358313,0.00649168734328322,-0.0136981414454126,0.0296126415992424,-0.0157998417511074,-0.0139751010703525,0.00749564967801537,0.00268074763443901,0.00733430645304682,-0.0163870315357236,0.0182248028402816,-0.00187512752859371,0.00333393115260612,0.0117386126857094,-0.00253103029218311,-0.00482947791897945,-0.00095834816807202,-0.0131749168398949,-0.00219429243000597,0.0204181898952599,-0.0241441478707069,0.0074907044528879,0.00496656616577623,0.03557740145009,-0.00273861240369353,-0.0154693851641274,-0.00854381953068546,-0.000469043180886876,0.0236764743878877,-0.0161452185939541,-0.0015415347415801,-0.00359608222925339,-0.0346296998475363,0.0339176720033081,0.0166206688499728
