"2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
1,0.00213314697942667,0.000861706821670862,-0.00108854500075513,-0.000934267900569664,0.00127626033971817,0.00278698216017249,0.00194109137763791,0.000458976913066991,-6.51201603916094e-05,6.33036148449174e-05,-2.2170947552751e-05,9.81994277283126e-05,0.000789373472242988,0.00105223900109097,0.000370038255953393,-0.000436108956164856,-0.000411182969309933,-0.000536991530492012,-0.00203602750871057,-0.00378357478574148,-0.00398383344635149,-0.00282813585194123,-0.00254527275441093,-0.0034261952075265,-0.00381875990764431,-0.00266119849908833,-0.00105596496224955,-0.000253229211881819,-3.57995291744023e-05,0.000224668875020276,0.00013318370549916,-0.000670210888051143,-0.00143902847598365,-0.00126373161592484,-0.00119740485498474,-0.00233398439112941,-0.0040016544925769,-0.00450517328161445,-0.00387547445663119,-0.0032534609668433,-0.00261592030444388,0.000528175427940204,0.005816892663281,0.00897924205521932,0.00681580132893491,0.00126962156826614,-0.00234807335434561,-0.00211239968886208,-0.000907782768685793,-0.00110472180348891,-0.00191152827891146,-0.00151585864303022,-0.000488985027393288
