"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000"
1,0.00574087136375376,0.00522217848816897,0.00544500754624311,0.0070999765269875,0.00846500893046186,0.00760635555445688,0.00485221952352875,0.00275813644767346,0.002696425236215,0.00353023063480921,0.00350187132315073,0.0022759409323192,0.00103969239403347,3.33406264986359e-06,-0.00098974161350027,-0.00147188511005593,-0.000265987430131534,0.00248726758328402,0.00481534217077991
