"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.00215505801162843,-0.0192146614911809,-0.017055411886825,0.00211309804743515,-0.012135966868399,-0.0144850747044983,0.00155593214211181,0.00142455787971529,-0.0134627339709783,-0.016975113566987,0.00976312665042591,-0.00136371075299411,-0.0120269764530413,-0.0058006614466434,7.27420237968642e-05,-0.0013764797437145,-0.00137173241013053,0.00217721639602477,-0.00954525755112533,0.0026889517497297,0.0138756883222208,0.00463444529396707,-0.0102030750726322,0.000935505155165339,-0.00462981748862714,-0.00587350814189545,-0.00262124469492949,0.00434292097044719,0.00636503234997764,0.0317957248292076,-0.00952095910844495,-0.0195279272502887,-0.032949897142431,0.0179730934348518
