"2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
1,-0.00279048227015002,-0.00198529757028666,0.000808731091606761,0.00245005117922363,0.00153041662543827,3.70647259693701e-05,-0.000545039691178765,-0.000433363420377321,4.12931332415743e-05,0.0013034918003524,0.00299803225605448,0.00300483845189025,0.00104046480941294,-0.00100527404643607,-0.00128710852001139,-0.00113188450280241,-0.00217479097254282,-0.00362460466914019,-0.00390012256751564,-0.00319339984807653,-0.0030174443214775,-0.00348786438961228,-0.00369903538144484,-0.00329125666774408,-0.00300054473161705,-0.00265294690613569,-0.00120710215863562,0.000787492552898085,0.001336347145569,2.05319506453056e-05,-0.00108043472577488,-0.000240516779742459,0.00147898128376667,0.0020884858580188,0.00133390123228292,0.000179853245982201,-0.000612456822827165,-0.00118055210928265,-0.00133897449860328,-0.00119053754751717,-0.000864791918052044,-0.000844537139127198,-0.000284611705629742,0.00152589388387547,0.00392138619291501,0.00493895503196789,0.00388648496085903,0.00174432820993196,0.000278719678258906,-0.000248884477266057,-0.000147683970492481
