"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
1,0.000911096251615442,0.00203885711207579,0.00314056772328528,0.00305980036596595,0.00102885153761141,-0.00189544480238654,-0.00231026173292222,0.00160752073243997,0.00705420667124201,0.00921007865635956,0.00668347275736293,0.00289023302988811,0.0010092472443412,0.000183070412385132,-0.0015781040759584,-0.00366351905502405,-0.00378070452490219,-0.00197766621222004,-0.000718536277988535,-0.000876920060747357,-0.000620253325462758,0.000902640220049876,0.00242227605591879,0.00242476614568014,0.00150909071143743,0.000761660372805344,6.08350605618905e-05,-0.000959348540304622,-0.00176266375460459,-0.00184845384050394,-0.00186044518026325,-0.00187205344692547,-0.000931984379927437,0.00100107749463074,0.00213314664774714,0.000861707410490866,-0.00108854459840754,-0.000934269504962111,0.00127625751973459,0.00278698437469897,0.00194109431213625,0.000458989557455349,-6.51250895215572e-05,6.32954845059575e-05,-2.21693217913933e-05,9.81954139064481e-05,0.000789372473369487,0.00105224350721447,0.000370037577511827,-0.000436109714541129,-0.000411185040262032,-0.000536984260063508,-0.00203603291117418,-0.00378357824681996,-0.00398382793058861,-0.00282814050966374,-0.00254526994020862,-0.00342618745971303,-0.00381876814524968,-0.00266119923179946,-0.00105596613558603,-0.000253227448980684,-3.57987922262037e-05,0.000224668361781318,0.000133183311545854,-0.000670210785222114,-0.00143902842308961,-0.0012637316067259,-0.00119740454337905,-0.00233398419262648,-0.00400165500154209,-0.00450517391032091,-0.00387547411035299,-0.00325345999106885,-0.002615920236664,0.000528174302598443,0.00581689197474876,0.00897924289424065,0.00681580252590484,0.00126962150718948,-0.00234807431686379,-0.00211240002799544,-0.000907782279077729,-0.00110472164165258,-0.00191152877568848,-0.00151585877720388,-0.000488984296327794
