"1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-99,-0.00421709621892731,-0.00711327950631592,-0.00872444764079125,-0.00690102658015338,-0.0049645796586739,-0.00677366816863385,-0.0110625588939768,-0.013603928181539,-0.0127840281969853,-0.0101919281482896,-0.00720419771862575,-0.00445555328778527,-0.00343211138366762,-0.00477138836025683,-0.0063995468708962,-0.00552966189051068,-0.00300230355641404,-0.00234119241173814,-0.00436190375425307,-0.00597745473017611,-0.00497656867205663,-0.00331261097390221,-0.00339493135851278,-0.00391964289872454,-0.00193711310112983,0.00248543256641283,0.00608998884822724,0.00624219973350572,0.00307591220472079,-0.00150426098955713,-0.00522435710387114,-0.00632785187358214,-0.00491842509595255,-0.00319919833574559
