"1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-99,-0.00478441038214835,-0.00347704255509206,-0.00204015578757171,-0.00200632964348393,-0.00297626625148825,-0.00333603025786581,-0.00253721855300222,-0.00167797667929887,-0.00207172083950683,-0.00146697004267495,0.00197286938687477,0.00752359044197,0.0104095893312658,0.00792802694392896,0.00215761260354119,-0.00295229779870116,-0.00522872851899918,-0.00511029846152751,-0.00390726081533594,-0.00187484362238111,-0.00112168844718944,-0.0020449363739822,-0.00294243529381718,-0.00291105650580124,-0.00287284999755832,-0.00393970478021836,-0.00322561991764596,0.0012165691868974,0.00654811800843118,0.0067905832963622,0.00173263909088142,-0.00190456908494183,0.000753521615532279,0.00535228764415165
