"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100","2101","2102"
1,-0.00228594288936961,-0.00567707821344185,0.0172186148602492,-0.00593450757539345,-0.0123520455660423,-0.0208136009408529,0.0185773369539487,-0.00708019695929453,-0.00801220864800555,0.00556057395113956,0.00146560631648294,-0.00779820786432085,-0.0068341755592525,0.00896693484380384,0.00391495833714392,-0.00620997768353037,-0.00367225593708187,0.00871648394815577,0.000142209046704657,-0.00662061570780088,-0.00640746130793151,0.00442289970972304,-0.00163674529276309,-0.00215353954940043,-0.00184663219296624,-0.000602983245923825,0.0108949587226676,0.00222045606589391,-0.00587827349028732,0.000407100562890762,0.000164870518274825,-0.00387436139798481,-0.00602003549993869,0.0134114890115223,0.00434421626060136,-0.00698609413485735,-0.00536526585519504,0.0130425182326795,-0.00509069966942581,0.0180699162344454,-0.0053205034070152,-0.00867776280979475,-0.01249201516581,-0.00098656189540283,0.00179285933795467,-0.00371550866821842,0.00374874494464687,-0.00479952065555422,0.00218686242763642,0.00526769217222224,-0.00291750197068373,0.00229123299652513,-0.00117831273488727,-0.00284390505835848,0.00901374246869238,0.00104987154672018,-0.00390588577331633,-0.00473543376953189,0.000452462316828853,0.00264326122317438,-0.00175614830878574,0.00141467402272206,-0.00426866335712823,0.0181972561750423,-0.00555974196631426,-0.00838640036885653,-0.00318511098150875,0.0121664481136741,-0.00378188745204874,-0.00593057419574314,-0.00733811902141726,0.00773518918849045,0.00631243651255027,-0.00422971975329271,-0.00673661878301406,-0.00294064259073005,0.0160760498015078,-0.00484265241868198,-0.00360058273696912,-0.0051919579762784,0.00789097066128944,-0.00287061272952786,-0.000431114389930564,-0.00344675480012684,0.0181691359833593,0.00897651450302299,-0.00664859831962847,-0.00990604504314847,-0.00258015452179727,0.00629814803732733,-0.00695952381539442,-0.0085251666842737,-0.00826084697281787,0.00156970619545982,0.000570868891452047,-0.00327071281967824,0.0122147179393323,0.00401199366076115,-0.00742578035908099,-0.0031875875999856,0.00076172363390112,0.000602611471396201,-0.00346041961157315,0.00472398348657406,-0.00371113098177058,-0.00420034621827708,0.00941679614035414,0.00291418421980812,-0.00769772557682714,-0.00150653733989875,0.00135662164845165,0.00212512938475962,-0.00419792337138485,-0.00241949665638081,0.00727111729831616,0.00381078837970009,-0.00607534234720085,-0.00411677326020727,0.00392493771448998,0.00015411142575818,-0.00730972201275342
