"1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-99,0.00142282310664195,-0.000125422694407908,-0.00255082206518377,-0.00345017633409511,-0.000483267115648304,0.00513051309622072,0.0089228322101377,0.00711353279434773,0.000988611371976056,-0.00449234105446367,-0.00532857859738061,-0.000748614531232025,0.00638932092543371,0.0115404057242252,0.0106506950661172,0.00326357497737547,-0.00614052262386075,-0.0112685592160189,-0.00902897132033259,-0.0023936245130643,0.00287582116875509,0.0032605719614766,-0.000500639096459756,-0.00495666140583602,-0.00639698027670243,-0.00314112103301967,0.00284947830708687,0.00689905574259787,0.0054223624366471,-0.000532362900637524,-0.00613390211048811,-0.0074474052655858,-0.00497269184920121,-0.00237394283475894
