"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.00346128105349344,0.00291989930521153,0.0030297568138244,0.00455938971444139,0.00610865415510843,0.00588513850115838,0.00393993166601449,0.00233133139094287,0.00232563641321197,0.00312224938817216,0.00323810914176972,0.00225655343681624,0.00108143720190929,-1.60911572589997e-05,-0.00101502610399564,-0.00149529709322626,-0.000566728835899285,0.00159598420932924,0.00342243735900757
