"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
1,-0.0070653826248701,-0.00660655830682954,-0.00223961454183028,0.00558397741321629,0.0107537979450717,0.00818061372897859,0.00068442507400065,-0.00481393123866783,-0.0058231395004007,-0.00554443727513941,-0.00622862838469317,-0.00614704164039651,-0.00389498023141098,-0.00140603095687743,-0.00129247697059009,-0.00242710270937921,-0.00209982576960569,-0.000438031837120155,-5.70587645878536e-06,-0.00137979028335092,-0.00201375680417573,-0.000720688286118798,0.000414958903457245,-0.000386686506426697,-0.00133943031415219,0.000285873442233337,0.0036055004402624,0.00482962525777262,0.00232871301786183,-0.00139479237716893,-0.00331664264740949,-0.00339740316750685,-0.00336990152380785,-0.00371877986128077
