"1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
1,0.000568609498025086,0.000921283119844924,0.00194019665688842,0.0032641233937924,0.00328631558891443,0.000950652196619184,-0.00227113193437933,-0.00252862207599326,0.00176112793805268,0.00729658908906718,0.00926861948115237,0.00664071712918616,0.00288956825011856,0.000991087499084939,9.28311122209215e-05,-0.0016221575526091,-0.00359163550344531,-0.00371311123697722,-0.00199241204418755,-0.000715905201657579,-0.000814650763974773,-0.000633820020182348,0.000770285129195262,0.00235889487535171,0.00253425450794658,0.00159907168580854,0.000655065405382652,-9.54065111623661e-05,-0.00092490444188986,-0.00156778724536679,-0.00171394192329523,-0.00190028564986945,-0.00202726653631097,-0.000992756969798104,0.0014501773565536,0.00346511456952927,0.0028265933616378,0.00062145189138217,-6.54518221799736e-05,0.00168868337721004,0.00342433786810459,0.00273926317187015,0.0008597237130819,-2.72819548808436e-05,0.000396031817927372,0.000766326105994126,0.000626560667739842,0.000615069643685141,0.000819047875963378,0.00122583432245442,0.00166252046610974,0.00202068899992211,0.00119105159388904,-0.00132409418921321,-0.00393895977957302,-0.00461610290043352,-0.00382834542783805,-0.00374577049279115,-0.00450290562027923,-0.00412260898871123,-0.00215937089633854,-0.00104741162129297,-0.00205129079187971,-0.00304937037368977,-0.00235388268494567,-0.00164420882276634,-0.00284417893172534,-0.00434987318983645,-0.00312031471825198,-0.000547370231876198,-0.000929014066242709,-0.00461914079875728,-0.00691378112409941,-0.00526870935083251,-0.00283020764720252,-0.00295524057691352,-0.00326827421740174,-0.000374966964124038,0.00307768681734931,0.00193452473407369,-0.00332176308970791,-0.00628493058738934,-0.00413840404975022,-0.00095408857501587,-0.000853210485245493,-0.00141415675187864,0.000652187463521148,0.0035743157058741
