Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
REO,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321006.9244,289776.4543,263555.7906,241467.973,220177.2451,202013.3188,185572.2763,171204.6784,159324.076,148909.8108,131975.1789,127658.0993,127588.036,127341.4027,125214.6607,126798.4856,124970.7281,122797.6254,115046.1664,105201.6585,99291.0762,98521.14019,98231.21808,100010.749,102340.2283,103656.1129,103367.9814,100989.5172,98368.81417,94538.98014,87419.44096,81641.25305,75246.69543,68392.16488,64598.78391,62184.65978,64968.56137,66747.20676,68150.49552,68700.94124,69147.0871,69400.48034,70375.78442,71154.98423,71599.25854,72540.18288,72797.43878,74934.06514,77138.0073,80133.99068,81392.76232,82114.36669,83263.12971,83940.12306,84144.04979,84190.70003,84277.2013,84052.53474,84004.33048,84265.70954,85038.50483,86744.19716,86901.17291,87791.62625,87910.58532,89592.14546,91222.03643,92964.95811,93442.99013,93980.11306,93995.4699,94689.1613,94985.51996,95227.49196,95216.88442,96074.49058,95323.9647,94997.74873,94148.31266,93358.99251,92137.05489,92456.64805,92498.26644,92305.75528,91568.47137,92434.90702,93434.4372,95136.16578,94850.68441
DEL,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73917.41238,74075.92183,74166.08405,74116.36096,74528.61606,75174.40404,75440.32073,75340.39373,75246.47765,75257.16194,75339.92108,75218.62763,75382.59043,75454.70483,75352.45108,75061.79019,74947.17472,75072.71447,74896.77165,74553.6694,74313.32713,74131.1102,73950.45193,73775.62412,73603.7969,73349.37353,73528.21942,73543.92076,73713.28824,73686.0778,74119.03491,74538.84156,74902.76395,74739.10749,74484.95735,74194.70581,74185.48219,74081.69334,73955.18098,74187.15059,74293.32073,74028.45305,73905.24074,73702.45036,73597.49807,73489.44506,73386.88822,73420.48101,73343.61065,73083.23051,72806.993,72941.92767,72892.78369
DEL1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73917.41238,74075.92183,74166.08405,74116.36096,74528.61606,75174.40404,75440.32073,75340.39373,75246.47765,75257.16194,75339.92108,75218.62763,75382.59043,75454.70483,75352.45108,75061.79019,74947.17472,75072.71447,74896.77165,74553.6694,74313.32713,74131.1102,73950.45193,73775.62412,73603.7969,73349.37353,73528.21942,73543.92076,73713.28824,73686.0778,74119.03491,74538.84156,74902.76395,74739.10749,74484.95735,74194.70581,74185.48219,74081.69334,73955.18098,74187.15059,74293.32073,74028.45305,73905.24074,73702.45036,73597.49807,73489.44506,73386.88822,73420.48101,73343.61065,73083.23051,72806.993,72941.92767,72892.78369
DEL2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73917.41238,74075.92183,74166.08405,74116.36096,74528.61606,75174.40404,75440.32073,75340.39373,75246.47765,75257.16194,75339.92108,75218.62763,75382.59043,75454.70483,75352.45108,75061.79019,74947.17472,75072.71447,74896.77165,74553.6694,74313.32713,74131.1102,73950.45193,73775.62412,73603.7969,73349.37353,73528.21942,73543.92076,73713.28824,73686.0778,74119.03491,74538.84156,74902.76395,74739.10749,74484.95735,74194.70581,74185.48219,74081.69334,73955.18098,74187.15059,74293.32073,74028.45305,73905.24074,73702.45036,73597.49807,73489.44506,73386.88822,73420.48101,73343.61065,73083.23051,72806.993,72941.92767,72892.78369
DEL3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73917.41238,74075.92183,74166.08405,74116.36096,74528.61606,75174.40404,75440.32073,75340.39373,75246.47765,75257.16194,75339.92108,75218.62763,75382.59043,75454.70483,75352.45108,75061.79019,74947.17472,75072.71447,74896.77165,74553.6694,74313.32713,74131.1102,73950.45193,73775.62412,73603.7969,73349.37353,73528.21942,73543.92076,73713.28824,73686.0778,74119.03491,74538.84156,74902.76395,74739.10749,74484.95735,74194.70581,74185.48219,74081.69334,73955.18098,74187.15059,74293.32073,74028.45305,73905.24074,73702.45036,73597.49807,73489.44506,73386.88822,73420.48101,73343.61065,73083.23051,72806.993,72941.92767,72892.78369
DEL4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73917.41238,74075.92183,74166.08405,74116.36096,74528.61606,75174.40404,75440.32073,75340.39373,75246.47765,75257.16194,75339.92108,75218.62763,75382.59043,75454.70483,75352.45108,75061.79019,74947.17472,75072.71447,74896.77165,74553.6694,74313.32713,74131.1102,73950.45193,73775.62412,73603.7969,73349.37353,73528.21942,73543.92076,73713.28824,73686.0778,74119.03491,74538.84156,74902.76395,74739.10749,74484.95735,74194.70581,74185.48219,74081.69334,73955.18098,74187.15059,74293.32073,74028.45305,73905.24074,73702.45036,73597.49807,73489.44506,73386.88822,73420.48101,73343.61065,73083.23051,72806.993,72941.92767,72892.78369
FLA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85319.45755,85170.21495,84901.11104,84328.13874,84340.10544,84700.0297,84474.91356,84060.20646,84119.5245,84126.86979,84278.53832,84075.17851,84897.29884,85181.80768,85341.88766,85138.84335,85450.12396,85530.387,85131.92157,84801.0034,84163.13392,83767.96338,83552.9153,83353.99794,82899.69669,82480.95443,82961.4514,82865.49511,83114.36615,82942.59083,83990.06272,84351.19744,84952.59176,84947.09121,85134.84697,85047.15937,85248.45691,85365.24779,85205.16065,85549.6517,85518.42857,85055.30312,84610.72303,84402.83705,84358.77806,84287.996,83871.99462,83619.98221,83472.03736,82991.03115,82525.58677,82976.41103,83197.48436
FLA1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85319.45755,85170.21495,84901.11104,84328.13874,84340.10544,84700.0297,84474.91356,84060.20646,84119.5245,84126.86979,84278.53832,84075.17851,84897.29884,85181.80768,85341.88766,85138.84335,85450.12396,85530.387,85131.92157,84801.0034,84163.13392,83767.96338,83552.9153,83353.99794,82899.69669,82480.95443,82961.4514,82865.49511,83114.36615,82942.59083,83990.06272,84351.19744,84952.59176,84947.09121,85134.84697,85047.15937,85248.45691,85365.24779,85205.16065,85549.6517,85518.42857,85055.30312,84610.72303,84402.83705,84358.77806,84287.996,83871.99462,83619.98221,83472.03736,82991.03115,82525.58677,82976.41103,83197.48436
FLA2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85319.45755,85170.21495,84901.11104,84328.13874,84340.10544,84700.0297,84474.91356,84060.20646,84119.5245,84126.86979,84278.53832,84075.17851,84897.29884,85181.80768,85341.88766,85138.84335,85450.12396,85530.387,85131.92157,84801.0034,84163.13392,83767.96338,83552.9153,83353.99794,82899.69669,82480.95443,82961.4514,82865.49511,83114.36615,82942.59083,83990.06272,84351.19744,84952.59176,84947.09121,85134.84697,85047.15937,85248.45691,85365.24779,85205.16065,85549.6517,85518.42857,85055.30312,84610.72303,84402.83705,84358.77806,84287.996,83871.99462,83619.98221,83472.03736,82991.03115,82525.58677,82976.41103,83197.48436
LRD,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460484.501,1511067.311,1560576.534,1614266.414,1663362.913,1707058.381,1770050.75,1806126.105,1844195.526,1871665.181,1902771.771,1927882.793,1946120.148,1961746.736,1980685.562,1983702.758,1997808.48,2009192.296,2011359.102,2013192.569,2017014.38,2016596.385,2020859.446,2014908.843,2020098.151,2026336.379,2027748.449,2026579.879,2028311.323,2024502.683,2019184.862,2017665.689,2013289.238,2006167.304,2014614.417,1994855.631,1984387.83,1974303.674,1968098.299,1960043.063,1957897.202,1966334.571,1961704.053,1974280.436,1980979.927,1991640.016,2000225.993,2007676.602,2024452.617,2037984.229,2061288.418,2059046.862,2062658.233,2064016.667,2067570.941,2067530.136,2074345.267,2080368.216,2084851.116,2090856.879,2092559.344,2100655.149,2107270.2,2107651.936,2111399.603,2116918.564,2115759.345,2121210.711,2124557.004,2126150.74,2126842.354,2131196.803,2137661.471,2129947.117,2132037.959,2132732.621,2134409.197,2139680.463,2139747.385,2144470.015,2144010.123,2140978.735,2140027.267,2138696.01,2139673.94,2147427.011,2157614.594,2167360.287,2166655.126
SSK,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564404.7841,566840.3499,568796.5683,570224.0536,571428.0874,573312.3433,574628.3266,576352.9609,577749.2479,578960.6685,580197.3967,581314.4086,582917.2198,584436.6236,586357.3207,587106.1678,587905.7632,588493.5427,589150.8013,589203.0907,589423.2124,589505.1131,589711.0657,589950.4619,590171.0548,590563.4399,590874.7985,591089.8826,591524.6109,592049.2342,591945.2643,590822.2809,591942.6836,593336.7156,594147.6724,595251.8421,596149.6132,596356.0981,596819.288,597305.1693,597331.4828,597415.1771,597138.5048,597082.9427,596873.0644,596780.2674,596442.4718,596350.5986,596082.8893,596531.0679,597296.474,598328.9241,598987.3493
SSK1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564404.7841,566840.3499,568796.5683,570224.0536,571428.0874,573312.3433,574628.3266,576352.9609,577749.2479,578960.6685,580197.3967,581314.4086,582917.2198,584436.6236,586357.3207,587106.1678,587905.7632,588493.5427,589150.8013,589203.0907,589423.2124,589505.1131,589711.0657,589950.4619,590171.0548,590563.4399,590874.7985,591089.8826,591524.6109,592049.2342,591945.2643,590822.2809,591942.6836,593336.7156,594147.6724,595251.8421,596149.6132,596356.0981,596819.288,597305.1693,597331.4828,597415.1771,597138.5048,597082.9427,596873.0644,596780.2674,596442.4718,596350.5986,596082.8893,596531.0679,597296.474,598328.9241,598987.3493
SSK2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564404.7841,566840.3499,568796.5683,570224.0536,571428.0874,573312.3433,574628.3266,576352.9609,577749.2479,578960.6685,580197.3967,581314.4086,582917.2198,584436.6236,586357.3207,587106.1678,587905.7632,588493.5427,589150.8013,589203.0907,589423.2124,589505.1131,589711.0657,589950.4619,590171.0548,590563.4399,590874.7985,591089.8826,591524.6109,592049.2342,591945.2643,590822.2809,591942.6836,593336.7156,594147.6724,595251.8421,596149.6132,596356.0981,596819.288,597305.1693,597331.4828,597415.1771,597138.5048,597082.9427,596873.0644,596780.2674,596442.4718,596350.5986,596082.8893,596531.0679,597296.474,598328.9241,598987.3493
SSK3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564404.7841,566840.3499,568796.5683,570224.0536,571428.0874,573312.3433,574628.3266,576352.9609,577749.2479,578960.6685,580197.3967,581314.4086,582917.2198,584436.6236,586357.3207,587106.1678,587905.7632,588493.5427,589150.8013,589203.0907,589423.2124,589505.1131,589711.0657,589950.4619,590171.0548,590563.4399,590874.7985,591089.8826,591524.6109,592049.2342,591945.2643,590822.2809,591942.6836,593336.7156,594147.6724,595251.8421,596149.6132,596356.0981,596819.288,597305.1693,597331.4828,597415.1771,597138.5048,597082.9427,596873.0644,596780.2674,596442.4718,596350.5986,596082.8893,596531.0679,597296.474,598328.9241,598987.3493
SSK4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564404.7841,566840.3499,568796.5683,570224.0536,571428.0874,573312.3433,574628.3266,576352.9609,577749.2479,578960.6685,580197.3967,581314.4086,582917.2198,584436.6236,586357.3207,587106.1678,587905.7632,588493.5427,589150.8013,589203.0907,589423.2124,589505.1131,589711.0657,589950.4619,590171.0548,590563.4399,590874.7985,591089.8826,591524.6109,592049.2342,591945.2643,590822.2809,591942.6836,593336.7156,594147.6724,595251.8421,596149.6132,596356.0981,596819.288,597305.1693,597331.4828,597415.1771,597138.5048,597082.9427,596873.0644,596780.2674,596442.4718,596350.5986,596082.8893,596531.0679,597296.474,598328.9241,598987.3493
SSK5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564404.7841,566840.3499,568796.5683,570224.0536,571428.0874,573312.3433,574628.3266,576352.9609,577749.2479,578960.6685,580197.3967,581314.4086,582917.2198,584436.6236,586357.3207,587106.1678,587905.7632,588493.5427,589150.8013,589203.0907,589423.2124,589505.1131,589711.0657,589950.4619,590171.0548,590563.4399,590874.7985,591089.8826,591524.6109,592049.2342,591945.2643,590822.2809,591942.6836,593336.7156,594147.6724,595251.8421,596149.6132,596356.0981,596819.288,597305.1693,597331.4828,597415.1771,597138.5048,597082.9427,596873.0644,596780.2674,596442.4718,596350.5986,596082.8893,596531.0679,597296.474,598328.9241,598987.3493
SSK6,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564404.7841,566840.3499,568796.5683,570224.0536,571428.0874,573312.3433,574628.3266,576352.9609,577749.2479,578960.6685,580197.3967,581314.4086,582917.2198,584436.6236,586357.3207,587106.1678,587905.7632,588493.5427,589150.8013,589203.0907,589423.2124,589505.1131,589711.0657,589950.4619,590171.0548,590563.4399,590874.7985,591089.8826,591524.6109,592049.2342,591945.2643,590822.2809,591942.6836,593336.7156,594147.6724,595251.8421,596149.6132,596356.0981,596819.288,597305.1693,597331.4828,597415.1771,597138.5048,597082.9427,596873.0644,596780.2674,596442.4718,596350.5986,596082.8893,596531.0679,597296.474,598328.9241,598987.3493
MES,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15047310.86,16297066.33,17409271.08,18241331.23,18477345.64,18510408.28,20189857.17,17092957.4,17082258.7,17343680.55,17872195.09,18328131.52,18493203.99,18960103.94,18484905.14,19159858.24,18680514.15,18683204.95,17975173.33,18300326.94,18177002.57,17486516.57,17031523.28,17411779.97,17386912.86,17784254.01,18155199.68,18322745.56,18342691.32,18480003.94,18925126.04,19160464.64,19580027.67,19070325.38,18172334.57,18053739.71,18018562.05,18203385.19,18085218.63,17834796.86,17284391.74,18254749.82,18904351,19870366.02,19771045.91,20505550.64,20273457.48,21586920.49,21991913.7,22196379.91,21585646.15,21833659.34,21825633.33,22360993.01,22034631.28,21998011.58,22358932.75,22465353.69,22596925.4,22407322.95,22818573.91,22675168.4,22566826.98,22466071.37,21977016.4,21365096.79,21548389.85,21354106.32,22715690.14,22934458.33,23278275.79,22139902.44,21805422.64,22300845.23,22868128.55,22544345.16,22389824.91,23369180.57,22458355.93,22525226.11,22813783.34,23012939.81,22624865.9,23905903.44,23302192.05,24236424.8,25400186.1,24424012.46,24018760.84
MES1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15047310.86,16297066.33,17409271.08,18241331.23,18477345.64,18510408.28,20189857.17,17092957.4,17082258.7,17343680.55,17872195.09,18328131.52,18493203.99,18960103.94,18484905.14,19159858.24,18680514.15,18683204.95,17975173.33,18300326.94,18177002.57,17486516.57,17031523.28,17411779.97,17386912.86,17784254.01,18155199.68,18322745.56,18342691.32,18480003.94,18925126.04,19160464.64,19580027.67,19070325.38,18172334.57,18053739.71,18018562.05,18203385.19,18085218.63,17834796.86,17284391.74,18254749.82,18904351,19870366.02,19771045.91,20505550.64,20273457.48,21586920.49,21991913.7,22196379.91,21585646.15,21833659.34,21825633.33,22360993.01,22034631.28,21998011.58,22358932.75,22465353.69,22596925.4,22407322.95,22818573.91,22675168.4,22566826.98,22466071.37,21977016.4,21365096.79,21548389.85,21354106.32,22715690.14,22934458.33,23278275.79,22139902.44,21805422.64,22300845.23,22868128.55,22544345.16,22389824.91,23369180.57,22458355.93,22525226.11,22813783.34,23012939.81,22624865.9,23905903.44,23302192.05,24236424.8,25400186.1,24424012.46,24018760.84
GRH,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070452.63,1062427.285,1053019.399,1044237.59,1033776.994,1024122.902,1021692.119,1018679.48,1017704.098,1015541.302,1013468.705,1015387.602,1010052.19,1004543.903,1012416.084,1017594.079,1019889.64,1029246.716,1032186.662,1023377.869,1024934.148,1016417.402,1016621.094,1017893.625,1008275.573,999810.5568,996344.6111,994182.5495,995182.8016,998712.5643,997190.1229,999729.2391,998071.4941,993681.1898,990656.8578,990237.3517,915988.5396,849262.3216,794937.3016,748893.4775,716268.7865,691591.1334,672271.6686,659519.4923,652971.8712,653199.3141,651645.3769,647780.4973,647544.1314,645443.0466,642515.6927,638132.3837,635359.6386,633253.2181,630373.8221,627121.6635,626873.7759,626703.9356,625863.1959,625550.064,624523.6741,622881.2387,622966.1448,623443.6602,623959.3827,624376.4457,626687.1642,630850.9647,633379.8673,632212.995,631634.6363,631938.027,632203.3889,631946.1276,631250.6788,633056.9753,633345.6379,632733.6857,630648.6544,628925.3201,626809.538,626916.5726,625221.8503,624545.7239,623313.4647,621804.2448,620914.5149,621866.5688,620515.3779
MAC,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5168298.525,5213277.659,5254338.373,5285340.736,5311143.859,5347056.257,5440223.008,5387168.463,5342539.22,5357541.179,5360627.526,5303459.586,5244249.223,5112332.875,5026260.543,4897949.954,4854941.837,4867842.76,4802261.563,4782904.455,4734422.056,4688055.575,4628952.691,4605649.921,4597175.476,4611604.013,4669522.276,4701766.755,4784158.406,4802415.522,4816565.113,4877362.056,4921859.263,5008718.805,5043480.008,5014791.478,4895575.253,4806381.787,4687110.207,4575359.288,4517319.52,4520061.758,4443887.062,4412751.844,4384293.869,4314376.813,4307208.392,4251724.573,4288375.66,4299342.956,4351934.933,4333209.366,4337112.086,4302017.288,4292807.047,4288023.319,4239928.115,4202696.014,4175368.572,4197524.418,4167201.833,4150512.143,4163177.62,4146752.692,4174026.506,4218252.038,4249963.463,4243706.272,4285488.695,4266465.179,4252683.996,4251654.037,4299721.405,4308726.184,4286120.267,4261097.508,4257751.765,4214960.194,4186675.174,4222087.598,4193944.336,4170242.906,4151099.354,4140911.179,4159564.571,4153916.274,4051109.463,4087235.857,4130308.855
