Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
HAD,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70493.78408,67715.77419,69555.76728,99390.38597,131244.8488,148035.8177,143840.3884,110014.009,86039.86099,76470.31694,255958.757,487428.9235,620031.4737,699467.8443,670038.6233,549582.8672,399330.6454,269414.3349,196881.7793,202493.9241,230456.8277,245244.872,242157.9862,281067.0416,321852.3753,395691.2714,530069.536,657241.3278,760058.3697,810260.4805,783965.0661,650556.6273,513324.8981,429661.8798,378184.3884,369734.7765,385040.8018,381476.2388,362596.5132,327532.6521,439415.6622,582885.6183,643700.2676,647233.3002,608501.9463,510230.6414,421038.9897,355005.4155,314849.1709,282550.2372,254480.6466,228303.1865,202619.712,184832.2727,168033.5071,151591.6639,139074.5185,128027.045,117554.2278,110394.8642,100347.2968,95315.17764,93609.68718,136519.3694,185686.015,217233.0435,231396.5802,226382.094,200104.1297,177396.6035,151200.9141,133424.3985,121974.9883,116175.9415,112462.0596,109238.0503,105169.1713,100310.2315,155287.2398,220777.2743,252668.1792,265938.7713,261927.8005,231082.3982,206231.0706,184177.8865,387782.4954,638656.9566,766419.2584
SAI,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2127020.385,1562826.089,1146038.225,896058.467,640336.8803,519027.8984,502287.7579,460877.6095,392871.2777,325774.7434,300352.4549,296087.704,304482.0961,307076.1744,306127.6706,311680.3535,329470.7969,370320.8743,411498.0466,450979.7694,501140.1194,558621.2328,614654.9375,669471.7764,729923.9885,787469.1383,788653.7583,793168.4402,784739.3522,783606.3116,746920.241,726521.1294,702069.7329,724019.9292,762548.9183,777576.3056,916799.0881,1078439.644,1254777.64,1441022.278,1645877.648,1888427.929,2149635.186,2445948.774,2805955.949,3141541.077,3500802.925,3864353.151,4302130.402,4742802.136,5209519.756,5605088.205,5967369.738,6303892.881,6604529.592,6858884.95,7054239.536,7272947.51,7515845.465,7771431.808,8028881.35,8311196.828,8598458.277,8800034.826,9021109.412,9200016.495,9445917.564,9578202.336,9719737.905,9964813.365,10066928.65,10218306.28,10340556.07,10451150.82,10511677.48,10587176.91,10615050.65,10625787.4,10623250.75,10648394.28,10692822.57,10655895.52,10651060.26,10656365.15,10685332.91,10715552.48,10849501.08,11037411.21,11099680.52
RED,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2912984.474,3017733.298,3099103.157,3000175.837,3015487.425,3060074.55,3018744.762,2988490.52,2930984.868,3165838.225,3147857.71,3157810.132,3170493.238,3088635.749,3148385.765,3138828.916,3370238.067,3212615.924,3154957.942,3096926.743,3202098.437,3100059.801,3212993.116,3154808.832,3130454.597,3214737.053,3179249.88,3089165.069,2953198.738,3136339.555,3181280.898,3418218.672,3344162.137,3441527.501,3273263.813,3320413.326,3275456.926,3349478.77,3211214.807,3172866.132,3344431.016,3061049.625,3150644.337,3070242.705,3077188.99,2977884.646,3108753.407,3210752.211,3196590.338,3387348.826,3098540.329,3038298.334,3157748.943,3009732.731,3143856.026,3027284.191,3051350.314,2992382.565,3144326.008,3089658.79,3158600.519,3270945.185,2936342.484,3241736.538,3074830.805,3205666.269,3106682.647,3186705.714,3170363.51,3049476.09,3188465.879,3288763.269,3241332.815,3168355.409,3349704.131,3250320.086,3284889.985,3169079.907,3287310.27,3107961.794,3199644.896,3215849.434,3212820.601,3421931.999,3187163.351,3485397.78,3704276.939,3594505.63,3389772.615
BWH,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7310678.551,6785716.398,6780900.265,6818389,6804491.942,6723963.946,6418195.189,6277518.782,6183578.598,5977879.252,6028984.515,6611151.971,7066030.158,7434117.343,7841183.105,8052800.46,8105757.643,8467209.344,8406897.468,8233977.549,7972632.346,7746794.068,7861343.42,7601044.521,7217171.172,6874029.678,6508530.4,6091912.485,5781868.811,6010290.995,6410398.139,7546831.171,8332284.486,8807379.284,8773320.704,8671927.345,7864931.086,7190895.172,6615111.327,6137765.463,5779107.411,5571155.204,5393479.747,5309980.846,5247661.045,5205255.339,5187629.538,5158305.582,5171078.434,5182830.898,5210357.748,5184760.483,5185755.633,5174453.537,5177134.633,5177380.472,5168966.945,5160429.761,5158840.589,5177124.424,5167419.586,5169490.022,5172232.936,5174766.221,5182431.626,5192004.936,5190408.696,5183994.795,5213107.649,5207386.429,5203447.962,5207046.953,5219850.96,5201427.248,5196839.875,5189360.949,5187298.287,5176139.889,5170790.138,5189731.887,5164699.756,5149632.316,5137769.815,5136207.179,5146654.269,5175037.316,5165378.632,5194585.778,5202128.265
SSH,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2840675.949,3093564.15,3484293.186,3782068.996,4074862.587,4315930.481,4526260.166,4617160.05,4458974.575,4498591.709,4640855.391,4699482.415,4856921.23,4787758.671,4534920.13,4157799.046,4000792.366,3469385.419,3006110.23,2645183.499,2340318.366,2158896.993,2005138.933,1966204.944,1954400.574,1888468.901,1835638.47,1732884.845,1606689.828,1501264.269,1443762.516,1458247.933,1478617.071,1521594.489,1597728.313,1741122.773,1677565.996,1586651.453,1514793.519,1400569.139,1323437.378,1189405.574,1098148.616,1038834.795,957799.2332,889034.5523,812665.5263,784195.9677,761552.8598,724482.5879,688218.1838,659646.6278,629550.7555,609283.5797,598256.0926,565449.2157,526247.0801,477722.8995,434613.4306,382496.6376,340433.5115,321759.1303,287017.0753,252191.4438,228146.4158,213657.8102,191881.8281,185490.2234,181397.9608,167102.2537,154867.1783,168002.2224,180271.917,194088.5591,206395.1344,217391.1189,227232.7423,231379.3389,237061.9315,244241.5324,248867.3456,249584.2393,241375.2318,244458.0201,244768.8878,245814.1318,267682.1938,303430.1286,326316.3474
NCO,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4201170.935,4276349.797,4106481.496,4191518.547,4312967.713,4514766.181,4683890.831,4430855.638,4280582.89,4375836.529,4848798.724,5373208.691,5291997.217,5574726.588,5363552.594,5072737.81,4796292.194,4461713.807,4267027.357,4311146.483,4450543.415,4539880.612,4597622.832,4637212.649,4579757.58,4458656.334,4628068.455,4899333.111,5280073.513,5575824.502,5764675.618,5909779.253,5961984.868,5958184.786,5821347.789,5971311.916,5185980.521,4701483.324,4482756.89,4301513.668,4240132.433,4270047.221,4233117.68,4080396.862,4059891.715,4227455.304,4183169.511,4100169.953,4069179.833,4104185.813,4036579.382,4005052.241,4036792.667,4061407.348,3987587.734,3972739.052,4033717.892,3997564.397,3963773.68,3982638.337,3958854.537,3831625.91,3930866.399,3908598.177,3977544.62,3966385.08,4026129.245,4127988.478,4220908.564,4129147.901,4076653.802,4097997.739,4099900.706,4004330.652,3957850.779,4049505.551,4057454.66,4023451.667,3968796.58,3966883.836,4045639.082,4082429.117,3951072.451,4000896.963,3968357.686,4025567.376,4013098.581,3986177.513,3979205.755
PCO,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2805796.932,2870444.274,3041645.645,3168919.867,3236423.356,3179749.472,3359888.299,3444425.081,3421758.713,3221658.338,3159349.694,3035070.143,3126285.015,3173146.404,3281020.67,3291772.25,3446111.012,3557982.533,3705848.713,3704264.061,3717637.198,3643767.012,3696437.976,3724307.561,3835993.628,3662208.99,3543425.23,3503430.315,3618123.28,3668626.698,3729522.778,3775615.052,3578218.356,3508630.512,3603819.764,3687947.357,3746757.144,3657830.756,3636870.513,3611993.65,3708283.384,3769836.225,3987784.95,3950356.902,3769548.336,3919286.917,3902943.517,3933138.235,3978537.842,3958016.55,4066543.331,4001571.418,4204944.243,4323879.366,4459755.181,4639814.648,4577291.895,4616254.246,4668073.98,4636537.979,4795628.524,4626662.092,4409909.504,4278177.28,4169429.37,4173344.309,4101925.649,4148550.312,4084079.909,4053899.601,4113394.896,4136715.028,4106888.414,4186012.326,4106287.767,3955357.207,3904108.869,3915190.685,3896396.374,4144691.071,4149556.446,4080089.587,3859055.704,3795789.174,4017757.624,4178815.314,4103839.109,3991746.17,3853529.96
CAP,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4437031.175,3489253.639,2957412.289,2463157.327,2133401.133,1987936.318,2160471.565,4354298.699,3555331.686,3235014.078,4532269.862,5030212.446,4791696.627,3676783.611,5340024.534,6537610.557,6173747.743,5602769.241,4501294.525,5055497.172,4666187.539,2964182.183,4561062.723,5435876.744,4770267.627,5088764.384,6026010.48,6604613.683,6121693.695,3861336.351,4664474.912,5534174.759,3602204.324,4022791.895,5445939.649,4978697.639,4382411.14,5155713.069,5710977.021,5530686.365,4715988.725,3271919.091,3077218.974,4803268.419,4338686.92,3787187.121,6603356.457,5207373.16,3657437.136,5368411.077,7061763.845,5194876.048,4210001.195,6301732.905,5288145.651,5063039.515,6378158.398,5667777.559,5077958.745,5671198.282,6083536.994,5981905.16,3978026.609,5317020.3,7343452.527,5898258.167,4464888.775,5715285.612,6975848.102,5431708.49,6402743.183,6161496.984,4520453.072,4526916.327,4062500.894,3742352.364,5522877.467,5223076.389,5048865.366,4798824.356,5184507.632,5590174.111,5851738.269,6560234.539,6019307.704,5057910.227,5343956.324,7081140.863,4673242.766
PWN,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19353380.58,6091585.11,6693765.072,8358604.063,9338068.587,9649727.607,8970166.231,9693020.236,9969786.393,10162898.62,10991204.29,12127480.48,13367074.85,14022732.23,14178968.48,13291172.6,17846969.85,14375654.34,12369564.75,12256970.9,10765335.74,9013848.502,9180949.513,10170214.76,11638259.99,12352478.1,11888336.06,11785720.43,12380606.42,14321547,14510855.13,14855830.13,13132186.04,12299567.38,10950816.01,9361958.591,9329492.972,8886932.921,8015817.498,8162718.105,8487624.907,6504800.334,7160952.597,8857606.811,9717968.916,10748438.32,8554963.321,10003793.68,11227897.37,14692531.83,14980782.41,13804285.18,15648125.02,17303446.22,23024551.64,16523275.9,21296272.7,21330896.9,23575376.98,28152787.79,30165227.71,33809785.23,33305725.72,35314330.51,36845087.06,38598895.8,39033044.7,39555380.27,39912172.29,40731269.62,42173767.67,43066396.24,44861106.6,41428281.09,49760558.67,44617303.38,49789146.2,42840607.11,55628681.49,41729392.29,37230941.5,57386756.13,43636850.44,57978708.59,42653184.33,40494695.99,65964116.68,52886475.73,45634961.63
CEP,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43806620.18,43568252.75,43788047.12,47328924.38,45953633.5,42736187.79,284200137.9,291282381.3,50588098.37,49460557.44,53859674.14,57631032.06,52120816.77,49780005.17,86860060.42,84602124.64,47185257.17,52206469.95,48986984.88,46345201.61,47133315.58,51388332.12,58031184.82,52537555.42,48844919.39,51481418.45,51365476.97,51082259.27,55649626.29,59751381.85,61261258.23,58160189.61,55184967.72,59414182.28,70746096.2,61864449.96,46722748.14,50539399.4,54081598.11,53814790.03,55833984.56,65814752.85,61517537.85,76454898.25,86914952.72,64848331.71,60507346.37,54806509.57,51771806.02,56503556.69,69029255.67,65967487.38,56356992.74,55969148.62,59458655.4,64074490.01,69901330.15,71457455.43,62120618.37,59044864.83,58556325.84,60633100.67,60952891.11,62054677.69,65959216.17,71426566.55,67894722.72,61222824.41,82062129.82,81261130.27,60789342.96,65094187.26,69145590.55,62263023.09,54771234.97,55011227.15,57427641.48,64051540.41,63380322.9,82835238.35,78126528.49,56876133.81,58741410.14,61017666.89,67254387.03,65638362.22,61872751.85,62179910.26,64101143.92
KCR,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5582.666938,5570.744208,5557.94204,5543.445939,5524.349998,5482.210058,5432.167523,5392.270029,5359.51528,5331.208238,5304.808588,5280.222897,5254.326975,5223.658168,5164.404271,5079.892391,4998.909973,4923.485639,4849.059728,4763.318038,4612.807863,4176.312767,3683.892347,3277.843498,2954.314744,2702.380778,2519.765898,2365.252545,2220.615464,2031.453928,1702.796499,1392.662211,1153.713025,959.722539,802.674493,680.894349,582.558373,498.437166,426.791753,367.004102,318.967335,280.694243,247.892423,218.664425,194.432712,173.757832,156.322353,141.420931,128.302384,117.02165,107.030389,98.170695,90.304101,83.488414,77.498771,72.02738,67.071265,62.744073,58.912507,55.470899,52.409681,49.604166,47.129345,44.913171,42.940668,41.125233,39.54784,38.120342,36.829902,35.652382,34.552508,33.496567,32.56271,31.679799,30.849714,30.098702,29.409781,28.755398,28.144122,27.587315,27.073578,26.603659,26.155072,25.734073,25.339179,24.97442,24.641681,24.335819,24.048113
SCR,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91214.73504,87007.54236,84543.13997,95373.9774,93595.27311,89999.3434,88803.27024,99336.56141,97259.28288,93577.42281,92995.28916,101909.2086,99123.01235,94841.1489,91741.38806,90941.86568,96924.87878,96965.52894,96637.40057,102227.0136,99889.28122,95232.25823,85849.48297,79933.97324,98784.5364,105558.4962,100145.3091,94914.83919,113998.8337,114392.4153,107826.1514,104397.9824,122361.8834,120904.3422,115264.6815,110187.5473,112844.3042,117494.2571,116055.233,110012.1175,123933.8277,125265.1814,118404.96,121005.0738,123689.7273,115509.8159,105197.1854,100984.1907,116843.6832,122025.4699,120664.9828,128223.8006,125381.0003,127121.7486,134390.1328,131052.3324,128457.9385,119264.7999,122682.3091,118818.8702,113769.7825,125139.5617,127247.6122,125392.9648,139215.5562,135268.9851,128038.5396,140517.2991,136802.0976,127510.8929,122656.7669,129554.4434,128806.1795,134202.4321,138559.0222,137087.0642,140161.4107,147454.0037,139834.5464,135817.211,127603.0978,138873.8206,137801.7265,141616.6436,147690.3131,144239.5154,144693.5693,135100.6939,130632.6448
ZG,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6828658.954,6802294.595,6789772.468,7189654.771,7190425.633,7164271.536,7129247.593,7113030.28,7089021.165,7066311.891,7036412.344,7317706.835,7311189.368,7280426.726,7271369.137,7255867.164,7248728.185,7660700.094,7651530.108,7638943.173,7627941.24,7609071.465,7987928.153,8008145.795,7992404.297,7968107.892,7969250.695,7950567.447,7932439.953,7917131.971,8340303.535,8325571.414,8324503.711,8733234.456,8719965.896,8714332.062,8701073.001,8690297.941,8679838.194,8675014.995,8661627.749,8653973.854,8678470.087,8680804.777,9205452.872,9742133.339,9759365.275,9751747.338,9762825.65,9797415.046,9825652.978,9852015.221,9885562.411,9948188.081,9990373.47,10052357.87,10657394.04,11250371.44,11315152.11,11337975.38,11344203.77,11383553.05,11486198.88,11544105.09,11553988.14,11572743.69,11610258.85,12337162.3,12363578.24,12422080.78,12485262.61,13084484.45,13197963.14,13344672.75,13381255.37,13523984.98,13698811.22,13746355.62,13865602.9,14820664.97,14863296.36,14919843.38,15006707.92,15052643.85,15832353.15,15894883.72,16018981.86,16234106.13,16344251.39
ZL,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155818518,1134789703,1205241440,1219457099,1140267806,1179373666,1282853031,1297161159,1175915059,1178445778,1305154729,1353600192,1293471862,1269227277,1259465378,1357117645,1275429384,1274485420,1265105898,1358561523,1294916087,1235842093,1344637325,1348391486,1355806985,1259344328,1298587571,1421785616,1374669547,1242682188,1250262335,1365762610,1348181295,1470807663,1315274522,1341751013,1362812724,1384042456,1303535836,1378606566,1415475300,1363048145,1396426413,1381140050,1510962985,1538406913,1371291561,1372412514,1335553150,1453438949,1362019835,1393897505,1443663217,1412009802,1321444715,1425871737,1478512582,1393212845,1425514038,1400789161,1439264470,1332400578,1399698485,1395804450,1471260231,1357436145,1448233567,1657869687,1454135422,1411589195,1417444758,1452176694,1376350660,1384243097,1391324784,1369520329,1490900318,1402160958,1303982243,1348322103,1499278282,1426143563,1337967351,1466444440,1388865844,1480779868,1340855770,1418377209,1330511932
ZM,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393313667.2,534162274.4,647173125.9,696827310.6,731997214.8,637027472.8,873374280.4,634078023.9,751936250.1,558606032.6,651605133.1,738353259.1,720382159.6,825590408,507029340.1,689679408.6,649834508.7,809394843.2,553580414.4,705663856.8,835042173.4,704528151.2,475825593.6,633548728.1,683998581.5,844052829.3,687525920.8,770310663,743358079.6,732360669.8,722986877.8,766507236.8,920932243.6,690491780,611646356.6,694669920.5,741531405.9,704142757.2,781060129.3,641830588.8,453420652.5,668133063.3,637715058.1,797963731.4,605727008.6,715514125.2,676172446.7,972158330.8,706588724.5,693537056.9,601917321.1,935204642.3,546879467.7,732380424.6,569154809,639210586.6,883097261.9,825113931.7,807760269.7,716054413.6,913273978.8,619476636.2,732940328.5,803308053.9,694971464.3,486520175.8,511005347.2,466850013,618988345.6,732744392.2,783670019.8,724354543.7,475019328.2,576401611.2,848072290,526312679.3,550081272.7,973154968,508713673.2,568550002.1,845174602.9,571290235.4,488550537.4,735561568.9,632965630.5,1028925771,786465373.6,609002113.7,960671469.3
ZS,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23986651.75,29128413.92,37236582.04,38601221.78,5532781.745,8928448.038,9781781.493,2513151.313,16372161.41,38620842.55,59591491.37,9405850.855,38553277.92,27453356.55,25932284.14,60725242.65,20755855.8,29527503.23,31244134.42,48456908.13,17054257.5,8476470.526,16337493.07,55401128.21,66855546.76,34537221.92,31751056.45,113550423.3,36595685.69,4856916.558,33906991.59,134630248.4,41927834.53,13828388.44,18016046.47,79411204.61,110186476.4,66603658.84,23449751.57,50830121.86,80386409.01,47528819.32,51992032.45,51846044.8,77629838.7,9806281.876,21160792.73,74201589.96,85515967.84,97944873.32,37954456.26,37542112.78,94962160.73,182362763.3,18969872.15,101872844.7,13132971.35,62017069.33,62657089.47,82490614.52,77933937.46,44699143.08,61548545.06,67531781.2,47146060.72,23746852.57,95321430.06,44946239.41,11999449.49,66714813.52,76430456.39,72486702,78260979.62,72798600.13,43050278.15,28842991.89,117395414.5,19938091.19,24841028.88,888.768155,171207491.3,40638909.22,29285885.77,77022907.88,57713219.63,36268697.35,30699169.99,53906714.32,25554993.48
DF,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20508650.93,2695233.868,422758.2363,67416293.1,7880336.312,60695083.23,835289.0795,5122857.692,2099602.336,20020759.99,856060.8807,2729896.52,86017246.67,33278674.22,27206284.12,4158062.216,35900850.75,2137015.28,685620.4935,2604737.797,3214289.272,139088887.9,592940.5868,1802657.766,591063.6194,1580077.743,6726284.871,6985915.271,4704098.635,1977695.585,7894072.525,5404004.337,12460079.5,222952199.8,4737058.246,13129232.77,10514484.23,6322005.794,1369086.1,21400953.86,241479573.5,530658.3501,79190267.61,553052.5835,1736514.515,27647213.24,60903849.62,7373676.904,33013299.25,214993214.6,184286287.7,978194.4785,1282388.949,8574513.091,1805162.354,1111293.011,8109200.895,34925637.88,1339025.682,172771219.6,1389576.269,1166461.67,1012241.98,17546482.03,23938165.49,8116926.713,1552035.017,15869233.55,613198.3218,5931882.847,284882071.6,105537389.6,2042386.866,1123822.178,4327214.734,44229494,25738512.35,476646.1247,11513940.31,534283.2293,1107150.193,1426577.369,3182646.333,591518.833,278495367.3,452733.3911,1593198.755,3007598.921,1319438.26
PS,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8178408733,76945103.66,99893702.56,164055010,282301516.5,502096968.1,964722707.2,3132628625,4944681792,8483052156,819323350.3,52988183.97,107293521.3,265465418.8,773067239.9,62763550.48,45455092.58,57958833.99,79060919.91,126773749.4,261899564.1,604399989.7,1071850518,1551359394,2147016898,2541245029,3143243295,3701717849,127878144.5,192209336.4,447193220.2,132290507.9,125088855,147296323.7,162642541.4,286252451.8,490359769.7,1449295080,3313567965,6799321075,9895290117,2367491788,291633158.9,220410203.9,279460148.9,252080809.6,270130214.9,259315593.7,364109341.3,208311867.3,255243286.5,560528399.7,1258163149,1720505519,1259691315,2227827746,396877514.2,724139812.9,733525822.8,1478398513,2085792798,2842876718,5878197163,7526371210,8804710791,12475446616,15491032295,18624127759,915422318.5,1429827374,323789959.5,646139668,290927415.9,323619122.7,393833339.4,510775838,298389750.7,313009302.4,423193944.6,628871640,1667198261,2245254461,3234484100,4802670531,1505978916,1776104745,2215595680,2812369173,3209718222
PL,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5532255040,4469148505,3971180996,3665045484,3467656353,4927990728,4081685354,4484003404,4606837395,5526318928,4587058442,4154953982,4474648655,5487802167,7466761643,5073015290,5537956233,6165569983,7351296984,5618170462,7215947287,7998986892,6187236498,5717065155,6956559332,5611267892,5708576974,6236414951,7644869358,9889142072,11858026379,10850000088,11349882148,13114515012,12284451696,11276307994,11095756074,11710680117,12062304502,12857663583,12748194428,10298317775,10642981888,8349829344,8395126767,7434497643,7318433071,6612527436,7783082751,8582039606,7243348950,6497467980,6755651038,6770184277,6692169999,7535353903,6422424097,6015490590,6815903662,6399444694,6474052604,5735135431,5417820329,5968650750,7140454857,5702035763,5245843858,6137523549,4614766050,4470367078,5295840882,9009536480,6068556714,7911434012,6577040153,6259238242,7707688593,5933379262,7176568810,8195812503,8690142953,10910571989,13345927125,10702231550,11816342671,9137532458,8771477643,11112947547,11169953537
BC,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4147513.57,4172359.032,4196975.857,4222204.565,4248016.232,4274142.549,4300202.497,4326922.293,4353988.605,4381432.284,4409074.946,4436939.523,4465512.485,4494303.66,4523118.883,4552229.624,4581811.999,4612283.58,4643340.758,4674615.681,4705956.709,4736873.796,4767917.355,4799177.615,4831152.751,4863541.992,4896361.301,4929989.133,4964579.936,4999597.515,5035005.029,5070639.589,5106615.564,5143187.922,5180569.739,5217747.263,5254771.331,5292817.978,5331591.082,5370843.138,5409827.602,5448434.355,5487737.098,5528248.707,5569226.989,5610567.801,5651974.931,5694222.828,5736716.684,5779520.752,5823136.945,5867528.842,5912147.569,5956827.921,6002281.543,6048680.961,6095792.661,6142989.642,6190426.994,6238596.248,6286905.204,6336325.973,6385754.811,6435797.648,6485520.028,6536089.388,6586018.852,6636480.434,6687244.992,6738880.203,6791265.96,6844277.912,6897460.244,6951116.159,7005693.171,7059817.436,7114714.363,7170531.656,7227096.351,7284664.736,7342414.422,7400115.754,7458532.624,7517526.087,7577468.982,7637390.47,7697007.68,7757259.631,7818300.798
BD,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7050121.853,7281506.771,7520928.581,7774226.737,8043254.648,8326933.792,8621268.172,8933698.005,9263156.906,9610995.431,9979577.539,10369395.03,10784750.57,11222877.38,11686154.7,12180139.74,12706548.65,13275068.87,13885799.18,14533237.88,15218303.57,15946822.84,16726409.85,17558669.61,18448523.63,19399139.88,20444165.3,21588281.16,22832979.2,24179816.11,25623682.14,27161582.11,28791780.41,30548009.3,32439192.8,34424941.71,36528650.58,38820969.62,41294019.38,43952536.29,46753486.02,49735159.17,52973115.24,56526076.69,60365049.12,64457741.84,68829223.15,73634102.03,78808541.24,84396172.76,90462878.78,97050611.71,104082327.6,111649407.7,119845382.2,128841044.7,138454864.1,148892580.6,160044770.6,172160264.1,185204182.4,199125135.4,213989407.7,230230632.4,247576630.2,266408838.1,286320585,307765028.7,330962192,356555960.9,384087861.9,413691739,445180413.3,479010677.1,515334330.7,553412129.2,594428044.6,638908931.6,685040075.8,734478228.1,786626225.6,842609386.3,901482322.1,963358831.1,1030414234,1100063165,1173149149,1249153610,1327915482
BFF,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9421586.993,9698665.401,9728806.873,9801631.062,9862991.081,9929745.403,10240369.07,10347061.3,10420950.74,10477707.78,10792071.91,10837711.72,10906481.09,11004083.33,11045749.49,11477260.29,11582978.33,11669455.16,11749491.03,12200948.64,12289130.86,12380790.06,12475674.1,12988841.81,13131420,13234318.57,13342774.61,13894529.15,14000028.47,14113019.03,14657766.03,14780823.14,14918622.96,15514060.94,15593876.91,15740528.1,16352801.18,16510993.83,16630240.11,17200430.42,17350596.57,17432341.1,18052743.79,18215204.89,18342972.5,19003595.37,19066221.37,19214475.97,19868039.31,20025902.22,20158535.54,20786561.68,20938374.2,21081573.59,21675474.58,21837771.21,21944062.12,22484722.16,22669012.77,22844375.14,23422508.12,23568270.87,24131695.28,24299331.94,24434158.04,24952587.67,25098640.83,25575334.85,25609096.73,25783889.64,26251287.49,26447667.19,26594424.19,27069466.35,27218092.02,27388388.05,27828108.93,27968707.62,28351442.28,28529387.1,28936321.89,29091546.53,29231203.46,29638309.78,29798625.23,30160809.02,30292072.44,30463733.52,30804337.55
