Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
HAD,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70493.78408,67715.77419,69555.76728,99390.38597,131244.8488,148035.8177,143840.3884,110014.009,86039.86099,76470.31694,255958.757,487428.9235,620031.4737,699467.8443,670038.6233,549582.8672,399330.6454,269414.3349,196881.7793,202493.9241,230456.8277,245244.872,242157.9862,281067.0416,321852.3753,395691.2714,530069.536,657241.3278,760058.3697,810260.4805,783965.0661,650556.6273,513324.8981,429661.8798,378184.3884,369734.7765,412653.4067,436158.99,441375.8092,423234.9591,549125.6829,727751.3594,827757.5956,869501.0921,859670.5961,761110.0741,658233.1467,563553.1995,493579.4751,436802.5063,388379.2381,383361.727,394333.5231,396263.874,384180.1726,357939.8528,320510.4943,290696.5185,260085.534,236870.6489,202845.2027,190467.2556,179275.0066,172133.186,167430.8569,163521.2955,157868.5984,152251.0174,144279.9472,137850.9357,133467.2905,127115.2016,125353.3083,122235.014,118810.017,113856.5514,109534.1436,106982.8017,340541.4002,638183.1266,832190.7259,926914.0209,934186.3762,840035.6733,761095.2109,688708.4226,645013.5806,609575.3339,582725.5726
SAI,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2127020.385,1562826.089,1146038.225,896058.467,640336.8803,519027.8984,502287.7579,460877.6095,392871.2777,325774.7434,300352.4549,296087.704,304482.0961,307076.1744,306127.6706,311680.3535,329470.7969,370320.8743,411498.0466,450979.7694,501140.1194,558621.2328,614654.9375,669471.7764,729923.9885,787469.1383,788653.7583,793168.4402,784739.3522,783606.3116,746920.241,726521.1294,702069.7329,724019.9292,762548.9183,777576.3056,935788.7929,1123295.115,1332785.013,1561038.242,1817520.864,2124430,2462631.504,2847214.943,3296887.014,3767382.296,4261681.282,4832562.105,5451483.433,6083497.98,6715324.38,7305058.928,7868410.254,8358369.515,8740675.566,9093597.163,9405421.903,9748787.944,10112197.2,10467868.45,10833679.64,11222917.44,11616253.34,12143194.67,12648016.58,12995475.88,13228666.18,13435718.1,13618806.39,13743574.02,13824187.31,13883845.31,13882126.94,13858657.84,13797162.2,13926833.74,14027216.13,14120534.05,14174355.7,14322064.67,14612598.13,14772570.7,14757369.28,14824556.49,14862491.52,14892047.82,14869813.53,14904159.38,15021250.11
RED,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2912984.474,3017733.298,3099103.157,3000175.837,3015487.425,3060074.55,3018744.762,2988490.52,2930984.868,3165838.225,3147857.71,3157810.132,3170493.238,3088635.749,3148385.765,3138828.916,3370238.067,3212615.924,3154957.942,3096926.743,3202098.437,3100059.801,3212993.116,3154808.832,3130454.597,3214737.053,3179249.88,3089165.069,2953198.738,3136339.555,3181280.898,3418218.672,3344162.137,3441527.501,3273263.813,3320413.326,3275406.783,3350267.921,3214333.609,3179110.015,3355738.961,3074457.864,3174526.406,3094301.63,3112200.001,3003693.634,3156309.92,3231904.413,3303574.255,3362432.88,3205125.914,3086946.097,3396516.624,3140996.496,3241615.371,3016275.123,3102281.3,3135881.626,3158897.804,3053873.453,3191566.298,3074439.002,3392892.977,3399005.546,3359320.161,3058105.489,3136929.844,3323531.157,3189102.683,3235182.273,3281149.852,3176087.016,3128070.827,3158989.338,3191006.242,3148931.546,3207322.203,3114982.166,3134975.309,3227291.094,3114986.375,3256689.347,3175654.656,3359615.521,3194069.305,3256193.009,3170653.612,3573051.558,3469311.614
BWH,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7310678.551,6785716.398,6780900.265,6818389,6804491.942,6723963.946,6418195.189,6277518.782,6183578.598,5977879.252,6028984.515,6611151.971,7066030.158,7434117.343,7841183.105,8052800.46,8105757.643,8467209.344,8406897.468,8233977.549,7972632.346,7746794.068,7861343.42,7601044.521,7217171.172,6874029.678,6508530.4,6091912.485,5781868.811,6010290.995,6410398.139,7546831.171,8332284.486,8807379.284,8773320.704,8671927.345,8364959.693,8073671.894,7767451.431,7473358.785,7237958.303,7127381.351,7012712.928,6960020.031,6935770.298,6905997.741,6878405.981,6871512.729,6896373.341,6937122.86,6963627.354,6987041.123,6979850.011,6962078.223,6949234.531,6940395.004,6933975.574,6954588.375,6933011.929,6934894.224,6925065.53,6916427.065,6905241.313,6928235.301,6959983.767,6963721.625,6981372,6990791.519,7012899.598,6995149.13,7003708.681,6982343.467,6956940.602,6940410.336,6930801.86,6947033.212,6939820.359,6951769.163,6952320.217,6946739.639,6940377.284,6954748.981,6936859.619,6940279.799,6963913.541,6972837.003,6952356.399,6956210.448,6971068.428
SSH,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2840675.949,3093564.15,3484293.186,3782068.996,4074862.587,4315930.481,4526260.166,4617160.05,4458974.575,4498591.709,4640855.391,4699482.415,4856921.23,4787758.671,4534920.13,4157799.046,4000792.366,3469385.419,3006110.23,2645183.499,2340318.366,2158896.993,2005138.933,1966204.944,1954400.574,1888468.901,1835638.47,1732884.845,1606689.828,1501264.269,1443762.516,1458247.933,1478617.071,1521594.489,1597728.313,1741122.773,1758220.178,1740871.016,1735302.197,1672943.414,1643420.097,1528341.194,1453292.849,1403249.098,1319074.122,1240532.338,1157290.814,1140090.771,1107875.131,1045407.125,1018169.482,1012380.923,972440.7416,921991.7598,841674.7758,786363.1584,704057.1058,623101.1399,550318.1835,476780.4373,415048.7017,369060.733,334791.1974,283628.2166,259253.9997,233547.95,201253.4499,184791.4434,171162.3417,149188.8683,152926.8315,156467.5024,134214.602,108022.2097,83076.77615,68827.47126,57818.44469,49071.14803,41869.1188,55333.63983,66113.38443,58499.35022,47255.37506,42116.26702,38843.98737,39320.01714,35755.30247,32193.41528,35739.19255
NCO,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4201170.935,4276349.797,4106481.496,4191518.547,4312967.713,4514766.181,4683890.831,4430855.638,4280582.89,4375836.529,4848798.724,5373208.691,5291997.217,5574726.588,5363552.594,5072737.81,4796292.194,4461713.807,4267027.357,4311146.483,4450543.415,4539880.612,4597622.832,4637212.649,4579757.58,4458656.334,4628068.455,4899333.111,5280073.513,5575824.502,5764675.618,5909779.253,5961984.868,5958184.786,5821347.789,5971311.916,5585872.43,5260678.964,5138283.133,5016107.574,5003320.175,5054310.073,5043141.44,4906729.238,4887158.196,5085076.591,5027253.216,4955996.618,4926957.926,4997251.354,4891340.828,4832251.594,4810315.678,4903548.033,4814679.33,4724453.72,4783744.067,4843422.771,4784002.007,4789533.798,4716879.771,4617259.87,4750022.329,4682084.175,4775796.75,4739957.75,4840454.903,4931239.287,5059119.678,4946142.41,4966741.351,4878469.585,4920088.376,4837588.188,4790390.984,4912440.548,4912039.256,4849082.395,4837908.496,4867467.051,4879309.349,4929718.205,4758231.729,4822747.853,4802863.411,4795406.698,4850061.787,4849709.23,4852294.294
PCO,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2805796.932,2870444.274,3041645.645,3168919.867,3236423.356,3179749.472,3359888.299,3444425.081,3421758.713,3221658.338,3159349.694,3035070.143,3126285.015,3173146.404,3281020.67,3291772.25,3446111.012,3557982.533,3705848.713,3704264.061,3717637.198,3643767.012,3696437.976,3724307.561,3835993.628,3662208.99,3543425.23,3503430.315,3618123.28,3668626.698,3729522.778,3775615.052,3578218.356,3508630.512,3603819.764,3687947.357,3746247.67,3655988.529,3633052.027,3605281.725,3697806.396,3755330.52,3968873.885,3926845.034,3741408.512,3887603.593,3875207.646,3914458.55,3953138.377,3934402.231,4057435.058,3990148.263,4190735.764,4314131.46,4437885.867,4606024.159,4522337.186,4574746.385,4627288.067,4562936.005,4727872.104,4563084.873,4327687.33,4232705.191,4123570.907,4108440.751,4024774.333,4073174.755,3999680.648,3960174.252,4026839.853,4063402.668,4011901.372,4091158.302,4003855.234,3870861.775,3834056.39,3843356.747,3833887.46,4113334.657,4125624.709,4035901.792,3814658.082,3813503.294,3983944.138,4146918.449,4033121.085,3962023.948,3831755.209
CAP,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4437031.175,3489253.639,2957412.289,2463157.327,2133401.133,1987936.318,2160471.565,4354298.699,3555331.686,3235014.078,4532269.862,5030212.446,4791696.627,3676783.611,5340024.534,6537610.557,6173747.743,5602769.241,4501294.525,5055497.172,4666187.539,2964182.183,4561062.723,5435876.744,4770267.627,5088764.384,6026010.48,6604613.683,6121693.695,3861336.351,4664474.912,5534174.759,3602204.324,4022791.895,5445939.649,4978697.639,4368118.806,5114202.664,5629870.257,5409141.997,4570850.176,3134485.803,2918475.832,4366202.473,4057109.432,3738802.718,6088027.479,4907470.811,3489001.28,5038677.669,6522372.798,4931577.973,4053241.003,5202895.588,4838314.856,4543699.757,5360362.569,5005961.316,4705545.843,6087044.722,5332803.749,5407603.98,3882966.642,4751290.245,6803497.262,5459533.164,4295035.921,5414023.895,6248783.276,4952051.276,5566276.146,5756234.148,4350370.445,3509217.827,3607333.292,3629951.391,5600707.908,5311014.703,4538794.009,4703466.158,5505745.843,5436528.262,5182414.495,6340109.861,5289548.153,4485538.392,5124547.589,6245476.119,4498866.104
PWN,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19353380.58,6091585.11,6693765.072,8358604.063,9338068.587,9649727.607,8970166.231,9693020.236,9969786.393,10162898.62,10991204.29,12127480.48,13367074.85,14022732.23,14178968.48,13291172.6,17846969.85,14375654.34,12369564.75,12256970.9,10765335.74,9013848.502,9180949.513,10170214.76,11638259.99,12352478.1,11888336.06,11785720.43,12380606.42,14321547,14510855.13,14855830.13,13132186.04,12299567.38,10950816.01,9361958.591,9324934.099,8871917.63,7992352.046,8158210.285,8508426.673,6471400.386,7077183.962,8912961.205,10032051.74,11053165.27,11708551.43,12639674.44,14295717.6,12457177.66,13569616.3,16692003.77,17359981.75,15490560.59,16281613.35,20621293.23,21775382.25,20252378.87,23217076.07,26112881.43,28856685.97,32030001.39,37426932.31,40519348.72,41562236.91,38308427.44,37869670.97,38225040.02,38564610.8,38229516.77,39892469.28,44077230,43860858.76,43533149.06,49606365.88,46264360.02,53559990.74,43739528.22,51720302.48,49137955.85,55814184.52,36253644.49,40260912.66,51482936.92,53413152.15,45461880.51,41809520.94,59469177.26,94584884.29
CEP,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43806620.18,43568252.75,43788047.12,47328924.38,45953633.5,42736187.79,284200137.9,291282381.3,50588098.37,49460557.44,53859674.14,57631032.06,52120816.77,49780005.17,86860060.42,84602124.64,47185257.17,52206469.95,48986984.88,46345201.61,47133315.58,51388332.12,58031184.82,52537555.42,48844919.39,51481418.45,51365476.97,51082259.27,55649626.29,59751381.85,61261258.23,58160189.61,55184967.72,59414182.28,70746096.2,61864449.96,46713836.36,50511497.38,53986792.45,53584779.12,55441983.78,65039767.27,60591476.12,53902525.02,62035442.85,63116914.85,55834215.54,50015412.02,50302447.18,54354275.88,58272781.79,61625860.45,59303926.82,53393413.49,54961910.56,60241734.71,67893977.31,77668961.08,67317090.31,52436173.7,54011214.26,57474623.92,57338194.06,56914694.11,57059599.54,58700364.53,57448229.79,61340350.78,63253579.36,57670000.09,59959257.15,64846783.74,56886257.93,55601431.68,57441995.46,59666454,58605745.44,59258356.15,68208535.6,72072072.07,61127751.83,55651270.4,58388189.36,56836778.32,60891085.85,61061835.42,54693267.55,60767593.75,71193795.63
KCR,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5582.666938,5570.744208,5557.94204,5543.445939,5524.349998,5482.210058,5432.167523,5392.270029,5359.51528,5331.208238,5304.808588,5280.222897,5254.326975,5223.658168,5164.404271,5079.892391,4998.909973,4923.485639,4849.059728,4763.318038,4612.807863,4176.312767,3683.892347,3277.843498,2954.314744,2702.380778,2519.765898,2365.252545,2220.615464,2031.453928,1702.796499,1392.662211,1153.713025,959.722539,802.674493,680.894349,582.559697,498.439713,426.809387,367.05019,319.068557,280.776199,248.000781,218.77356,194.504202,173.828597,156.377895,141.489714,128.421788,117.118643,107.1471,98.351061,90.609054,83.867895,77.836791,72.33358,67.346684,62.996748,59.145171,55.688609,52.611843,49.785706,47.296602,45.082799,43.101778,41.276881,39.68631,38.248593,36.952488,35.762942,34.651713,33.585839,32.640591,31.753456,30.918771,30.166704,29.47495,28.817159,28.201065,27.64136,27.124498,26.649847,26.198392,25.775449,25.377378,25.009635,24.673309,24.36482,24.076064
SCR,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91214.73504,87007.54236,84543.13997,95373.9774,93595.27311,89999.3434,88803.27024,99336.56141,97259.28288,93577.42281,92995.28916,101909.2086,99123.01235,94841.1489,91741.38806,90941.86568,96924.87878,96965.52894,96637.40057,102227.0136,99889.28122,95232.25823,85849.48297,79933.97324,98784.5364,105558.4962,100145.3091,94914.83919,113998.8337,114392.4153,107826.1514,104397.9824,122361.8834,120904.3422,115264.6815,110187.5473,112843.2014,117489.8063,116043.1954,109986.3036,123889.3683,125206.4511,118334.1696,120920.8519,123614.5306,115600.2341,106918.0915,99143.6604,114400.9287,122202.0557,118533.2026,125859.3693,123843.8923,126068.8518,133872.0188,130666.8387,127972.2807,118992.763,122203.6853,116311.3773,117172.1106,129636.9276,130351.3105,126498.7534,136208.8737,136645.6747,130221.2926,142394.882,134375.2251,123322.2189,118662.1516,127145.8419,127224.4453,126439.1307,131348.6977,129959.7552,134870.3855,140624.1989,143224.1114,132146.5302,121721.5014,132693.8531,126940.7874,128883.4874,143267.5539,139097.717,140772.2951,132522.3397,140805.9444
ZG,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6828658.954,6802294.595,6789772.468,7189654.771,7190425.633,7164271.536,7129247.593,7113030.28,7089021.165,7066311.891,7036412.344,7317706.835,7311189.368,7280426.726,7271369.137,7255867.164,7248728.185,7660700.094,7651530.108,7638943.173,7627941.24,7609071.465,7987928.153,8008145.795,7992404.297,7968107.892,7969250.695,7950567.447,7932439.953,7917131.971,8340303.535,8325571.414,8324503.711,8733234.456,8719965.896,8714332.062,8701029.586,8690099.62,8679430.385,8674150.866,8659872.851,8652426.555,8676830.724,8676952.504,9179481.587,9677115.588,9716572.892,9709569.354,9715737.354,9762565.032,9771403.076,9868861.68,9958882.939,9985461.265,9990136.565,10034635.62,10658353.67,11218750.32,11279859.59,11304118.02,11313489.9,11367631.89,11452495.71,11510778.03,11523763.11,11593187.16,11612927.45,12367955.19,12405386.91,12501191.51,12594043.77,13232705.31,13286141.73,13325997.23,13354155.11,13410096.04,13527674.7,13596564.32,13685228.08,14699103.93,14781054.81,14910200.09,15093054.54,15160769.74,16007167.74,16239163.38,16312060.75,16429465.65,16620894.62
ZL,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155818518,1134789703,1205241440,1219457099,1140267806,1179373666,1282853031,1297161159,1175915059,1178445778,1305154729,1353600192,1293471862,1269227277,1259465378,1357117645,1275429384,1274485420,1265105898,1358561523,1294916087,1235842093,1344637325,1348391486,1355806985,1259344328,1298587571,1421785616,1374669547,1242682188,1250262335,1365762610,1348181295,1470807663,1315274522,1341751013,1362637475,1383094642,1301546435,1371026634,1420456859,1333895007,1401747333,1385929106,1492171251,1534800322,1366664625,1362104832,1340846177,1436346190,1351618260,1353440966,1421744436,1409341459,1288506150,1360437899,1453621379,1445554889,1345733561,1420582887,1402908976,1375494478,1390678927,1347908581,1411640105,1324139787,1438164621,1650214947,1424624839,1436971510,1460847791,1376525436,1430306453,1412875208,1464605717,1355743593,1432765522,1448612058,1375333255,1414627733,1415878891,1438535141,1316491194,1430098619,1404646737,1372978564,1399093232,1449477240,1384147883
ZM,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393313667.2,534162274.4,647173125.9,696827310.6,731997214.8,637027472.8,873374280.4,634078023.9,751936250.1,558606032.6,651605133.1,738353259.1,720382159.6,825590408,507029340.1,689679408.6,649834508.7,809394843.2,553580414.4,705663856.8,835042173.4,704528151.2,475825593.6,633548728.1,683998581.5,844052829.3,687525920.8,770310663,743358079.6,732360669.8,722986877.8,766507236.8,920932243.6,690491780,611646356.6,694669920.5,741487544.9,703977726.5,777716082.7,639944157.1,451775543.7,662939678.5,671919846.5,723560848.9,597117813.6,693377786.9,693037718.3,959528538.3,654153987.5,791916701.5,852010423.7,552394554.4,663955968,686304203.7,906440527,752241479.9,724268318,547076041,656643418.1,574529676.3,878217023.1,548084132.5,763809448.8,571231451.9,848771675.8,577013881.5,708325721.2,550092005.8,739968569.7,438110366.1,499405538.9,760418540.7,532824332,483792119.3,562221807.7,696443101.9,631480881.8,653502285,498606550.5,541582537.1,830475460.5,427114737,449596669.2,807087865.2,526079464.2,584861006.6,849566178.3,509364535.9,565864656
ZS,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23986651.75,29128413.92,37236582.04,38601221.78,5532781.745,8928448.038,9781781.493,2513151.313,16372161.41,38620842.55,59591491.37,9405850.855,38553277.92,27453356.55,25932284.14,60725242.65,20755855.8,29527503.23,31244134.42,48456908.13,17054257.5,8476470.526,16337493.07,55401128.21,66855546.76,34537221.92,31751056.45,113550423.3,36595685.69,4856916.558,33906991.59,134630248.4,41927834.53,13828388.44,18016046.47,79411204.61,110186182.7,66814068.24,23242233.23,59579955.64,80010434.79,32316114.96,58464797.69,50696954.67,73743591.14,11322176.52,25541875.63,63299519.82,90423459.36,100338795,37684918.32,30815079.87,95158960.63,46893669.77,6593219.574,62652121.05,27415806.57,66579586.52,40904441.83,98966702.9,80005532.13,47762863.99,63870746.02,64675255.46,50515278.28,59208474.99,96658435.71,21545864.08,1193034.723,94848884.73,100548349.1,40735698.77,33086171.02,88373399.39,29156062.96,32953634.81,66893601.66,62176011.32,18046553.44,22523042.04,106390733.4,83454964.79,25090074.54,57419546.93,50670101.26,12875146.76,56432110.62,79334780.22,18580962.38
DF,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20508650.93,2695233.868,422758.2363,67416293.1,7880336.312,60695083.23,835289.0795,5122857.692,2099602.336,20020759.99,856060.8807,2729896.52,86017246.67,33278674.22,27206284.12,4158062.216,35900850.75,2137015.28,685620.4935,2604737.797,3214289.272,139088887.9,592940.5868,1802657.766,591063.6194,1580077.743,6726284.871,6985915.271,4704098.635,1977695.585,7894072.525,5404004.337,12460079.5,222952199.8,4737058.246,13129232.77,10512237.1,6319163.227,1357205.455,31127253.47,237997628.9,533112.9143,64148185.68,2928885.823,336246152.2,12069271.78,82669361.16,8028708.527,9329276.103,12616760.88,15412283.75,1952203.34,1072850.535,1804594.249,2820210.55,985354.5538,137379175.6,4669338.104,560915.97,190340437.8,577276.1167,3287487.924,520407.8847,277197327.5,555048.5469,361581378.4,13179518.21,243573003.8,989343.5276,8828289.65,13443882.66,2424944.24,8904929.269,685603.1982,35961946.84,3881544.263,96539024.62,13667216.45,1984524.132,627733.9121,14131968.53,2506803.532,3617712.63,963371.0198,1071255.156,683913.478,73622652.36,1535939.858,912971.1771
PS,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8178408733,76945103.66,99893702.56,164055010,282301516.5,502096968.1,964722707.2,3132628625,4944681792,8483052156,819323350.3,52988183.97,107293521.3,265465418.8,773067239.9,62763550.48,45455092.58,57958833.99,79060919.91,126773749.4,261899564.1,604399989.7,1071850518,1551359394,2147016898,2541245029,3143243295,3701717849,127878144.5,192209336.4,447193220.2,132290507.9,125088855,147296323.7,162642541.4,286252451.8,490359166.4,1449223870,3313366514,6798919129,9897227575,2367295357,289146359.1,220297538.2,273446777.7,256613027.4,304489812.3,298362675.6,858879578.3,1639816697,290431551.9,933823062.1,1747381642,3305235758,396194362.3,222948174.4,234613685.1,344748258.2,692218792.8,1104578231,1715410339,315226280.2,345428098.3,474303623,252252209.9,340486618.3,319470814.1,1011327584,1211361860,4100430031,4154765445,5048903922,8788526519,11776324229,440825559.2,773856274.3,1273792935,2749531736,1732035574,2162515329,2728237047,3217407338,3751499925,4496527985,839370063.9,1040134594,1780248005,2640363655,3455138089
PL,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5532255040,4469148505,3971180996,3665045484,3467656353,4927990728,4081685354,4484003404,4606837395,5526318928,4587058442,4154953982,4474648655,5487802167,7466761643,5073015290,5537956233,6165569983,7351296984,5618170462,7215947287,7998986892,6187236498,5717065155,6956559332,5611267892,5708576974,6236414951,7644869358,9889142072,11858026379,10850000088,11349882148,13114515012,12284451696,11276307994,11095846914,11709800122,12060179287,12867814797,12816817265,10314543266,10480096956,10673951753,8663607953,8057082051,7933160588,7685954078,8267743691,8931614766,8371365796,7032090469,6386409448,7322732014,7490650122,7447989563,9290173632,7338770534,6374504064,6047751789,5233686316,4927236087,4702081442,4762254877,4141248395,4262437899,4573884722,4410908226,4145276972,4665270783,4047371016,3854161829,4079737071,3638518676,3803653041,3233362706,2903179219,3164430301,2606734274,4273867092,3249998729,5195177689,5775081080,3844819468,4326738978,6133962677,5166298091,4632145525,6123313685
BC,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4147513.57,4172359.032,4196975.857,4222204.565,4248016.232,4274142.549,4300202.497,4326922.293,4353988.605,4381432.284,4409074.946,4436939.523,4465512.485,4494303.66,4523118.883,4552229.624,4581811.999,4612283.58,4643340.758,4674615.681,4705956.709,4736873.796,4767917.355,4799177.615,4831152.751,4863541.992,4896361.301,4929989.133,4964579.936,4999597.515,5035005.029,5070639.589,5106615.564,5143187.922,5180569.739,5217747.263,5254763.71,5292792.85,5331543.043,5370770.671,5409723.381,5448282.105,5487527.883,5527982.566,5568911.166,5610202.827,5651602.873,5693703.277,5736210.534,5778998.194,5822607.709,5866994.777,5911598.751,5956172.878,6001570.003,6048019.265,6095234.51,6142428.999,6189833.312,6237964.471,6286433.234,6335902.822,6385207.322,6435047.232,6484914.365,6535502.863,6585571.852,6635970.182,6686816.478,6738435.305,6790721.451,6843956.859,6897152.269,6951054.962,7005645.648,7059860.907,7114902.309,7170810.674,7227390.483,7284825.164,7342353.766,7400302.667,7459134.913,7518151.576,7577778.131,7637903.186,7698088.792,7758326.669,7818972.711
BD,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7050121.853,7281506.771,7520928.581,7774226.737,8043254.648,8326933.792,8621268.172,8933698.005,9263156.906,9610995.431,9979577.539,10369395.03,10784750.57,11222877.38,11686154.7,12180139.74,12706548.65,13275068.87,13885799.18,14533237.88,15218303.57,15946822.84,16726409.85,17558669.61,18448523.63,19399139.88,20444165.3,21588281.16,22832979.2,24179816.11,25623682.14,27161582.11,28791780.41,30548009.3,32439192.8,34424941.71,36528570.01,38820687.17,41293425.75,43951407.94,46751777.59,49731956.68,52968903.76,56519530.28,60356890.91,64448281.38,68818988.28,73620427.86,78793948.65,84379127.97,90444965.17,97032975,104063316.4,111616090.6,119808719.8,128813642.4,138437432,148874518.5,160028527.7,172146938.6,185207454,199140586.1,214002629.1,230224870.7,247593721.4,266455420.7,286397819.1,307810815.1,331017217.2,356611559.6,384136176.7,413813209.2,445332468.4,479252145.2,515570279.6,553704427.2,594573218.7,638926127.6,684996037.7,734110279.1,786018691.2,841277549.3,899807872.8,961919723.6,1028509443,1097763357,1171633480,1248314536,1326810211
BFF,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9421586.993,9698665.401,9728806.873,9801631.062,9862991.081,9929745.403,10240369.07,10347061.3,10420950.74,10477707.78,10792071.91,10837711.72,10906481.09,11004083.33,11045749.49,11477260.29,11582978.33,11669455.16,11749491.03,12200948.64,12289130.86,12380790.06,12475674.1,12988841.81,13131420,13234318.57,13342774.61,13894529.15,14000028.47,14113019.03,14657766.03,14780823.14,14918622.96,15514060.94,15593876.91,15740528.1,16353155.66,16511632.45,16631153.7,17232409.84,17380349.53,17456741.48,18082964.42,18237509.19,18369723.59,19039010.12,19090790.09,19247822.97,19904075.43,20081506.81,20191603.98,20817340.87,20959595.16,21126162.71,21701165.79,21860857.56,22447467.69,22640412.96,22751618.71,23340433.93,23495315.92,23961283.5,24123640.8,24263549.49,24837623.03,24940456.03,25489039.91,25665288.53,25844731.88,26208556.69,26386164.19,26572214.02,27091074.65,27215710.77,27653835.36,27817375.25,27975475.42,28370530.04,28538545.95,28950341.21,28941983.97,29399827.46,29579252.03,29770269.43,30111875.97,30316082.74,30729237.63,30878577.45,31188240.68
