Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
REO,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321006.9244,289776.4543,263555.7906,241467.973,220177.2451,202013.3188,185572.2763,171204.6784,159324.076,148909.8108,131975.1789,127658.0993,127588.036,127341.4027,125214.6607,126798.4856,124970.7281,122797.6254,115046.1664,105201.6585,99291.0762,98521.14019,98231.21808,100010.749,102340.2283,103656.1129,103367.9814,100989.5172,98368.81417,94538.98014,87419.44096,81641.25305,75246.69543,68392.16488,64598.78391,62184.65978,68041.78358,73019.79428,77617.16848,81369.57653,84775.39331,87747.67717,91552.41947,95000.86546,98211.41992,102122.6879,104773.3662,110318.8432,116407.9454,123064.0529,127616.7395,132151.5714,136070.0076,138396.2697,139874.2894,141373.9733,142777.0009,144474.7646,146200.1445,148121.8994,149617.2774,151420.237,155516.6361,160284.7576,164319.253,167147.9284,169767.4319,171933.356,173424.1076,174100.1939,174683.4003,174619.3205,174008.1717,174410.1849,174685.2061,175631.8392,176189.6473,176350.0288,176126.6541,178583.1088,178682.9097,179153.1541,178817.6602,180634.3383,181369.4496,182632.7119,182553.3205,184066.6383,186118.2098
DEL,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73900.77479,74010.58999,74041.78501,73923.253,74271.40326,74860.56529,75068.77033,74935.38583,74817.71815,74814.18039,74842.34893,74713.46292,74841.97282,74938.20845,74837.00104,74542.40387,74436.39098,74556.05978,74338.33745,73912.05259,73670.92198,73552.31302,73396.27882,73225.79966,73066.08576,72819.30891,72916.67962,72943.49686,73227.51319,73230.99761,73566.39936,73913.61628,74281.90876,74128.5836,73907.60309,73599.51692,73471.91464,73271.93042,73092.52277,73344.71425,73465.14214,73326.06987,73293.24048,73140.88951,73208.54888,73239.21604,73110.79268,73107.68464,73013.67325,72860.97785,72743.0271,72402.4989,72346.73616
DEL1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73900.77479,74010.58999,74041.78501,73923.253,74271.40326,74860.56529,75068.77033,74935.38583,74817.71815,74814.18039,74842.34893,74713.46292,74841.97282,74938.20845,74837.00104,74542.40387,74436.39098,74556.05978,74338.33745,73912.05259,73670.92198,73552.31302,73396.27882,73225.79966,73066.08576,72819.30891,72916.67962,72943.49686,73227.51319,73230.99761,73566.39936,73913.61628,74281.90876,74128.5836,73907.60309,73599.51692,73471.91464,73271.93042,73092.52277,73344.71425,73465.14214,73326.06987,73293.24048,73140.88951,73208.54888,73239.21604,73110.79268,73107.68464,73013.67325,72860.97785,72743.0271,72402.4989,72346.73616
DEL2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73900.77479,74010.58999,74041.78501,73923.253,74271.40326,74860.56529,75068.77033,74935.38583,74817.71815,74814.18039,74842.34893,74713.46292,74841.97282,74938.20845,74837.00104,74542.40387,74436.39098,74556.05978,74338.33745,73912.05259,73670.92198,73552.31302,73396.27882,73225.79966,73066.08576,72819.30891,72916.67962,72943.49686,73227.51319,73230.99761,73566.39936,73913.61628,74281.90876,74128.5836,73907.60309,73599.51692,73471.91464,73271.93042,73092.52277,73344.71425,73465.14214,73326.06987,73293.24048,73140.88951,73208.54888,73239.21604,73110.79268,73107.68464,73013.67325,72860.97785,72743.0271,72402.4989,72346.73616
DEL3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73900.77479,74010.58999,74041.78501,73923.253,74271.40326,74860.56529,75068.77033,74935.38583,74817.71815,74814.18039,74842.34893,74713.46292,74841.97282,74938.20845,74837.00104,74542.40387,74436.39098,74556.05978,74338.33745,73912.05259,73670.92198,73552.31302,73396.27882,73225.79966,73066.08576,72819.30891,72916.67962,72943.49686,73227.51319,73230.99761,73566.39936,73913.61628,74281.90876,74128.5836,73907.60309,73599.51692,73471.91464,73271.93042,73092.52277,73344.71425,73465.14214,73326.06987,73293.24048,73140.88951,73208.54888,73239.21604,73110.79268,73107.68464,73013.67325,72860.97785,72743.0271,72402.4989,72346.73616
DEL4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73900.77479,74010.58999,74041.78501,73923.253,74271.40326,74860.56529,75068.77033,74935.38583,74817.71815,74814.18039,74842.34893,74713.46292,74841.97282,74938.20845,74837.00104,74542.40387,74436.39098,74556.05978,74338.33745,73912.05259,73670.92198,73552.31302,73396.27882,73225.79966,73066.08576,72819.30891,72916.67962,72943.49686,73227.51319,73230.99761,73566.39936,73913.61628,74281.90876,74128.5836,73907.60309,73599.51692,73471.91464,73271.93042,73092.52277,73344.71425,73465.14214,73326.06987,73293.24048,73140.88951,73208.54888,73239.21604,73110.79268,73107.68464,73013.67325,72860.97785,72743.0271,72402.4989,72346.73616
FLA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85289.83399,85076.88093,84724.08835,84067.57414,83996.75287,84271.66424,83951.43365,83458.60315,83445.93458,83392.20298,83338.97241,83281.69081,83903.62187,84613.70161,84816.22746,84884.42637,85150.66575,85322.76457,84512.35896,83649.84419,83010.50962,82824.66442,82697.86835,82551.93966,82121.29174,81692.02521,81753.63411,82036.80711,82664.02595,82937.48726,83818.98753,83992.61458,84485.92138,84355.46453,84623.02682,84206.5465,83983.04801,83727.26647,83512.71525,83809.35218,83797.05569,83639.46457,83350.38489,83150.14816,83805.16834,84313.64081,83664.77191,83820.13494,83574.05272,83416.56868,83314.44236,82645.38355,82932.59129
FLA1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85289.83399,85076.88093,84724.08835,84067.57414,83996.75287,84271.66424,83951.43365,83458.60315,83445.93458,83392.20298,83338.97241,83281.69081,83903.62187,84613.70161,84816.22746,84884.42637,85150.66575,85322.76457,84512.35896,83649.84419,83010.50962,82824.66442,82697.86835,82551.93966,82121.29174,81692.02521,81753.63411,82036.80711,82664.02595,82937.48726,83818.98753,83992.61458,84485.92138,84355.46453,84623.02682,84206.5465,83983.04801,83727.26647,83512.71525,83809.35218,83797.05569,83639.46457,83350.38489,83150.14816,83805.16834,84313.64081,83664.77191,83820.13494,83574.05272,83416.56868,83314.44236,82645.38355,82932.59129
FLA2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85289.83399,85076.88093,84724.08835,84067.57414,83996.75287,84271.66424,83951.43365,83458.60315,83445.93458,83392.20298,83338.97241,83281.69081,83903.62187,84613.70161,84816.22746,84884.42637,85150.66575,85322.76457,84512.35896,83649.84419,83010.50962,82824.66442,82697.86835,82551.93966,82121.29174,81692.02521,81753.63411,82036.80711,82664.02595,82937.48726,83818.98753,83992.61458,84485.92138,84355.46453,84623.02682,84206.5465,83983.04801,83727.26647,83512.71525,83809.35218,83797.05569,83639.46457,83350.38489,83150.14816,83805.16834,84313.64081,83664.77191,83820.13494,83574.05272,83416.56868,83314.44236,82645.38355,82932.59129
LRD,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460484.501,1511067.311,1560576.534,1614266.414,1663362.913,1707058.381,1770050.75,1806126.105,1844195.526,1871665.181,1902771.771,1927882.793,1946120.148,1961746.736,1980685.562,1983702.758,1997808.48,2009192.296,2011359.102,2013192.569,2017014.38,2016596.385,2020859.446,2014908.843,2020098.151,2026336.379,2027748.449,2026579.879,2028311.323,2024502.683,2019184.862,2017665.689,2013289.238,2006167.304,2014614.417,1994855.631,1983272.123,1970801.158,1961642.586,1949791.305,1943381.374,1947044.327,1937061.226,1942316.908,1945331.536,1952600.525,1954720.023,1959850.133,1975184.937,1982317.747,1991876.088,1992767.631,1990533.997,1986329.242,1987445.111,1987526.338,1990039.194,2000568.764,1999380.394,1999000.89,2004494.972,2007735.025,2013962.767,2026694.86,2043227.688,2043554.182,2041933.518,2041659.801,2046754.333,2043012.038,2040876.429,2043900.657,2039741.818,2037243.866,2036097.642,2044507.371,2046053.166,2050658.609,2053816.462,2061716.872,2073854.959,2079024.313,2070503.612,2071371.675,2071091.676,2068223.76,2066389.711,2069006.872,2069442.57
SSK,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564410.538,566857.9422,568826.9637,570299.4658,571547.5214,573474.6882,574830.5057,576466.5624,577929.22,579338.8441,580485.2538,581907.4947,583512.9914,585172.7738,586937.1846,588177.3033,588947.2399,589531.8738,589676.5926,589682.2216,589575.7701,589922.0394,589863.4399,589996.786,590267.722,590376.6037,590621.5384,591641.5139,592953.7416,593894.9181,594663.8167,595568.9475,596242.6356,596645.1349,596482.1472,596459.2305,596133.2126,595287.8594,594189.499,594947.8516,595104.2666,595399.7271,595480.2097,595748.0675,596733.1669,597534.358,597652.2763,598157.2962,598317.7059,598542.8976,598800.6368,599168.0653,599229.6619
SSK1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564410.538,566857.9422,568826.9637,570299.4658,571547.5214,573474.6882,574830.5057,576466.5624,577929.22,579338.8441,580485.2538,581907.4947,583512.9914,585172.7738,586937.1846,588177.3033,588947.2399,589531.8738,589676.5926,589682.2216,589575.7701,589922.0394,589863.4399,589996.786,590267.722,590376.6037,590621.5384,591641.5139,592953.7416,593894.9181,594663.8167,595568.9475,596242.6356,596645.1349,596482.1472,596459.2305,596133.2126,595287.8594,594189.499,594947.8516,595104.2666,595399.7271,595480.2097,595748.0675,596733.1669,597534.358,597652.2763,598157.2962,598317.7059,598542.8976,598800.6368,599168.0653,599229.6619
SSK2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564410.538,566857.9422,568826.9637,570299.4658,571547.5214,573474.6882,574830.5057,576466.5624,577929.22,579338.8441,580485.2538,581907.4947,583512.9914,585172.7738,586937.1846,588177.3033,588947.2399,589531.8738,589676.5926,589682.2216,589575.7701,589922.0394,589863.4399,589996.786,590267.722,590376.6037,590621.5384,591641.5139,592953.7416,593894.9181,594663.8167,595568.9475,596242.6356,596645.1349,596482.1472,596459.2305,596133.2126,595287.8594,594189.499,594947.8516,595104.2666,595399.7271,595480.2097,595748.0675,596733.1669,597534.358,597652.2763,598157.2962,598317.7059,598542.8976,598800.6368,599168.0653,599229.6619
SSK3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564410.538,566857.9422,568826.9637,570299.4658,571547.5214,573474.6882,574830.5057,576466.5624,577929.22,579338.8441,580485.2538,581907.4947,583512.9914,585172.7738,586937.1846,588177.3033,588947.2399,589531.8738,589676.5926,589682.2216,589575.7701,589922.0394,589863.4399,589996.786,590267.722,590376.6037,590621.5384,591641.5139,592953.7416,593894.9181,594663.8167,595568.9475,596242.6356,596645.1349,596482.1472,596459.2305,596133.2126,595287.8594,594189.499,594947.8516,595104.2666,595399.7271,595480.2097,595748.0675,596733.1669,597534.358,597652.2763,598157.2962,598317.7059,598542.8976,598800.6368,599168.0653,599229.6619
SSK4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564410.538,566857.9422,568826.9637,570299.4658,571547.5214,573474.6882,574830.5057,576466.5624,577929.22,579338.8441,580485.2538,581907.4947,583512.9914,585172.7738,586937.1846,588177.3033,588947.2399,589531.8738,589676.5926,589682.2216,589575.7701,589922.0394,589863.4399,589996.786,590267.722,590376.6037,590621.5384,591641.5139,592953.7416,593894.9181,594663.8167,595568.9475,596242.6356,596645.1349,596482.1472,596459.2305,596133.2126,595287.8594,594189.499,594947.8516,595104.2666,595399.7271,595480.2097,595748.0675,596733.1669,597534.358,597652.2763,598157.2962,598317.7059,598542.8976,598800.6368,599168.0653,599229.6619
SSK5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564410.538,566857.9422,568826.9637,570299.4658,571547.5214,573474.6882,574830.5057,576466.5624,577929.22,579338.8441,580485.2538,581907.4947,583512.9914,585172.7738,586937.1846,588177.3033,588947.2399,589531.8738,589676.5926,589682.2216,589575.7701,589922.0394,589863.4399,589996.786,590267.722,590376.6037,590621.5384,591641.5139,592953.7416,593894.9181,594663.8167,595568.9475,596242.6356,596645.1349,596482.1472,596459.2305,596133.2126,595287.8594,594189.499,594947.8516,595104.2666,595399.7271,595480.2097,595748.0675,596733.1669,597534.358,597652.2763,598157.2962,598317.7059,598542.8976,598800.6368,599168.0653,599229.6619
SSK6,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564410.538,566857.9422,568826.9637,570299.4658,571547.5214,573474.6882,574830.5057,576466.5624,577929.22,579338.8441,580485.2538,581907.4947,583512.9914,585172.7738,586937.1846,588177.3033,588947.2399,589531.8738,589676.5926,589682.2216,589575.7701,589922.0394,589863.4399,589996.786,590267.722,590376.6037,590621.5384,591641.5139,592953.7416,593894.9181,594663.8167,595568.9475,596242.6356,596645.1349,596482.1472,596459.2305,596133.2126,595287.8594,594189.499,594947.8516,595104.2666,595399.7271,595480.2097,595748.0675,596733.1669,597534.358,597652.2763,598157.2962,598317.7059,598542.8976,598800.6368,599168.0653,599229.6619
MES,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15047310.86,16297066.33,17409271.08,18241331.23,18477345.64,18510408.28,20189857.17,17092957.4,17082258.7,17343680.55,17872195.09,18328131.52,18493203.99,18960103.94,18484905.14,19159858.24,18680514.15,18683204.95,17975173.33,18300326.94,18177002.57,17486516.57,17031523.28,17411779.97,17386912.86,17784254.01,18155199.68,18322745.56,18342691.32,18480003.94,18925126.04,19160464.64,19580027.67,19070325.38,18172334.57,18053739.71,17976210.58,18039077.84,17740459.34,17334921.92,16538304.85,17208485.01,17676203.32,17929284.8,17849703.83,18234688.84,18401875.73,19490692.74,19336639.74,19701365.38,20074326.34,19565452.36,20051388.98,19994096.01,19813561.06,19961985.77,19671392.67,19046003.36,19366705.16,19152377.88,19127524.26,18850950.04,19967918.64,19982825.54,20240548.27,19759829.31,20010163.11,19517349.35,19915624.81,19553747.87,19673094.76,19561982.08,19389941.61,19304835.43,20178312.48,20107185.33,19789371.85,19649023.26,19263409.8,19262430.43,19764008.17,19100670.6,19064890.81,20247639.28,20155701.82,19930900.98,20602509.46,20960227.23,20597906.99
MES1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15047310.86,16297066.33,17409271.08,18241331.23,18477345.64,18510408.28,20189857.17,17092957.4,17082258.7,17343680.55,17872195.09,18328131.52,18493203.99,18960103.94,18484905.14,19159858.24,18680514.15,18683204.95,17975173.33,18300326.94,18177002.57,17486516.57,17031523.28,17411779.97,17386912.86,17784254.01,18155199.68,18322745.56,18342691.32,18480003.94,18925126.04,19160464.64,19580027.67,19070325.38,18172334.57,18053739.71,17976210.58,18039077.84,17740459.34,17334921.92,16538304.85,17208485.01,17676203.32,17929284.8,17849703.83,18234688.84,18401875.73,19490692.74,19336639.74,19701365.38,20074326.34,19565452.36,20051388.98,19994096.01,19813561.06,19961985.77,19671392.67,19046003.36,19366705.16,19152377.88,19127524.26,18850950.04,19967918.64,19982825.54,20240548.27,19759829.31,20010163.11,19517349.35,19915624.81,19553747.87,19673094.76,19561982.08,19389941.61,19304835.43,20178312.48,20107185.33,19789371.85,19649023.26,19263409.8,19262430.43,19764008.17,19100670.6,19064890.81,20247639.28,20155701.82,19930900.98,20602509.46,20960227.23,20597906.99
GRH,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070452.63,1062427.285,1053019.399,1044237.59,1033776.994,1024122.902,1021692.119,1018679.48,1017704.098,1015541.302,1013468.705,1015387.602,1010052.19,1004543.903,1012416.084,1017594.079,1019889.64,1029246.716,1032186.662,1023377.869,1024934.148,1016417.402,1016621.094,1017893.625,1008275.573,999810.5568,996344.6111,994182.5495,995182.8016,998712.5643,997190.1229,999729.2391,998071.4941,993681.1898,990656.8578,990237.3517,942897.6443,896860.5531,858950.0868,825694.569,803464.3813,786689.6264,772512.5815,763084.4664,758409.7406,760192.5777,759601.4243,755804.4445,756568.4579,757401.9961,756803.147,754413.3559,752773.3567,750245.8499,745512.3193,740540.7962,739400.762,739489.3442,739002.8019,737577.2917,736877.2958,733927.1272,733233.1242,731745.6467,733662.474,735520.9807,738705.4656,743379.9432,747925.7243,747083.3313,747441.8296,747709.7999,747043.8025,747294.4652,746391.785,748935.7162,747754.8216,745915.0162,744619.9574,743691.2281,741596.8299,741006.7298,737644.8271,737044.3298,736594.6585,735933.0997,735846.9964,735208.5078,736959.5607
MAC,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5168298.525,5213277.659,5254338.373,5285340.736,5311143.859,5347056.257,5440223.008,5387168.463,5342539.22,5357541.179,5360627.526,5303459.586,5244249.223,5112332.875,5026260.543,4897949.954,4854941.837,4867842.76,4802261.563,4782904.455,4734422.056,4688055.575,4628952.691,4605649.921,4597175.476,4611604.013,4669522.276,4701766.755,4784158.406,4802415.522,4816565.113,4877362.056,4921859.263,5008718.805,5043480.008,5014791.478,4977165.221,4962941.197,4908278.846,4853630.406,4846487.951,4896170.47,4856453.389,4823802.936,4858743.577,4812488.099,4773145.845,4747719.835,4777749.556,4845468.21,4848741.9,4886835.61,4866990.405,4839964.816,4803626.7,4794204.595,4778445.442,4813589.851,4796045.758,4804389.947,4778815.345,4788076.87,4764744.015,4781150.758,4812465.861,4821082.8,4863674.254,4871285.725,4889784.158,4868304.895,4893108.458,4855068.727,4810143.898,4781039.662,4762342.84,4770015.534,4751031.532,4754826.244,4772587.802,4763654.242,4800004.901,4849330.567,4845250.104,4846762.893,4855746.243,4840563.11,4814618.42,4735961.266,4755594.826
