Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
DEL,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73912.02657,74055.14973,74127.00638,74056.90903,74451.27491,75080.79422,75328.65463,75219.04908,75120.15284,75135.04277,75213.77868,75102.96836,75306.13346,75380.12879,75321.14718,75084.19268,74996.8605,75107.86457,74895.92653,74486.11144,74208.61455,74045.99799,73861.32333,73654.8467,73458.26496,73166.19365,73274.56769,73235.79437,73393.7662,73473.73863,73965.48901,74362.91351,74685.4562,74545.23205,74341.532,74048.26504,74057.81242,73910.356,73759.83032,73926.82686,74012.44612,73779.75181,73713.69528,73504.28862,73464.07479,73416.81829,73234.89505,73232.75445,73267.29657,73091.48136,73091.80233,72785.643,72749.75194
DEL1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73912.02657,74055.14973,74127.00638,74056.90903,74451.27491,75080.79422,75328.65463,75219.04908,75120.15284,75135.04277,75213.77868,75102.96836,75306.13346,75380.12879,75321.14718,75084.19268,74996.8605,75107.86457,74895.92653,74486.11144,74208.61455,74045.99799,73861.32333,73654.8467,73458.26496,73166.19365,73274.56769,73235.79437,73393.7662,73473.73863,73965.48901,74362.91351,74685.4562,74545.23205,74341.532,74048.26504,74057.81242,73910.356,73759.83032,73926.82686,74012.44612,73779.75181,73713.69528,73504.28862,73464.07479,73416.81829,73234.89505,73232.75445,73267.29657,73091.48136,73091.80233,72785.643,72749.75194
DEL2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73912.02657,74055.14973,74127.00638,74056.90903,74451.27491,75080.79422,75328.65463,75219.04908,75120.15284,75135.04277,75213.77868,75102.96836,75306.13346,75380.12879,75321.14718,75084.19268,74996.8605,75107.86457,74895.92653,74486.11144,74208.61455,74045.99799,73861.32333,73654.8467,73458.26496,73166.19365,73274.56769,73235.79437,73393.7662,73473.73863,73965.48901,74362.91351,74685.4562,74545.23205,74341.532,74048.26504,74057.81242,73910.356,73759.83032,73926.82686,74012.44612,73779.75181,73713.69528,73504.28862,73464.07479,73416.81829,73234.89505,73232.75445,73267.29657,73091.48136,73091.80233,72785.643,72749.75194
DEL3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73912.02657,74055.14973,74127.00638,74056.90903,74451.27491,75080.79422,75328.65463,75219.04908,75120.15284,75135.04277,75213.77868,75102.96836,75306.13346,75380.12879,75321.14718,75084.19268,74996.8605,75107.86457,74895.92653,74486.11144,74208.61455,74045.99799,73861.32333,73654.8467,73458.26496,73166.19365,73274.56769,73235.79437,73393.7662,73473.73863,73965.48901,74362.91351,74685.4562,74545.23205,74341.532,74048.26504,74057.81242,73910.356,73759.83032,73926.82686,74012.44612,73779.75181,73713.69528,73504.28862,73464.07479,73416.81829,73234.89505,73232.75445,73267.29657,73091.48136,73091.80233,72785.643,72749.75194
DEL4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73912.02657,74055.14973,74127.00638,74056.90903,74451.27491,75080.79422,75328.65463,75219.04908,75120.15284,75135.04277,75213.77868,75102.96836,75306.13346,75380.12879,75321.14718,75084.19268,74996.8605,75107.86457,74895.92653,74486.11144,74208.61455,74045.99799,73861.32333,73654.8467,73458.26496,73166.19365,73274.56769,73235.79437,73393.7662,73473.73863,73965.48901,74362.91351,74685.4562,74545.23205,74341.532,74048.26504,74057.81242,73910.356,73759.83032,73926.82686,74012.44612,73779.75181,73713.69528,73504.28862,73464.07479,73416.81829,73234.89505,73232.75445,73267.29657,73091.48136,73091.80233,72785.643,72749.75194
FLA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85310.06695,85140.72109,84845.75848,84248.01371,84236.43398,84573.16497,84319.60486,83881.59021,83921.15027,83915.80585,84052.79844,83845.44122,84692.06809,84980.087,85406.31452,85485.16957,85956.55335,86118.11426,85734.79085,84956.95454,84121.54349,83705.96536,83464.39139,83270.74855,82800.72943,82175.70932,82196.95921,82031.55457,82236.88513,82829.83895,83961.50176,84202.10727,84640.66961,84740.49834,84922.74413,84783.12888,85002.81376,84940.17693,84803.86463,84790.98039,84679.30561,84285.09981,84020.2594,83763.51831,83997.93155,84147.96299,83305.22629,83631.41149,83713.16648,83521.41388,83603.66255,82736.10525,83228.00448
FLA1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85310.06695,85140.72109,84845.75848,84248.01371,84236.43398,84573.16497,84319.60486,83881.59021,83921.15027,83915.80585,84052.79844,83845.44122,84692.06809,84980.087,85406.31452,85485.16957,85956.55335,86118.11426,85734.79085,84956.95454,84121.54349,83705.96536,83464.39139,83270.74855,82800.72943,82175.70932,82196.95921,82031.55457,82236.88513,82829.83895,83961.50176,84202.10727,84640.66961,84740.49834,84922.74413,84783.12888,85002.81376,84940.17693,84803.86463,84790.98039,84679.30561,84285.09981,84020.2594,83763.51831,83997.93155,84147.96299,83305.22629,83631.41149,83713.16648,83521.41388,83603.66255,82736.10525,83228.00448
FLA2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85310.06695,85140.72109,84845.75848,84248.01371,84236.43398,84573.16497,84319.60486,83881.59021,83921.15027,83915.80585,84052.79844,83845.44122,84692.06809,84980.087,85406.31452,85485.16957,85956.55335,86118.11426,85734.79085,84956.95454,84121.54349,83705.96536,83464.39139,83270.74855,82800.72943,82175.70932,82196.95921,82031.55457,82236.88513,82829.83895,83961.50176,84202.10727,84640.66961,84740.49834,84922.74413,84783.12888,85002.81376,84940.17693,84803.86463,84790.98039,84679.30561,84285.09981,84020.2594,83763.51831,83997.93155,84147.96299,83305.22629,83631.41149,83713.16648,83521.41388,83603.66255,82736.10525,83228.00448
LRD,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460484.501,1511067.311,1560576.534,1614266.414,1663362.913,1707058.381,1770050.75,1806126.105,1844195.526,1871665.181,1902771.771,1927882.793,1946120.148,1961746.736,1980685.562,1983702.758,1997808.48,2009192.296,2011359.102,2013192.569,2017014.38,2016596.385,2020859.446,2014908.843,2020098.151,2026336.379,2027748.449,2026579.879,2028311.323,2024502.683,2019184.862,2017665.689,2013289.238,2006167.304,2014614.417,1994855.631,1984069.147,1973236.983,1966110.892,1956930.477,1953505.651,1960490.578,1954252.53,1963543.989,1969612.072,1980011.315,1986638.753,1990880.517,2008518.299,2021880.503,2043572.918,2041119.469,2045047.976,2045765.142,2042722.455,2043356.678,2051436.192,2053380.134,2055281.605,2066279.706,2060527.2,2060409.96,2065817.445,2069371.315,2076487.698,2092185.32,2098832.358,2094792.87,2095486.614,2096115.603,2096297.071,2096940.751,2098417.674,2099868.777,2103510.541,2106804.807,2114430.044,2116495.448,2117911.131,2127686.313,2132981.421,2135380.221,2131525.524,2132959.513,2138231.363,2133750.527,2137456.504,2136170.106,2141406.864
SSK,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564406.6746,566846.1448,568806.4921,570248.9311,571467.1094,573365.1403,574695.8253,576341.6626,577760.9478,579062.7112,580290.6319,581306.082,582959.0664,584721.1942,586657.7404,587693.4054,588925.7507,589888.7231,590167.278,590205.4699,590285.8334,590314.8848,590323.0799,590686.7814,590575.0764,590432.4315,590582.6919,590726.6994,591321.3555,592550.0667,593845.8676,594678.4841,595412.1875,596073.5149,596625.9771,596838.1427,597253.0394,597400.9653,597512.5272,597172.9037,597373.6349,597211.2614,597222.3041,597229.5363,597169.2262,597308.493,597442.3241,597817.0495,598279.4909,598155.7058,598870.7383,599066.7047,599745.8008
SSK1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564406.6746,566846.1448,568806.4921,570248.9311,571467.1094,573365.1403,574695.8253,576341.6626,577760.9478,579062.7112,580290.6319,581306.082,582959.0664,584721.1942,586657.7404,587693.4054,588925.7507,589888.7231,590167.278,590205.4699,590285.8334,590314.8848,590323.0799,590686.7814,590575.0764,590432.4315,590582.6919,590726.6994,591321.3555,592550.0667,593845.8676,594678.4841,595412.1875,596073.5149,596625.9771,596838.1427,597253.0394,597400.9653,597512.5272,597172.9037,597373.6349,597211.2614,597222.3041,597229.5363,597169.2262,597308.493,597442.3241,597817.0495,598279.4909,598155.7058,598870.7383,599066.7047,599745.8008
SSK2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564406.6746,566846.1448,568806.4921,570248.9311,571467.1094,573365.1403,574695.8253,576341.6626,577760.9478,579062.7112,580290.6319,581306.082,582959.0664,584721.1942,586657.7404,587693.4054,588925.7507,589888.7231,590167.278,590205.4699,590285.8334,590314.8848,590323.0799,590686.7814,590575.0764,590432.4315,590582.6919,590726.6994,591321.3555,592550.0667,593845.8676,594678.4841,595412.1875,596073.5149,596625.9771,596838.1427,597253.0394,597400.9653,597512.5272,597172.9037,597373.6349,597211.2614,597222.3041,597229.5363,597169.2262,597308.493,597442.3241,597817.0495,598279.4909,598155.7058,598870.7383,599066.7047,599745.8008
SSK3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564406.6746,566846.1448,568806.4921,570248.9311,571467.1094,573365.1403,574695.8253,576341.6626,577760.9478,579062.7112,580290.6319,581306.082,582959.0664,584721.1942,586657.7404,587693.4054,588925.7507,589888.7231,590167.278,590205.4699,590285.8334,590314.8848,590323.0799,590686.7814,590575.0764,590432.4315,590582.6919,590726.6994,591321.3555,592550.0667,593845.8676,594678.4841,595412.1875,596073.5149,596625.9771,596838.1427,597253.0394,597400.9653,597512.5272,597172.9037,597373.6349,597211.2614,597222.3041,597229.5363,597169.2262,597308.493,597442.3241,597817.0495,598279.4909,598155.7058,598870.7383,599066.7047,599745.8008
SSK4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564406.6746,566846.1448,568806.4921,570248.9311,571467.1094,573365.1403,574695.8253,576341.6626,577760.9478,579062.7112,580290.6319,581306.082,582959.0664,584721.1942,586657.7404,587693.4054,588925.7507,589888.7231,590167.278,590205.4699,590285.8334,590314.8848,590323.0799,590686.7814,590575.0764,590432.4315,590582.6919,590726.6994,591321.3555,592550.0667,593845.8676,594678.4841,595412.1875,596073.5149,596625.9771,596838.1427,597253.0394,597400.9653,597512.5272,597172.9037,597373.6349,597211.2614,597222.3041,597229.5363,597169.2262,597308.493,597442.3241,597817.0495,598279.4909,598155.7058,598870.7383,599066.7047,599745.8008
SSK5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564406.6746,566846.1448,568806.4921,570248.9311,571467.1094,573365.1403,574695.8253,576341.6626,577760.9478,579062.7112,580290.6319,581306.082,582959.0664,584721.1942,586657.7404,587693.4054,588925.7507,589888.7231,590167.278,590205.4699,590285.8334,590314.8848,590323.0799,590686.7814,590575.0764,590432.4315,590582.6919,590726.6994,591321.3555,592550.0667,593845.8676,594678.4841,595412.1875,596073.5149,596625.9771,596838.1427,597253.0394,597400.9653,597512.5272,597172.9037,597373.6349,597211.2614,597222.3041,597229.5363,597169.2262,597308.493,597442.3241,597817.0495,598279.4909,598155.7058,598870.7383,599066.7047,599745.8008
SSK6,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564406.6746,566846.1448,568806.4921,570248.9311,571467.1094,573365.1403,574695.8253,576341.6626,577760.9478,579062.7112,580290.6319,581306.082,582959.0664,584721.1942,586657.7404,587693.4054,588925.7507,589888.7231,590167.278,590205.4699,590285.8334,590314.8848,590323.0799,590686.7814,590575.0764,590432.4315,590582.6919,590726.6994,591321.3555,592550.0667,593845.8676,594678.4841,595412.1875,596073.5149,596625.9771,596838.1427,597253.0394,597400.9653,597512.5272,597172.9037,597373.6349,597211.2614,597222.3041,597229.5363,597169.2262,597308.493,597442.3241,597817.0495,598279.4909,598155.7058,598870.7383,599066.7047,599745.8008
MES,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15047310.86,16297066.33,17409271.08,18241331.23,18477345.64,18510408.28,20189857.17,17092957.4,17082258.7,17343680.55,17872195.09,18328131.52,18493203.99,18960103.94,18484905.14,19159858.24,18680514.15,18683204.95,17975173.33,18300326.94,18177002.57,17486516.57,17031523.28,17411779.97,17386912.86,17784254.01,18155199.68,18322745.56,18342691.32,18480003.94,18925126.04,19160464.64,19580027.67,19070325.38,18172334.57,18053739.71,18004641.94,18150045.44,17974396.3,17675671.24,17048622.6,17926680.86,18551933.17,19122052.64,19414891.59,20478923.4,20221285.81,21444130.96,21652664.99,22284661.57,21770161.02,21319027.35,21212158.29,20982574.68,21650162.15,21632873.98,22004937.96,21525584.54,20943190.1,21124958.78,20920946.6,21461945.39,21180777.62,21544183.96,22114991.61,21931766.62,22257204.92,21710920.42,21253835.05,21538505.06,20980820.82,21008277.6,21608669.68,21492252.91,21917508.54,21334314.78,21755456.03,21845950.2,22563151.73,21223447.41,20613549.83,21280382.44,21441607.8,22519047.85,22494878.78,23098583.77,23672089.18,24175757.55,23810915.33
MES1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15047310.86,16297066.33,17409271.08,18241331.23,18477345.64,18510408.28,20189857.17,17092957.4,17082258.7,17343680.55,17872195.09,18328131.52,18493203.99,18960103.94,18484905.14,19159858.24,18680514.15,18683204.95,17975173.33,18300326.94,18177002.57,17486516.57,17031523.28,17411779.97,17386912.86,17784254.01,18155199.68,18322745.56,18342691.32,18480003.94,18925126.04,19160464.64,19580027.67,19070325.38,18172334.57,18053739.71,18004641.94,18150045.44,17974396.3,17675671.24,17048622.6,17926680.86,18551933.17,19122052.64,19414891.59,20478923.4,20221285.81,21444130.96,21652664.99,22284661.57,21770161.02,21319027.35,21212158.29,20982574.68,21650162.15,21632873.98,22004937.96,21525584.54,20943190.1,21124958.78,20920946.6,21461945.39,21180777.62,21544183.96,22114991.61,21931766.62,22257204.92,21710920.42,21253835.05,21538505.06,20980820.82,21008277.6,21608669.68,21492252.91,21917508.54,21334314.78,21755456.03,21845950.2,22563151.73,21223447.41,20613549.83,21280382.44,21441607.8,22519047.85,22494878.78,23098583.77,23672089.18,24175757.55,23810915.33
GRH,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070452.63,1062427.285,1053019.399,1044237.59,1033776.994,1024122.902,1021692.119,1018679.48,1017704.098,1015541.302,1013468.705,1015387.602,1010052.19,1004543.903,1012416.084,1017594.079,1019889.64,1029246.716,1032186.662,1023377.869,1024934.148,1016417.402,1016621.094,1017893.625,1008275.573,999810.5568,996344.6111,994182.5495,995182.8016,998712.5643,997190.1229,999729.2391,998071.4941,993681.1898,990656.8578,990237.3517,924875.5255,864863.067,815774.7778,773759.4549,744351.7561,722097.7863,704428.2215,692662.2458,686777.1145,687903.7674,687026.4299,683088.2561,683210.793,681533.5387,679874.0816,678274.4009,677707.4481,676108.955,672153.0587,667433.9074,666461.0162,665568.7127,664125.9682,662924.5133,660950.8994,658494.0167,658298.5029,656138.9712,656364.9703,657748.52,662548.4132,665751.8366,669402.919,667623.8891,668640.2183,669088.9086,669828.4521,669678.0537,669693.4746,670251.6294,670645.1595,669165.5057,668667.6556,667159.3979,666477.7329,665781.3929,662423.4431,660250.2244,659190.0556,657479.4067,658884.7001,655638.9768,656912.5396
MAC,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5168298.525,5213277.659,5254338.373,5285340.736,5311143.859,5347056.257,5440223.008,5387168.463,5342539.22,5357541.179,5360627.526,5303459.586,5244249.223,5112332.875,5026260.543,4897949.954,4854941.837,4867842.76,4802261.563,4782904.455,4734422.056,4688055.575,4628952.691,4605649.921,4597175.476,4611604.013,4669522.276,4701766.755,4784158.406,4802415.522,4816565.113,4877362.056,4921859.263,5008718.805,5043480.008,5014791.478,4922624.215,4858011.772,4759700.458,4666219.468,4624410.602,4641801.959,4577051.258,4531060.347,4522508.182,4462548.074,4445753.185,4425664.211,4466866.265,4457956.264,4521550.378,4519015.761,4524167.387,4511140.403,4473369.521,4434630.538,4386985.471,4360490.135,4361553.399,4422662.585,4401919.482,4378717,4359306.238,4351122.967,4347549.969,4384147.536,4439949.237,4429234.3,4427367.988,4441352.694,4457807.11,4456967.987,4434240.815,4416880.033,4394964.782,4361378.368,4360676.799,4346755.641,4337742.235,4361533.598,4391922.74,4430326.116,4369953.875,4384597.697,4394464.339,4388753.854,4378577.316,4259689.568,4319054.335
HAD,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70493.78408,67715.77419,69555.76728,99390.38597,131244.8488,148035.8177,143840.3884,110014.009,86039.86099,76470.31694,255958.757,487428.9235,620031.4737,699467.8443,670038.6233,549582.8672,399330.6454,269414.3349,196881.7793,202493.9241,230456.8277,245244.872,242157.9862,281067.0416,321852.3753,395691.2714,530069.536,657241.3278,760058.3697,810260.4805,783965.0661,650556.6273,513324.8981,429661.8798,378184.3884,369734.7765,394034.9539,398917.425,387198.9768,356848.0328,473000.1992,627507.4256,700146.6565,714664.8158,683486.8194,584011.3214,489114.7476,514836.3519,591580.8508,625007.7022,623234.8128,587058.4494,503888.1908,435058.2081,366201.205,312964.0504,274066.278,243431.2436,217266.0377,198191.0629,175528.9353,161801.4486,148386.8781,134565.0148,122686.8071,115747.5247,109459.8522,98940.45289,95264.35291,93957.9416,128918.4172,171492.7158,194698.6357,200964.9801,195467.5993,172606.7524,157038.4949,145905.6924,140813.9649,135515.0071,130526.3567,125576.4356,237555.2759,376710.9601,456201.4732,486119.677,479425.0697,437114.1557,412517.0409
