Binomial,ID,Group,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
REO,21,Demersal Fish,321006.9244,289776.4543,263555.7906,241467.973,220177.2451,202013.3188,185572.2763,171204.6784,159324.076,148909.8108,131975.1789,127658.0993,127588.036,127341.4027,125214.6607,126798.4856,124970.7281,122797.6254,115046.1664,105201.6585,99291.0762,98521.14019,98231.21808,100010.749,102340.2283,103656.1129,103367.9814,100989.5172,98368.81417,94538.98014,87419.44096,81641.25305,75246.69543,68392.16488,64598.78391,62184.65978,70170.75685,77524.94044,84647.36597,91005.38277,96990.01582,102521.9663,109024.4295,115168.0699,121148.6854,127959.4631,133850.9096,142673.7713,152022.6269,162018.3946,169605.3017,177018.8507,183691.2632,189082.619,193177.9283,197111.601,200715.81,204576.5455,207775.5191,211825.6287,216610.8755,223317.0224,228294.9712,233008.8221,236078.3697,239812.0753,241381.3578,244318.2333,247593.7133,250965.9635,252819.1378,255597.823,256039.9764,257468.6462,258652.9167,262848.598,265578.3343,266605.3237,267934.8714,268481.0363,267624.2155,265592.0243,263613.414,263115.4243,263909.7673,264099.7774,265776.4973,265062.2931,263371.439
DEL,22,Demersal Fish,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73888.86172,73961.54903,73944.00262,73763.62513,74051.39981,74582.39477,74728.98171,74557.33395,74409.64857,74381.08802,74380.06123,74264.03014,74355.15575,74399.44844,74273.58658,73950.7433,73858.45018,74011.15095,73860.65772,73482.28557,73232.28264,73106.74213,72911.31328,72652.81646,72451.85195,72264.7909,72472.79754,72539.60835,72684.68055,72636.97365,72935.3835,73191.4577,73435.85976,73303.14292,73131.78936,72866.91389,72849.98637,72695.31378,72514.83342,72786.04504,72977.63513,72808.88967,72785.32035,72601.507,72534.71102,72462.88874,72278.44366,72127.91724,71959.19086,71796.74805,71820.3844,71672.49434,71322.3133
DEL1,23,Demersal Fish,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73888.86172,73961.54903,73944.00262,73763.62513,74051.39981,74582.39477,74728.98171,74557.33395,74409.64857,74381.08802,74380.06123,74264.03014,74355.15575,74399.44844,74273.58658,73950.7433,73858.45018,74011.15095,73860.65772,73482.28557,73232.28264,73106.74213,72911.31328,72652.81646,72451.85195,72264.7909,72472.79754,72539.60835,72684.68055,72636.97365,72935.3835,73191.4577,73435.85976,73303.14292,73131.78936,72866.91389,72849.98637,72695.31378,72514.83342,72786.04504,72977.63513,72808.88967,72785.32035,72601.507,72534.71102,72462.88874,72278.44366,72127.91724,71959.19086,71796.74805,71820.3844,71672.49434,71322.3133
DEL2,24,Demersal Fish,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73888.86172,73961.54903,73944.00262,73763.62513,74051.39981,74582.39477,74728.98171,74557.33395,74409.64857,74381.08802,74380.06123,74264.03014,74355.15575,74399.44844,74273.58658,73950.7433,73858.45018,74011.15095,73860.65772,73482.28557,73232.28264,73106.74213,72911.31328,72652.81646,72451.85195,72264.7909,72472.79754,72539.60835,72684.68055,72636.97365,72935.3835,73191.4577,73435.85976,73303.14292,73131.78936,72866.91389,72849.98637,72695.31378,72514.83342,72786.04504,72977.63513,72808.88967,72785.32035,72601.507,72534.71102,72462.88874,72278.44366,72127.91724,71959.19086,71796.74805,71820.3844,71672.49434,71322.3133
DEL3,25,Demersal Fish,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73888.86172,73961.54903,73944.00262,73763.62513,74051.39981,74582.39477,74728.98171,74557.33395,74409.64857,74381.08802,74380.06123,74264.03014,74355.15575,74399.44844,74273.58658,73950.7433,73858.45018,74011.15095,73860.65772,73482.28557,73232.28264,73106.74213,72911.31328,72652.81646,72451.85195,72264.7909,72472.79754,72539.60835,72684.68055,72636.97365,72935.3835,73191.4577,73435.85976,73303.14292,73131.78936,72866.91389,72849.98637,72695.31378,72514.83342,72786.04504,72977.63513,72808.88967,72785.32035,72601.507,72534.71102,72462.88874,72278.44366,72127.91724,71959.19086,71796.74805,71820.3844,71672.49434,71322.3133
DEL4,26,Demersal Fish,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73888.86172,73961.54903,73944.00262,73763.62513,74051.39981,74582.39477,74728.98171,74557.33395,74409.64857,74381.08802,74380.06123,74264.03014,74355.15575,74399.44844,74273.58658,73950.7433,73858.45018,74011.15095,73860.65772,73482.28557,73232.28264,73106.74213,72911.31328,72652.81646,72451.85195,72264.7909,72472.79754,72539.60835,72684.68055,72636.97365,72935.3835,73191.4577,73435.85976,73303.14292,73131.78936,72866.91389,72849.98637,72695.31378,72514.83342,72786.04504,72977.63513,72808.88967,72785.32035,72601.507,72534.71102,72462.88874,72278.44366,72127.91724,71959.19086,71796.74805,71820.3844,71672.49434,71322.3133
FLA,27,Demersal Fish,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85268.06815,85006.47644,84585.91073,83861.47571,83719.55124,83919.63623,83515.01405,82955.82755,82880.93905,82770.25398,82670.02267,82755.52805,83410.28842,84008.77301,84198.07045,84212.77994,84420.79344,84420.2308,83565.31254,82968.4656,82294.78011,82268.59937,82081.64116,81785.03505,81420.88483,81194.94591,81603.3299,81729.10913,81788.03526,81836.95635,82230.99263,82089.63977,82133.54717,82385.30218,82577.18468,82428.88179,82584.74113,82623.33997,82202.99891,82816.33416,83005.64034,82828.75483,82701.67835,82663.56378,82854.97621,83014.58583,82235.51008,81898.20895,81743.50935,81552.67721,81565.39099,81283.23097,80349.40822
FLA1,28,Demersal Fish,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85268.06815,85006.47644,84585.91073,83861.47571,83719.55124,83919.63623,83515.01405,82955.82755,82880.93905,82770.25398,82670.02267,82755.52805,83410.28842,84008.77301,84198.07045,84212.77994,84420.79344,84420.2308,83565.31254,82968.4656,82294.78011,82268.59937,82081.64116,81785.03505,81420.88483,81194.94591,81603.3299,81729.10913,81788.03526,81836.95635,82230.99263,82089.63977,82133.54717,82385.30218,82577.18468,82428.88179,82584.74113,82623.33997,82202.99891,82816.33416,83005.64034,82828.75483,82701.67835,82663.56378,82854.97621,83014.58583,82235.51008,81898.20895,81743.50935,81552.67721,81565.39099,81283.23097,80349.40822
FLA2,29,Demersal Fish,88364.10231,89047.70855,89918.60104,90379.31588,90429.87335,90167.35842,90373.66397,89999.87597,89682.36648,89571.55899,89064.23976,88850.25249,88589.28065,88536.18621,88630.44926,89020.03768,89467.56034,89922.91462,89987.37357,90381.30842,90294.04739,89063.51873,87998.36063,87566.75742,87091.10314,86670.85061,86996.76219,86817.56455,86420.43553,85806.72665,84999.55351,84962.54772,84855.63603,84764.67483,84596.79082,84916.86033,85268.06815,85006.47644,84585.91073,83861.47571,83719.55124,83919.63623,83515.01405,82955.82755,82880.93905,82770.25398,82670.02267,82755.52805,83410.28842,84008.77301,84198.07045,84212.77994,84420.79344,84420.2308,83565.31254,82968.4656,82294.78011,82268.59937,82081.64116,81785.03505,81420.88483,81194.94591,81603.3299,81729.10913,81788.03526,81836.95635,82230.99263,82089.63977,82133.54717,82385.30218,82577.18468,82428.88179,82584.74113,82623.33997,82202.99891,82816.33416,83005.64034,82828.75483,82701.67835,82663.56378,82854.97621,83014.58583,82235.51008,81898.20895,81743.50935,81552.67721,81565.39099,81283.23097,80349.40822
LRD,30,Demersal Fish,1460484.501,1511067.311,1560576.534,1614266.414,1663362.913,1707058.381,1770050.75,1806126.105,1844195.526,1871665.181,1902771.771,1927882.793,1946120.148,1961746.736,1980685.562,1983702.758,1997808.48,2009192.296,2011359.102,2013192.569,2017014.38,2016596.385,2020859.446,2014908.843,2020098.151,2026336.379,2027748.449,2026579.879,2028311.323,2024502.683,2019184.862,2017665.689,2013289.238,2006167.304,2014614.417,1994855.631,1982489.41,1968196.057,1956657.487,1941711.965,1932093.778,1932068.76,1917725.686,1918713.139,1917856.879,1921125.614,1919105.31,1919862.492,1931667.872,1936007.583,1940464.504,1938038.085,1935823.189,1933842.148,1940501.117,1931559.893,1927994.55,1927889.721,1929294.096,1926723.525,1925544.761,1931221.228,1944618.686,1945797.953,1948308.185,1945012.077,1941243.749,1943554.653,1947882.706,1954870.456,1958656.942,1957303.101,1954267.287,1955530.226,1962043.297,1970650.691,1981786.463,1984504.606,1987405.742,1990902.245,1992364.159,1994207.416,1994810.449,1993998.057,2004102.078,2005929.343,2007897.911,2012033.629,2011636.759
SSK,31,Sharks and Rays,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564414.3762,566869.874,568848.0011,570350.8199,571636.998,573605.381,574997.131,576659.1386,578160.5831,579602.9627,580774.8909,582192.1018,583939.5288,585406.1852,587021.0772,588052.2849,588715.9833,589204.7646,589638.3644,589471.7365,589274.713,589389.2115,589676.5617,589760.3802,589804.1469,590519.4232,591531.5442,592115.0469,592670.8953,592992.3648,592873.1207,592924.9189,593180.973,593471.5041,593819.9324,594072.6827,593953.9987,593899.3577,593842.9207,594572.4491,595256.3405,595837.5384,596187.352,596314.784,596441.4808,596483.3094,596106.8672,595380.707,595528.0246,595521.9641,595533.1942,595637.1026,595389.9562
SSK1,32,Sharks and Rays,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564414.3762,566869.874,568848.0011,570350.8199,571636.998,573605.381,574997.131,576659.1386,578160.5831,579602.9627,580774.8909,582192.1018,583939.5288,585406.1852,587021.0772,588052.2849,588715.9833,589204.7646,589638.3644,589471.7365,589274.713,589389.2115,589676.5617,589760.3802,589804.1469,590519.4232,591531.5442,592115.0469,592670.8953,592992.3648,592873.1207,592924.9189,593180.973,593471.5041,593819.9324,594072.6827,593953.9987,593899.3577,593842.9207,594572.4491,595256.3405,595837.5384,596187.352,596314.784,596441.4808,596483.3094,596106.8672,595380.707,595528.0246,595521.9641,595533.1942,595637.1026,595389.9562
SSK2,33,Sharks and Rays,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564414.3762,566869.874,568848.0011,570350.8199,571636.998,573605.381,574997.131,576659.1386,578160.5831,579602.9627,580774.8909,582192.1018,583939.5288,585406.1852,587021.0772,588052.2849,588715.9833,589204.7646,589638.3644,589471.7365,589274.713,589389.2115,589676.5617,589760.3802,589804.1469,590519.4232,591531.5442,592115.0469,592670.8953,592992.3648,592873.1207,592924.9189,593180.973,593471.5041,593819.9324,594072.6827,593953.9987,593899.3577,593842.9207,594572.4491,595256.3405,595837.5384,596187.352,596314.784,596441.4808,596483.3094,596106.8672,595380.707,595528.0246,595521.9641,595533.1942,595637.1026,595389.9562
SSK3,34,Sharks and Rays,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564414.3762,566869.874,568848.0011,570350.8199,571636.998,573605.381,574997.131,576659.1386,578160.5831,579602.9627,580774.8909,582192.1018,583939.5288,585406.1852,587021.0772,588052.2849,588715.9833,589204.7646,589638.3644,589471.7365,589274.713,589389.2115,589676.5617,589760.3802,589804.1469,590519.4232,591531.5442,592115.0469,592670.8953,592992.3648,592873.1207,592924.9189,593180.973,593471.5041,593819.9324,594072.6827,593953.9987,593899.3577,593842.9207,594572.4491,595256.3405,595837.5384,596187.352,596314.784,596441.4808,596483.3094,596106.8672,595380.707,595528.0246,595521.9641,595533.1942,595637.1026,595389.9562
SSK4,35,Sharks and Rays,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564414.3762,566869.874,568848.0011,570350.8199,571636.998,573605.381,574997.131,576659.1386,578160.5831,579602.9627,580774.8909,582192.1018,583939.5288,585406.1852,587021.0772,588052.2849,588715.9833,589204.7646,589638.3644,589471.7365,589274.713,589389.2115,589676.5617,589760.3802,589804.1469,590519.4232,591531.5442,592115.0469,592670.8953,592992.3648,592873.1207,592924.9189,593180.973,593471.5041,593819.9324,594072.6827,593953.9987,593899.3577,593842.9207,594572.4491,595256.3405,595837.5384,596187.352,596314.784,596441.4808,596483.3094,596106.8672,595380.707,595528.0246,595521.9641,595533.1942,595637.1026,595389.9562
SSK5,36,Sharks and Rays,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564414.3762,566869.874,568848.0011,570350.8199,571636.998,573605.381,574997.131,576659.1386,578160.5831,579602.9627,580774.8909,582192.1018,583939.5288,585406.1852,587021.0772,588052.2849,588715.9833,589204.7646,589638.3644,589471.7365,589274.713,589389.2115,589676.5617,589760.3802,589804.1469,590519.4232,591531.5442,592115.0469,592670.8953,592992.3648,592873.1207,592924.9189,593180.973,593471.5041,593819.9324,594072.6827,593953.9987,593899.3577,593842.9207,594572.4491,595256.3405,595837.5384,596187.352,596314.784,596441.4808,596483.3094,596106.8672,595380.707,595528.0246,595521.9641,595533.1942,595637.1026,595389.9562
SSK6,37,Sharks and Rays,283483.882,293331.9754,303949.6161,315419.9769,327667.1202,340435.6814,353978.2239,367543.543,380914.4583,393868.1549,406172.0896,418016.4142,428801.3694,438717.1469,447832.1542,456129.3689,464086.9551,471658.4648,478698.3828,485383.6112,491986.7166,498512.5396,504821.9616,510646.1982,516592.5921,522339.6229,527446.1667,532195.6694,536684.5111,540603.1722,544102.4063,547960.4342,551502.9632,555035.1313,558689.6653,561561.3041,564414.3762,566869.874,568848.0011,570350.8199,571636.998,573605.381,574997.131,576659.1386,578160.5831,579602.9627,580774.8909,582192.1018,583939.5288,585406.1852,587021.0772,588052.2849,588715.9833,589204.7646,589638.3644,589471.7365,589274.713,589389.2115,589676.5617,589760.3802,589804.1469,590519.4232,591531.5442,592115.0469,592670.8953,592992.3648,592873.1207,592924.9189,593180.973,593471.5041,593819.9324,594072.6827,593953.9987,593899.3577,593842.9207,594572.4491,595256.3405,595837.5384,596187.352,596314.784,596441.4808,596483.3094,596106.8672,595380.707,595528.0246,595521.9641,595533.1942,595637.1026,595389.9562
MES,38,Pelagic Fish,15047310.86,16297066.33,17409271.08,18241331.23,18477345.64,18510408.28,20189857.17,17092957.4,17082258.7,17343680.55,17872195.09,18328131.52,18493203.99,18960103.94,18484905.14,19159858.24,18680514.15,18683204.95,17975173.33,18300326.94,18177002.57,17486516.57,17031523.28,17411779.97,17386912.86,17784254.01,18155199.68,18322745.56,18342691.32,18480003.94,18925126.04,19160464.64,19580027.67,19070325.38,18172334.57,18053739.71,17947003.92,17921628.54,17491891.77,16961441.54,15975985.75,16399621.68,16614161.96,16607233.52,16464087.04,16490604.02,16528336.63,17502951.57,17354768.94,17440351.06,17527582.04,17526579,18169043.63,17035673.16,16665114.09,16455020.55,16821700.51,16718455.85,17005661.44,17062433.37,17707735.55,17638652.37,17678869.1,17162277.99,17491049.26,17230905.21,17255336.11,17457933.74,17183998.82,17154753.43,17294086.27,17151095.07,17475753.02,17541799.83,17808617.99,17427186.29,17100303.67,17743629.2,17433476.73,18005714.08,17839048.64,17754399.19,17793765.21,18177291.09,18841222.13,18669403.3,18378651,19153963,19320722.54
MES1,39,Pelagic Fish,15047310.86,16297066.33,17409271.08,18241331.23,18477345.64,18510408.28,20189857.17,17092957.4,17082258.7,17343680.55,17872195.09,18328131.52,18493203.99,18960103.94,18484905.14,19159858.24,18680514.15,18683204.95,17975173.33,18300326.94,18177002.57,17486516.57,17031523.28,17411779.97,17386912.86,17784254.01,18155199.68,18322745.56,18342691.32,18480003.94,18925126.04,19160464.64,19580027.67,19070325.38,18172334.57,18053739.71,17947003.92,17921628.54,17491891.77,16961441.54,15975985.75,16399621.68,16614161.96,16607233.52,16464087.04,16490604.02,16528336.63,17502951.57,17354768.94,17440351.06,17527582.04,17526579,18169043.63,17035673.16,16665114.09,16455020.55,16821700.51,16718455.85,17005661.44,17062433.37,17707735.55,17638652.37,17678869.1,17162277.99,17491049.26,17230905.21,17255336.11,17457933.74,17183998.82,17154753.43,17294086.27,17151095.07,17475753.02,17541799.83,17808617.99,17427186.29,17100303.67,17743629.2,17433476.73,18005714.08,17839048.64,17754399.19,17793765.21,18177291.09,18841222.13,18669403.3,18378651,19153963,19320722.54
GRH,40,Demersal Fish,1070452.63,1062427.285,1053019.399,1044237.59,1033776.994,1024122.902,1021692.119,1018679.48,1017704.098,1015541.302,1013468.705,1015387.602,1010052.19,1004543.903,1012416.084,1017594.079,1019889.64,1029246.716,1032186.662,1023377.869,1024934.148,1016417.402,1016621.094,1017893.625,1008275.573,999810.5568,996344.6111,994182.5495,995182.8016,998712.5643,997190.1229,999729.2391,998071.4941,993681.1898,990656.8578,990237.3517,961248.3536,929934.0244,904103.3987,880628.7878,866564.2584,856328.5013,846430.9927,839087.586,835547.9894,837954.6148,837591.8716,833686.5913,834691.4594,834864.7009,834531.0979,832469.8615,831873.0993,830517.1744,827006.9062,822059.5697,820536.6862,819664.8319,818274.2361,815418.7213,813395.8035,810622.42,812069.7282,813052.1753,813964.6408,813048.0308,816594.7207,819194.7928,823001.8467,823453.4563,826489.9646,828482.0693,828280.3628,826102.869,824290.6989,826689.8407,827316.2863,824661.4978,823841.1004,821300.1009,818955.447,817523.1029,813461.5117,810523.6437,810317.4505,810475.5251,815197.0474,813400.5602,809618.0938
MAC,41,Pelagic Fish,5168298.525,5213277.659,5254338.373,5285340.736,5311143.859,5347056.257,5440223.008,5387168.463,5342539.22,5357541.179,5360627.526,5303459.586,5244249.223,5112332.875,5026260.543,4897949.954,4854941.837,4867842.76,4802261.563,4782904.455,4734422.056,4688055.575,4628952.691,4605649.921,4597175.476,4611604.013,4669522.276,4701766.755,4784158.406,4802415.522,4816565.113,4877362.056,4921859.263,5008718.805,5043480.008,5014791.478,5032305.408,5070128.335,5061448.904,5048695.299,5080518.365,5166254.55,5155107.165,5147529.546,5206926.705,5178427.108,5154100.839,5152420.154,5188293.091,5253934.916,5255156.773,5248967.864,5232238.891,5246604.506,5294630.702,5305146.002,5267189.925,5273160.332,5231807.222,5204105.396,5189871.589,5212772.019,5240713.229,5312614.512,5316241.211,5340467.28,5312725.979,5292931.726,5286706.969,5290040.314,5259739.366,5246406.831,5222067.348,5237929.284,5222398.514,5266263.857,5304926.084,5308475.211,5313337.466,5327686.185,5334978.994,5361701.521,5320947.931,5277233.315,5257874.434,5226629.349,5177625.924,5156914.453,5014380.323
HAD,42,Demersal Fish,70493.78408,67715.77419,69555.76728,99390.38597,131244.8488,148035.8177,143840.3884,110014.009,86039.86099,76470.31694,255958.757,487428.9235,620031.4737,699467.8443,670038.6233,549582.8672,399330.6454,269414.3349,196881.7793,202493.9241,230456.8277,245244.872,242157.9862,281067.0416,321852.3753,395691.2714,530069.536,657241.3278,760058.3697,810260.4805,783965.0661,650556.6273,513324.8981,429661.8798,378184.3884,369734.7765,432143.2109,476766.5337,502739.0096,501127.4874,640619.507,847871.0626,980043.5324,1056329.967,1076526.488,985570.4958,878276.6384,775760.0334,697921.8985,630617.1949,572044.5172,829480.0761,1193955.464,1450638.05,1580904.125,1595918.574,1442260.077,1296944.837,1127544.144,1001564.96,866959.8959,796736.1784,732199.6426,667815.4389,668032.4496,706952.0235,722804.4282,716518.5151,688727.6256,632786.9073,588976.6697,496962.6068,470583.9046,448101.6258,420639.9873,383833.647,352725.7804,320878.1431,296033.0164,273883.763,263358.5363,259590.9349,257877.8626,257835.6277,250432.6207,251370.05,377845.1465,548857.3412,664832.9101
SAI,43,Pelagic Fish,2127020.385,1562826.089,1146038.225,896058.467,640336.8803,519027.8984,502287.7579,460877.6095,392871.2777,325774.7434,300352.4549,296087.704,304482.0961,307076.1744,306127.6706,311680.3535,329470.7969,370320.8743,411498.0466,450979.7694,501140.1194,558621.2328,614654.9375,669471.7764,729923.9885,787469.1383,788653.7583,793168.4402,784739.3522,783606.3116,746920.241,726521.1294,702069.7329,724019.9292,762548.9183,777576.3056,948660.0804,1154210.564,1387454.287,1646571.831,1941920.339,2298595.882,2697756.954,3155725.336,3694942.045,4269069.802,4879314.539,5590439.304,6371326.364,7145818.106,7933956.041,8663530.187,9345129.478,9971964.784,10513076.43,11033685.15,11358717.57,11764155.22,12196985.57,12665701.74,13133184.19,13818257.45,14474416.1,14937248.75,15343131.05,15659971.45,15817571.8,15950736.38,16095756.41,16393274.09,16532892.37,16685108.4,16719104.66,16761025.49,16815506.39,17133441.87,17419980.76,17613271.81,17765297.79,17938124.61,18055327.79,18066131.48,17937074.25,17810756.85,17803971.48,17801872.78,17752452.73,17738040.81,17763371.86
RED,44,Demersal Fish,2912984.474,3017733.298,3099103.157,3000175.837,3015487.425,3060074.55,3018744.762,2988490.52,2930984.868,3165838.225,3147857.71,3157810.132,3170493.238,3088635.749,3148385.765,3138828.916,3370238.067,3212615.924,3154957.942,3096926.743,3202098.437,3100059.801,3212993.116,3154808.832,3130454.597,3214737.053,3179249.88,3089165.069,2953198.738,3136339.555,3181280.898,3418218.672,3344162.137,3441527.501,3273263.813,3320413.326,3275354.804,3350769.169,3215781.68,3183746.245,3362760.555,3082369.253,3197886.593,3111976.753,3136369.542,3022902.168,3256344.453,3241775.71,3292056.917,3407429.811,3199424.653,3093921.872,3267318.488,3125480.976,3234636.351,3013643.192,3127204.444,3121930.256,3168309.442,3094011.33,3360505.295,3216818.215,3218656.532,3278939.842,3242013.922,3245149.451,3197784.691,3275869.61,3318045.978,3320081.432,3221330.929,3280639.357,3161463.288,3351716.904,3323541.708,3401795.311,3280373.992,3231611.964,3396974.598,3342391.477,3336928.659,3214564.025,3355326.008,3517206.102,3459093.159,3401863.21,3472645.338,3343512.609,3770699.344
BWH,45,Pelagic Fish,7310678.551,6785716.398,6780900.265,6818389,6804491.942,6723963.946,6418195.189,6277518.782,6183578.598,5977879.252,6028984.515,6611151.971,7066030.158,7434117.343,7841183.105,8052800.46,8105757.643,8467209.344,8406897.468,8233977.549,7972632.346,7746794.068,7861343.42,7601044.521,7217171.172,6874029.678,6508530.4,6091912.485,5781868.811,6010290.995,6410398.139,7546831.171,8332284.486,8807379.284,8773320.704,8671927.345,8717181.241,8727281.374,8657846.189,8543908.366,8444748.371,8446038.525,8410410.314,8421435.789,8431040.497,8407486.495,8387700.533,8394755.163,8425001.137,8475114.957,8497146.532,8504451.124,8507702.676,8521434.377,8540535.586,8490980.962,8452839.915,8449748.234,8438104.443,8422692.408,8420827.545,8437499.483,8455507.54,8487349.338,8481002.562,8477835.052,8458341.372,8462848.99,8488112.674,8490639.796,8480561.67,8479429.164,8459149.658,8468751.092,8461782.135,8473049.314,8485351.42,8483990.685,8483539.511,8475020.918,8464908.121,8472305.008,8452525.15,8434386.17,8454000.485,8470217.232,8478026.964,8471876.596,8446452.23
