Binomial	ID	year	popvalue
POB	1	1981	161.461949
KWH	2	1981	131526.6671
SWH	3	1981	74285.6865
MWH	4	1981	950900.3163
FWH	5	1981	968167.585
BES	6	1981	5424.657487
HOS	7	1981	57448.56206
RIS	8	1981	5177.974986
SBA	9	1981	24401.40987
SBB	10	1981	5003.863087
SHO	11	1981	536620.8686
DEO	12	1981	1489492.833
PEL	13	1981	89986.49903
PES	14	1981	440230.6384
REO	15	1981	1129047.892
DEL	16	1981	63115.33026
FLA	17	1981	87905.90747
LRD	18	1981	410930.649
SSK	19	1981	93647.58541
MES	20	1981	4182231.592
GRH	21	1981	275851.2682
MAC	22	1981	2471578.837
HAD	23	1981	6643796.385
SAI	24	1981	1179966.345
RED	25	1981	528298.018
BWH	26	1981	896792.5534
SSH	27	1981	1227335.943
NCO	28	1981	2359515.202
PCO	29	1981	155695.8462
POB	1	1982	161.467854
KWH	2	1982	130723.8156
SWH	3	1982	72274.32367
MWH	4	1982	957482.0688
FWH	5	1982	972742.3471
BES	6	1982	5501.438444
HOS	7	1982	58036.73786
RIS	8	1982	5188.971871
SBA	9	1982	24720.75652
SBB	10	1982	5004.06751
SHO	11	1982	548718.9015
DEO	12	1982	1503876.172
PEL	13	1982	88978.52179
PES	14	1982	447072.2936
REO	15	1982	1187898.888
DEL	16	1982	62940.99322
FLA	17	1982	87821.82546
LRD	18	1982	414914.414
SSK	19	1982	93907.26994
MES	20	1982	4205233.587
GRH	21	1982	276595.5169
MAC	22	1982	2337713.591
HAD	23	1982	6777818.606
SAI	24	1982	1231386.217
RED	25	1982	534987.7207
BWH	26	1982	887811.048
SSH	27	1982	1237439.711
NCO	28	1982	2437400.848
PCO	29	1982	157179.7266
POB	1	1983	161.578117
KWH	2	1983	130637.1821
SWH	3	1983	70202.48002
MWH	4	1983	962452.3281
FWH	5	1983	977125.991
BES	6	1983	5577.258142
HOS	7	1983	58784.12585
RIS	8	1983	5201.138687
SBA	9	1983	25011.38185
SBB	10	1983	5003.369106
SHO	11	1983	557719.323
DEO	12	1983	1522838.168
PEL	13	1983	88399.04628
PES	14	1983	451390.2723
REO	15	1983	1004304.966
DEL	16	1983	61911.57087
FLA	17	1983	87930.36292
LRD	18	1983	420951.4999
SSK	19	1983	94028.64311
MES	20	1983	4122674.519
GRH	21	1983	251222.7106
MAC	22	1983	2380842.311
HAD	23	1983	5415979.971
SAI	24	1983	1145528.465
RED	25	1983	440212.5366
BWH	26	1983	887780.9717
SSH	27	1983	1266166.722
NCO	28	1983	1699581.607
PCO	29	1983	164980.3244
POB	1	1984	162.116713
KWH	2	1984	129416.7444
SWH	3	1984	69124.83556
MWH	4	1984	964229.9514
FWH	5	1984	978993.3643
BES	6	1984	5672.706204
HOS	7	1984	59546.52991
RIS	8	1984	5216.865302
SBA	9	1984	25323.01669
SBB	10	1984	5012.416723
SHO	11	1984	568224.9098
DEO	12	1984	1519305.743
PEL	13	1984	90067.75883
PES	14	1984	453383.5175
REO	15	1984	846469.4699
DEL	16	1984	61736.33532
FLA	17	1984	87723.58453
LRD	18	1984	422213.0359
SSK	19	1984	94103.76855
MES	20	1984	4245048.496
GRH	21	1984	229530.4141
MAC	22	1984	2371046.698
HAD	23	1984	4434627.478
SAI	24	1984	1086979.633
RED	25	1984	448668.7366
BWH	26	1984	890216.7719
SSH	27	1984	1298457.404
NCO	28	1984	1417681.009
PCO	29	1984	177578.0675
POB	1	1985	162.795924
KWH	2	1985	127104.1904
SWH	3	1985	67739.34559
MWH	4	1985	964072.8662
FWH	5	1985	979726.3382
BES	6	1985	5730.616389
HOS	7	1985	59886.11423
RIS	8	1985	5232.705725
SBA	9	1985	25565.768
SBB	10	1985	5021.078746
SHO	11	1985	577153.2384
DEO	12	1985	1519981.508
PEL	13	1985	93670.9144
PES	14	1985	456819.8502
REO	15	1985	747084.5536
DEL	16	1985	62242.64563
FLA	17	1985	87593.80578
LRD	18	1985	424871.919
SSK	19	1985	94557.18147
MES	20	1985	4248956.491
GRH	21	1985	211399.313
MAC	22	1985	2470390.747
HAD	23	1985	3763732.328
SAI	24	1985	1026746.22
RED	25	1985	411502.1824
BWH	26	1985	897452.5049
SSH	27	1985	1330476.195
NCO	28	1985	1269830.874
PCO	29	1985	173101.5776
POB	1	1986	163.503463
KWH	2	1986	124688.3643
SWH	3	1986	66877.36613
MWH	4	1986	963191.1609
FWH	5	1986	980074.5046
BES	6	1986	5765.075999
HOS	7	1986	59919.85918
RIS	8	1986	5254.296546
SBA	9	1986	25754.59646
SBB	10	1986	5025.777558
SHO	11	1986	583910.5414
DEO	12	1986	1516400.028
PEL	13	1986	94224.06693
PES	14	1986	460100.4951
REO	15	1986	662566.1105
DEL	16	1986	62026.07674
FLA	17	1986	87653.6732
LRD	18	1986	427070.1346
SSK	19	1986	95030.11968
MES	20	1986	4188058.545
GRH	21	1986	195222.7222
MAC	22	1986	2354140.401
HAD	23	1986	3270678.667
SAI	24	1986	960247.358
RED	25	1986	365936.5286
BWH	26	1986	912561.8435
SSH	27	1986	1364046.584
NCO	28	1986	1207764.409
PCO	29	1986	185859.7962
POB	1	1987	164.148887
KWH	2	1987	122570.7489
SWH	3	1987	65343.31667
MWH	4	1987	964781.1733
FWH	5	1987	981837.2784
BES	6	1987	5788.142759
HOS	7	1987	60252.23246
RIS	8	1987	5271.442829
SBA	9	1987	25948.36254
SBB	10	1987	5031.031742
SHO	11	1987	589795.7507
DEO	12	1987	1511603.291
PEL	13	1987	94166.10228
PES	14	1987	463096.4282
REO	15	1987	595274.9081
DEL	16	1987	61886.54138
FLA	17	1987	87459.43812
LRD	18	1987	426368.4819
SSK	19	1987	95567.26354
MES	20	1987	4190185.468
GRH	21	1987	179502.324
MAC	22	1987	2369316.081
HAD	23	1987	2898277.09
SAI	24	1987	873614.7302
RED	25	1987	324729.3036
BWH	26	1987	913463.2805
SSH	27	1987	1400064.468
NCO	28	1987	1219521.185
PCO	29	1987	190262.0669
POB	1	1988	164.911845
KWH	2	1988	119228.7188
SWH	3	1988	64942.10799
MWH	4	1988	969679.5698
FWH	5	1988	984383.2055
BES	6	1988	5828.464649
HOS	7	1988	60282.35646
RIS	8	1988	5297.4328
SBA	9	1988	26188.33577
SBB	10	1988	5033.336922
SHO	11	1988	594423.8471
DEO	12	1988	1501380.169
PEL	13	1988	93005.25144
PES	14	1988	465573.9693
REO	15	1988	544840.3392
DEL	16	1988	61864.74894
FLA	17	1988	87425.80168
LRD	18	1988	425191.9495
SSK	19	1988	96209.45723
MES	20	1988	4208337.954
GRH	21	1988	165792.3384
MAC	22	1988	2282221.394
HAD	23	1988	2635099.59
SAI	24	1988	806863.4567
RED	25	1988	306617.7132
BWH	26	1988	923991.3618
SSH	27	1988	1460668.743
NCO	28	1988	1205927.025
PCO	29	1988	195594.5842
POB	1	1989	165.707814
KWH	2	1989	116267.2474
SWH	3	1989	63506.76879
MWH	4	1989	970276.8396
FWH	5	1989	984613.9089
BES	6	1989	5852.022475
HOS	7	1989	60417.50621
RIS	8	1989	5325.147874
SBA	9	1989	26372.20976
SBB	10	1989	5039.106712
SHO	11	1989	597722.8227
DEO	12	1989	1495325.168
PEL	13	1989	92438.64618
PES	14	1989	468038.7448
REO	15	1989	516665.9907
DEL	16	1989	62118.67665
FLA	17	1989	87244.13733
LRD	18	1989	424792.5959
SSK	19	1989	97052.15064
MES	20	1989	4273216.321
GRH	21	1989	154924.4934
MAC	22	1989	2360774.194
HAD	23	1989	2439770.49
SAI	24	1989	736490.7303
RED	25	1989	278870.5014
BWH	26	1989	926608.611
SSH	27	1989	1516843.908
NCO	28	1989	1242718.133
PCO	29	1989	202894.0183
POB	1	1990	166.46727
KWH	2	1990	112191.9745
SWH	3	1990	62363.05197
MWH	4	1990	972555.0505
