am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score
Fis-29880,NA,Cyclothone braueri,198757,Stable,LC,NA,NA,NA,am,0,0
Fis-23454,NA,Cyclothone microdon,190133,Stable,LC,NA,NA,NA,am,0,0
Fis-32102,NA,Cyclothone pallida,18252619,Stable,LC,NA,NA,NA,am,0,0
Fis-32103,NA,Cyclothone pseudopallida,18252629,Stable,LC,NA,NA,NA,am,0,0
Fis-33181,NA,Cyema atrum,18227109,Unknown,LC,NA,NA,NA,am,0,NA
Fis-53660,NA,Cyttopsis rosea,16439757,Stable,LC,NA,NA,NA,am,0,0
Fis-23103,LC,Deania calcea,41798,Unknown,LC,NA,NA,NA,am,0,NA
Fis-32362,LC,Derichthys serpentinus,155093,Unknown,LC,NA,NA,NA,am,0,NA
Fis-49951,LC,Diaphus diadematus,154616,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23472,LC,Diaphus rafinesquii,154729,Unknown,LC,NA,NA,NA,am,0,NA
Fis-31163,NA,Dibranchus atlanticus,20663855,Unknown,LC,NA,NA,NA,am,0,NA
Fis-143532,NA,Dibranchus tremendus,20663917,Unknown,LC,NA,NA,NA,am,0,NA
Fis-22755,LC,Dicentrarchus labrax,135606,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33804,NA,Diceratias pileatus,190089,Unknown,LC,NA,NA,NA,am,0,NA
Fis-64564,NA,Dicrolene introniger,60470322,Unknown,LC,NA,NA,NA,am,0,NA
Fis-22763,NA,Diplecogaster bimaculata,198606,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27275,NA,Diretmoides pauciradiatus,21110056,Unknown,LC,NA,NA,NA,am,0,NA
Fis-31164,NA,Diretmus argenteus,18124015,Unknown,LC,NA,NA,NA,am,0,NA
Fis-139531,NA,Dolopichthys allector,42830260,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50439,NA,Dolopichthys danae,61934241,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50449,NA,Dolopichthys longicornis,190278,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27300,NA,Dysomma brevirostre,194989,Unknown,LC,NA,NA,NA,am,0,NA
Fis-62845,NA,Ebinania costaecanariae,15622740,Unknown,LC,NA,NA,NA,am,0,NA
Fis-31237,NA,Ectreposebastes imus,15622831,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23486,NA,Enchelyopus cimbrius,15522054,Unknown,LC,NA,NA,NA,am,0,NA
Fis-22756,NA,Engraulis encrasicolus,198568,Decreasing,LC,NA,NA,NA,am,0,-0.5
Fis-22757,NA,Entelurus aequoreus,18258072,Stable,LC,NA,NA,NA,am,0,0
Fis-29952,NA,Epigonus denticulatus,198652,Unknown,LC,NA,NA,NA,am,0,NA
Fis-24013,NA,Epigonus telescopus,198653,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23124,LC,Etmopterus spinax,161388,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30014,NA,Euleptorhamphus velox,15521852,Unknown,LC,NA,NA,NA,am,0,NA
Fis-31004,NA,Eurypharynx pelecanoides,18227119,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23505,LC,Gaidropsarus macrophthalmus,154880,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23507,NA,Gaidropsarus vulgaris,198590,Stable,LC,NA,NA,NA,am,0,0
Fis-29397,LC,Galeus melastomus,161398,Stable,LC,NA,NA,NA,am,0,0
Fis-23133,LC,Galeus murinus,161705,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30039,LC,Gasterosteus aculeatus,8951,Stable,LC,NA,NA,NA,am,0,0
Fis-22761,NA,Gobiusculus flavescens,18159817,Stable,LC,NA,NA,NA,am,0,0
Fis-22762,NA,Gymnammodytes semisquamatus,18155963,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27265,NA,Gymnothorax maderensis,190250,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33135,NA,Halosaurus guentheri,190196,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50614,NA,Haplophryne mollis,60470770,Unknown,LC,NA,NA,NA,am,0,NA
Fis-31217,LC,Harriotta raleighana,60140,Stable,LC,NA,NA,NA,am,0,0
Fis-22764,NA,Helicolenus dactylopterus,195093,Unknown,LC,NA,NA,NA,am,0,NA
Fis-24768,LC,Hemilepidotus papilio,154722,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27984,NA,Herwigia kreffti,15148858,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30110,NA,Himantolophus groenlandicus,18127836,Unknown,LC,NA,NA,NA,am,0,NA
Fis-34480,NA,Holtbyrnia anomala,18155939,Unknown,LC,NA,NA,NA,am,0,NA
Fis-28112,NA,Holtbyrnia innesi,21104612,Unknown,LC,NA,NA,NA,am,0,NA
Fis-34502,NA,Holtbyrnia macrops,18155943,Unknown,LC,NA,NA,NA,am,0,NA
Fis-31166,NA,Hoplostethus mediterraneus,198579,Unknown,LC,NA,NA,NA,am,0,NA
Fis-34831,NA,Howella brodiei,20665743,Unknown,LC,NA,NA,NA,am,0,NA
Fis-63099,LC,Hydrolagus pallidus,63103,Unknown,LC,NA,NA,NA,am,0,NA
Fis-25165,NA,Hygophum reinhardtii,15598887,Unknown,LC,NA,NA,NA,am,0,NA
Fis-49043,NA,Hygophum taaningi,15598938,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23559,NA,Hyperoplus lanceolatus,18155982,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50459,LC,Kali macrodon,155106,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50466,NA,Kali macrura,60471825,Unknown,LC,NA,NA,NA,am,0,NA
Fis-49987,LC,Lampadena pontifex,154859,Stable,LC,NA,NA,NA,am,0,0
Fis-49988,NA,Lampadena speculigera,60471855,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23165,NA,Lampanyctus crocodilus,198618,Unknown,LC,NA,NA,NA,am,0,NA
Fis-32123,NA,Lampanyctus intricarius,15599070,Unknown,LC,NA,NA,NA,am,0,NA
Fis-48156,NA,Lampanyctus photonotus,60471860,Unknown,LC,NA,NA,NA,am,0,NA
Fis-25147,LC,Lampetra fluviatilis,NA,NA,LC,NA,NA,NA,am,0,NA
Fis-23580,NA,Lampris guttatus,195038,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27226,NA,Lamprogrammus brunswigi,60471877,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33110,NA,Lamprogrammus niger,60471901,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23170,NA,Lebetus scorpioides,18159823,Stable,LC,NA,NA,NA,am,0,0
Fis-26637,NA,Lesueurigobius friesii,198665,Unknown,LC,NA,NA,NA,am,0,NA
Fis-63912,LC,Lethenteron camtschaticum,135719,Unknown,LC,NA,NA,NA,am,0,NA
Fis-12972,NA,Limanda limanda,18214863,Increasing,LC,NA,NA,NA,am,0,0.5
Fis-50633,NA,Linophryne pennibarbata,21112898,Unknown,LC,NA,NA,NA,am,0,NA
Fis-24741,LC,Liopsetta glacialis,135574,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23598,LC,Liparis liparis,154644,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23599,NA,Liparis montagui,18237707,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23602,LC,Liza aurata,135579,Unknown,LC,NA,NA,NA,am,0,NA
Fis-29433,NA,Lophius piscatorius,198610,Unknown,LC,NA,NA,NA,am,0,NA
Fis-49079,NA,Lophodolos acanthognathus,190157,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50465,LC,Lophodolos indicus,154698,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33111,NA,Luciobrotula corethromycter,190262,Unknown,LC,NA,NA,NA,am,0,NA
Fis-138093,NA,Luciobrotula nolfi,60475013,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33221,NA,Luciosudis normani,13485161,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30261,LC,Lycodes jugoricus,154953,Unknown,LC,NA,NA,NA,am,0,NA
Fis-143668,LC,Lycodes paamiuti,155204,Unknown,LC,NA,NA,NA,am,0,NA
Fis-49832,NA,Macroparalepis affinis,13485631,Unknown,LC,NA,NA,NA,am,0,NA
Fis-22897,LC,Macroramphosus scolopax,155030,Unknown,LC,NA,NA,NA,am,0,NA
Fis-48978,NA,Macrouroides inflaticeps,60475627,Unknown,LC,NA,NA,NA,am,0,NA
Fis-47643,NA,Magnisudis atlantica,13485635,Unknown,LC,NA,NA,NA,am,0,NA
Fis-25410,NA,Malacocephalus laevis,190093,Unknown,LC,NA,NA,NA,am,0,NA
Fis-54405,LC,Malacoraja spinacidermis,63126,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33790,NA,Malacosteus niger,190149,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33786,NA,Maulisia mauli,18155946,Unknown,LC,NA,NA,NA,am,0,NA
Fis-149567,NA,Maurolicus amethystinopunctatus,60476220,Unknown,LC,NA,NA,NA,am,0,NA
Fis-125893,NA,Maurolicus weitzmani,190313,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50301,NA,Melamphaes simus,21132822,Unknown,LC,NA,NA,NA,am,0,NA
Fis-139729,NA,Melanolagus bericoides,190485,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30286,NA,Melanostigma atlanticum,198723,Unknown,LC,NA,NA,NA,am,0,NA
Fis-49729,NA,Mentodus facilis,60479648,Unknown,LC,NA,NA,NA,am,0,NA
Fis-49711,NA,Mentodus rostratus,60481184,Unknown,LC,NA,NA,NA,am,0,NA
Fis-22726,NA,Merlangius merlangus,198585,Unknown,LC,NA,NA,NA,am,0,NA
Fis-62885,NA,Micrenophrys lilljeborgii,18237151,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50469,NA,Microlophichthys microlophus,42830277,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23641,NA,Molva dypterygia,198592,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23643,NA,Mora moro,198602,Unknown,LC,NA,NA,NA,am,0,NA
Fis-29454,LC,Mugil cephalus,135567,Stable,LC,NA,NA,NA,am,0,0
Fis-30320,NA,Mullus surmuletus,198674,Unknown,LC,NA,NA,NA,am,0,NA
Fis-31597,LC,Mustelus asterias,39357,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30329,NA,Myctophum punctatum,190453,Stable,LC,NA,NA,NA,am,0,0
Fis-24809,LC,Myoxocephalus quadricornis,14214,Stable,LC,NA,NA,NA,am,0,0
Fis-30336,LC,Myxine glutinosa,196057,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33010,LC,Myxine ios,196060,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23192,NA,Naucrates ductor,190452,Stable,LC,NA,NA,NA,am,0,0
Fis-49750,NA,Neonesthes microcephalus,21133058,Unknown,LC,NA,NA,NA,am,0,NA
Fis-26617,NA,Nerophis lumbriciformis,18258202,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23666,NA,Nerophis ophidion,198764,Unknown,LC,NA,NA,NA,am,0,NA
Fis-32421,NA,Nesiarchus nasutus,18158583,Stable,LC,NA,NA,NA,am,0,0
Fis-27299,NA,Nessorhamphus ingolfianus,199401,Unknown,LC,NA,NA,NA,am,0,NA
Fis-25413,NA,Nezumia aequalis,198597,Unknown,LC,NA,NA,NA,am,0,NA
Fis-14348,NA,Normichthys operosus,18155949,Decreasing,LC,NA,NA,NA,am,0,-0.5
Fis-30362,NA,Notacanthus chemnitzii,195852,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33803,NA,Odontomacrurus murrayi,60482037,Unknown,LC,NA,NA,NA,am,0,NA
Fis-49909,NA,Odontostomops normalops,13462731,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50483,NA,Oneirodes carlsbergi,18128090,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50491,NA,Oneirodes eschrichtii,18128749,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50544,NA,Oneirodes macrosteus,60482102,Unknown,LC,NA,NA,NA,am,0,NA
Fis-52203,LC,Osmerus dentex,NA,NA,LC,NA,NA,NA,am,0,NA
Fis-22922,LC,Osmerus mordax,202413,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50194,NA,Parabrotula plagiophthalma,60482248,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27242,NA,Penopus microphthalmus,60482312,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30477,LC,Petromyzon marinus,135719,Unknown,LC,NA,NA,NA,am,0,NA
Fis-34206,NA,Photostylus pycnopterus,190298,Unknown,LC,NA,NA,NA,am,0,NA
Fis-24267,NA,Phrynorhombus norvegicus,18227064,Stable,LC,NA,NA,NA,am,0,0
Fis-139713,NA,Phyllorhinichthys micractis,60482562,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23725,LC,Platichthys flesus,135717,Decreasing,LC,NA,NA,NA,am,0,-0.5
Fis-34615,NA,Platytroctes apus,190217,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30498,LC,Pleuronectes platessa,135690,Increasing,LC,NA,NA,NA,am,0,0.5
Fis-22732,NA,Pollachius pollachius,18125103,Unknown,LC,NA,NA,NA,am,0,NA
Fis-26349,NA,Polyacanthonotus challengeri,190403,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33795,NA,Polyipnus polli,21132879,Unknown,LC,NA,NA,NA,am,0,NA
Fis-139714,NA,Polymetme thaeocoryla,190258,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23736,LC,Pomatoschistus microps,198667,Stable,LC,NA,NA,NA,am,0,0
Fis-23737,NA,Pomatoschistus minutus,198668,Stable,LC,NA,NA,NA,am,0,0
Fis-23738,NA,Pomatoschistus norvegicus,198552,Stable,LC,NA,NA,NA,am,0,0
Fis-23739,NA,Pomatoschistus pictus,198550,Stable,LC,NA,NA,NA,am,0,0
Fis-50204,NA,Porogadus miles,60482748,Unknown,LC,NA,NA,NA,am,0,NA
Fis-25469,NA,Poromitra crassiceps,190239,Unknown,LC,NA,NA,NA,am,0,NA
Fis-130917,NA,Pseudomyrophis nimius,199328,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30530,DD,Pseudotriakis microdon,44566,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30555,NA,Pterycombus brama,190330,Unknown,LC,NA,NA,NA,am,0,NA
Fis-24923,LC,Pungitius pungitius,18878,Stable,LC,NA,NA,NA,am,0,0
Fis-30925,LC,Raja montagui,63146,Stable,LC,NA,NA,NA,am,0,0
Fis-132559,LC,Rajella barnardi,44650,Stable,LC,NA,NA,NA,am,0,0
Fis-131802,LC,Rajella fyllae,161587,Unknown,LC,NA,NA,NA,am,0,NA
Fis-167643,LC,Rajella lintea,NA,NA,LC,NA,NA,NA,am,0,NA
Fis-132543,LC,Rajella ravidula,44620,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23757,NA,Raniceps raninus,18125145,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23758,NA,Ranzania laevis,193615,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30575,NA,Regalecus glesne,190378,Unknown,LC,NA,NA,NA,am,0,NA
Fis-24930,LC,Remora brachyptera,155068,Stable,LC,NA,NA,NA,am,0,0
Fis-28178,NA,Rhadinesthes decimus,18257501,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33129,LC,Rhinochimaera atlantica,60145,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30919,NA,Rondeletia loricata,60483273,Unknown,LC,NA,NA,NA,am,0,NA
Fis-26352,NA,Rouleina attrita,15149121,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27303,NA,Saccopharynx ampullaceus,18227123,Unknown,LC,NA,NA,NA,am,0,NA
Fis-28120,NA,Sagamichthys schnakenbecki,18155952,Unknown,LC,NA,NA,NA,am,0,NA
Fis-29501,LC,Salmo salar,19855,NA,LC,NA,NA,NA,am,0,NA
Fis-21630,LC,Salmo trutta,NA,NA,LC,NA,NA,NA,am,0,NA
Fis-153593,LC,Salvelinus alpinus alpinus,NA,NA,LC,NA,NA,NA,am,0,NA
Fis-23765,NA,Sardina pilchardus,198580,Unknown,LC,NA,NA,NA,am,0,NA
Fis-58405,NA,Scomberesox saurus,190211,Unknown,LC,NA,NA,NA,am,0,NA
Fis-49922,NA,Scopelarchus analis,190316,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50311,LC,Scopeloberyx opisthopterus,155189,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27313,NA,Scopelosaurus lepidus,190389,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23251,LC,Scyliorhinus canicula,161399,Stable,LC,NA,NA,NA,am,0,0
Fis-31235,NA,Searsia koefoedi,190147,Unknown,LC,NA,NA,NA,am,0,NA
Fis-29522,LC,Sebastes mentella,154816,Unknown,LC,NA,NA,NA,am,0,NA
Fis-132814,LC,Serrivomer lanceolatoides,155227,Unknown,LC,NA,NA,NA,am,0,NA
Fis-162325,NA,Sigmops bathyphilus,18252853,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23825,NA,Spinachia spinachia,18257762,Stable,LC,NA,NA,NA,am,0,0
Fis-50565,NA,Spiniphryne gladisfenae,190402,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50714,NA,Squalogadus modificatus,190237,Unknown,LC,NA,NA,NA,am,0,NA
Fis-24789,NA,Stephanolepis hispidus,16781168,Unknown,LC,NA,NA,NA,am,0,NA
Fis-33179,LC,Synaphobranchus kaupii,155246,Stable,LC,NA,NA,NA,am,0,0
Fis-30688,NA,Syngnathus acus,198765,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30697,NA,Syngnathus rostellatus,18258249,Stable,LC,NA,NA,NA,am,0,0
Fis-30699,NA,Syngnathus typhle,198767,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23853,NA,Taurulus bubalis,198741,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30711,NA,Tetragonurus cuvieri,198716,Stable,LC,NA,NA,NA,am,0,0
Fis-33128,LC,Thalassobathia pelagica,154798,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23865,NA,Trachinotus ovatus,198644,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30734,NA,Trachinus draco,198719,Unknown,LC,NA,NA,NA,am,0,NA
Fis-31205,NA,Trachinus radiatus,198720,Unknown,LC,NA,NA,NA,am,0,NA
Fis-5669,NA,Trigloporus lastoviza,198751,Unknown,LC,NA,NA,NA,am,0,NA
Fis-32108,NA,Trigonolampa miriceps,18257684,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23875,NA,Trisopterus esmarkii,18125208,Increasing,LC,NA,NA,NA,am,0,0.5
Fis-23313,LC,Trisopterus minutus,49911704,Unknown,LC,NA,NA,NA,am,0,NA
Fis-30752,NA,Uroconger syringinus,190400,Unknown,LC,NA,NA,NA,am,0,NA
Fis-28170,NA,Valenciennellus tripunctulatus,18253303,Unknown,LC,NA,NA,NA,am,0,NA
Fis-27285,NA,Venefica proboscidea,199373,Unknown,LC,NA,NA,NA,am,0,NA
Fis-25437,NA,Xenodermichthys copei,15149335,Unknown,LC,NA,NA,NA,am,0,NA
Fis-23893,NA,Zu cristatus,190346,Unknown,LC,NA,NA,NA,am,0,NA
Fis-50599,NA,Gigantactis longicirra,60470683,Unknown,LC,NA,NA,NA,am,0,NA
Fis-112804,NA,Gobius roulei,198663,Unknown,LC,NA,NA,NA,am,0,NA
Fis-149048,NA,Himantolophus crinitus,42830213,Unknown,LC,NA,NA,NA,am,0,NA
Fis-160950,DD,Neoraja iberica,161383,Unknown,LC,NA,NA,NA,am,0,NA
Fis-153714,NA,Phyllorhinichthys balushkini,60482553,Unknown,LC,NA,NA,NA,am,0,NA
Fis-131893,DD,Rajella kukujevi,161622,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-342212,NA,Cirroteuthis muelleri,163042,Unknown,LC,NA,NA,NA,am,0,NA
SLB-71398,LC,Architeuthis dux,163265,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-138803,NA,Argonauta argo,163080,Unknown,LC,NA,NA,NA,am,0,NA
SLB-70962,NA,Argonauta hians,163211,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-139422,LC,Bathothauma lyromma,163338,Unknown,LC,NA,NA,NA,am,0,NA
SLB-70969,NA,Bolitaena pygmaea,163312,Unknown,LC,NA,NA,NA,am,0,NA
SLB-71422,LC,Chiroteuthis veranyi,176066,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-181386,LC,Cranchia scabra,162941,Unknown,LC,NA,NA,NA,am,0,NA
SLB-71465,LC,Discoteuthis discus,163256,Unknown,LC,NA,NA,NA,am,0,NA
SLB-71435,LC,Egea inermis,162909,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-153063,LC,Galiteuthis armata,163156,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-153097,LC,Gonatus fabricii,163186,Unknown,LC,NA,NA,NA,am,0,NA
SLB-190538,LC,Grimalditeuthis bonplandii,NA,NA,LC,NA,NA,NA,am,0,NA
SLB-70957,NA,Haliphron atlanticus,163207,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-342337,LC,Hyaloteuthis pelagica,163294,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-140621,LC,Illex coindetii,163269,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-153087,LC,Illex illecebrosus,163002,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-138849,NA,Japetella diaphana,162986,Unknown,LC,NA,NA,NA,am,0,NA
SLB-71541,LC,Joubiniteuthis portieri,162961,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-341818,LC,Liocranchia reinhardti,163218,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-141447,LC,Neorossia caroli,162663,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-181382,LC,Ommastrephes bartramii,163163,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-157031,LC,Pyroteuthis margaritifera,163353,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-156383,LC,Rossia moelleri,162617,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-153083,LC,Rossia palpebrosa,162552,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-141444,LC,Sepia officinalis,162664,Unknown,LC,NA,NA,NA,am,0,NA
SLB-71461,LC,Teuthowenia megalops,163258,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-140624,LC,Todarodes sagittatus,163189,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-141962,NA,Vitreledonella richardi,162988,Unknown,LC,NA,NA,NA,am,0,NA
Fis-22770,LC,Alosa alosa,NA,NA,LC,NA,NA,NA,am,0,NA
Fis-31020,NA,Ceratias holboelli,18127741,Unknown,LC,NA,NA,NA,am,0,NA
ITS-176971,LC,Alca torda,22694852,Increasing,NT,BOTW,22694852,NA,iucn-bli,0.2,0.5
ITS-560740,NA,Larus armenicus,22694357,Unknown,NT,BOTW,22694357,NA,iucn-bli,0.2,NA
ITS-176851,NT,Pagophila eburnea,22694473,Decreasing,NT,BOTW,22694473,NA,iucn-bli,0.2,-0.5
ITS-175155,LC,Somateria mollissima,22680405,Unknown,NT,BOTW,22680405,NA,iucn-bli,0.2,NA
ITS-554453,NT,Thalassarche melanophris,22698375,Decreasing,NT,BOTW,22698375,NA,iucn-bli,0.2,-0.5
NA,NA,Anthus pratensis,22718556,Decreasing,NT,BOTW,22718556,NA,iucn-bli,0.2,-0.5
NA,NA,Calidris canutus,22693363,Decreasing,NT,BOTW,22693363,NA,iucn-bli,0.2,-0.5
NA,NA,Gavia adamsii,22697847,Decreasing,NT,BOTW,22697847,NA,iucn-bli,0.2,-0.5
NA,NA,Haematopus ostralegus,22733462,Decreasing,NT,BOTW,22733462,NA,iucn-bli,0.2,-0.5
NA,NA,Limosa lapponica,22693158,Decreasing,NT,BOTW,22693158,NA,iucn-bli,0.2,-0.5
NA,NA,Limosa limosa,22693150,Decreasing,NT,BOTW,22693150,NA,iucn-bli,0.2,-0.5
NA,NA,Numenius arquata,22693190,Decreasing,NT,BOTW,22693190,NA,iucn-bli,0.2,-0.5
NA,NA,Vanellus vanellus,22693949,Decreasing,NT,BOTW,22693949,NA,iucn-bli,0.2,-0.5
ITS-Mam-180533,LC,Balaena mysticetus,2468,NA,NT,MARINE_MAMMALS_update,2468,Bering-Chukchi-Beaufort Sea,iucn,0.2,NA
ITS-Mam-180483,NT,Delphinapterus leucas,6335,Unknown,NT,MARINE_MAMMALS_update,6335,NA,iucn,0.2,NA
ITS-Mam-180485,NT,Monodon monoceros,13704,Unknown,NT,MARINE_MAMMALS_update,13704,NA,iucn,0.2,NA
Fis-23207,NA,Pagellus bogaraveo,170244,Decreasing,NT,SEABREAMS_PORGIES,170244,NA,iucn,0.2,-0.5
ITS-Mam-621916,NT,Lutra lutra,12419,Decreasing,NT,TERRESTRIAL_MAMMALS,12419,NA,iucn,0.2,-0.5
Fis-15353,NT,Bathyraja spinicauda,161366,Unknown,NT,NA,NA,NA,am,0.2,NA
Fis-29328,NT,Centroscymnus coelolepis,41747,Unknown,NT,NA,NA,NA,am,0.2,NA
Fis-29808,NT,Chimaera monstrosa,63114,Stable,NT,NA,NA,NA,am,0.2,0
Fis-29338,NT,Chlamydoselachus anguineus,41794,Unknown,NT,NA,NA,NA,am,0.2,NA
Fis-23101,NT,Dalatias licha,6229,Unknown,NT,NA,NA,NA,am,0.2,NA
Fis-132537,NT,Dipturus nidarosiensis,161729,Decreasing,NT,NA,NA,NA,am,0.2,-0.5
Fis-131842,NT,Dipturus oxyrinchus,63100,Unknown,NT,NA,NA,NA,am,0.2,NA
Fis-23157,NT,Hexanchus griseus,10030,Unknown,NT,NA,NA,NA,am,0.2,NA
Fis-27249,NT,Hydrolagus mirabilis,63104,Decreasing,NT,NA,NA,NA,am,0.2,-0.5
Fis-23222,NT,Prionace glauca,39381,Unknown,NT,NA,NA,NA,am,0.2,NA
Fis-30563,NT,Raja clavata,39399,Decreasing,NT,NA,NA,NA,am,0.2,-0.5
Fis-23256,NT,Scyliorhinus stellaris,161484,Unknown,NT,NA,NA,NA,am,0.2,NA
Fis-22831,NT,Somniosus microcephalus,60213,Unknown,NT,NA,NA,NA,am,0.2,NA
W-Ech-124287,NT,Echinus esculentus,7011,NA,NT,NA,NA,NA,am,0.2,NA
Fis-23129,NT,Galeocerdo cuvier,39378,Unknown,NT,NA,NA,NA,am,0.2,NA
ITS-176862,VU,Larus relictus,22694447,Decreasing,VU,BOTW,22694447,NA,iucn-bli,0.4,-0.5
ITS-175147,VU,Clangula hyemalis,22680427,Decreasing,VU,BOTW,22680427,NA,iucn-bli,0.4,-0.5
ITS-174525,VU,Diomedea exulans,22698305,Decreasing,VU,BOTW,22698305,NA,iucn-bli,0.4,-0.5
ITS-177025,LC,Fratercula arctica,22694927,Decreasing,VU,BOTW,22694927,NA,iucn-bli,0.4,-0.5
ITS-175153,VU,Polysticta stelleri,22680415,Decreasing,VU,BOTW,22680415,NA,iucn-bli,0.4,-0.5
NA,NA,Aythya ferina,22680358,Decreasing,VU,BOTW,22680358,NA,iucn-bli,0.4,-0.5
NA,NA,Podiceps auritus,22696606,Decreasing,VU,BOTW,22696606,NA,iucn-bli,0.4,-0.5
ITS-Mam-180657,VU,Cystophora cristata,6204,Decreasing,VU,MARINE_MAMMALS_update,6204,NA,iucn,0.4,-0.5
ITS-Mam-180488,VU,Physeter macrocephalus,41755,Unknown,VU,MARINE_MAMMALS_update,41755,NA,iucn,0.4,NA
NA,NA,Ursus maritimus,22823,Decreasing,VU,TERRESTRIAL_MAMMALS,22823,NA,iucn,0.4,-0.5
