"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100","2101","2102"
"example_data_pops.txt",1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-0.00439673930870247,-0.0070096842578598,-0.0093576811418796,-0.00902200257266094,-0.00712159941457148,-0.00586942171452894,-0.00543377183113598,-0.00462727213419425,-0.00316449416972078,-0.00254635697838877,-0.00319985371401409,-0.00428904811704555,-0.00500474192868013,-0.00449823855244779,-0.00270121184987767,-0.00042144580636693,0.000659031090492667,-9.15769154830125e-05,-0.00132560864028791,-0.00163023330664458,-0.000728524916345992,0.000247327537441699,0.000584622467411587,0.000484043729214408,0.000185526893651248,-0.000417879313777918,-0.00104565743292023,-0.00114825964347113,-0.000812341593216943,-0.000668030170337667,-0.000800658978037092,-0.000642900110927663,-0.000180633583447776,-3.79567566258596e-05,-0.000472237511414985,-0.00100411609292673,-0.00150923759162625,-0.00136681328001064,-0.000909575251469404,-0.000536166297795726,-0.000241856186177462,-0.000442007970377025,-0.000857407159630387,-0.000665353714746657,0.00019217041741242,0.000903057176490154,0.00098110695164834,0.000844834966034671,0.000770609924460139,0.000343374063130506,-0.000705121310419321,-0.0016618435928592,-0.00159517523388334,-0.000460681919131963,0.000856031359889741,0.00132694814966146,0.000597347746441394,-0.0007151818770188,-0.00122497992872707,-0.000474099099048608,0.000665718092339859,0.000596138431074851,-0.00083079915119584,-0.0021241232784522,-0.00210968449955649,-0.00160762658996925,-0.000108514884023322,0.000582063866727759,0.00107617376358319,0.000869361697158861,-6.41728849709091e-05,-0.000610478793018672,-7.73698079330093e-05,0.00102641279172358,0.000972573432672001,-0.000237730279527858,-0.0012274992522846,-0.000784059497215311,0.000259252509736524,0.000956645168837055,0.000485781450607441,-0.000482826674823869,-0.000900953043529474,-0.00030468415525669,0.000416608311362664,0.000260317000083765,-0.000828218455989296,-0.00156489781070863,-0.00101090682096624,0.000175632196688017,0.000748429536478609,0.000399026309281313,-0.00029453575558389,-0.000902695199618536,-0.00121022076197141,-0.000968246840207182,-0.00024711958319367,0.00017739342849439,-0.000106904282446587,-0.00038155339404081,-1.40187948269023e-06,0.000366743763924346,-0.000150974628591996,-0.000899631945280456,-0.000682612154960992,0.000114240796277547,0.000139578494816659,-0.0006482814437327,-0.00105291244252271,-0.00089968402025939,-0.000964903618379895,-0.00101273755223397,-0.000222206271732283,0.000583746688644226,-0.000151333555722894,-0.00129814226808764,-0.00021529723016824,0.00184357912931829,-0.000436954597322135,-0.00843752304070488,-0.0154233399965022
