am_sid,rgn_id,rgn_name,sciname
W-Por-132201,44,Norwegian Sea,Leuconia nivea
URM-2-1835,44,Norwegian Sea,Oikopleura labradoriensis
URM-2-1897,44,Norwegian Sea,Ascidia conchilega
URM-2-1980,44,Norwegian Sea,Ciona intestinalis
URM-2-2194,44,Norwegian Sea,Didemnum maculosum
URM-2-2347,44,Norwegian Sea,Leptoclinides faeroensis
URM-2-2387,44,Norwegian Sea,Lissoclinum aureum
URM-2-2983,44,Norwegian Sea,Aplidium glabrum
URM-2-3125,44,Norwegian Sea,Polyclinum aurantium
URM-2-3230,44,Norwegian Sea,Synoicum pulmonaria
URM-2-3325,44,Norwegian Sea,Eugyra arenosa
URM-2-3367,44,Norwegian Sea,Molgula citrina
URM-2-3369,44,Norwegian Sea,Molgula complanata
URM-2-3412,44,Norwegian Sea,Molgula manhattensis
URM-2-3420,44,Norwegian Sea,Molgula oculata
URM-2-3436,44,Norwegian Sea,Molgula retortiformis
URM-2-3509,44,Norwegian Sea,Boltenia echinata
URM-2-3747,44,Norwegian Sea,Botryllus schlosseri
URM-2-3768,44,Norwegian Sea,Cnemidocarpa devia
URM-2-3818,44,Norwegian Sea,Dendrodoa grossularia
URM-2-3852,44,Norwegian Sea,Kukenthalia borealis
URM-2-3872,44,Norwegian Sea,Pelonaia corrugata
URM-2-3928,44,Norwegian Sea,Polycarpa fibrosa
URM-2-3968,44,Norwegian Sea,Polycarpa pomaria
URM-2-4049,44,Norwegian Sea,Styela coriacea
URM-2-821,44,Norwegian Sea,Nymphon leptocheles
URM-2-838,44,Norwegian Sea,Nymphon macrum
SLB-30134,44,Norwegian Sea,Nymphon stromi
URM-2-956,44,Norwegian Sea,Anoplodactylus angulatus
SLB-174784,44,Norwegian Sea,Pycnogonum litorale
URM-2-11,44,Norwegian Sea,Achelia borealis
URM-2-736,44,Norwegian Sea,Nymphon brevirostre
URM-2-738,44,Norwegian Sea,Nymphon brevitarse
URM-2-788,44,Norwegian Sea,Nymphon grossipes
URM-2-803,44,Norwegian Sea,Nymphon hirtum
W-Msc-141447,44,Norwegian Sea,Neorossia caroli
W-Msc-153097,44,Norwegian Sea,Gonatus fabricii
W-Msc-140649,44,Norwegian Sea,Onychoteuthis banksii
SLB-71367,44,Norwegian Sea,Rossia macrosoma
W-Msc-153083,44,Norwegian Sea,Rossia palpebrosa
W-Msc-141452,44,Norwegian Sea,Sepietta oweniana
W-Msc-141444,44,Norwegian Sea,Sepia officinalis
W-Msc-141450,44,Norwegian Sea,Sepietta neglecta
W-Msc-140624,44,Norwegian Sea,Todarodes sagittatus
SLB-71550,44,Norwegian Sea,Loligo media
W-Msc-157031,44,Norwegian Sea,Pyroteuthis margaritifera
W-Msc-138852,44,Norwegian Sea,Brachioteuthis riisei
W-Msc-140621,44,Norwegian Sea,Illex coindetii
W-Msc-181382,44,Norwegian Sea,Ommastrephes bartramii
W-Msc-140596,44,Norwegian Sea,Bathypolypus arcticus
W-Msc-140600,44,Norwegian Sea,Eledone cirrhosa
W-Msc-140199,44,Norwegian Sea,Leptochiton asellus
W-Msc-140201,44,Norwegian Sea,Leptochiton cancellatus
W-Msc-140132,44,Norwegian Sea,Callochiton septemvalvis
W-Msc-140082,44,Norwegian Sea,Hanleya hanleyi
W-Msc-140135,44,Norwegian Sea,Ischnochiton albus
W-Msc-140152,44,Norwegian Sea,Tonicella rubra
W-Msc-240776,44,Norwegian Sea,Cryptochiton stelleri
W-Sca-196380,44,Norwegian Sea,Antalis vulgaris
W-Sca-150534,44,Norwegian Sea,Antalis entalis
ITS-772582,44,Norwegian Sea,Thysanocardia procera
SLB-88237,44,Norwegian Sea,Phascolosoma granulatum
W-Sca-196377,44,Norwegian Sea,Antalis occidentalis
W-Sca-140893,44,Norwegian Sea,Pulsellum lofotense
W-Sca-382378,44,Norwegian Sea,Pulsellum lobatum
W-Sca-140015,44,Norwegian Sea,Siphonodentalium lobatum
W-Bra-104055,44,Norwegian Sea,Terebratulina retusa
SLB-30500,44,Norwegian Sea,Dallina septigera
ITS-Mam-180639,44,Norwegian Sea,Odobenus rosmarus
ITS-Mam-180655,44,Norwegian Sea,Erignathus barbatus
ITS-Mam-622018,44,Norwegian Sea,Pusa hispida
ITS-174712,44,Norwegian Sea,Morus bassanus
ITS-177025,44,Norwegian Sea,Fratercula arctica
ITS-176875,44,Norwegian Sea,Rissa tridactyla
ITS-176974,44,Norwegian Sea,Uria aalge
ITS-176982,44,Norwegian Sea,Alle alle
ITS-176815,44,Norwegian Sea,Larus marinus
ITS-660059,44,Norwegian Sea,Stercorarius skua
ITS-708717,44,Norwegian Sea,Loxosomella varians
SLB-92903,44,Norwegian Sea,Leucopsila stilifera
W-Msc-139106,44,Norwegian Sea,Chaetoderma nitidulum
W-Msc-139112,44,Norwegian Sea,Falcidens crossotus
SLB-95066,44,Norwegian Sea,Sidnyum turbinatum
W-Msc-141143,44,Norwegian Sea,Rhopalomenia aglaopheniae
W-Sca-140008,44,Norwegian Sea,Cadulus propinquus
W-Sca-139691,44,Norwegian Sea,Entalina tetragona
W-Bch-107392,44,Norwegian Sea,Liocarcinus navigator
W-Bch-107377,44,Norwegian Sea,Bathynectes maravigna
SLB-158318,44,Norwegian Sea,Processa nouveli
W-Tnd-136457,44,Norwegian Sea,Pseudoparatanais batei
W-Pho-128549,44,Norwegian Sea,Phoronis muelleri
W-Pho-128552,44,Norwegian Sea,Phoronis psammophila
W-Msc-139582,44,Norwegian Sea,Geitodoris pusae
W-Msc-139048,44,Norwegian Sea,Styliola subula
W-Msc-139490,44,Norwegian Sea,Scaphander punctostriatus
SLB-72781,44,Norwegian Sea,Philine finmarchica
W-Msc-140223,44,Norwegian Sea,Limacina helicina
W-Msc-140227,44,Norwegian Sea,Limacina retroversa
W-Msc-532765,44,Norwegian Sea,Doto pita
W-Msc-139178,44,Norwegian Sea,Clione limacina
W-Msc-138709,44,Norwegian Sea,Aeolidia papillosa
W-Bch-107350,44,Norwegian Sea,Maja squinado
W-Iso-119047,44,Norwegian Sea,Idotea metallica
ITS-551549,44,Norwegian Sea,Gennadas tinayrei
ITS-552060,44,Norwegian Sea,Sergia regalis
ITS-682683,44,Norwegian Sea,Haplostylus normani
W-Tnd-136284,44,Norwegian Sea,Apseudes spinosus
W-Iso-175206,44,Norwegian Sea,Cymodocella tubicauda
ITS-95759,44,Norwegian Sea,Penaeopsis serrata
ITS-95923,44,Norwegian Sea,Sergestes atlanticus
ITS-95927,44,Norwegian Sea,Sergestes edwardsii
ITS-96166,44,Norwegian Sea,Pasiphaea multidentata
ITS-97688,44,Norwegian Sea,Polycheles typhlops
ITS-97998,44,Norwegian Sea,Munidopsis curvirostra
ITS-98038,44,Norwegian Sea,Munidopsis serricornis
W-Bch-107264,44,Norwegian Sea,Paromola cuvieri
W-Bch-107322,44,Norwegian Sea,Hyas araneus
ITS-89727,44,Norwegian Sea,Trypetesa lampas
W-Pol-130248,44,Norwegian Sea,Lumbrineris latreilli
W-Pol-130603,44,Norwegian Sea,Pholoe minuta
W-Pol-157583,44,Norwegian Sea,Syllis cornuta
W-Pol-131290,44,Norwegian Sea,Eusyllis blomstrandi
W-Pol-130464,44,Norwegian Sea,Hyalinoecia tubicola
W-Pol-131574,44,Norwegian Sea,Trichobranchus glacialis
W-Pol-130578,44,Norwegian Sea,Levinsenia gracilis
W-Pol-129876,44,Norwegian Sea,Capitella capitata
W-Pol-129898,44,Norwegian Sea,Notomastus latericeus
W-Pol-130305,44,Norwegian Sea,Maldane sarsi
W-Pol-129784,44,Norwegian Sea,Amphicteis gunneri
SLB-4052,44,Norwegian Sea,Pomatoceros triqueter
Hex-1870,44,Norwegian Sea,Alicia mirabilis
W-Hyd-117554,44,Norwegian Sea,Eudendrium rameum
W-Hyd-117679,44,Norwegian Sea,Acryptolaria conferta
W-Hyd-117870,44,Norwegian Sea,Abietinaria abietina
W-Hyd-117386,44,Norwegian Sea,Obelia dichotoma
W-Hyd-117385,44,Norwegian Sea,Obelia bidentata
W-Hyd-117702,44,Norwegian Sea,Lafoea dumosa
W-Hyd-117606,44,Norwegian Sea,Halecium tenellum
W-Hyd-117824,44,Norwegian Sea,Plumularia setacea
W-Hyd-117965,44,Norwegian Sea,Stylaster gemmascens
W-Hyd-117970,44,Norwegian Sea,Modeeria rotunda
URM-Cn-10261,44,Norwegian Sea,Aurelia aurita
W-Hyd-117263,44,Norwegian Sea,Aegina citrea
W-Hyd-117947,44,Norwegian Sea,Solmaris corona
W-Hyd-135426,44,Norwegian Sea,Lensia conoidea
W-Hyd-135441,44,Norwegian Sea,Muggiaea atlantica
W-Hyd-135445,44,Norwegian Sea,Sulculeolaria biloba
SLB-65065,44,Norwegian Sea,Rosacea cymbiformis
W-Hyd-135504,44,Norwegian Sea,Physophora hydrostatica
W-Hyd-135484,44,Norwegian Sea,Agalma elegans
URM-Cn-10124,44,Norwegian Sea,Nausithoe punctata
SLB-61068,44,Norwegian Sea,Leiopathes glaberrima
URM-Cn-5160,44,Norwegian Sea,Desmophyllum dianthus
URM-Cn-5177,44,Norwegian Sea,Lophelia pertusa
URM-Cn-5204,44,Norwegian Sea,Paracyathus pulchellus
W-Msc-140702,44,Norwegian Sea,Delectopecten vitreus
W-Msc-140481,44,Norwegian Sea,Mytilus galloprovincialis
SLB-69078,44,Norwegian Sea,Lithophaga nigra
W-Msc-140233,44,Norwegian Sea,Lima lima
W-Msc-420752,44,Norwegian Sea,Limatula confusa
W-Msc-141936,44,Norwegian Sea,Venus verrucosa
W-Ase-123915,44,Norwegian Sea,Ctenodiscus crispatus
W-Msc-140103,44,Norwegian Sea,Hiatella arctica
W-Msc-141607,44,Norwegian Sea,Teredo navalis
W-Oph-125064,44,Norwegian Sea,Amphipholis squamata
W-Oph-124895,44,Norwegian Sea,Ophiomusium lymani
W-Por-132627,44,Norwegian Sea,Halichondria panicea
W-Por-134121,44,Norwegian Sea,Cliona celata
W-Tnd-478771,44,Norwegian Sea,Typhlotanais tenuicornis
W-Tnd-136387,44,Norwegian Sea,Anarthrura simplex
Hex-1733,44,Norwegian Sea,Protanthea simplex
W-Ase-123867,44,Norwegian Sea,Astropecten irregularis
W-Ase-124147,44,Norwegian Sea,Pteraster militaris
W-Oph-125131,44,Norwegian Sea,Ophiothrix fragilis
W-Ech-124392,44,Norwegian Sea,Echinocardium cordatum
W-Msc-146791,44,Norwegian Sea,Chaetoderma productum
W-Msc-139610,44,Norwegian Sea,Nematomenia banyulensis
ITS-682886,44,Norwegian Sea,Heteromysis norvegica
SLB-65689,44,Norwegian Sea,Diplopteraster multipes
W-Oph-125125,44,Norwegian Sea,Ophiopholis aculeata
W-Tnd-136323,44,Norwegian Sea,Sphyrapus malleolus
ITS-89928,44,Norwegian Sea,Boreomysis arctica
URM-2-4080,44,Norwegian Sea,Styela similis
URM-2-837,44,Norwegian Sea,Nymphon macronyx
SLB-71681,44,Norwegian Sea,Walvisteuthis virilis
SLB-71398,44,Norwegian Sea,Architeuthis dux
W-Iso-174884,44,Norwegian Sea,Euneognathia gigas
ITS-660110,44,Norwegian Sea,Pentacheles laevis
ITS-95948,44,Norwegian Sea,Sergia robusta
ITS-95979,44,Norwegian Sea,Hymenopenaeus debilis
SLB-9009,44,Norwegian Sea,Aristaeopsis edwardsiana
ITS-96099,44,Norwegian Sea,Gennadas capensis
ITS-96115,44,Norwegian Sea,Acanthephyra pelagica
ITS-96165,44,Norwegian Sea,Pasiphaea tarda
W-Pol-130467,44,Norwegian Sea,Nothria conchylega
W-Pol-131573,44,Norwegian Sea,Terebellides stroemii
W-Pol-130344,44,Norwegian Sea,Aglaophamus malmgreni
W-Pol-130118,44,Norwegian Sea,Glycera capitata
W-Pol-131183,44,Norwegian Sea,Spio filicornis
W-Pol-131508,44,Norwegian Sea,Nicolea zostericola
W-Pol-129984,44,Norwegian Sea,Cossura longocirrata
W-Pol-130113,44,Norwegian Sea,Pherusa plumosa
W-Pol-130980,44,Norwegian Sea,Scalibregma inflatum
W-Pol-130500,44,Norwegian Sea,Ophelina acuminata
W-Pol-129884,44,Norwegian Sea,Heteromastus filiformis
SLB-3773,44,Norwegian Sea,Owenia fusiformis
URM-Cn-10258,44,Norwegian Sea,Pelagia noctiluca
WBD-Eup-47,44,Norwegian Sea,Meganyctiphanes norvegica
SLB-71461,44,Norwegian Sea,Teuthowenia megalops
ITS-89818,44,Norwegian Sea,Gnathophausia zoea
W-Ase-123974,44,Norwegian Sea,Henricia sanguinolenta
W-Msc-141636,44,Norwegian Sea,Cuthona viridis
W-Msc-153507,44,Norwegian Sea,Flabellina verrucosa
W-Msc-140528,44,Norwegian Sea,Euspira catena
W-Msc-140629,44,Norwegian Sea,Adalaria proxima
W-Msc-140627,44,Norwegian Sea,Acanthodoris pilosa
W-Msc-140640,44,Norwegian Sea,Onchidoris muricata
SLB-77640,44,Norwegian Sea,Onchidoris bilamellata
W-Msc-139908,44,Norwegian Sea,Facelina bostoniensis
ITS-206422,44,Norwegian Sea,Atylus vedlomensis
SLB-17555,44,Norwegian Sea,Idotea chelipes
SLB-17567,44,Norwegian Sea,Idotea linearis
W-Iso-118474,44,Norwegian Sea,Cyathura carinata
W-Iso-119043,44,Norwegian Sea,Idotea emarginata
W-Iso-119048,44,Norwegian Sea,Idotea neglecta
SLB-17914,44,Norwegian Sea,Jaera albifrons
SLB-17919,44,Norwegian Sea,Jaera ischiosetosa
W-Cum-110462,44,Norwegian Sea,Iphinoe trispinosa
ITS-90170,44,Norwegian Sea,Mysidopsis angusta
ITS-90210,44,Norwegian Sea,Siriella armata
SLB-98584,44,Norwegian Sea,Siriella clausi
ITS-90298,44,Norwegian Sea,Mesopodopsis slabberi
ITS-90304,44,Norwegian Sea,Paramysis arenosa
ITS-90531,44,Norwegian Sea,Schistomysis spiritus
ITS-90682,44,Norwegian Sea,Leptomysis mediterranea
ITS-90683,44,Norwegian Sea,Leptomysis lingvura
W-Iso-118990,44,Norwegian Sea,Gnathia dentata
W-Iso-118994,44,Norwegian Sea,Gnathia maxillaris
W-Iso-118917,44,Norwegian Sea,Limnoria lignorum
W-Iso-118467,44,Norwegian Sea,Anthura gracilis
ITS-94295,44,Norwegian Sea,Hippomedon denticulatus
ITS-93343,44,Norwegian Sea,Ampelisca brevicornis
ITS-93666,44,Norwegian Sea,Dexamine spinosa
ITS-93978,44,Norwegian Sea,Urothoe poseidonis
ITS-93994,44,Norwegian Sea,Bathyporeia pilosa
ITS-96451,44,Norwegian Sea,Palaemon serratus
SLB-10306,44,Norwegian Sea,Hippolyte varians
ITS-94526,44,Norwegian Sea,Monoculodes carinatus
ITS-94565,44,Norwegian Sea,Pontocrates arenarius
ITS-97118,44,Norwegian Sea,Crangon crangon
SLB-9802,44,Norwegian Sea,Philocheras trispinosus
W-Bch-107278,44,Norwegian Sea,Pirimela denticulata
W-Bch-107451,44,Norwegian Sea,Eriocheir sinensis
W-Bch-107281,44,Norwegian Sea,Thia scutellata
SLB-27940,44,Norwegian Sea,Verruca stroemia
Hex-5298,44,Norwegian Sea,Aiptasia mutabilis
Hex-5872,44,Norwegian Sea,Sagartia troglodytes
Hex-1985,44,Norwegian Sea,Diadumene cincta
Hex-3754,44,Norwegian Sea,Actinia equina
Hex-5076,44,Norwegian Sea,Sagartia elegans
W-Hyd-117743,44,Norwegian Sea,Melicertum octocostatum
W-Msc-140294,44,Norwegian Sea,Lutraria angustior
W-Msc-141907,44,Norwegian Sea,Chamelea gallina
W-Msc-141909,44,Norwegian Sea,Clausinella fasciata
W-Msc-141579,44,Norwegian Sea,Macoma balthica
W-Msc-225182,44,Norwegian Sea,Lithophaga aristata
W-Msc-138990,44,Norwegian Sea,Acanthocardia aculeata
W-Msc-140301,44,Norwegian Sea,Spisula solida
W-Msc-139604,44,Norwegian Sea,Donax vittatus
W-Msc-140870,44,Norwegian Sea,Gari fervensis
W-Msc-140869,44,Norwegian Sea,Gari depressa
W-Msc-140735,44,Norwegian Sea,Ensis siliqua
W-Msc-141595,44,Norwegian Sea,Tellina tenuis
W-Msc-141424,44,Norwegian Sea,Scrobicularia plana
W-Msc-141912,44,Norwegian Sea,Dosinia lupinus
W-Msc-140728,44,Norwegian Sea,Mysia undata
W-Msc-139410,44,Norwegian Sea,Corbula gibba
W-Bry-111249,44,Norwegian Sea,Scrupocellaria scrupea
SLB-67569,44,Norwegian Sea,Amathia lendigera
W-Bry-111760,44,Norwegian Sea,Tubulipora liliacea
W-Bry-111197,44,Norwegian Sea,Callopora lineata
W-Bry-111196,44,Norwegian Sea,Callopora dumerilii
W-Bry-111159,44,Norwegian Sea,Bugula plumosa
W-Bry-111320,44,Norwegian Sea,Membraniporella nitida
SLB-67452,44,Norwegian Sea,Scrupocellaria reptans
URM-2-1888,44,Norwegian Sea,Ascidia callosa
URM-2-1958,44,Norwegian Sea,Ascidia virginea
URM-2-1969,44,Norwegian Sea,Phallusia mammillata
URM-2-3419,44,Norwegian Sea,Molgula occulta
URM-2-3564,44,Norwegian Sea,Halocynthia pyriformis
URM-2-3773,44,Norwegian Sea,Cnemidocarpa finmarkiensis
URM-2-831,44,Norwegian Sea,Nymphon longitarse
URM-2-903,44,Norwegian Sea,Nymphon rubrum
URM-2-1165,44,Norwegian Sea,Phoxichilidium femoratum
URM-2-474,44,Norwegian Sea,Callipallene phantoma
URM-2-785,44,Norwegian Sea,Nymphon gracile
W-Gtr-114506,44,Norwegian Sea,Halichaetonotus aculifer
W-Msc-138677,44,Norwegian Sea,Acanthochitona fascicularis
W-Gtr-114595,44,Norwegian Sea,Mesodasys laticaudatus
W-Gtr-114607,44,Norwegian Sea,Macrodasys caudatus
W-Gtr-114688,44,Norwegian Sea,Paraturbanella teissieri
W-Gtr-114692,44,Norwegian Sea,Turbanella cornuta
SLB-88177,44,Norwegian Sea,Nephasoma minutum
ITS-156744,44,Norwegian Sea,Barentsia gracilis
W-Cha-105440,44,Norwegian Sea,Parasagitta elegans
W-Cep-104906,44,Norwegian Sea,Branchiostoma lanceolatum
ITS-175187,44,Norwegian Sea,Mergus serrator
ITS-175144,44,Norwegian Sea,Bucephala islandica
ITS-175145,44,Norwegian Sea,Bucephala albeola
ITS-175147,44,Norwegian Sea,Clangula hyemalis
ITS-175149,44,Norwegian Sea,Histrionicus histrionicus
ITS-175153,44,Norwegian Sea,Polysticta stelleri
ITS-175155,44,Norwegian Sea,Somateria mollissima
ITS-175160,44,Norwegian Sea,Somateria spectabilis
ITS-175163,44,Norwegian Sea,Melanitta fusca
ITS-174536,44,Norwegian Sea,Fulmarus glacialis
ITS-175171,44,Norwegian Sea,Melanitta nigra
ITS-176971,44,Norwegian Sea,Alca torda
ITS-176808,44,Norwegian Sea,Larus hyperboreus
ITS-176821,44,Norwegian Sea,Larus fuscus
ITS-176832,44,Norwegian Sea,Larus canus
ITS-176858,44,Norwegian Sea,Larus melanocephalus
ITS-176985,44,Norwegian Sea,Cepphus grylle
ITS-560740,44,Norwegian Sea,Larus armenicus
W-Msc-231749,44,Norwegian Sea,Ruditapes decussatus
ITS-174733,44,Norwegian Sea,Phalacrocorax aristotelis
SLB-56010,44,Norwegian Sea,Urticina crassicornis
SLB-98304,44,Norwegian Sea,Anapagurus laevis
SLB-154643,44,Norwegian Sea,Fucus serratus
SLB-142577,44,Norwegian Sea,Coscinodiscus wailesii
W-Pho-128550,44,Norwegian Sea,Phoronis ovalis
W-Msc-139476,44,Norwegian Sea,Cylichna cylindracea
W-Msc-140744,44,Norwegian Sea,Philine aperta
W-Msc-138759,44,Norwegian Sea,Bursatella leachii
W-Msc-181218,44,Norwegian Sea,Pleurobranchus areolatus
W-Iso-174985,44,Norwegian Sea,Austrofilius furcatus
ITS-656756,44,Norwegian Sea,Monocorophium acherusicum
W-Tnd-136546,44,Norwegian Sea,Tanais dulongii
ITS-90388,44,Norwegian Sea,Gastrosaccus sanctus
ITS-95442,44,Norwegian Sea,Phtisica marina
ITS-95916,44,Norwegian Sea,Lucifer faxoni
SLB-27897,44,Norwegian Sea,Chthamalus stellatus
ITS-89606,44,Norwegian Sea,Balanus crenatus
ITS-89622,44,Norwegian Sea,Balanus improvisus
W-Pol-131143,44,Norwegian Sea,Polydora cornuta
W-Pol-162819,44,Norwegian Sea,Typosyllis hyalina
W-Pol-129854,44,Norwegian Sea,Arabella iricolor
W-Pol-130140,44,Norwegian Sea,Goniada maculata
W-Pol-131128,44,Norwegian Sea,Laonice cirrata
W-Pol-129959,44,Norwegian Sea,Cirratulus cirratus
W-Pol-131544,44,Norwegian Sea,Thelepus setosus
W-Hyd-117544,44,Norwegian Sea,Eudendrium capillare
W-Hyd-117555,44,Norwegian Sea,Eudendrium ramosum
Hex-5236,44,Norwegian Sea,Metridium senile
W-Hyd-117328,44,Norwegian Sea,Bougainvillia muscus
W-Hyd-117320,44,Norwegian Sea,Bimeria vestita
SLB-64110,44,Norwegian Sea,Grammaria abietina
W-Hyd-117982,44,Norwegian Sea,Ectopleura dumortierii
W-Hyd-117802,44,Norwegian Sea,Pennaria disticha
W-Hyd-117425,44,Norwegian Sea,Cladonema radiatum
W-Hyd-151860,44,Norwegian Sea,Coryne eximia
W-Hyd-117906,44,Norwegian Sea,Sertularella polyzonias
W-Hyd-117388,44,Norwegian Sea,Obelia geniculata
W-Hyd-117368,44,Norwegian Sea,Clytia hemisphaerica
W-Hyd-117373,44,Norwegian Sea,Clytia paulensis
W-Hyd-117402,44,Norwegian Sea,Calycella syringa
W-Hyd-285905,44,Norwegian Sea,Stylaster roseus
URM-Cn-6099,44,Norwegian Sea,Astrangia solitaria
URM-Cn-5081,44,Norwegian Sea,Caryophyllia smithii
URM-Cn-5097,44,Norwegian Sea,Cladocora debilis
W-Msc-140480,44,Norwegian Sea,Mytilus edulis
W-Msc-420705,44,Norwegian Sea,Modiolus americanus
W-Por-134275,44,Norwegian Sea,Suberites carnosus
W-Bry-111062,44,Norwegian Sea,Aetea anguina
W-Bry-111411,44,Norwegian Sea,Membranipora membranacea
W-Bry-111250,44,Norwegian Sea,Scrupocellaria scruposa
W-Bry-111421,44,Norwegian Sea,Microporella ciliata
W-Bry-111665,44,Norwegian Sea,Bowerbankia gracilis
W-Bry-111538,44,Norwegian Sea,Schizoporella unicornis
W-Bry-111061,44,Norwegian Sea,Reptadeonella violacea
W-Msc-138961,44,Norwegian Sea,Calyptraea chinensis
W-Iso-118843,44,Norwegian Sea,Eurydice affinis
W-Iso-118849,44,Norwegian Sea,Eurydice inermis
ITS-90228,44,Norwegian Sea,Siriella jaltensis
Hex-1300,44,Norwegian Sea,Anthopleura thallia
Hex-2131,44,Norwegian Sea,Cereus pedunculatus
SLB-170204,44,Norwegian Sea,Aulactinia verrucosa
W-Bch-107386,44,Norwegian Sea,Liocarcinus corrugatus
W-Iso-118204,44,Norwegian Sea,Bopyroides hippolytes
URM-2-802,44,Norwegian Sea,Nymphon hirtipes
W-Prl-101160,44,Norwegian Sea,Priapulus caudatus
W-Iso-175103,44,Norwegian Sea,Munna globicauda
ITS-96085,44,Norwegian Sea,Benthesicymus bartletti
ITS-96086,44,Norwegian Sea,Benthesicymus brasiliensis
W-Hyd-221241,44,Norwegian Sea,Cunina duplicata
URM-Cn-5912,44,Norwegian Sea,Madrepora oculata
ITS-181145,44,Norwegian Sea,Hepomadus tener
ITS-96121,44,Norwegian Sea,Acanthephyra stylorostratis
ITS-96093,44,Norwegian Sea,Benthonectes filipes
URM-Cn-10097,44,Norwegian Sea,Atolla vanhoeffeni
ITS-94495,44,Norwegian Sea,Aceroides latipes
URM-2-3660,44,Norwegian Sea,Pyura microcosmus
SLB-170216,44,Norwegian Sea,Actinothoe sphyrodeta
W-Bry-111304,44,Norwegian Sea,Chorizopora brongniartii
SLB-119308,44,Norwegian Sea,Polyplumaria flabellata
URM-2-150,44,Norwegian Sea,Ascorhynchus abyssi
SLB-71004,44,Norwegian Sea,Benthoctopus piscatorum
ITS-96109,44,Norwegian Sea,Hymenodora glacialis
ITS-206433,44,Norwegian Sea,Siphonoecetes striatus
W-Por-133679,44,Norwegian Sea,Phorbas fictitius
W-Bry-111147,44,Norwegian Sea,Bicellariella ciliata
W-Bry-111495,44,Norwegian Sea,Escharella variolosa
URM-2-33,44,Norwegian Sea,Achelia laevis
W-Iso-256988,44,Norwegian Sea,Dynamene bidentata
W-Por-134057,44,Norwegian Sea,Pachymatisma johnstonia
W-Msc-140812,44,Norwegian Sea,Berthella plumula
W-Bry-111540,44,Norwegian Sea,Scruparia chelata
W-Iso-175076,44,Norwegian Sea,Munna antarctica
W-Iso-119036,44,Norwegian Sea,Saduria sabini
W-Tnd-136373,44,Norwegian Sea,Agathotanais ingolfi
W-Msc-153094,44,Norwegian Sea,Grimpoteuthis wuelkeri
W-Iso-174599,44,Norwegian Sea,Dolichiscus meridionalis
W-Iso-174556,44,Norwegian Sea,Antarcturus spinacoronatus
SLB-13005,44,Norwegian Sea,Aega antarctica
W-Iso-174815,44,Norwegian Sea,Natatolana meridionalis
W-Iso-174813,44,Norwegian Sea,Natatolana intermedia
W-Msc-156383,44,Norwegian Sea,Rossia moelleri
SLB-15664,44,Norwegian Sea,Glyptonotus antarcticus
URM-2-4058,44,Norwegian Sea,Styela loculosa
W-Iso-258431,44,Norwegian Sea,Santia charcoti
W-Msc-141821,44,Norwegian Sea,Margarites helicinus
W-Msc-140187,44,Norwegian Sea,Lepeta caeca
W-Msc-141840,44,Norwegian Sea,Solariella obscura
W-Msc-140521,44,Norwegian Sea,Amauropsis islandica
W-Msc-140759,44,Norwegian Sea,Philine quadrata
W-Msc-140579,44,Norwegian Sea,Nuculana pernula
W-Msc-139602,44,Norwegian Sea,Donax trunculus
W-Por-134068,44,Norwegian Sea,Dercitus bucklandi
W-Msc-138755,44,Norwegian Sea,Aplysia fasciata
SLB-15763,44,Norwegian Sea,Cirolana cranchii
W-Iso-118714,44,Norwegian Sea,Ianiropsis breviremis
URM-Cn-5036,44,Norwegian Sea,Caryophyllia calveri
URM-2-3932,44,Norwegian Sea,Polycarpa gracilis
W-Sca-140010,44,Norwegian Sea,Cadulus subfusiformis
W-Bch-444382,44,Norwegian Sea,Lophozozymus incisus
ITS-97195,44,Norwegian Sea,Aegaeon lacazei
SLB-88790,44,Norwegian Sea,Plesionika narval
ITS-95733,44,Norwegian Sea,Parapenaeus longirostris
SLB-22975,44,Norwegian Sea,Squilla mantis
ITS-206258,44,Norwegian Sea,Balanus spongicola
ITS-89553,44,Norwegian Sea,Smilium acutum
ITS-89556,44,Norwegian Sea,Heteralepas cornuta
ITS-89654,44,Norwegian Sea,Acasta cyathus
W-Pol-129938,44,Norwegian Sea,Aphelochaeta marioni
W-Pol-130072,44,Norwegian Sea,Marphysa bellii
W-Pol-195986,44,Norwegian Sea,Salvatoria clavata
W-Pol-131499,44,Norwegian Sea,Loimia medusa
W-Hyd-196554,44,Norwegian Sea,Chelophyes contorta
W-Msc-140483,44,Norwegian Sea,Perna perna
W-Por-132172,44,Norwegian Sea,Aphroceras ensata
W-Por-132203,44,Norwegian Sea,Leuconia pumila
W-Por-132407,44,Norwegian Sea,Spongia officinalis
W-Bry-111229,44,Norwegian Sea,Caberea boryi
W-Por-132521,44,Norwegian Sea,Bubaris vermiculata
W-Por-133974,44,Norwegian Sea,Stelletta grubii
SLB-23429,44,Norwegian Sea,Pseudotanais jonesi
ITS-682610,44,Norwegian Sea,Eucopia hanseni
W-Bch-107369,44,Norwegian Sea,Chaceon affinis
ITS-97020,44,Norwegian Sea,Plesionika martia
W-Msc-140048,44,Norwegian Sea,Neopycnodonte cochlear
Fis-62845,44,Norwegian Sea,Ebinania costaecanariae
WBD-Eup-50,44,Norwegian Sea,Nematobrachion sexspinosum
W-Msc-153087,44,Norwegian Sea,Illex illecebrosus
