am_sid,rgn_id,rgn_name,sciname
W-Iso-260262,44,Norwegian Sea,Entophilus omnitectus
ITS-97037,44,Norwegian Sea,Plesionika ensis
WBD-Eup-72,44,Norwegian Sea,Stylocheiron maximum
ITS-552917,44,Norwegian Sea,Nephropsis atlantica
W-Pol-129116,44,Norwegian Sea,Siboglinum ekmani
ITS-96191,44,Norwegian Sea,Glyphus marsupialis
Fis-64564,44,Norwegian Sea,Dicrolene introniger
URM-2-1858,44,Norwegian Sea,Agnesiopsis translucida
URM-2-1155,44,Norwegian Sea,Pallenopsis tritonis
W-Hyd-285794,44,Norwegian Sea,Crypthelia pudica
Fis-62428,44,Norwegian Sea,Bassozetus compressus
W-Msc-139474,44,Norwegian Sea,Cylichna alba
W-Msc-141580,44,Norwegian Sea,Macoma calcarea
URM-2-2042,44,Norwegian Sea,Corella eumyota
URM-2-2047,44,Norwegian Sea,Corella parallelogramma
URM-2-1836,44,Norwegian Sea,Oikopleura longicauda
URM-2-1837,44,Norwegian Sea,Oikopleura parva
URM-2-1923,44,Norwegian Sea,Ascidia mentula
URM-2-1930,44,Norwegian Sea,Ascidia obliqua
URM-2-1939,44,Norwegian Sea,Ascidia prunum
URM-2-1961,44,Norwegian Sea,Ascidiella aspersa
URM-2-2291,44,Norwegian Sea,Diplosoma listerianum
URM-2-3397,44,Norwegian Sea,Molgula herdmani
URM-2-4194,44,Norwegian Sea,Pegea confoederata
URM-2-4199,44,Norwegian Sea,Salpa fusiformis
URM-2-4201,44,Norwegian Sea,Salpa maxima
URM-2-4206,44,Norwegian Sea,Soestia zonaria
URM-2-4214,44,Norwegian Sea,Thetys vagina
URM-2-1040,44,Norwegian Sea,Anoplodactylus petiolatus
URM-2-1071,44,Norwegian Sea,Anoplodactylus typhlops
URM-2-579,44,Norwegian Sea,Colossendeis angusta
URM-2-609,44,Norwegian Sea,Colossendeis macerrima
W-Msc-342386,44,Norwegian Sea,Sandalops melancholicus
SLB-71435,44,Norwegian Sea,Egea inermis
SLB-70957,44,Norwegian Sea,Haliphron atlanticus
W-Msc-342337,44,Norwegian Sea,Hyaloteuthis pelagica
W-Msc-341818,44,Norwegian Sea,Liocranchia reinhardti
SLB-71422,44,Norwegian Sea,Chiroteuthis veranyi
SLB-71465,44,Norwegian Sea,Discoteuthis discus
SLB-190538,44,Norwegian Sea,Grimalditeuthis bonplandii
W-Msc-139422,44,Norwegian Sea,Bathothauma lyromma
SLB-70969,44,Norwegian Sea,Bolitaena pygmaea
SLB-70962,44,Norwegian Sea,Argonauta hians
W-Msc-140197,44,Norwegian Sea,Leptochiton alveolus
W-Sca-139536,44,Norwegian Sea,Fissidentalium capillosum
SLB-88130,44,Norwegian Sea,Aspidosiphon muelleri
SLB-88150,44,Norwegian Sea,Golfingia elongata
SLB-88158,44,Norwegian Sea,Golfingia muricaudata
SLB-88163,44,Norwegian Sea,Golfingia vulgaris
SLB-88167,44,Norwegian Sea,Nephasoma constrictum
SLB-88218,44,Norwegian Sea,Phascolion tuberculosum
W-Bra-183339,44,Norwegian Sea,Pelagodiscus atlanticus
W-Bra-104066,44,Norwegian Sea,Platidia anomioides
W-Cha-105445,44,Norwegian Sea,Pseudosagitta maxima
W-Cha-105464,44,Norwegian Sea,Serratosagitta serratodentata
W-Cha-105416,44,Norwegian Sea,Eukrohnia hamata
W-Cha-105441,44,Norwegian Sea,Parasagitta friderici
URM-M-171,44,Norwegian Sea,Pleurobrachia pileus
ITS-174763,44,Norwegian Sea,Fregata magnificens
ITS-174628,44,Norwegian Sea,Oceanodroma leucorhoa
ITS-174525,44,Norwegian Sea,Diomedea exulans
ITS-174590,44,Norwegian Sea,Pterodroma mollis
ITS-176978,44,Norwegian Sea,Uria lomvia
ITS-554452,44,Norwegian Sea,Thalassarche chlororhynchos
ITS-554453,44,Norwegian Sea,Thalassarche melanophris
W-Msc-140250,44,Norwegian Sea,Scutopus ventrolineatus
W-Sca-140005,44,Norwegian Sea,Cadulus jeffreysi
SLB-97303,44,Norwegian Sea,Styela sigma
W-Tnd-136475,44,Norwegian Sea,Leptochelia savignyi
W-Msc-139744,44,Norwegian Sea,Gyroscala lamellosa
SLB-143238,44,Norwegian Sea,Ulva lactuca
SLB-145713,44,Norwegian Sea,Codium bursa
ITS-682680,44,Norwegian Sea,Haplostylus lobatus
W-Msc-139580,44,Norwegian Sea,Geitodoris planata
ITS-89948,44,Norwegian Sea,Boreomysis megalops
ITS-90036,44,Norwegian Sea,Mysidella typica
ITS-206282,44,Norwegian Sea,Lernaeodiscus ingolfi
W-Hyd-117902,44,Norwegian Sea,Sertularella gayi
URM-Cn-6225,44,Norwegian Sea,Epizoanthus incrustatus
W-Msc-156916,44,Norwegian Sea,Nucula proxima
SLB-69472,44,Norwegian Sea,Cyclopecten nanus
W-Msc-141997,44,Norwegian Sea,Yoldiella frigida
W-Msc-138818,44,Norwegian Sea,Astarte borealis
W-Msc-420776,44,Norwegian Sea,Pododesmus rudis
W-Msc-156993,44,Norwegian Sea,Solemya grandis
W-Msc-138797,44,Norwegian Sea,Bathyarca glacialis
W-Msc-391727,44,Norwegian Sea,Cyclopecten reticulus
W-Msc-156789,44,Norwegian Sea,Lucinoma filosa
SLB-70386,44,Norwegian Sea,Lucinoma blakeanum
W-Msc-156225,44,Norwegian Sea,Macoma loveni
SLB-68888,44,Norwegian Sea,Limatula hyperborea
SLB-69489,44,Norwegian Sea,Propeamussium pourtalesianum
W-Msc-156879,44,Norwegian Sea,Mysella triquetra
W-Msc-139437,44,Norwegian Sea,Cuspidaria arctica
W-Ech-124324,44,Norwegian Sea,Strongylocentrotus pallidus
URM-2-1953,44,Norwegian Sea,Ascidia tritonis
W-Gtr-114629,44,Norwegian Sea,Platydasys maximus
W-Gtr-114630,44,Norwegian Sea,Platydasys ocellatus
SLB-88176,44,Norwegian Sea,Nephasoma lilljeborgi
URM-2-1473,44,Norwegian Sea,Bonellia viridis
URM-M-1276,44,Norwegian Sea,Rugiloricus cauliculus
ITS-708805,44,Norwegian Sea,Loxosomella phascolosomata
W-Msc-140249,44,Norwegian Sea,Scutopus robustus
W-Sca-140892,44,Norwegian Sea,Pulsellum affine
W-Msc-141315,44,Norwegian Sea,Onoba leptalea
W-Msc-370549,44,Norwegian Sea,Doridoxa ingolfiana
W-Pol-129782,44,Norwegian Sea,Ampharete petersenae
SLB-94100,44,Norwegian Sea,Leucosolenia canariensis
SLB-94177,44,Norwegian Sea,Leucosolenia lamarckii
W-Tnd-136554,44,Norwegian Sea,Typhlotanais brevicornis
W-Tnd-247599,44,Norwegian Sea,Paratyphlotanais microcheles
W-Iso-255685,44,Norwegian Sea,Eugerda intermedia
W-Msc-423165,44,Norwegian Sea,Astarte esquimalti
W-Msc-391795,44,Norwegian Sea,Delectopecten vancouverensis
W-Msc-254460,44,Norwegian Sea,Chlamys rubida
W-Msc-464200,44,Norwegian Sea,Lucinoma annulata
W-Msc-506773,44,Norwegian Sea,Lyonsia bracteata
W-Oph-124913,44,Norwegian Sea,Ophiura albida
W-Oph-125080,44,Norwegian Sea,Amphiura filiformis
W-Oph-124929,44,Norwegian Sea,Ophiura ophiura
W-Gtr-114668,44,Norwegian Sea,Tetranchyroderma tribolosum
ITS-156736,44,Norwegian Sea,Loxosoma murmanica
ITS-708887,44,Norwegian Sea,Loxosomella obesa
W-Iso-261739,44,Norwegian Sea,Pagonana rostrata
W-Msc-160248,44,Norwegian Sea,Curtitoma violacea
W-Msc-156715,44,Norwegian Sea,Flabellina nobilis
W-Msc-156819,44,Norwegian Sea,Clinocardium ciliatum
W-Msc-141962,44,Norwegian Sea,Vitreledonella richardi
W-Msc-342212,44,Norwegian Sea,Cirroteuthis muelleri
W-Msc-142011,44,Norwegian Sea,Yoldiella subaequilatera
SLB-71541,44,Norwegian Sea,Joubiniteuthis portieri
W-Msc-138849,44,Norwegian Sea,Japetella diaphana
SLB-88217,44,Norwegian Sea,Phascolion strombus
W-Sca-139690,44,Norwegian Sea,Bathoxiphus ensiculus
W-Pol-131188,44,Norwegian Sea,Spiophanes kroyeri
W-Iso-119017,44,Norwegian Sea,Astacilla arietina
SLB-70758,44,Norwegian Sea,Thyasira brevis
URM-2-1091,44,Norwegian Sea,Pallenopsis calcanea
W-Hyd-117411,44,Norwegian Sea,Lafoeina maxima
W-Msc-139553,44,Norwegian Sea,Diaphana hiemalis
W-Iso-119023,44,Norwegian Sea,Astacilla intermedia
W-Msc-153122,44,Norwegian Sea,Stauroteuthis syrtensis
W-Msc-181386,44,Norwegian Sea,Cranchia scabra
W-Sca-139535,44,Norwegian Sea,Fissidentalium candidum
ITS-90569,44,Norwegian Sea,Hemimysis abyssicola
W-Msc-140701,44,Norwegian Sea,Cyclopecten imbrifer
ITS-708796,44,Norwegian Sea,Loxosoma rhodinicola
ITS-708797,44,Norwegian Sea,Loxosomella elegans
ITS-708808,44,Norwegian Sea,Loxosomella discopoda
ITS-708791,44,Norwegian Sea,Loxosoma significans
SLB-16024,44,Norwegian Sea,Politolana micropthalma
SLB-3283,44,Norwegian Sea,Exogone naidina
W-Msc-138821,44,Norwegian Sea,Astarte elliptica
ITS-708795,44,Norwegian Sea,Loxosoma pectinaricola
URM-2-2126,44,Norwegian Sea,Didemnum candidum
URM-2-2128,44,Norwegian Sea,Didemnum carnulentum
URM-2-2007,44,Norwegian Sea,Clavelina lepadiformis
URM-2-3511,44,Norwegian Sea,Boltenia ovifera
URM-2-3598,44,Norwegian Sea,Microcosmus claudicans
URM-2-3690,44,Norwegian Sea,Pyura tessellata
URM-2-24,44,Norwegian Sea,Achelia echinata
URM-2-456,44,Norwegian Sea,Callipallene brevirostris
URM-2-680,44,Norwegian Sea,Endeis spinosa
SLB-83781,44,Norwegian Sea,Tetrastemma nigrifrons
W-Gtr-114563,44,Norwegian Sea,Xenotrichula intermedia
SLB-67830,44,Norwegian Sea,Chaetonotus dispar
W-Gtr-114618,44,Norwegian Sea,Acanthodasys aculeatus
ITS-174715,44,Norwegian Sea,Phalacrocorax carbo
ITS-174555,44,Norwegian Sea,Puffinus puffinus
ITS-174594,44,Norwegian Sea,Macronectes giganteus
ITS-176888,44,Norwegian Sea,Sterna hirundo
ITS-176890,44,Norwegian Sea,Sterna paradisaea
ITS-176891,44,Norwegian Sea,Sterna dougallii
ITS-176882,44,Norwegian Sea,Gelochelidon nilotica
ITS-176959,44,Norwegian Sea,Chlidonias niger
ITS-176793,44,Norwegian Sea,Stercorarius parasiticus
ITS-176794,44,Norwegian Sea,Stercorarius longicaudus
ITS-176824,44,Norwegian Sea,Larus argentatus
ITS-176830,44,Norwegian Sea,Larus delawarensis
ITS-176835,44,Norwegian Sea,Larus ridibundus
ITS-176866,44,Norwegian Sea,Xema sabini
ITS-824126,44,Norwegian Sea,Sternula albifrons
ITS-203446,44,Norwegian Sea,Calonectris diomedea
ITS-554270,44,Norwegian Sea,Larus cachinnans
SLB-88462,44,Norwegian Sea,Anthopleura ballii
ITS-176792,44,Norwegian Sea,Stercorarius pomarinus
ITS-176927,44,Norwegian Sea,Sterna sandvicensis
SLB-97626,44,Norwegian Sea,Diadumene lineata
W-Msc-140736,44,Norwegian Sea,Pharus legumen
W-Pol-131415,44,Norwegian Sea,Syllis armillaris
SLB-116596,44,Norwegian Sea,Leucon septemdentatus
SLB-138599,44,Norwegian Sea,Plocamium cartilagineum
SLB-133119,44,Norwegian Sea,Gelidium pusillum
SLB-132739,44,Norwegian Sea,Grateloupia filicina
SLB-152084,44,Norwegian Sea,Dictyota dichotoma
SLB-132722,44,Norwegian Sea,Ulva intestinalis
SLB-147286,44,Norwegian Sea,Ulva clathrata
SLB-154005,44,Norwegian Sea,Grateloupia doryphora
SLB-145429,44,Norwegian Sea,Macrocystis pyrifera
ITS-563986,44,Norwegian Sea,Symbion pandora
W-Msc-156714,44,Norwegian Sea,Flabellina gracilis
W-Msc-224618,44,Norwegian Sea,Thuridilla picta
W-Msc-581837,44,Norwegian Sea,Dirona albolineata
W-Msc-139765,44,Norwegian Sea,Eubranchus exiguus
W-Msc-153380,44,Norwegian Sea,Cuthona gymnota
ITS-85107,44,Norwegian Sea,Xestoleberis aurantia
W-Pol-130639,44,Norwegian Sea,Eulalia viridis
W-Pol-238542,44,Norwegian Sea,Typosyllis cornuta
W-Hyd-117475,44,Norwegian Sea,Dipurena halterata
W-Hyd-117517,44,Norwegian Sea,Eutonina indicans
W-Hyd-117598,44,Norwegian Sea,Halecium nanum
W-Msc-156914,44,Norwegian Sea,Nucula delphinodonta
W-Msc-156994,44,Norwegian Sea,Solemya velum
W-Msc-215252,44,Norwegian Sea,Arca imbricata
W-Msc-156765,44,Norwegian Sea,Crenella glandula
SLB-69053,44,Norwegian Sea,Crenella fragilis
W-Msc-397026,44,Norwegian Sea,Brachidontes exustus
SLB-69074,44,Norwegian Sea,Lithophaga antillarum
W-Msc-420754,44,Norwegian Sea,Limatula hyalina
W-Msc-542155,44,Norwegian Sea,Ostrea lurida
W-Msc-140771,44,Norwegian Sea,Zirfaea crispata
W-Ech-124287,44,Norwegian Sea,Echinus esculentus
W-Oph-236130,44,Norwegian Sea,Acrocnida brachiata
SLB-66860,44,Norwegian Sea,Cellepora pumicosa
W-Nem-122637,44,Norwegian Sea,Tubulanus polymorphus
SLB-80180,44,Norwegian Sea,Lepidochitona cinerea
W-Msc-140151,44,Norwegian Sea,Tonicella marmorea
W-Gtr-114587,44,Norwegian Sea,Dolichodasys elongatus
W-Gtr-247814,44,Norwegian Sea,Tetranchyroderma cirrophorum
W-Gtr-247818,44,Norwegian Sea,Tetranchyroderma megastomum
W-Bra-235385,44,Norwegian Sea,Novocrania anomala
W-Bra-104060,44,Norwegian Sea,Gwynia capsula
ITS-176862,44,Norwegian Sea,Larus relictus
SLB-88649,44,Norwegian Sea,Cardium edule
ITS-708754,44,Norwegian Sea,Loxosomella marsypos
ITS-708803,44,Norwegian Sea,Loxosomella nitschei
ITS-708716,44,Norwegian Sea,Loxosomella compressa
W-Acl-142698,44,Norwegian Sea,Notocelis gullmarensis
SLB-153747,44,Norwegian Sea,Pikea californica
SLB-131534,44,Norwegian Sea,Corallina officinalis
SLB-133812,44,Norwegian Sea,Chondrus crispus
SLB-4371,44,Norwegian Sea,Pista maculata
W-Gtr-114552,44,Norwegian Sea,Draculiciteria tesselata
W-Gtr-114557,44,Norwegian Sea,Heteroxenotrichula squamosa
SLB-69317,44,Norwegian Sea,Pododesmus macrochisma
SLB-69728,44,Norwegian Sea,Solemya reidi
W-Msc-506105,44,Norwegian Sea,Modiolus rectus
W-Msc-367964,44,Norwegian Sea,Chlamys hastata
ITS-708806,44,Norwegian Sea,Loxosomella fauveli
ITS-708802,44,Norwegian Sea,Loxosomella atkinsae
URM-2-1877,44,Norwegian Sea,Araneum sigma
URM-2-3314,44,Norwegian Sea,Asajirus indicus
URM-2-433,44,Norwegian Sea,Pantopipetta longituberculata
URM-2-581,44,Norwegian Sea,Colossendeis arcuata
W-Msc-139424,44,Norwegian Sea,Helicocranchia pfefferi
SLB-71429,44,Norwegian Sea,Chtenopteryx sicula
W-Msc-141887,44,Norwegian Sea,Vampyroteuthis infernalis
ITS-64279,44,Norwegian Sea,Echinorhynchus gadi
W-Iso-423421,44,Norwegian Sea,Haplomesus angustus
W-Iso-118662,44,Norwegian Sea,Haploniscus ingolfi
W-Bra-104052,44,Norwegian Sea,Cryptopora gnomon
W-Prl-101157,44,Norwegian Sea,Priapulopsis bicaudatus
W-Sca-140004,44,Norwegian Sea,Cadulus gracilis
SLB-88164,44,Norwegian Sea,Nephasoma abyssorum
ITS-660121,44,Norwegian Sea,Gastroptychus formosus
SLB-129857,44,Norwegian Sea,Caryophyllia communis
URM-2-3315,44,Norwegian Sea,Asajirus ledanoisi
W-Msc-544986,44,Norwegian Sea,Prochaetoderma californicum
URM-2-3974,44,Norwegian Sea,Polycarpa pseudoalbatrossi
URM-2-3352,44,Norwegian Sea,Minipera papillosa
URM-2-587,44,Norwegian Sea,Colossendeis colossea
W-Msc-153063,44,Norwegian Sea,Galiteuthis armata
W-Msc-157019,44,Norwegian Sea,Graneledone verrucosa
URM-2-3684,44,Norwegian Sea,Pyura squamulosa
W-Msc-420949,44,Norwegian Sea,Pitar arestus
W-Msc-139115,44,Norwegian Sea,Falcidens sagittiferus
W-Iso-118775,44,Norwegian Sea,Austroniscus norbi
ITS-Mam-621916,44,Norwegian Sea,Lutra lutra
URM-2-1076,44,Norwegian Sea,Anoplodactylus virescens
W-Msc-141565,44,Norwegian Sea,Placida dendritica
SLB-23034,44,Norwegian Sea,Apseudes latreillei
W-Msc-140859,44,Norwegian Sea,Dorymenia sarsii
SLB-116784,44,Norwegian Sea,Cumella ocellata
SLB-188977,44,Norwegian Sea,Mesodasys britanicus
W-Gtr-114567,44,Norwegian Sea,Xenotrichula punctata
SLB-17928,44,Norwegian Sea,Jaera praehirsuta
W-Msc-139325,44,Norwegian Sea,Oenopota obliqua
URM-2-3711,44,Norwegian Sea,Bathystyeloides enderbyanus
URM-2-452,44,Norwegian Sea,Callipallene acus
URM-2-3321,44,Norwegian Sea,Oligotrema unigonas
SLB-2809,44,Norwegian Sea,Bylgides sarsi
W-Msc-156744,44,Norwegian Sea,Astarte castanea
W-Msc-138820,44,Norwegian Sea,Astarte crenata
W-Msc-156747,44,Norwegian Sea,Astarte undata
W-Msc-138823,44,Norwegian Sea,Astarte montagui
W-Msc-156963,44,Norwegian Sea,Pitar morrhuanus
URM-2-545,44,Norwegian Sea,Pseudopallene brevicollis
ITS-90000,44,Norwegian Sea,Heteromysis microps
URM-2-912,44,Norwegian Sea,Nymphon serratum
SLB-88172,44,Norwegian Sea,Nephasoma eremita
ITS-708798,44,Norwegian Sea,Loxosomella similis
ITS-708799,44,Norwegian Sea,Loxosomella polita
ITS-708794,44,Norwegian Sea,Loxosomella nordgaardi
URM-2-1873,44,Norwegian Sea,Proagnesia depressa
URM-2-4045,44,Norwegian Sea,Styela charcoti
SLB-13031,44,Norwegian Sea,Aega glacialis
W-Msc-139305,44,Norwegian Sea,Nepotilla amoena
W-Iso-118636,44,Norwegian Sea,Munnopsurus giganteus
W-Msc-138870,44,Norwegian Sea,Buccinum nivale
SLB-176677,44,Norwegian Sea,Alvania moerchii
W-Msc-141235,44,Norwegian Sea,Alvania scrobiculata
URM-Cn-6188,44,Norwegian Sea,Sphenotrochus andrewianus
URM-2-1826,44,Norwegian Sea,Oikopleura cophocerca
URM-2-1847,44,Norwegian Sea,Stegosoma magnum
URM-2-1849,44,Norwegian Sea,Adagnesia charcoti
URM-2-2294,44,Norwegian Sea,Diplosoma macdonaldi
URM-2-3685,44,Norwegian Sea,Pyura stolonifera
SLB-88129,44,Norwegian Sea,Aspidosiphon misakiensis
SLB-92912,44,Norwegian Sea,Paramola cuvieri
W-Por-192302,44,Norwegian Sea,Leucosolenia macleayi
W-Por-164760,44,Norwegian Sea,Leucetta primigenia
SLB-98191,44,Norwegian Sea,Oxynaspis celata
W-Bry-173982,44,Norwegian Sea,Disporella fimbriata
SLB-113180,44,Norwegian Sea,Neanthes caudata
SLB-134854,44,Norwegian Sea,Chaetomorpha linum
W-Ase-123856,44,Norwegian Sea,Astropecten aranciacus
W-Bch-148463,44,Norwegian Sea,Pilumnoides perlatus
W-Tnd-136265,44,Norwegian Sea,Apseudes grossimanus
W-Pol-131018,44,Norwegian Sea,Josephella marenzelleri
URM-Cn-5103,44,Norwegian Sea,Coenocyathus cylindricus
W-Por-236331,44,Norwegian Sea,Haliclona simulans
URM-2-478,44,Norwegian Sea,Callipallene spectrum
URM-2-4248,44,Norwegian Sea,Balanoglossus clavigerus
SLB-131255,44,Norwegian Sea,Tedania anhelans
SLB-132241,44,Norwegian Sea,Marginariella boryana
SLB-140653,44,Norwegian Sea,Stylonema alsidii
SLB-63861,44,Norwegian Sea,Turritopsis nutricula
SLB-94124,44,Norwegian Sea,Leucosolenia coriacea
URM-2-1797,44,Norwegian Sea,Fritillaria haplostoma
URM-2-2060,44,Norwegian Sea,Rhodosoma turcicum
URM-2-1123,44,Norwegian Sea,Pallenopsis longirostris
W-Msc-140264,44,Norwegian Sea,Littorina saxatilis
W-Msc-140263,44,Norwegian Sea,Littorina obtusata
URM-2-1147,44,Norwegian Sea,Pallenopsis scoparia
URM-2-320,44,Norwegian Sea,Paranymphon spinosum
W-Msc-138938,44,Norwegian Sea,Volutopsius norwegicus
W-Msc-140175,44,Norwegian Sea,Marsenina glabra
ITS-90125,44,Norwegian Sea,Pseudomma nanum
ITS-90524,44,Norwegian Sea,Mysidetes farrani
URM-2-423,44,Norwegian Sea,Pantopipetta armoricana
W-Pol-558890,44,Norwegian Sea,Pseudexogone dineti
W-Msc-147146,44,Norwegian Sea,Scabrotrophon fabricii
W-Msc-160143,44,Norwegian Sea,Buccinum finmarkianum
W-Msc-142010,44,Norwegian Sea,Yoldiella solidula
ITS-656182,44,Norwegian Sea,Glyptelasma hamatum
W-Msc-146868,44,Norwegian Sea,Cylichna magna
URM-2-2033,44,Norwegian Sea,Abyssascidia millari
URM-2-2081,44,Norwegian Sea,Pseudodiazona abyssa
SLB-117930,44,Norwegian Sea,Heterocarpus grimaldii
W-Iso-118860,44,Norwegian Sea,Natatolana caeca
URM-2-3512,44,Norwegian Sea,Boltenia pilosa
URM-2-3830,44,Norwegian Sea,Dicarpa simplex
URM-2-4043,44,Norwegian Sea,Styela chaini
URM-2-615,44,Norwegian Sea,Colossendeis minor
URM-2-748,44,Norwegian Sea,Nymphon chainae
SLB-71450,44,Norwegian Sea,Liguriella podophthalma
SLB-88137,44,Norwegian Sea,Aspidosiphon zinni
W-Sca-140001,44,Norwegian Sea,Cadulus artatus
SLB-129861,44,Norwegian Sea,Flabellum apertum
W-Iso-118688,44,Norwegian Sea,Heteromesus frigidus
URM-2-387,44,Norwegian Sea,Austrodecus conifer
W-Bch-107266,44,Norwegian Sea,Segonzacia mesatlantica
W-Msc-141054,44,Norwegian Sea,Turbonilla amoena
SLB-103041,44,Norwegian Sea,Metaverruca trisulcata
W-Msc-507043,44,Norwegian Sea,Xylophaga clenchi
ITS-660111,44,Norwegian Sea,Pentacheles snyderi
SLB-72043,44,Norwegian Sea,Seguenzia monocingulata
SLB-98175,44,Norwegian Sea,Asajirus eunuchus
URM-2-1137,44,Norwegian Sea,Pallenopsis oscitans
URM-2-2690,44,Norwegian Sea,Octacnemus ingolfi
SLB-103037,44,Norwegian Sea,Altiverruca quadrangularis
URM-2-1133,44,Norwegian Sea,Pallenopsis mollissima
W-Msc-138902,44,Norwegian Sea,Colus islandicus
W-Msc-140275,44,Norwegian Sea,Erginus rubellus
W-Msc-141308,44,Norwegian Sea,Onoba aculeus
W-Msc-138923,44,Norwegian Sea,Neptunea despecta
W-Msc-140420,44,Norwegian Sea,Trophon clathratus
SLB-177886,44,Norwegian Sea,Trophon truncatus
W-Msc-196391,44,Norwegian Sea,Tachyrhynchus erosus
W-Msc-141905,44,Norwegian Sea,Velutina velutina
W-Msc-140525,44,Norwegian Sea,Cryptonatica affinis
W-Msc-156447,44,Norwegian Sea,Tachyrhynchus reticulatus
W-Msc-139975,44,Norwegian Sea,Puncturella noachina
W-Msc-138866,44,Norwegian Sea,Buccinum hydrophanum
W-Msc-159903,44,Norwegian Sea,Limneria undata
SLB-177377,44,Norwegian Sea,Colus kroeyeri
W-Msc-141822,44,Norwegian Sea,Margarites olivaceus
W-Msc-160133,44,Norwegian Sea,Buccinum sericatum
W-Msc-141283,44,Norwegian Sea,Frigidoalvania janmayeni
W-Msc-141902,44,Norwegian Sea,Velutina plicatilis
W-Msc-138869,44,Norwegian Sea,Buccinum micropoma
W-Msc-141820,44,Norwegian Sea,Margarites groenlandicus
SLB-73531,44,Norwegian Sea,Buccinum belcheri
SLB-73565,44,Norwegian Sea,Buccinum polaris
W-Msc-254378,44,Norwegian Sea,Pyrulofusus deformis
W-Msc-138864,44,Norwegian Sea,Buccinum glaciale
W-Msc-141317,44,Norwegian Sea,Onoba mighelsii
URM-2-919,44,Norwegian Sea,Nymphon sluiteri
W-Bry-111218,44,Norwegian Sea,Parellisina curvirostris
W-Ech-124277,44,Norwegian Sea,Echinus acutus
W-Gtr-114620,44,Norwegian Sea,Diplodasys ankeli
W-Hyd-117691,44,Norwegian Sea,Filellum serratum
W-Msc-420707,44,Norwegian Sea,Musculus lateralis
W-Pol-131051,44,Norwegian Sea,Serpula vermicularis
W-Por-134131,44,Norwegian Sea,Cliona lobata
Fis-153714,44,Norwegian Sea,Phyllorhinichthys balushkini
ITS-Mam-180653,44,Norwegian Sea,Halichoerus grypus
ITS-Mam-180504,44,Norwegian Sea,Hyperoodon ampullatus
ITS-Mam-180426,44,Norwegian Sea,Tursiops truncatus
ITS-Mam-180438,44,Norwegian Sea,Delphinus delphis
ITS-Mam-180442,44,Norwegian Sea,Lagenorhynchus albirostris
ITS-Mam-180443,44,Norwegian Sea,Lagenorhynchus acutus
ITS-Mam-180457,44,Norwegian Sea,Grampus griseus
ITS-Mam-180469,44,Norwegian Sea,Orcinus orca
ITS-Mam-180473,44,Norwegian Sea,Phocoena phocoena
ITS-Mam-180483,44,Norwegian Sea,Delphinapterus leucas
ITS-Mam-180485,44,Norwegian Sea,Monodon monoceros
ITS-Mam-180488,44,Norwegian Sea,Physeter macrocephalus
ITS-Mam-180498,44,Norwegian Sea,Ziphius cavirostris
ITS-Mam-180515,44,Norwegian Sea,Mesoplodon bidens
ITS-Mam-180524,44,Norwegian Sea,Balaenoptera acutorostrata
ITS-Mam-180525,44,Norwegian Sea,Balaenoptera edeni
ITS-Mam-180526,44,Norwegian Sea,Balaenoptera borealis
ITS-Mam-180527,44,Norwegian Sea,Balaenoptera physalus
ITS-Mam-180528,44,Norwegian Sea,Balaenoptera musculus
ITS-Mam-180530,44,Norwegian Sea,Megaptera novaeangliae
ITS-Mam-180649,44,Norwegian Sea,Phoca vitulina
ITS-Mam-180657,44,Norwegian Sea,Cystophora cristata
ITS-Mam-552461,44,Norwegian Sea,Globicephala melas
W-Msc-138878,44,Norwegian Sea,Buccinum undatum
W-Msc-140588,44,Norwegian Sea,Nucula hanleyi
W-Msc-140464,44,Norwegian Sea,Modiolus barbatus
W-Msc-140658,44,Norwegian Sea,Ostrea edulis
W-Msc-138802,44,Norwegian Sea,Arctica islandica
W-Msc-416668,44,Norwegian Sea,Loligo forbesii
ITS-95766,44,Norwegian Sea,Funchalia villosa
ITS-96967,44,Norwegian Sea,Pandalus borealis
ITS-97315,44,Norwegian Sea,Homarus gammarus
W-Bch-107381,44,Norwegian Sea,Carcinus maenas
Rep-4381,44,Norwegian Sea,Dermochelys coriacea
W-Sca-196374,44,Norwegian Sea,Antalis agilis
Fis-22755,44,Norwegian Sea,Dicentrarchus labrax
Fis-22756,44,Norwegian Sea,Engraulis encrasicolus
Fis-22768,44,Norwegian Sea,Lamna nasus
Fis-22770,44,Norwegian Sea,Alosa alosa
Fis-22777,44,Norwegian Sea,Katsuwonus pelamis
Fis-22831,44,Norwegian Sea,Somniosus microcephalus
Fis-22849,44,Norwegian Sea,Boops boops
Fis-22866,44,Norwegian Sea,Conger conger
Fis-131824,44,Norwegian Sea,Dipturus batis
Fis-131853,44,Norwegian Sea,Amblyraja radiata
Fis-132546,44,Norwegian Sea,Leucoraja fullonica
Fis-136946,44,Norwegian Sea,Arctozenus risso
Fis-153593,44,Norwegian Sea,Salvelinus alpinus alpinus
Fis-22711,44,Norwegian Sea,Anguilla anguilla
Fis-22712,44,Norwegian Sea,Aphia minuta
Fis-22723,44,Norwegian Sea,Glyptocephalus cynoglossus
Fis-22726,44,Norwegian Sea,Merlangius merlangus
Fis-22727,44,Norwegian Sea,Merluccius merluccius
Fis-22729,44,Norwegian Sea,Micromesistius poutassou
