Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
SHO,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566801.6201,576051.7153,587112.2428,595160.9577,600690.7847,605311.2328,611155.0033,613976.7755,616289.5427,619923.0498,621303.0415,621436.5971,623877.6553,623352.4413,624831.2681,625524.7432,629033.3055,626955.1655,625224.3744,624745.4921,625214.9971,625393.0605,626146.1081,626313.3178,626511.4008,626410.9013,625485.1573,622693.8671,621263.8245,619601.2786,620169.0123,619045.1619,617390.297,615638.7323,616076.5593,615083.0617,616026.4135,615957.7004,615274.5986,614220.6821,612904.4429,610481.1162,611551.2694,610968.3005,610098.1889,610971.7589,610577.5657,609638.4993,609452.1027,607722.3802,607974.1192,608043.1622,607221.9704,605923.6159,605603.5236,607495.9413,606932.7799,604477.7051,605328.9635,606344.659,606371.0875,604667.7928,604317.145,603819.3812,606773.5551,598548.0637,598751.7841,600586.364,603810.8387,605386.6707,609101.8583,610602.3046,611803.3325,614402.7571,614796.1945,615262.1008,616292.01,617192.8953,616842.2552,617281.0173,618822.9405,619503.1031,620638.5747,621066.6761,623665.2629,624341.5425,624713.4822,626032.1399,630456.4781,631870.4425,635377.5923,634644.6872,636010.0135,635224.0829,634886.1183,634497.8435,633330.2691,633510.5298,634586.0154,633293.7085,634579.4877,634412.4607,635314.562,635504.7037,636665.7903,636611.5429,640771.3695,638237.3425,638499.4183,636907.8459,639244.1374,637368.001,638113.2869,638661.4623,640657.8588,640694.0665,640431.5054,638790.0813,638648.2603,638794.8316,631159.008
SHO1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566801.6201,576051.7153,587112.2428,595160.9577,600690.7847,605311.2328,611155.0033,613976.7755,616289.5427,619923.0498,621303.0415,621436.5971,623877.6553,623352.4413,624831.2681,625524.7432,629033.3055,626955.1655,625224.3744,624745.4921,625214.9971,625393.0605,626146.1081,626313.3178,626511.4008,626410.9013,625485.1573,622693.8671,621263.8245,619601.2786,620169.0123,619045.1619,617390.297,615638.7323,616076.5593,615083.0617,616026.4135,615957.7004,615274.5986,614220.6821,612904.4429,610481.1162,611551.2694,610968.3005,610098.1889,610971.7589,610577.5657,609638.4993,609452.1027,607722.3802,607974.1192,608043.1622,607221.9704,605923.6159,605603.5236,607495.9413,606932.7799,604477.7051,605328.9635,606344.659,606371.0875,604667.7928,604317.145,603819.3812,606773.5551,598548.0637,598751.7841,600586.364,603810.8387,605386.6707,609101.8583,610602.3046,611803.3325,614402.7571,614796.1945,615262.1008,616292.01,617192.8953,616842.2552,617281.0173,618822.9405,619503.1031,620638.5747,621066.6761,623665.2629,624341.5425,624713.4822,626032.1399,630456.4781,631870.4425,635377.5923,634644.6872,636010.0135,635224.0829,634886.1183,634497.8435,633330.2691,633510.5298,634586.0154,633293.7085,634579.4877,634412.4607,635314.562,635504.7037,636665.7903,636611.5429,640771.3695,638237.3425,638499.4183,636907.8459,639244.1374,637368.001,638113.2869,638661.4623,640657.8588,640694.0665,640431.5054,638790.0813,638648.2603,638794.8316,631159.008
SHO2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566801.6201,576051.7153,587112.2428,595160.9577,600690.7847,605311.2328,611155.0033,613976.7755,616289.5427,619923.0498,621303.0415,621436.5971,623877.6553,623352.4413,624831.2681,625524.7432,629033.3055,626955.1655,625224.3744,624745.4921,625214.9971,625393.0605,626146.1081,626313.3178,626511.4008,626410.9013,625485.1573,622693.8671,621263.8245,619601.2786,620169.0123,619045.1619,617390.297,615638.7323,616076.5593,615083.0617,616026.4135,615957.7004,615274.5986,614220.6821,612904.4429,610481.1162,611551.2694,610968.3005,610098.1889,610971.7589,610577.5657,609638.4993,609452.1027,607722.3802,607974.1192,608043.1622,607221.9704,605923.6159,605603.5236,607495.9413,606932.7799,604477.7051,605328.9635,606344.659,606371.0875,604667.7928,604317.145,603819.3812,606773.5551,598548.0637,598751.7841,600586.364,603810.8387,605386.6707,609101.8583,610602.3046,611803.3325,614402.7571,614796.1945,615262.1008,616292.01,617192.8953,616842.2552,617281.0173,618822.9405,619503.1031,620638.5747,621066.6761,623665.2629,624341.5425,624713.4822,626032.1399,630456.4781,631870.4425,635377.5923,634644.6872,636010.0135,635224.0829,634886.1183,634497.8435,633330.2691,633510.5298,634586.0154,633293.7085,634579.4877,634412.4607,635314.562,635504.7037,636665.7903,636611.5429,640771.3695,638237.3425,638499.4183,636907.8459,639244.1374,637368.001,638113.2869,638661.4623,640657.8588,640694.0665,640431.5054,638790.0813,638648.2603,638794.8316,631159.008
DEO,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527853.756,1547764.88,1556519.269,1548823.471,1543010.205,1541780.714,1535004.977,1524093.599,1520569.218,1535606.231,1543207.497,1533271.051,1531817.896,1534882.17,1534997.228,1530684.187,1533780.235,1546300.976,1546882.064,1535108.866,1533899.309,1526832.198,1517105.817,1523885.566,1539846.754,1539991.042,1529451.574,1519168.931,1513140.789,1505092.022,1491355.155,1490543.212,1500469.449,1495342.91,1484799.969,1479492.834,1476045.963,1460529.877,1463470.53,1482362.007,1482748.301,1467505.08,1458032.835,1447734.38,1442389.072,1447635.095,1451059.117,1447395.21,1437092.321,1427340.846,1409192.267,1400991.59,1398100.494,1424062.831,1425116.157,1418374.832,1415756.665,1407720.758,1410502.089,1429557.753,1425668.501,1408433.855,1403035.418,1400270.215,1389925.651,1388459.711,1408205.252,1414432.83,1412540.173,1412935.637,1407123.998,1406626.296,1425762.741,1431371.648,1429273.96,1424594.457,1421630.565,1413800.941,1426511.245,1451120.309,1455753.056,1453984.128,1450918.799,1449594.558,1467732.993,1504609.75,1517656.852,1484290.24,1466157.542,1464709.433,1454335.581,1444739.966,1451138.839,1457528.089,1439546.118,1429448.919,1415314.999,1406537.674,1407027.785,1425265.005,1416178.202,1412835.474,1400791.098,1400522.914,1407320.374,1420956.197,1419660.252,1400865.24,1391908.071,1388082.348,1383974.397,1390105.959,1394920.871,1390530.64,1378954.169,1374059.048,1370298.05,1376829.196,1369685.325,1351185.398,1470265.392
DEO1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527853.756,1547764.88,1556519.269,1548823.471,1543010.205,1541780.714,1535004.977,1524093.599,1520569.218,1535606.231,1543207.497,1533271.051,1531817.896,1534882.17,1534997.228,1530684.187,1533780.235,1546300.976,1546882.064,1535108.866,1533899.309,1526832.198,1517105.817,1523885.566,1539846.754,1539991.042,1529451.574,1519168.931,1513140.789,1505092.022,1491355.155,1490543.212,1500469.449,1495342.91,1484799.969,1479492.834,1476045.963,1460529.877,1463470.53,1482362.007,1482748.301,1467505.08,1458032.835,1447734.38,1442389.072,1447635.095,1451059.117,1447395.21,1437092.321,1427340.846,1409192.267,1400991.59,1398100.494,1424062.831,1425116.157,1418374.832,1415756.665,1407720.758,1410502.089,1429557.753,1425668.501,1408433.855,1403035.418,1400270.215,1389925.651,1388459.711,1408205.252,1414432.83,1412540.173,1412935.637,1407123.998,1406626.296,1425762.741,1431371.648,1429273.96,1424594.457,1421630.565,1413800.941,1426511.245,1451120.309,1455753.056,1453984.128,1450918.799,1449594.558,1467732.993,1504609.75,1517656.852,1484290.24,1466157.542,1464709.433,1454335.581,1444739.966,1451138.839,1457528.089,1439546.118,1429448.919,1415314.999,1406537.674,1407027.785,1425265.005,1416178.202,1412835.474,1400791.098,1400522.914,1407320.374,1420956.197,1419660.252,1400865.24,1391908.071,1388082.348,1383974.397,1390105.959,1394920.871,1390530.64,1378954.169,1374059.048,1370298.05,1376829.196,1369685.325,1351185.398,1470265.392
PEL,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89346.62248,90300.68733,91043.43056,92961.44371,93565.05386,94734.14774,94590.54974,93586.56781,92607.11369,94057.60086,94348.49862,92588.28826,90420.52068,89704.69987,89323.48506,89111.22181,89547.93468,89965.39468,89373.39252,89420.43572,89014.74507,90113.94897,91341.95936,88954.56082,88557.07365,88309.82087,88088.62563,87644.21492,87462.3533,89350.50197,91588.29231,91157.91574,90982.30907,91480.9083,91035.57079,90543.36861,89795.30018,88715.64713,86751.94392,86219.00693,87821.6656,87836.09864,87263.13953,88579.99102,88748.19733,89382.06968,88375.60368,89430.47514,88233.88262,88979.49839,87205.45465,88354.44756,86634.48121,84365.89127,84187.4356,85615.09396,87089.56369,86311.42872,85042.30161,84587.09314,84034.2621,83939.25203,83408.31739,83070.79499,82915.97185,79502.25166,82029.68153,83974.76141,86464.16581,88428.11882,92628.31419,93876.35505,92052.49567,92573.38641,93535.61549,91978.1139,91926.90918,90613.42538,90207.23598,90576.70642,89829.89962,89081.01127,87978.58183,87945.58586,90506.64558,90533.42258,90206.19154,90239.88705,89608.53776,89118.56961,88397.69079,88679.81221,88540.93613,88828.93273,87111.41977,87661.48433,86803.11571,88147.17439,87907.21539,88714.09893,87206.62382,88063.85784,86654.95772,83834.61386,83270.079,82675.24503,83012.67382,82396.73736,82905.82974,81922.8929,82112.66932,82953.38751,82438.50192,82016.13535,81758.59754,81873.25728,81122.81522,81316.62013,81120.10203,81005.89955,86449.97664
PES,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450310.1701,454283.3105,456538.9417,458660.7562,460544.9304,462595.5849,464314.5349,465201.7119,465871.8727,465222.2454,465491.6298,462940.3432,460629.2102,458430.055,456823.6355,455345.0995,455164.7057,454773.3522,453664.1583,453188.9939,452341.025,453048.4423,451207.3259,449015.5455,447577.9193,446258.9584,444786.9092,444388.5497,443327.0828,445976.7526,449615.2681,451410.1629,454454.607,456024.3617,457130.5429,457142.5477,456280.1912,453313.2494,447280.1068,442352.6061,441776.1456,443007.8992,441771.9957,442106.0075,441716.5696,442354.8469,441588.5108,442512.5003,441334.019,442284.6872,440261.9451,440658.7391,437161.1615,433064.9714,430338.6027,431295.098,432766.6128,429886.6242,425799.3713,422701.0367,420146.5256,418766.7697,417459.3693,415762.206,414570.9308,412177.4211,411996.3648,412766.1704,416707.3016,419462.9978,427721.14,434373.6974,442241.4002,447325.5446,450381.2935,450352.6351,451384.1118,450104.1387,450480.8062,450261.4822,450282.0232,448402.066,445550.3357,443635.3969,444194.0136,443971.3876,444182.2207,443504.9169,442818.1633,442620.8983,440407.6861,438821.3418,437114.4757,436081.289,432994.7693,432918.5157,430438.1984,431305.951,431051.9074,432855.3341,431608.5285,432119.8987,427500.3995,420353.516,414486.3826,409952.9664,406273.1262,405178.2395,404201.4703,404274.3979,403374.6451,403037.262,400963.8192,398997.3328,398696.7441,398407.0323,396679.9254,396452.5685,396050.6313,395255.5542,272976.5146
PES1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450310.1701,454283.3105,456538.9417,458660.7562,460544.9304,462595.5849,464314.5349,465201.7119,465871.8727,465222.2454,465491.6298,462940.3432,460629.2102,458430.055,456823.6355,455345.0995,455164.7057,454773.3522,453664.1583,453188.9939,452341.025,453048.4423,451207.3259,449015.5455,447577.9193,446258.9584,444786.9092,444388.5497,443327.0828,445976.7526,449615.2681,451410.1629,454454.607,456024.3617,457130.5429,457142.5477,456280.1912,453313.2494,447280.1068,442352.6061,441776.1456,443007.8992,441771.9957,442106.0075,441716.5696,442354.8469,441588.5108,442512.5003,441334.019,442284.6872,440261.9451,440658.7391,437161.1615,433064.9714,430338.6027,431295.098,432766.6128,429886.6242,425799.3713,422701.0367,420146.5256,418766.7697,417459.3693,415762.206,414570.9308,412177.4211,411996.3648,412766.1704,416707.3016,419462.9978,427721.14,434373.6974,442241.4002,447325.5446,450381.2935,450352.6351,451384.1118,450104.1387,450480.8062,450261.4822,450282.0232,448402.066,445550.3357,443635.3969,444194.0136,443971.3876,444182.2207,443504.9169,442818.1633,442620.8983,440407.6861,438821.3418,437114.4757,436081.289,432994.7693,432918.5157,430438.1984,431305.951,431051.9074,432855.3341,431608.5285,432119.8987,427500.3995,420353.516,414486.3826,409952.9664,406273.1262,405178.2395,404201.4703,404274.3979,403374.6451,403037.262,400963.8192,398997.3328,398696.7441,398407.0323,396679.9254,396452.5685,396050.6313,395255.5542,272976.5146
REO,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154545.039,1180028.83,1171630.385,1137867.443,1109924.897,1094310.006,1096302.389,1085719.19,1109613.952,1121196.944,1114687.832,1088815.384,1065536.153,1047676.192,1057518.704,1072016.536,1092980.06,1077586.238,1049180.362,1054528.976,1067961.549,1065771.597,1064871.237,1076692.869,1063461.014,1057455.535,1045928.437,1037081.289,1040680.5,1027288.448,1032955.294,1070378.498,1051738.05,1052350.852,1065966.665,1078401.19,1047915.944,1035399.632,1037603.778,1041682.632,1033771.379,1040686.558,1044113.688,1032943.121,1016940.852,1023915.787,1036933.103,1049656.056,1041542.904,1005532.597,978056.8513,993092.7886,1028891.723,1032899.268,1002969.11,986970.3014,1007780.667,984187.4885,995802.3881,1011986.31,1011008.156,991904.9836,993468.4766,979644.9234,978434.1878,995467.3942,1021975.032,1039422.956,1033056.295,1004779.586,990865.7734,1054997.212,1078627.856,1080349.585,1044588.24,1023490.293,1028376.765,1050955.479,1091641.442,1098015.167,1087196.163,1070839.752,1054837.509,1033280.045,1069346.961,1089692.005,1076850.242,1051415.803,1054234.664,1059807.226,1052339.444,1050951.686,1066068.294,1053978.11,1041393.313,1032606.348,1010458.578,1007452.841,1035124.229,1023018.729,1005263.727,1003785.089,981902.2871,967631.8739,993048.0501,1002381.187,980025.5761,954942.763,945865.2134,948379.1743,995599.1494,984459.5197,937225.0919,914197.1737,905409.4931,952480.1773,946578.0007,922004.4922,906302.7671,884501.4184,882939.6131
DEL,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63847.32595,63997.42849,63928.53158,63649.0272,63116.69547,63200.69673,63337.37175,63325.63176,63334.98779,62995.59096,63116.91521,62227.37732,61574.2243,61161.33172,61197.74578,61238.62101,61165.79437,60935.51962,60737.30808,60735.77699,60512.94161,61332.50222,61134.55122,60727.40604,60343.60385,60189.63185,60066.35046,60003.19212,59925.63547,60648.63713,61201.63125,61309.19734,61059.40572,61463.12272,61471.85025,61305.0337,61068.23878,60817.42426,60058.79334,59467.43232,59770.65941,59679.96279,59765.55571,60116.8063,60229.2504,60403.89128,60021.93948,60273.01904,60004.70232,60230.91884,59892.10867,59944.31489,59270.19329,58432.56575,58151.68725,58575.00951,58895.80813,58196.93368,57852.84796,57431.44116,57308.74296,57219.36749,56957.00653,56765.46278,56782.51405,56328.657,56246.63871,56539.24446,56818.06086,56938.21296,57850.75197,58499.96037,58287.83997,59197.04035,59228.64523,59447.28113,59706.89463,59794.92482,59758.94594,60019.75831,59995.81555,59508.8034,59064.7478,59121.75705,59589.32329,59311.79104,59188.54779,59542.77482,59565.4473,59345.22345,59046.0205,59210.44264,59153.16783,59123.27901,58790.31122,58940.61341,58483.78824,58690.3532,58367.78239,58282.81664,57966.38228,58178.42965,57480.72081,56641.16231,56015.3128,55559.11205,55440.82072,55516.64121,55351.91448,55220.16349,55202.88596,54963.54248,54571.44444,54311.46494,54067.9896,54218.14188,53907.16765,53749.18357,53847.20894,53608.57147,58629.6041
DEL1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63847.32595,63997.42849,63928.53158,63649.0272,63116.69547,63200.69673,63337.37175,63325.63176,63334.98779,62995.59096,63116.91521,62227.37732,61574.2243,61161.33172,61197.74578,61238.62101,61165.79437,60935.51962,60737.30808,60735.77699,60512.94161,61332.50222,61134.55122,60727.40604,60343.60385,60189.63185,60066.35046,60003.19212,59925.63547,60648.63713,61201.63125,61309.19734,61059.40572,61463.12272,61471.85025,61305.0337,61068.23878,60817.42426,60058.79334,59467.43232,59770.65941,59679.96279,59765.55571,60116.8063,60229.2504,60403.89128,60021.93948,60273.01904,60004.70232,60230.91884,59892.10867,59944.31489,59270.19329,58432.56575,58151.68725,58575.00951,58895.80813,58196.93368,57852.84796,57431.44116,57308.74296,57219.36749,56957.00653,56765.46278,56782.51405,56328.657,56246.63871,56539.24446,56818.06086,56938.21296,57850.75197,58499.96037,58287.83997,59197.04035,59228.64523,59447.28113,59706.89463,59794.92482,59758.94594,60019.75831,59995.81555,59508.8034,59064.7478,59121.75705,59589.32329,59311.79104,59188.54779,59542.77482,59565.4473,59345.22345,59046.0205,59210.44264,59153.16783,59123.27901,58790.31122,58940.61341,58483.78824,58690.3532,58367.78239,58282.81664,57966.38228,58178.42965,57480.72081,56641.16231,56015.3128,55559.11205,55440.82072,55516.64121,55351.91448,55220.16349,55202.88596,54963.54248,54571.44444,54311.46494,54067.9896,54218.14188,53907.16765,53749.18357,53847.20894,53608.57147,58629.6041
DEL2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63847.32595,63997.42849,63928.53158,63649.0272,63116.69547,63200.69673,63337.37175,63325.63176,63334.98779,62995.59096,63116.91521,62227.37732,61574.2243,61161.33172,61197.74578,61238.62101,61165.79437,60935.51962,60737.30808,60735.77699,60512.94161,61332.50222,61134.55122,60727.40604,60343.60385,60189.63185,60066.35046,60003.19212,59925.63547,60648.63713,61201.63125,61309.19734,61059.40572,61463.12272,61471.85025,61305.0337,61068.23878,60817.42426,60058.79334,59467.43232,59770.65941,59679.96279,59765.55571,60116.8063,60229.2504,60403.89128,60021.93948,60273.01904,60004.70232,60230.91884,59892.10867,59944.31489,59270.19329,58432.56575,58151.68725,58575.00951,58895.80813,58196.93368,57852.84796,57431.44116,57308.74296,57219.36749,56957.00653,56765.46278,56782.51405,56328.657,56246.63871,56539.24446,56818.06086,56938.21296,57850.75197,58499.96037,58287.83997,59197.04035,59228.64523,59447.28113,59706.89463,59794.92482,59758.94594,60019.75831,59995.81555,59508.8034,59064.7478,59121.75705,59589.32329,59311.79104,59188.54779,59542.77482,59565.4473,59345.22345,59046.0205,59210.44264,59153.16783,59123.27901,58790.31122,58940.61341,58483.78824,58690.3532,58367.78239,58282.81664,57966.38228,58178.42965,57480.72081,56641.16231,56015.3128,55559.11205,55440.82072,55516.64121,55351.91448,55220.16349,55202.88596,54963.54248,54571.44444,54311.46494,54067.9896,54218.14188,53907.16765,53749.18357,53847.20894,53608.57147,58629.6041
DEL3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63847.32595,63997.42849,63928.53158,63649.0272,63116.69547,63200.69673,63337.37175,63325.63176,63334.98779,62995.59096,63116.91521,62227.37732,61574.2243,61161.33172,61197.74578,61238.62101,61165.79437,60935.51962,60737.30808,60735.77699,60512.94161,61332.50222,61134.55122,60727.40604,60343.60385,60189.63185,60066.35046,60003.19212,59925.63547,60648.63713,61201.63125,61309.19734,61059.40572,61463.12272,61471.85025,61305.0337,61068.23878,60817.42426,60058.79334,59467.43232,59770.65941,59679.96279,59765.55571,60116.8063,60229.2504,60403.89128,60021.93948,60273.01904,60004.70232,60230.91884,59892.10867,59944.31489,59270.19329,58432.56575,58151.68725,58575.00951,58895.80813,58196.93368,57852.84796,57431.44116,57308.74296,57219.36749,56957.00653,56765.46278,56782.51405,56328.657,56246.63871,56539.24446,56818.06086,56938.21296,57850.75197,58499.96037,58287.83997,59197.04035,59228.64523,59447.28113,59706.89463,59794.92482,59758.94594,60019.75831,59995.81555,59508.8034,59064.7478,59121.75705,59589.32329,59311.79104,59188.54779,59542.77482,59565.4473,59345.22345,59046.0205,59210.44264,59153.16783,59123.27901,58790.31122,58940.61341,58483.78824,58690.3532,58367.78239,58282.81664,57966.38228,58178.42965,57480.72081,56641.16231,56015.3128,55559.11205,55440.82072,55516.64121,55351.91448,55220.16349,55202.88596,54963.54248,54571.44444,54311.46494,54067.9896,54218.14188,53907.16765,53749.18357,53847.20894,53608.57147,58629.6041
DEL4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63847.32595,63997.42849,63928.53158,63649.0272,63116.69547,63200.69673,63337.37175,63325.63176,63334.98779,62995.59096,63116.91521,62227.37732,61574.2243,61161.33172,61197.74578,61238.62101,61165.79437,60935.51962,60737.30808,60735.77699,60512.94161,61332.50222,61134.55122,60727.40604,60343.60385,60189.63185,60066.35046,60003.19212,59925.63547,60648.63713,61201.63125,61309.19734,61059.40572,61463.12272,61471.85025,61305.0337,61068.23878,60817.42426,60058.79334,59467.43232,59770.65941,59679.96279,59765.55571,60116.8063,60229.2504,60403.89128,60021.93948,60273.01904,60004.70232,60230.91884,59892.10867,59944.31489,59270.19329,58432.56575,58151.68725,58575.00951,58895.80813,58196.93368,57852.84796,57431.44116,57308.74296,57219.36749,56957.00653,56765.46278,56782.51405,56328.657,56246.63871,56539.24446,56818.06086,56938.21296,57850.75197,58499.96037,58287.83997,59197.04035,59228.64523,59447.28113,59706.89463,59794.92482,59758.94594,60019.75831,59995.81555,59508.8034,59064.7478,59121.75705,59589.32329,59311.79104,59188.54779,59542.77482,59565.4473,59345.22345,59046.0205,59210.44264,59153.16783,59123.27901,58790.31122,58940.61341,58483.78824,58690.3532,58367.78239,58282.81664,57966.38228,58178.42965,57480.72081,56641.16231,56015.3128,55559.11205,55440.82072,55516.64121,55351.91448,55220.16349,55202.88596,54963.54248,54571.44444,54311.46494,54067.9896,54218.14188,53907.16765,53749.18357,53847.20894,53608.57147,58629.6041
FLA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89734.65689,89840.23912,89959.78983,89926.89735,89696.86677,89548.643,89521.95517,89297.08503,89179.05928,88841.21266,88735.96193,88105.80589,87574.20854,87267.08032,87120.4834,87017.43437,86921.65558,86806.48117,86694.42502,86476.21719,86380.13785,86670.03518,86397.54338,86122.10775,86081.96028,86149.54228,86124.53476,86293.48754,86306.75079,86815.95076,87315.1687,87600.9139,87931.96015,88094.36874,88219.06038,88284.50664,88310.98835,88197.83093,87533.84945,87052.2433,87029.42746,87135.42802,86997.34973,87001.98507,87007.43514,87091.68948,87084.16543,87263.15449,87168.05906,87266.10572,87009.66024,87004.99901,86509.75042,85986.57359,85711.48039,86077.64764,86451.11236,85988.92821,85351.02314,85008.36471,84773.05437,84507.3377,84152.71739,83861.81335,83796.08397,83438.73763,83322.6766,83190.79931,83406.16777,83327.7865,83976.82824,84468.48289,85030.48002,85230.56513,85287.25874,85118.62714,85133.70092,85234.11772,85378.04749,85517.36517,85425.45289,85317.67275,85076.29943,84940.75267,85057.46509,85024.6053,84251.15895,83616.09003,83076.76133,82810.48492,82594.32981,82529.67987,82452.08621,82476.49889,82396.88526,83088.99014,83310.0386,83737.58928,83932.01984,84485.3826,84621.21425,84837.49412,84431.90052,83657.6004,83014.3436,82543.89231,82350.56377,82398.48737,82315.79268,82280.47784,82068.23867,81769.78086,81343.93266,80990.08968,80932.34052,81003.07695,80896.5258,80869.50536,80722.8226,80635.24662,72578.20206
FLA1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89734.65689,89840.23912,89959.78983,89926.89735,89696.86677,89548.643,89521.95517,89297.08503,89179.05928,88841.21266,88735.96193,88105.80589,87574.20854,87267.08032,87120.4834,87017.43437,86921.65558,86806.48117,86694.42502,86476.21719,86380.13785,86670.03518,86397.54338,86122.10775,86081.96028,86149.54228,86124.53476,86293.48754,86306.75079,86815.95076,87315.1687,87600.9139,87931.96015,88094.36874,88219.06038,88284.50664,88310.98835,88197.83093,87533.84945,87052.2433,87029.42746,87135.42802,86997.34973,87001.98507,87007.43514,87091.68948,87084.16543,87263.15449,87168.05906,87266.10572,87009.66024,87004.99901,86509.75042,85986.57359,85711.48039,86077.64764,86451.11236,85988.92821,85351.02314,85008.36471,84773.05437,84507.3377,84152.71739,83861.81335,83796.08397,83438.73763,83322.6766,83190.79931,83406.16777,83327.7865,83976.82824,84468.48289,85030.48002,85230.56513,85287.25874,85118.62714,85133.70092,85234.11772,85378.04749,85517.36517,85425.45289,85317.67275,85076.29943,84940.75267,85057.46509,85024.6053,84251.15895,83616.09003,83076.76133,82810.48492,82594.32981,82529.67987,82452.08621,82476.49889,82396.88526,83088.99014,83310.0386,83737.58928,83932.01984,84485.3826,84621.21425,84837.49412,84431.90052,83657.6004,83014.3436,82543.89231,82350.56377,82398.48737,82315.79268,82280.47784,82068.23867,81769.78086,81343.93266,80990.08968,80932.34052,81003.07695,80896.5258,80869.50536,80722.8226,80635.24662,72578.20206
