Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
FLA2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89734.65689,89840.23912,89959.78983,89926.89735,89696.86677,89548.643,89521.95517,89297.08503,89179.05928,88841.21266,88735.96193,88105.80589,87574.20854,87267.08032,87120.4834,87017.43437,86921.65558,86806.48117,86694.42502,86476.21719,86380.13785,86670.03518,86397.54338,86122.10775,86081.96028,86149.54228,86124.53476,86293.48754,86306.75079,86815.95076,87315.1687,87600.9139,87931.96015,88094.36874,88219.06038,88284.50664,88310.98835,88197.83093,87533.84945,87052.2433,87029.42746,87135.42802,86997.34973,87001.98507,87007.43514,87091.68948,87084.16543,87263.15449,87168.05906,87266.10572,87009.66024,87004.99901,86509.75042,85986.57359,85711.48039,86077.64764,86451.11236,85988.92821,85351.02314,85008.36471,84773.05437,84507.3377,84152.71739,83861.81335,83796.08397,83438.73763,83322.6766,83190.79931,83406.16777,83327.7865,83976.82824,84468.48289,85030.48002,85230.56513,85287.25874,85118.62714,85133.70092,85234.11772,85378.04749,85517.36517,85425.45289,85317.67275,85076.29943,84940.75267,85057.46509,85024.6053,84251.15895,83616.09003,83076.76133,82810.48492,82594.32981,82529.67987,82452.08621,82476.49889,82396.88526,83088.99014,83310.0386,83737.58928,83932.01984,84485.3826,84621.21425,84837.49412,84431.90052,83657.6004,83014.3436,82543.89231,82350.56377,82398.48737,82315.79268,82280.47784,82068.23867,81769.78086,81343.93266,80990.08968,80932.34052,81003.07695,80896.5258,80869.50536,80722.8226,80635.24662,72578.20206
LRD,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514266.2624,515522.7125,515223.6522,512631.3658,506435.0966,500364.687,493263.8439,485291.2799,478514.7138,478063.0673,476984.7923,477322.6086,480076.3857,481551.7569,481443.6221,480304.7151,480432.859,481481.3063,479204.9664,475097.4831,471636.5168,466916.4961,462455.3682,461274.2158,462712.8926,462792.1639,462315.3906,459690.1587,456796.5355,453003.7615,448623.8002,447087.4031,447420.1668,446526.7349,445646.6491,446035.8458,445093.8303,441549.4602,442005.483,444033.5444,443414.0383,440580.7024,439496.5452,436328.208,436389.8334,437827.6062,438815.3379,440626.3229,439824.692,437676.1847,435489.7637,435854.8006,436309.9763,440229.1174,439275.9475,438312.1528,437737.7384,438421.7014,439008.064,443556.1974,443570.8589,441824.8399,442123.4555,442373.8362,440542.6091,440682.3291,440613.9261,442587.5697,443747.1907,444036.9526,444648.078,445108.4084,446355.0428,445944.9008,446204.1681,444578.68,443876.9923,440850.5236,442477.9349,446573.4981,448148.2596,449230.5911,447732.615,446095.5208,446522.5516,451344.6788,451223.636,446640.3443,443682.1272,445042.8783,447457.3827,447930.1782,449250.6616,450641.7809,448269.759,447295.9785,445461.3261,443050.2565,443527.3186,446432.7571,446521.0718,448738.0368,447738.087,448190.7556,449430.7563,451580.6012,452491.4356,451166.1875,450033.4748,449878.5712,448556.5983,451918.6256,454730.0706,455274.3957,455602.9453,455809.5963,456447.0724,457268.8137,455633.817,453367.4283,325902.6026
SSK,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99199.6555,99275.17098,99352.40757,99736.8482,100246.1467,100829.851,101592.59,102304.7787,103141.6352,103992.3366,104770.1134,105244.7353,105941.5259,106354.6886,106702.1187,106920.4723,107076.8239,107261.7023,107359.1006,107427.1726,107485.9718,107613.3266,107471.1316,107650.5672,107946.5517,108160.723,108401.5374,108557.371,108564.9514,108637.6849,108498.9116,108437.4381,108657.906,108713.8466,108638.8004,108607.7287,108708.3099,108557.2258,108678.8903,108798.3545,108819.8052,108738.5132,108684.0187,108592.0516,108652.9827,108789.3603,108711.9829,108846.1615,108699.0583,108687.7844,108433.4885,108594.6752,108215.787,108367.875,108413.3058,108457.0788,108457.5338,108246.4307,108374.5277,108549.3822,108614.3633,108669.6606,108648.6151,108646.7578,108550.7271,108603.8464,108460.9143,108549.7088,108678.1025,108607.6322,108783.858,108654.5862,108894.8243,108926.7092,108944.3444,108864.2106,108913.1549,108700.0167,108841.0994,108899.2735,108937.8016,108903.4684,108958.4807,108861.3457,108963.4541,108976.5499,109130.8785,108816.3814,108624.6991,108723.8063,108727.5425,108875.9485,108936.4542,108896.0871,108661.0104,108629.4412,108340.0695,108436.6021,108218.1156,108373.9183,108200.0728,108397.5031,108204.2827,108315.1316,108362.1968,108328.9196,108406.9361,108454.6464,108349.3928,108299.2002,108322.5081,108450.9734,108566.9813,108575.1936,108623.531,108692.4078,108736.1448,108747.2548,108776.9316,108651.0808,115391.0609
SSK1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99199.6555,99275.17098,99352.40757,99736.8482,100246.1467,100829.851,101592.59,102304.7787,103141.6352,103992.3366,104770.1134,105244.7353,105941.5259,106354.6886,106702.1187,106920.4723,107076.8239,107261.7023,107359.1006,107427.1726,107485.9718,107613.3266,107471.1316,107650.5672,107946.5517,108160.723,108401.5374,108557.371,108564.9514,108637.6849,108498.9116,108437.4381,108657.906,108713.8466,108638.8004,108607.7287,108708.3099,108557.2258,108678.8903,108798.3545,108819.8052,108738.5132,108684.0187,108592.0516,108652.9827,108789.3603,108711.9829,108846.1615,108699.0583,108687.7844,108433.4885,108594.6752,108215.787,108367.875,108413.3058,108457.0788,108457.5338,108246.4307,108374.5277,108549.3822,108614.3633,108669.6606,108648.6151,108646.7578,108550.7271,108603.8464,108460.9143,108549.7088,108678.1025,108607.6322,108783.858,108654.5862,108894.8243,108926.7092,108944.3444,108864.2106,108913.1549,108700.0167,108841.0994,108899.2735,108937.8016,108903.4684,108958.4807,108861.3457,108963.4541,108976.5499,109130.8785,108816.3814,108624.6991,108723.8063,108727.5425,108875.9485,108936.4542,108896.0871,108661.0104,108629.4412,108340.0695,108436.6021,108218.1156,108373.9183,108200.0728,108397.5031,108204.2827,108315.1316,108362.1968,108328.9196,108406.9361,108454.6464,108349.3928,108299.2002,108322.5081,108450.9734,108566.9813,108575.1936,108623.531,108692.4078,108736.1448,108747.2548,108776.9316,108651.0808,115391.0609
SSK2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99199.6555,99275.17098,99352.40757,99736.8482,100246.1467,100829.851,101592.59,102304.7787,103141.6352,103992.3366,104770.1134,105244.7353,105941.5259,106354.6886,106702.1187,106920.4723,107076.8239,107261.7023,107359.1006,107427.1726,107485.9718,107613.3266,107471.1316,107650.5672,107946.5517,108160.723,108401.5374,108557.371,108564.9514,108637.6849,108498.9116,108437.4381,108657.906,108713.8466,108638.8004,108607.7287,108708.3099,108557.2258,108678.8903,108798.3545,108819.8052,108738.5132,108684.0187,108592.0516,108652.9827,108789.3603,108711.9829,108846.1615,108699.0583,108687.7844,108433.4885,108594.6752,108215.787,108367.875,108413.3058,108457.0788,108457.5338,108246.4307,108374.5277,108549.3822,108614.3633,108669.6606,108648.6151,108646.7578,108550.7271,108603.8464,108460.9143,108549.7088,108678.1025,108607.6322,108783.858,108654.5862,108894.8243,108926.7092,108944.3444,108864.2106,108913.1549,108700.0167,108841.0994,108899.2735,108937.8016,108903.4684,108958.4807,108861.3457,108963.4541,108976.5499,109130.8785,108816.3814,108624.6991,108723.8063,108727.5425,108875.9485,108936.4542,108896.0871,108661.0104,108629.4412,108340.0695,108436.6021,108218.1156,108373.9183,108200.0728,108397.5031,108204.2827,108315.1316,108362.1968,108328.9196,108406.9361,108454.6464,108349.3928,108299.2002,108322.5081,108450.9734,108566.9813,108575.1936,108623.531,108692.4078,108736.1448,108747.2548,108776.9316,108651.0808,115391.0609
SSK3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99199.6555,99275.17098,99352.40757,99736.8482,100246.1467,100829.851,101592.59,102304.7787,103141.6352,103992.3366,104770.1134,105244.7353,105941.5259,106354.6886,106702.1187,106920.4723,107076.8239,107261.7023,107359.1006,107427.1726,107485.9718,107613.3266,107471.1316,107650.5672,107946.5517,108160.723,108401.5374,108557.371,108564.9514,108637.6849,108498.9116,108437.4381,108657.906,108713.8466,108638.8004,108607.7287,108708.3099,108557.2258,108678.8903,108798.3545,108819.8052,108738.5132,108684.0187,108592.0516,108652.9827,108789.3603,108711.9829,108846.1615,108699.0583,108687.7844,108433.4885,108594.6752,108215.787,108367.875,108413.3058,108457.0788,108457.5338,108246.4307,108374.5277,108549.3822,108614.3633,108669.6606,108648.6151,108646.7578,108550.7271,108603.8464,108460.9143,108549.7088,108678.1025,108607.6322,108783.858,108654.5862,108894.8243,108926.7092,108944.3444,108864.2106,108913.1549,108700.0167,108841.0994,108899.2735,108937.8016,108903.4684,108958.4807,108861.3457,108963.4541,108976.5499,109130.8785,108816.3814,108624.6991,108723.8063,108727.5425,108875.9485,108936.4542,108896.0871,108661.0104,108629.4412,108340.0695,108436.6021,108218.1156,108373.9183,108200.0728,108397.5031,108204.2827,108315.1316,108362.1968,108328.9196,108406.9361,108454.6464,108349.3928,108299.2002,108322.5081,108450.9734,108566.9813,108575.1936,108623.531,108692.4078,108736.1448,108747.2548,108776.9316,108651.0808,115391.0609
SSK4,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99199.6555,99275.17098,99352.40757,99736.8482,100246.1467,100829.851,101592.59,102304.7787,103141.6352,103992.3366,104770.1134,105244.7353,105941.5259,106354.6886,106702.1187,106920.4723,107076.8239,107261.7023,107359.1006,107427.1726,107485.9718,107613.3266,107471.1316,107650.5672,107946.5517,108160.723,108401.5374,108557.371,108564.9514,108637.6849,108498.9116,108437.4381,108657.906,108713.8466,108638.8004,108607.7287,108708.3099,108557.2258,108678.8903,108798.3545,108819.8052,108738.5132,108684.0187,108592.0516,108652.9827,108789.3603,108711.9829,108846.1615,108699.0583,108687.7844,108433.4885,108594.6752,108215.787,108367.875,108413.3058,108457.0788,108457.5338,108246.4307,108374.5277,108549.3822,108614.3633,108669.6606,108648.6151,108646.7578,108550.7271,108603.8464,108460.9143,108549.7088,108678.1025,108607.6322,108783.858,108654.5862,108894.8243,108926.7092,108944.3444,108864.2106,108913.1549,108700.0167,108841.0994,108899.2735,108937.8016,108903.4684,108958.4807,108861.3457,108963.4541,108976.5499,109130.8785,108816.3814,108624.6991,108723.8063,108727.5425,108875.9485,108936.4542,108896.0871,108661.0104,108629.4412,108340.0695,108436.6021,108218.1156,108373.9183,108200.0728,108397.5031,108204.2827,108315.1316,108362.1968,108328.9196,108406.9361,108454.6464,108349.3928,108299.2002,108322.5081,108450.9734,108566.9813,108575.1936,108623.531,108692.4078,108736.1448,108747.2548,108776.9316,108651.0808,115391.0609
SSK5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99199.6555,99275.17098,99352.40757,99736.8482,100246.1467,100829.851,101592.59,102304.7787,103141.6352,103992.3366,104770.1134,105244.7353,105941.5259,106354.6886,106702.1187,106920.4723,107076.8239,107261.7023,107359.1006,107427.1726,107485.9718,107613.3266,107471.1316,107650.5672,107946.5517,108160.723,108401.5374,108557.371,108564.9514,108637.6849,108498.9116,108437.4381,108657.906,108713.8466,108638.8004,108607.7287,108708.3099,108557.2258,108678.8903,108798.3545,108819.8052,108738.5132,108684.0187,108592.0516,108652.9827,108789.3603,108711.9829,108846.1615,108699.0583,108687.7844,108433.4885,108594.6752,108215.787,108367.875,108413.3058,108457.0788,108457.5338,108246.4307,108374.5277,108549.3822,108614.3633,108669.6606,108648.6151,108646.7578,108550.7271,108603.8464,108460.9143,108549.7088,108678.1025,108607.6322,108783.858,108654.5862,108894.8243,108926.7092,108944.3444,108864.2106,108913.1549,108700.0167,108841.0994,108899.2735,108937.8016,108903.4684,108958.4807,108861.3457,108963.4541,108976.5499,109130.8785,108816.3814,108624.6991,108723.8063,108727.5425,108875.9485,108936.4542,108896.0871,108661.0104,108629.4412,108340.0695,108436.6021,108218.1156,108373.9183,108200.0728,108397.5031,108204.2827,108315.1316,108362.1968,108328.9196,108406.9361,108454.6464,108349.3928,108299.2002,108322.5081,108450.9734,108566.9813,108575.1936,108623.531,108692.4078,108736.1448,108747.2548,108776.9316,108651.0808,115391.0609
SSK6,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99199.6555,99275.17098,99352.40757,99736.8482,100246.1467,100829.851,101592.59,102304.7787,103141.6352,103992.3366,104770.1134,105244.7353,105941.5259,106354.6886,106702.1187,106920.4723,107076.8239,107261.7023,107359.1006,107427.1726,107485.9718,107613.3266,107471.1316,107650.5672,107946.5517,108160.723,108401.5374,108557.371,108564.9514,108637.6849,108498.9116,108437.4381,108657.906,108713.8466,108638.8004,108607.7287,108708.3099,108557.2258,108678.8903,108798.3545,108819.8052,108738.5132,108684.0187,108592.0516,108652.9827,108789.3603,108711.9829,108846.1615,108699.0583,108687.7844,108433.4885,108594.6752,108215.787,108367.875,108413.3058,108457.0788,108457.5338,108246.4307,108374.5277,108549.3822,108614.3633,108669.6606,108648.6151,108646.7578,108550.7271,108603.8464,108460.9143,108549.7088,108678.1025,108607.6322,108783.858,108654.5862,108894.8243,108926.7092,108944.3444,108864.2106,108913.1549,108700.0167,108841.0994,108899.2735,108937.8016,108903.4684,108958.4807,108861.3457,108963.4541,108976.5499,109130.8785,108816.3814,108624.6991,108723.8063,108727.5425,108875.9485,108936.4542,108896.0871,108661.0104,108629.4412,108340.0695,108436.6021,108218.1156,108373.9183,108200.0728,108397.5031,108204.2827,108315.1316,108362.1968,108328.9196,108406.9361,108454.6464,108349.3928,108299.2002,108322.5081,108450.9734,108566.9813,108575.1936,108623.531,108692.4078,108736.1448,108747.2548,108776.9316,108651.0808,115391.0609
MES,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310779.078,4263025.071,4302424.007,4331100.836,4156941.643,4243658.329,4130975.403,4161873.589,4077614.729,4137097.192,4174987.084,4266681.1,4251764.849,4335660.99,4355866.965,4302995.448,4450728.421,4461489.221,4370136.078,4463375.882,4415227.936,4163473.066,4280219.606,4342924.952,4287329.407,4315491.327,4273015.25,4184830.372,4211280.036,4113429.484,3934111.802,3974178.589,3898783.147,3809802.165,3824191.75,3834830.38,3702544.975,3906734.006,4031030.038,4045233.048,4061044.317,3913197.686,3876133.78,3924712.485,3962703.156,3879030.026,3975827.532,3918678.536,3883557.603,3932409.847,3895404.6,3860719.029,3963425.701,4070565.944,4041762.114,4051406.319,4000029.903,3971048.651,4082369.303,4131033.417,4097699.379,4187577.253,4106712.296,4040354.637,4130841.895,4179344.344,4156399.757,4249454.492,4195919.602,4234327.555,4121521.955,4092286.509,3923915.545,3930371.602,3816167.521,3934452.282,3886286.942,3863264.103,3891518.519,3947368.205,3826145.782,3843289.43,3934002.87,3879277.598,3936844.012,3965781.622,3787948.392,3839251.734,3875439.706,3735681.974,3849501.827,3831388.493,3862650.102,3923348.763,3866977.229,3755098.655,3792887.938,3638546.309,3460840.506,3327876.131,3093670.318,2971121.51,2627056.642,2627527.28,2539388.187,2491185.394,2492640.388,2512209.414,2581203.967,2464670.556,2588869.124,2562334.936,2228849.819,2168768.994,1968855.627,1935568.342,1841554.178,1702953.526,1687918.949,1464471.639,1551404.175
MES1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310779.078,4263025.071,4302424.007,4331100.836,4156941.643,4243658.329,4130975.403,4161873.589,4077614.729,4137097.192,4174987.084,4266681.1,4251764.849,4335660.99,4355866.965,4302995.448,4450728.421,4461489.221,4370136.078,4463375.882,4415227.936,4163473.066,4280219.606,4342924.952,4287329.407,4315491.327,4273015.25,4184830.372,4211280.036,4113429.484,3934111.802,3974178.589,3898783.147,3809802.165,3824191.75,3834830.38,3702544.975,3906734.006,4031030.038,4045233.048,4061044.317,3913197.686,3876133.78,3924712.485,3962703.156,3879030.026,3975827.532,3918678.536,3883557.603,3932409.847,3895404.6,3860719.029,3963425.701,4070565.944,4041762.114,4051406.319,4000029.903,3971048.651,4082369.303,4131033.417,4097699.379,4187577.253,4106712.296,4040354.637,4130841.895,4179344.344,4156399.757,4249454.492,4195919.602,4234327.555,4121521.955,4092286.509,3923915.545,3930371.602,3816167.521,3934452.282,3886286.942,3863264.103,3891518.519,3947368.205,3826145.782,3843289.43,3934002.87,3879277.598,3936844.012,3965781.622,3787948.392,3839251.734,3875439.706,3735681.974,3849501.827,3831388.493,3862650.102,3923348.763,3866977.229,3755098.655,3792887.938,3638546.309,3460840.506,3327876.131,3093670.318,2971121.51,2627056.642,2627527.28,2539388.187,2491185.394,2492640.388,2512209.414,2581203.967,2464670.556,2588869.124,2562334.936,2228849.819,2168768.994,1968855.627,1935568.342,1841554.178,1702953.526,1687918.949,1464471.639,1551404.175
GRH,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279240.6218,281920.9341,284700.9039,284639.6249,283953.708,281895.6234,280545.3531,278440.2134,276966.0945,277182.8043,278334.1545,277439.9651,277075.068,276651.273,276677.0575,276635.5273,276569.785,275808.471,273926.2995,271514.9792,268859.5576,269750.8807,270134.3201,269954.8808,271061.172,271888.3522,272101.9092,271042.9269,269600.0563,269009.348,268655.3143,268775.9496,270304.3763,272257.5524,273878.421,274789.2849,274348.6308,271642.197,269135.6185,268327.4503,269424.2992,270600.8838,270500.4819,269984.6419,269111.355,270267.5938,269481.093,270725.5849,269963.1062,269382.6321,268149.635,268794.8499,268657.3691,267424.0425,265290.3772,265205.48,266572.4487,263993.5503,261941.3949,263170.5819,263557.3556,261957.8216,260721.8631,259810.1798,258316.6252,256594.1445,256844.339,258371.3317,260519.5897,260237.0301,261991.9967,264675.6392,266043.0824,267708.6744,267686.0124,266763.4111,267676.0621,267249.0196,268336.9685,271659.4411,272773.0249,271849.6321,268586.7667,266831.2741,269467.5872,272142.6391,272450.7715,270731.5948,268475.4963,266981.8459,266416.4184,268475.7004,270209.6581,270842.1653,269303.3328,268909.4319,266533.7483,264709.4517,263019.1979,263491.0559,264089.8205,265933.5078,264809.4342,260985.1705,258350.6881,257537.0273,256755.6812,256545.0712,256156.4511,255038.5222,254549.9429,253749.0649,252515.6318,250688.7516,249669.9014,251288.9699,251677.0507,252749.8371,252421.7805,250407.9315,265690.6142
MAC,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2407893.943,2485751.09,2425056.168,2403141.066,2359278.685,2425317.033,2397890.344,2409017.959,2484381.001,2743203.266,2750818.533,2215814.849,2172898.749,2133307.515,2086441.48,2049453.162,2081055.114,2111870.728,2065834.778,2108483.774,2133501.932,2385110.874,2560522.651,2483435.118,2170439.787,2156351.68,2144428.391,2103524.363,2137055.17,2382242.852,2430325.129,2344522.425,2398442.193,2416132.843,2455349.501,2369718.678,2397553.625,2279665.806,2193868.805,2176038.364,2334104.145,2343459.619,2372011.486,2473223.95,2377984.617,2490542.349,2437360.824,2483088.366,2399684.727,2541297.949,2333311.944,2793106.785,2278444.876,2441692.648,2376820.94,2478891.719,2518657.907,2253284.769,2155094.401,2242550.742,2260505.253,2293464.799,2151558.35,2307370.091,2254208.758,2388043.056,2234749.051,2085039.273,2101719.335,2066230.953,2341303.466,2209453.772,2273747.103,2465347.141,2810559.816,2702353.04,2509376.482,2402051.516,2411249.903,2479658.051,2392068.808,2348808.141,2324888.864,2348955.879,2495834.975,2437982.093,2431707.156,2463499.171,2423333.114,2418045.426,2387416.47,2409282.719,2450601.214,2485125.913,2333114.9,2636899.028,2488029.148,2518212.855,2436543.794,2535097.604,2397710.011,2772005.639,2308099.76,2260618.756,2289395.132,2145211.103,2538842.309,2144720.378,2524861.587,2160523.465,2502624.754,2252595.484,2253351.401,2329180.486,2259916.328,2347948.272,2258290.865,2335351.687,2229585.005,2338058.465,2239850.13
HAD,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8007878.776,8072676.678,8131293.548,8146352.509,8126730.154,8126077.1,8135282.639,8122348.389,8109348.787,8119773.426,8127489.553,8135588.683,8118396.008,8116192.064,8138516.645,8159671.175,8129464.815,8094740.662,8078100.579,8033971.302,8026017.583,7983208.022,7947007.496,7926252.375,7889852.351,7869062.68,7859808.103,7803167.021,7752951.529,7688882.505,7642573.255,7608969.738,7563617.653,7525328.858,7508891.025,7521126.592,7491506.106,7449390.442,7433692.567,7399134.273,7346022.081,7296785.209,7299159.036,7227020.861,7200132.803,7166936.669,7165564.638,7184154.495,7167098.11,7098018.818,7043575.803,7041388.379,7040634.58,7061485.83,7036149.338,7006020.63,7023299.753,7057879.601,7036030.989,7038914.253,7012862.824,6966231.404,6976793.859,6969035.625,6941656.36,6920838.45,6959844.584,7033780.104,7089663.13,7123111.737,7155747.223,7202640.443,7209376.388,7239825.558,7260900.391,7233143.035,7228844.77,7226776.66,7259503.886,7327938.571,7337871.458,7338047.461,7313510.551,7269570.799,7273153.639,7343550.117,7318635.192,7283538.238,7237414.378,7238622.926,7274121.066,7250009.327,7207983.037,7214367.697,7185434.267,7185749.347,7181678.553,7123174.67,7098750.993,7075815.413,7052983.802,7056878.085,7056952.179,7079350.657,7121359.316,7109865.39,7079792.929,7034481.774,7002510.012,6992326.87,6962560.571,6956566.687,6993984.257,6998323.959,6976487.041,6939289.943,6911878.575,6868542.568,6818304.06,6781858.144,5707170.926
SAI,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272875.08,1318656.098,1338491.881,1360670.911,1339468.961,1354547.454,1358644.409,1346547.967,1343520.781,1334380.86,1318228.052,1304567.69,1291576.109,1272890.684,1260292.297,1260063.867,1262729.957,1277444.025,1279756.905,1282977.828,1282290.898,1286103.51,1282590.927,1277313.315,1277899.571,1274571.751,1271809.135,1267359.323,1261884.689,1262433.399,1270077.345,1271801.346,1247053.307,1269789.8,1272691.245,1280646.107,1262155.959,1266716.447,1265506.873,1267025.48,1269099.849,1241346.181,1246311.505,1242469.964,1250082.106,1258371.976,1256415.379,1264824.4,1270668.87,1267344.118,1271401.172,1263481.939,1266177.329,1260586.588,1260387.308,1257406.15,1259405.654,1264296.677,1262819.07,1264686.795,1265416.47,1259248.526,1262914.96,1258837.284,1257124.822,1254744.367,1258138.108,1252598.779,1258525.287,1252101.352,1260125.329,1273318.759,1236512.068,1264180.106,1247819.812,1257057.707,1265085.603,1272126.496,1242433.707,1264660.954,1274533.551,1253571.786,1256678.834,1261887.212,1267484.782,1277504.311,1258023.866,1269387.875,1277345.279,1262472.641,1256062.136,1251222.996,1262991.866,1262371.533,1266956.597,1267980.292,1261440.018,1266672.5,1274326.259,1276318.16,1281797.903,1280317.333,1280414.259,1278599.976,1274690.481,1274753.804,1267929.374,1274681.301,1266731.646,1267574.599,1265018.195,1276531.563,1279169.932,1285022.632,1276788.478,1281443.204,1279760.524,1273265.931,1278218.089,1276563.17,839304.9763
RED,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571789.1291,556726.2892,554216.2409,577173.2732,589110.1441,584719.0384,561858.4602,545512.4328,576771.3365,579620.775,589996.1338,645873.9961,666759.2861,664198.2817,674115.4387,702194.122,695172.5712,720553.6905,737696.8194,758092.6545,750879.8961,709065.7174,761540.8713,801744.1843,798597.0912,796865.1412,785729.1274,764985.7443,791043.7655,755694.5212,729967.3906,752161.7077,682446.4052,673690.8779,666973.3871,717738.6751,664349.1909,707518.5142,715331.4311,702655.1059,672781.6711,675317.9725,687341.5831,654039.8502,649323.1058,632913.879,693792.7973,644105.2883,654044.4417,609680.6907,635769.1258,608075.7767,677182.0426,664439.4192,651164.1909,634531.9543,629820.3488,641848.2961,682372.2963,668003.0071,662617.955,671481.1344,688023.7284,684211.3956,701595.5992,683775.2691,709897.6175,719823.2091,705642.8928,740854.4693,688612.3451,705026.0711,649021.8221,677472.9023,635071.5107,672247.7323,633842.4162,661994.7253,645597.9585,635155.5371,629400.8105,598967.2275,621327.2744,621453.5533,636237.4824,649394.8659,591711.7422,586443.861,610438.8881,615437.2444,604591.7974,571626.9728,642054.7813,600740.1592,608389.4281,594366.5756,585901.5105,567380.0355,601366.7638,558848.1335,539743.1186,517529.9636,533949.55,549339.8539,516829.7708,508212.5743,487069.6189,505961.9905,495518.5812,447396.7454,449388.166,445203.3541,413929.9336,417139.3377,377016.3256,372354.8721,357856.9697,349374.3099,336227.571,297260.7495,261655.2468
