Year,species,biomass,scenario
2065,Mesopelagic Fish,18669403.3,Precautionary Fishing
2066,Mesopelagic Fish,18378651,Precautionary Fishing
2067,Mesopelagic Fish,19153963,Precautionary Fishing
2068,Mesopelagic Fish,19320722.54,Precautionary Fishing
2015,Greenland Halibut,990237.3517,Precautionary Fishing
2016,Greenland Halibut,961248.3536,Precautionary Fishing
2017,Greenland Halibut,929934.0244,Precautionary Fishing
2018,Greenland Halibut,904103.3987,Precautionary Fishing
2019,Greenland Halibut,880628.7878,Precautionary Fishing
2020,Greenland Halibut,866564.2584,Precautionary Fishing
2021,Greenland Halibut,856328.5013,Precautionary Fishing
2022,Greenland Halibut,846430.9927,Precautionary Fishing
2023,Greenland Halibut,839087.586,Precautionary Fishing
2024,Greenland Halibut,835547.9894,Precautionary Fishing
2025,Greenland Halibut,837954.6148,Precautionary Fishing
2026,Greenland Halibut,837591.8716,Precautionary Fishing
2027,Greenland Halibut,833686.5913,Precautionary Fishing
2028,Greenland Halibut,834691.4594,Precautionary Fishing
2029,Greenland Halibut,834864.7009,Precautionary Fishing
2030,Greenland Halibut,834531.0979,Precautionary Fishing
2031,Greenland Halibut,832469.8615,Precautionary Fishing
2032,Greenland Halibut,831873.0993,Precautionary Fishing
2033,Greenland Halibut,830517.1744,Precautionary Fishing
2034,Greenland Halibut,827006.9062,Precautionary Fishing
2035,Greenland Halibut,822059.5697,Precautionary Fishing
2036,Greenland Halibut,820536.6862,Precautionary Fishing
2037,Greenland Halibut,819664.8319,Precautionary Fishing
2038,Greenland Halibut,818274.2361,Precautionary Fishing
2039,Greenland Halibut,815418.7213,Precautionary Fishing
2040,Greenland Halibut,813395.8035,Precautionary Fishing
2041,Greenland Halibut,810622.42,Precautionary Fishing
2042,Greenland Halibut,812069.7282,Precautionary Fishing
2043,Greenland Halibut,813052.1753,Precautionary Fishing
2044,Greenland Halibut,813964.6408,Precautionary Fishing
2045,Greenland Halibut,813048.0308,Precautionary Fishing
2046,Greenland Halibut,816594.7207,Precautionary Fishing
2047,Greenland Halibut,819194.7928,Precautionary Fishing
2048,Greenland Halibut,823001.8467,Precautionary Fishing
2049,Greenland Halibut,823453.4563,Precautionary Fishing
2050,Greenland Halibut,826489.9646,Precautionary Fishing
2051,Greenland Halibut,828482.0693,Precautionary Fishing
2052,Greenland Halibut,828280.3628,Precautionary Fishing
2053,Greenland Halibut,826102.869,Precautionary Fishing
2054,Greenland Halibut,824290.6989,Precautionary Fishing
2055,Greenland Halibut,826689.8407,Precautionary Fishing
2056,Greenland Halibut,827316.2863,Precautionary Fishing
2057,Greenland Halibut,824661.4978,Precautionary Fishing
2058,Greenland Halibut,823841.1004,Precautionary Fishing
2059,Greenland Halibut,821300.1009,Precautionary Fishing
2060,Greenland Halibut,818955.447,Precautionary Fishing
2061,Greenland Halibut,817523.1029,Precautionary Fishing
2062,Greenland Halibut,813461.5117,Precautionary Fishing
2063,Greenland Halibut,810523.6437,Precautionary Fishing
2064,Greenland Halibut,810317.4505,Precautionary Fishing
2065,Greenland Halibut,810475.5251,Precautionary Fishing
2066,Greenland Halibut,815197.0474,Precautionary Fishing
2067,Greenland Halibut,813400.5602,Precautionary Fishing
2068,Greenland Halibut,809618.0938,Precautionary Fishing
2015,Mackerel,5014791.478,Precautionary Fishing
2016,Mackerel,5032305.408,Precautionary Fishing
2017,Mackerel,5070128.335,Precautionary Fishing
2018,Mackerel,5061448.904,Precautionary Fishing
2019,Mackerel,5048695.299,Precautionary Fishing
2020,Mackerel,5080518.365,Precautionary Fishing
2021,Mackerel,5166254.55,Precautionary Fishing
2022,Mackerel,5155107.165,Precautionary Fishing
2023,Mackerel,5147529.546,Precautionary Fishing
2024,Mackerel,5206926.705,Precautionary Fishing
2025,Mackerel,5178427.108,Precautionary Fishing
2026,Mackerel,5154100.839,Precautionary Fishing
2027,Mackerel,5152420.154,Precautionary Fishing
2028,Mackerel,5188293.091,Precautionary Fishing
2029,Mackerel,5253934.916,Precautionary Fishing
2030,Mackerel,5255156.773,Precautionary Fishing
2031,Mackerel,5248967.864,Precautionary Fishing
2032,Mackerel,5232238.891,Precautionary Fishing
2033,Mackerel,5246604.506,Precautionary Fishing
2034,Mackerel,5294630.702,Precautionary Fishing
2035,Mackerel,5305146.002,Precautionary Fishing
2036,Mackerel,5267189.925,Precautionary Fishing
2037,Mackerel,5273160.332,Precautionary Fishing
2038,Mackerel,5231807.222,Precautionary Fishing
2039,Mackerel,5204105.396,Precautionary Fishing
2040,Mackerel,5189871.589,Precautionary Fishing
2041,Mackerel,5212772.019,Precautionary Fishing
2042,Mackerel,5240713.229,Precautionary Fishing
2043,Mackerel,5312614.512,Precautionary Fishing
2044,Mackerel,5316241.211,Precautionary Fishing
2045,Mackerel,5340467.28,Precautionary Fishing
2046,Mackerel,5312725.979,Precautionary Fishing
2047,Mackerel,5292931.726,Precautionary Fishing
2048,Mackerel,5286706.969,Precautionary Fishing
2049,Mackerel,5290040.314,Precautionary Fishing
2050,Mackerel,5259739.366,Precautionary Fishing
2051,Mackerel,5246406.831,Precautionary Fishing
2052,Mackerel,5222067.348,Precautionary Fishing
2053,Mackerel,5237929.284,Precautionary Fishing
2054,Mackerel,5222398.514,Precautionary Fishing
2055,Mackerel,5266263.857,Precautionary Fishing
2056,Mackerel,5304926.084,Precautionary Fishing
2057,Mackerel,5308475.211,Precautionary Fishing
2058,Mackerel,5313337.466,Precautionary Fishing
2059,Mackerel,5327686.185,Precautionary Fishing
2060,Mackerel,5334978.994,Precautionary Fishing
2061,Mackerel,5361701.521,Precautionary Fishing
2062,Mackerel,5320947.931,Precautionary Fishing
2063,Mackerel,5277233.315,Precautionary Fishing
2064,Mackerel,5257874.434,Precautionary Fishing
2065,Mackerel,5226629.349,Precautionary Fishing
2066,Mackerel,5177625.924,Precautionary Fishing
2067,Mackerel,5156914.453,Precautionary Fishing
2068,Mackerel,5014380.323,Precautionary Fishing
2015,Haddock,369734.7765,Precautionary Fishing
2016,Haddock,432143.2109,Precautionary Fishing
2017,Haddock,476766.5337,Precautionary Fishing
2018,Haddock,502739.0096,Precautionary Fishing
2019,Haddock,501127.4874,Precautionary Fishing
2020,Haddock,640619.507,Precautionary Fishing
2021,Haddock,847871.0626,Precautionary Fishing
2022,Haddock,980043.5324,Precautionary Fishing
2023,Haddock,1056329.967,Precautionary Fishing
2024,Haddock,1076526.488,Precautionary Fishing
2025,Haddock,985570.4958,Precautionary Fishing
2026,Haddock,878276.6384,Precautionary Fishing
2027,Haddock,775760.0334,Precautionary Fishing
2028,Haddock,697921.8985,Precautionary Fishing
2029,Haddock,630617.1949,Precautionary Fishing
2030,Haddock,572044.5172,Precautionary Fishing
2031,Haddock,829480.0761,Precautionary Fishing
2032,Haddock,1193955.464,Precautionary Fishing
2033,Haddock,1450638.05,Precautionary Fishing
2034,Haddock,1580904.125,Precautionary Fishing
2035,Haddock,1595918.574,Precautionary Fishing
2036,Haddock,1442260.077,Precautionary Fishing
2037,Haddock,1296944.837,Precautionary Fishing
2038,Haddock,1127544.144,Precautionary Fishing
2039,Haddock,1001564.96,Precautionary Fishing
2040,Haddock,866959.8959,Precautionary Fishing
2041,Haddock,796736.1784,Precautionary Fishing
2042,Haddock,732199.6426,Precautionary Fishing
2043,Haddock,667815.4389,Precautionary Fishing
2044,Haddock,668032.4496,Precautionary Fishing
2045,Haddock,706952.0235,Precautionary Fishing
2046,Haddock,722804.4282,Precautionary Fishing
2047,Haddock,716518.5151,Precautionary Fishing
2048,Haddock,688727.6256,Precautionary Fishing
2049,Haddock,632786.9073,Precautionary Fishing
2050,Haddock,588976.6697,Precautionary Fishing
2051,Haddock,496962.6068,Precautionary Fishing
2052,Haddock,470583.9046,Precautionary Fishing
2053,Haddock,448101.6258,Precautionary Fishing
2054,Haddock,420639.9873,Precautionary Fishing
2055,Haddock,383833.647,Precautionary Fishing
2056,Haddock,352725.7804,Precautionary Fishing
2057,Haddock,320878.1431,Precautionary Fishing
2058,Haddock,296033.0164,Precautionary Fishing
2059,Haddock,273883.763,Precautionary Fishing
2060,Haddock,263358.5363,Precautionary Fishing
2061,Haddock,259590.9349,Precautionary Fishing
2062,Haddock,257877.8626,Precautionary Fishing
2063,Haddock,257835.6277,Precautionary Fishing
2064,Haddock,250432.6207,Precautionary Fishing
2065,Haddock,251370.05,Precautionary Fishing
2066,Haddock,377845.1465,Precautionary Fishing
2067,Haddock,548857.3412,Precautionary Fishing
2068,Haddock,664832.9101,Precautionary Fishing
2015,Saithe,777576.3056,Precautionary Fishing
2016,Saithe,948660.0804,Precautionary Fishing
2017,Saithe,1154210.564,Precautionary Fishing
2018,Saithe,1387454.287,Precautionary Fishing
2019,Saithe,1646571.831,Precautionary Fishing
2020,Saithe,1941920.339,Precautionary Fishing
2021,Saithe,2298595.882,Precautionary Fishing
2022,Saithe,2697756.954,Precautionary Fishing
2023,Saithe,3155725.336,Precautionary Fishing
2024,Saithe,3694942.045,Precautionary Fishing
2025,Saithe,4269069.802,Precautionary Fishing
2026,Saithe,4879314.539,Precautionary Fishing
2027,Saithe,5590439.304,Precautionary Fishing
2028,Saithe,6371326.364,Precautionary Fishing
2029,Saithe,7145818.106,Precautionary Fishing
2030,Saithe,7933956.041,Precautionary Fishing
2031,Saithe,8663530.187,Precautionary Fishing
2032,Saithe,9345129.478,Precautionary Fishing
2033,Saithe,9971964.784,Precautionary Fishing
2034,Saithe,10513076.43,Precautionary Fishing
2035,Saithe,11033685.15,Precautionary Fishing
2036,Saithe,11358717.57,Precautionary Fishing
2037,Saithe,11764155.22,Precautionary Fishing
2038,Saithe,12196985.57,Precautionary Fishing
2039,Saithe,12665701.74,Precautionary Fishing
2040,Saithe,13133184.19,Precautionary Fishing
2041,Saithe,13818257.45,Precautionary Fishing
2042,Saithe,14474416.1,Precautionary Fishing
2043,Saithe,14937248.75,Precautionary Fishing
2044,Saithe,15343131.05,Precautionary Fishing
2045,Saithe,15659971.45,Precautionary Fishing
2046,Saithe,15817571.8,Precautionary Fishing
2047,Saithe,15950736.38,Precautionary Fishing
2048,Saithe,16095756.41,Precautionary Fishing
2049,Saithe,16393274.09,Precautionary Fishing
2050,Saithe,16532892.37,Precautionary Fishing
2051,Saithe,16685108.4,Precautionary Fishing
2052,Saithe,16719104.66,Precautionary Fishing
2053,Saithe,16761025.49,Precautionary Fishing
2054,Saithe,16815506.39,Precautionary Fishing
2055,Saithe,17133441.87,Precautionary Fishing
2056,Saithe,17419980.76,Precautionary Fishing
2057,Saithe,17613271.81,Precautionary Fishing
2058,Saithe,17765297.79,Precautionary Fishing
2059,Saithe,17938124.61,Precautionary Fishing
2060,Saithe,18055327.79,Precautionary Fishing
2061,Saithe,18066131.48,Precautionary Fishing
2062,Saithe,17937074.25,Precautionary Fishing
2063,Saithe,17810756.85,Precautionary Fishing
2064,Saithe,17803971.48,Precautionary Fishing
2065,Saithe,17801872.78,Precautionary Fishing
2066,Saithe,17752452.73,Precautionary Fishing
2067,Saithe,17738040.81,Precautionary Fishing
2068,Saithe,17763371.86,Precautionary Fishing
2015,Redfish,3320413.326,Precautionary Fishing
2016,Redfish,3275354.804,Precautionary Fishing
2017,Redfish,3350769.169,Precautionary Fishing
2018,Redfish,3215781.68,Precautionary Fishing
2019,Redfish,3183746.245,Precautionary Fishing
2020,Redfish,3362760.555,Precautionary Fishing
2021,Redfish,3082369.253,Precautionary Fishing
2022,Redfish,3197886.593,Precautionary Fishing
2023,Redfish,3111976.753,Precautionary Fishing
2024,Redfish,3136369.542,Precautionary Fishing
2025,Redfish,3022902.168,Precautionary Fishing
2026,Redfish,3256344.453,Precautionary Fishing
2027,Redfish,3241775.71,Precautionary Fishing
2028,Redfish,3292056.917,Precautionary Fishing
2029,Redfish,3407429.811,Precautionary Fishing
2030,Redfish,3199424.653,Precautionary Fishing
2031,Redfish,3093921.872,Precautionary Fishing
2032,Redfish,3267318.488,Precautionary Fishing
2033,Redfish,3125480.976,Precautionary Fishing
2034,Redfish,3234636.351,Precautionary Fishing
2035,Redfish,3013643.192,Precautionary Fishing
2036,Redfish,3127204.444,Precautionary Fishing
2037,Redfish,3121930.256,Precautionary Fishing
2038,Redfish,3168309.442,Precautionary Fishing
2039,Redfish,3094011.33,Precautionary Fishing
2040,Redfish,3360505.295,Precautionary Fishing
2041,Redfish,3216818.215,Precautionary Fishing
2042,Redfish,3218656.532,Precautionary Fishing
2043,Redfish,3278939.842,Precautionary Fishing
2044,Redfish,3242013.922,Precautionary Fishing
2045,Redfish,3245149.451,Precautionary Fishing
2046,Redfish,3197784.691,Precautionary Fishing
2047,Redfish,3275869.61,Precautionary Fishing
2048,Redfish,3318045.978,Precautionary Fishing
2049,Redfish,3320081.432,Precautionary Fishing
2050,Redfish,3221330.929,Precautionary Fishing
2051,Redfish,3280639.357,Precautionary Fishing
2052,Redfish,3161463.288,Precautionary Fishing
2053,Redfish,3351716.904,Precautionary Fishing
2054,Redfish,3323541.708,Precautionary Fishing
2055,Redfish,3401795.311,Precautionary Fishing
2056,Redfish,3280373.992,Precautionary Fishing
2057,Redfish,3231611.964,Precautionary Fishing
2058,Redfish,3396974.598,Precautionary Fishing
2059,Redfish,3342391.477,Precautionary Fishing
2060,Redfish,3336928.659,Precautionary Fishing
2061,Redfish,3214564.025,Precautionary Fishing
2062,Redfish,3355326.008,Precautionary Fishing
2063,Redfish,3517206.102,Precautionary Fishing
2064,Redfish,3459093.159,Precautionary Fishing
2065,Redfish,3401863.21,Precautionary Fishing
2066,Redfish,3472645.338,Precautionary Fishing
2067,Redfish,3343512.609,Precautionary Fishing
2068,Redfish,3770699.344,Precautionary Fishing
2015,Herring,1741122.773,Precautionary Fishing
2016,Herring,1814146.052,Precautionary Fishing
2017,Herring,1851892.089,Precautionary Fishing
2018,Herring,1899902.152,Precautionary Fishing
2019,Herring,1883751.42,Precautionary Fishing
2020,Herring,1899846.689,Precautionary Fishing
2021,Herring,1808900.04,Precautionary Fishing
2022,Herring,1756698.498,Precautionary Fishing
2023,Herring,1724216.172,Precautionary Fishing
2024,Herring,1644037.41,Precautionary Fishing
2025,Herring,1562955.721,Precautionary Fishing
2026,Herring,1472062.39,Precautionary Fishing
2027,Herring,1462566.87,Precautionary Fishing
2028,Herring,1434042.048,Precautionary Fishing
2029,Herring,1346686.117,Precautionary Fishing
2030,Herring,1303587.51,Precautionary Fishing
2031,Herring,1247461.113,Precautionary Fishing
2032,Herring,1194618.076,Precautionary Fishing
2033,Herring,1068670.11,Precautionary Fishing
2034,Herring,961765.5376,Precautionary Fishing
2035,Herring,835060.9297,Precautionary Fishing
2036,Herring,735806.169,Precautionary Fishing
2037,Herring,594134.089,Precautionary Fishing
2038,Herring,495515.983,Precautionary Fishing
2039,Herring,410023.1935,Precautionary Fishing
2040,Herring,334898.4596,Precautionary Fishing
2041,Herring,299840.1429,Precautionary Fishing
2042,Herring,266002.7531,Precautionary Fishing
2043,Herring,217644.2357,Precautionary Fishing
2044,Herring,177499.554,Precautionary Fishing
2045,Herring,138078.7133,Precautionary Fishing
2046,Herring,109352.1401,Precautionary Fishing
2047,Herring,81987.56645,Precautionary Fishing
2048,Herring,64485.61673,Precautionary Fishing
2049,Herring,49380.67056,Precautionary Fishing
2050,Herring,56720.25344,Precautionary Fishing
2051,Herring,65576.65784,Precautionary Fishing
2052,Herring,50098.07511,Precautionary Fishing
2053,Herring,33606.75145,Precautionary Fishing
2054,Herring,21033.96633,Precautionary Fishing
2055,Herring,15125.57024,Precautionary Fishing
2056,Herring,12402.21042,Precautionary Fishing
2057,Herring,10252.45036,Precautionary Fishing
2058,Herring,8266.415501,Precautionary Fishing
2059,Herring,13198.4644,Precautionary Fishing
2060,Herring,16948.92297,Precautionary Fishing
2061,Herring,10682.39731,Precautionary Fishing
2062,Herring,6310.692515,Precautionary Fishing
2063,Herring,5209.619845,Precautionary Fishing
2064,Herring,5252.979632,Precautionary Fishing
2065,Herring,4644.366223,Precautionary Fishing
2066,Herring,3496.455491,Precautionary Fishing
2067,Herring,2453.577739,Precautionary Fishing
2068,Herring,3985.858776,Precautionary Fishing
2015,Northeast Atlantic Cod,5971311.916,Precautionary Fishing
2016,Northeast Atlantic Cod,5872553.389,Precautionary Fishing
2017,Northeast Atlantic Cod,5683904.634,Precautionary Fishing
2018,Northeast Atlantic Cod,5652622.402,Precautionary Fishing
2019,Northeast Atlantic Cod,5587763.612,Precautionary Fishing
2020,Northeast Atlantic Cod,5622288.697,Precautionary Fishing
2021,Northeast Atlantic Cod,5722566.539,Precautionary Fishing
2022,Northeast Atlantic Cod,5696083.752,Precautionary Fishing
2023,Northeast Atlantic Cod,5546300.337,Precautionary Fishing
2024,Northeast Atlantic Cod,5537744.493,Precautionary Fishing
2025,Northeast Atlantic Cod,5757081.924,Precautionary Fishing
2026,Northeast Atlantic Cod,5681827.521,Precautionary Fishing
2027,Northeast Atlantic Cod,5621223.634,Precautionary Fishing
2028,Northeast Atlantic Cod,5630415.778,Precautionary Fishing
2029,Northeast Atlantic Cod,5680245.834,Precautionary Fishing
2030,Northeast Atlantic Cod,5553456.08,Precautionary Fishing
2031,Northeast Atlantic Cod,5509815.223,Precautionary Fishing
2032,Northeast Atlantic Cod,5492243.997,Precautionary Fishing
2033,Northeast Atlantic Cod,5619381.643,Precautionary Fishing
2034,Northeast Atlantic Cod,5532306.878,Precautionary Fishing
2035,Northeast Atlantic Cod,5409123.524,Precautionary Fishing
2036,Northeast Atlantic Cod,5436412.087,Precautionary Fishing
2037,Northeast Atlantic Cod,5476211.751,Precautionary Fishing
2038,Northeast Atlantic Cod,5412591.205,Precautionary Fishing
2039,Northeast Atlantic Cod,5369493.523,Precautionary Fishing
2040,Northeast Atlantic Cod,5337030.877,Precautionary Fishing
2041,Northeast Atlantic Cod,5246755.139,Precautionary Fishing
2042,Northeast Atlantic Cod,5396554.932,Precautionary Fishing
2043,Northeast Atlantic Cod,5397439.362,Precautionary Fishing
2044,Northeast Atlantic Cod,5400928.945,Precautionary Fishing
2045,Northeast Atlantic Cod,5393715.853,Precautionary Fishing
2046,Northeast Atlantic Cod,5470944.805,Precautionary Fishing
2047,Northeast Atlantic Cod,5643309.909,Precautionary Fishing
2048,Northeast Atlantic Cod,5735993.266,Precautionary Fishing
2049,Northeast Atlantic Cod,5644989.932,Precautionary Fishing
2050,Northeast Atlantic Cod,5634207.221,Precautionary Fishing
2051,Northeast Atlantic Cod,5664120.672,Precautionary Fishing
2052,Northeast Atlantic Cod,5618631.658,Precautionary Fishing
2053,Northeast Atlantic Cod,5573456.028,Precautionary Fishing
2054,Northeast Atlantic Cod,5474368.595,Precautionary Fishing
2055,Northeast Atlantic Cod,5683027.95,Precautionary Fishing
2056,Northeast Atlantic Cod,5663409.865,Precautionary Fishing
2057,Northeast Atlantic Cod,5503020.981,Precautionary Fishing
2058,Northeast Atlantic Cod,5507544.93,Precautionary Fishing
2059,Northeast Atlantic Cod,5478971.536,Precautionary Fishing
2060,Northeast Atlantic Cod,5530902.58,Precautionary Fishing
2061,Northeast Atlantic Cod,5563119.417,Precautionary Fishing
2062,Northeast Atlantic Cod,5447160.913,Precautionary Fishing
2063,Northeast Atlantic Cod,5455269.469,Precautionary Fishing
2064,Northeast Atlantic Cod,5389795.231,Precautionary Fishing
2065,Northeast Atlantic Cod,5430490.253,Precautionary Fishing
2066,Northeast Atlantic Cod,5539729.51,Precautionary Fishing
2067,Northeast Atlantic Cod,5568315.987,Precautionary Fishing
2068,Northeast Atlantic Cod,5468906.075,Precautionary Fishing
2015,Capelin,4978697.639,Precautionary Fishing
2016,Capelin,4358221.841,Precautionary Fishing
2017,Capelin,5084820.152,Precautionary Fishing
2018,Capelin,5572008.512,Precautionary Fishing
2019,Capelin,5322112.926,Precautionary Fishing
2020,Capelin,4467422.329,Precautionary Fishing
2021,Capelin,3041595.776,Precautionary Fishing
2022,Capelin,2816733.662,Precautionary Fishing
2023,Capelin,4264878.184,Precautionary Fishing
2024,Capelin,3875130.526,Precautionary Fishing
2025,Capelin,3690705.673,Precautionary Fishing
2026,Capelin,5813014.844,Precautionary Fishing
2027,Capelin,4618683.986,Precautionary Fishing
2028,Capelin,3358217.508,Precautionary Fishing
2029,Capelin,4880745.882,Precautionary Fishing
2030,Capelin,6350384.814,Precautionary Fishing
2031,Capelin,4533570.514,Precautionary Fishing
2032,Capelin,3788189.879,Precautionary Fishing
2033,Capelin,5436353.852,Precautionary Fishing
2034,Capelin,4292051.75,Precautionary Fishing
2035,Capelin,4372507.972,Precautionary Fishing
2036,Capelin,5417674.443,Precautionary Fishing
2037,Capelin,4708336.423,Precautionary Fishing
2038,Capelin,3828616.443,Precautionary Fishing
2039,Capelin,5680516.078,Precautionary Fishing
2040,Capelin,4705081.534,Precautionary Fishing
2041,Capelin,4603754.297,Precautionary Fishing
2042,Capelin,3576892.397,Precautionary Fishing
2043,Capelin,4526351.507,Precautionary Fishing
2044,Capelin,5977966.787,Precautionary Fishing
2045,Capelin,5123883.869,Precautionary Fishing
2046,Capelin,3616097.504,Precautionary Fishing
2047,Capelin,5145172.309,Precautionary Fishing
2048,Capelin,5529083.141,Precautionary Fishing
2049,Capelin,4498733.886,Precautionary Fishing
2050,Capelin,5482311.812,Precautionary Fishing
2051,Capelin,5784607.292,Precautionary Fishing
2052,Capelin,4164509.95,Precautionary Fishing
2053,Capelin,3540704.866,Precautionary Fishing
2054,Capelin,3329728.397,Precautionary Fishing
2055,Capelin,3608958.472,Precautionary Fishing
2056,Capelin,4729660.927,Precautionary Fishing
2057,Capelin,4727468.368,Precautionary Fishing
2058,Capelin,4119952.704,Precautionary Fishing
2059,Capelin,4145057.445,Precautionary Fishing
2060,Capelin,4519752.839,Precautionary Fishing
2061,Capelin,4659834.881,Precautionary Fishing
2062,Capelin,4588167.303,Precautionary Fishing
2063,Capelin,5349786.588,Precautionary Fishing
2064,Capelin,4843540.605,Precautionary Fishing
2065,Capelin,3925360.333,Precautionary Fishing
2066,Capelin,4837344.044,Precautionary Fishing
2067,Capelin,6017260.133,Precautionary Fishing
2068,Capelin,4384128.303,Precautionary Fishing
2015,Squid,61864449.96,Precautionary Fishing
2016,Squid,46703164.24,Precautionary Fishing
2017,Squid,50466303.27,Precautionary Fishing
2018,Squid,53882416.18,Precautionary Fishing
2019,Squid,53355724.07,Precautionary Fishing
2020,Squid,55253120.4,Precautionary Fishing
2021,Squid,65371380.63,Precautionary Fishing
2022,Squid,60989571.98,Precautionary Fishing
2023,Squid,53510606.82,Precautionary Fishing
2024,Squid,61751844.44,Precautionary Fishing
2025,Squid,62480241.98,Precautionary Fishing
2026,Squid,55021995.37,Precautionary Fishing
2027,Squid,49953806.14,Precautionary Fishing
2028,Squid,50250962.93,Precautionary Fishing
2029,Squid,53347475.16,Precautionary Fishing
2030,Squid,55104808.34,Precautionary Fishing
2031,Squid,56985098.5,Precautionary Fishing
2032,Squid,57284650.13,Precautionary Fishing
2033,Squid,56481301.55,Precautionary Fishing
2034,Squid,72560516.85,Precautionary Fishing
2035,Squid,72661086.06,Precautionary Fishing
2036,Squid,62068393.83,Precautionary Fishing
2037,Squid,62620000.02,Precautionary Fishing
2038,Squid,56078360.21,Precautionary Fishing
2039,Squid,52593446.69,Precautionary Fishing
2040,Squid,53099813.05,Precautionary Fishing
2041,Squid,56323297.66,Precautionary Fishing
2042,Squid,56531582.82,Precautionary Fishing
2043,Squid,61315726.41,Precautionary Fishing
2044,Squid,61860936.34,Precautionary Fishing
2045,Squid,55913852.51,Precautionary Fishing
2046,Squid,54638538.36,Precautionary Fishing
2047,Squid,57300293.2,Precautionary Fishing
2048,Squid,75445977.08,Precautionary Fishing
2049,Squid,74937849.84,Precautionary Fishing
2050,Squid,57592601.79,Precautionary Fishing
2051,Squid,60841529.66,Precautionary Fishing
2052,Squid,56849474.63,Precautionary Fishing
2053,Squid,54112827.12,Precautionary Fishing
2054,Squid,58362016.61,Precautionary Fishing
2055,Squid,57655428.82,Precautionary Fishing
2056,Squid,59286192.8,Precautionary Fishing
2057,Squid,63300574.49,Precautionary Fishing
2058,Squid,62547855.41,Precautionary Fishing
2059,Squid,64537816.44,Precautionary Fishing
2060,Squid,57900445.22,Precautionary Fishing
2061,Squid,53781211.55,Precautionary Fishing
2062,Squid,56759843.9,Precautionary Fishing
2063,Squid,57586840.19,Precautionary Fishing
2064,Squid,59097329.14,Precautionary Fishing
2065,Squid,58071993.54,Precautionary Fishing
2066,Squid,55829935.16,Precautionary Fishing
2067,Squid,57468728.13,Precautionary Fishing
2068,Squid,59571207.24,Precautionary Fishing
2015,Medium Zooplankton,694669920.5,Precautionary Fishing
2016,Medium Zooplankton,741463422.7,Precautionary Fishing
2017,Medium Zooplankton,704075695.4,Precautionary Fishing
2018,Medium Zooplankton,774936893.7,Precautionary Fishing
2019,Medium Zooplankton,636590217,Precautionary Fishing
2020,Medium Zooplankton,454344955.6,Precautionary Fishing
2021,Medium Zooplankton,659423080,Precautionary Fishing
2022,Medium Zooplankton,698909017.9,Precautionary Fishing
2023,Medium Zooplankton,722440197.5,Precautionary Fishing
2024,Medium Zooplankton,615064271.9,Precautionary Fishing
2025,Medium Zooplankton,698791009.4,Precautionary Fishing
2026,Medium Zooplankton,672365981.7,Precautionary Fishing
2027,Medium Zooplankton,927665085.9,Precautionary Fishing
2028,Medium Zooplankton,557652215.8,Precautionary Fishing
2029,Medium Zooplankton,632404392.9,Precautionary Fishing
2030,Medium Zooplankton,876994583,Precautionary Fishing
2031,Medium Zooplankton,681510418.2,Precautionary Fishing
2032,Medium Zooplankton,846249091.8,Precautionary Fishing
2033,Medium Zooplankton,584945354.9,Precautionary Fishing
2034,Medium Zooplankton,794169663,Precautionary Fishing
2035,Medium Zooplankton,543348515.9,Precautionary Fishing
2036,Medium Zooplankton,632332444.6,Precautionary Fishing
2037,Medium Zooplankton,713095142.9,Precautionary Fishing
2038,Medium Zooplankton,974175378.2,Precautionary Fishing
2039,Medium Zooplankton,635142648.7,Precautionary Fishing
2040,Medium Zooplankton,764651063.6,Precautionary Fishing
2041,Medium Zooplankton,679039840.4,Precautionary Fishing
2042,Medium Zooplankton,744014453.1,Precautionary Fishing
2043,Medium Zooplankton,563695921.9,Precautionary Fishing
2044,Medium Zooplankton,966552992.2,Precautionary Fishing
2045,Medium Zooplankton,485604139.1,Precautionary Fishing
2046,Medium Zooplankton,587407094.5,Precautionary Fishing
2047,Medium Zooplankton,857093414.6,Precautionary Fishing
2048,Medium Zooplankton,483145747.8,Precautionary Fishing
2049,Medium Zooplankton,518737321,Precautionary Fishing
2050,Medium Zooplankton,683997084.5,Precautionary Fishing
2051,Medium Zooplankton,507961320.2,Precautionary Fishing
2052,Medium Zooplankton,676898844.2,Precautionary Fishing
2053,Medium Zooplankton,604624785.4,Precautionary Fishing
2054,Medium Zooplankton,849435586.4,Precautionary Fishing
2055,Medium Zooplankton,545955832.2,Precautionary Fishing
2056,Medium Zooplankton,536560587.8,Precautionary Fishing
2057,Medium Zooplankton,792379055.5,Precautionary Fishing
2058,Medium Zooplankton,557523581.8,Precautionary Fishing
2059,Medium Zooplankton,625778758.2,Precautionary Fishing
2060,Medium Zooplankton,528307057,Precautionary Fishing
2061,Medium Zooplankton,878123548.4,Precautionary Fishing
2062,Medium Zooplankton,470273910.9,Precautionary Fishing
2063,Medium Zooplankton,529171811.6,Precautionary Fishing
2064,Medium Zooplankton,941129400.2,Precautionary Fishing
2065,Medium Zooplankton,536648542.2,Precautionary Fishing
2066,Medium Zooplankton,568603747.1,Precautionary Fishing
2067,Medium Zooplankton,829524090.8,Precautionary Fishing
2068,Medium Zooplankton,509091205.8,Precautionary Fishing
2015,Large Phytoplankton,11276307994,Precautionary Fishing
2016,Large Phytoplankton,11095895901,Precautionary Fishing
