Year,POB,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC,DIN
2042,173.788403,30933.25887,95477.34174,127817.1395,612714.8457,624295.4019,4964.341408,6975.702656,68037.56477,4354.340119,1134.010537,15895.69492,21145.85191,1381504.013,1377126.306,521297.8333,86901.17291,73528.21942,82961.4514,2107270.2,590874.7985,22566826.98,622966.1448,4163177.62,93609.68718,8598458.277,2936342.484,5172232.936,287017.0753,3930866.399,4409909.504,3978026.609,33305725.72,60952891.11,47.129345,127247.6122,11486198.88,1399698485,732940328.5,61548545.06,1012241.98,5878197163,5417820329,6385754.811,213989407.7,24131695.28,10574807.25,27611572.34,3091292480,30957324358,14861000514,63541569889,0,77645812392
2043,173.415811,31444.60596,95640.43601,127464.6114,609929.9208,621437.1628,4951.476472,6944.388318,67890.6805,4340.629629,1129.006394,15866.5923,21067.88647,1380269.106,1376734.039,508529.6059,87791.62625,73543.92076,82865.49511,2107651.936,591089.8826,22466071.37,623443.6602,4146752.692,136519.3694,8800034.826,3241736.538,5174766.221,252191.4438,3908598.177,4278177.28,5317020.3,35314330.51,62054677.69,44.913171,125392.9648,11544105.09,1395804450,803308053.9,67531781.2,17546482.03,7526371210,5968650750,6435797.648,230230632.4,24299331.94,10588342.06,28021891.38,3442351698,31246802289,15094232185,65273921846,0,75821369967
2044,173.369818,30496.49693,95714.66909,127400.389,608613.8246,619272.1095,4962.090109,6942.572242,67788.59607,4341.355574,1127.043919,15846.95375,21088.3494,1378764.843,1383344.064,501341.2542,87910.58532,73713.28824,83114.36615,2111399.603,591524.6109,21977016.4,623959.3827,4174026.506,185686.015,9021109.412,3074830.805,5182431.626,228146.4158,3977544.62,4169429.37,7343452.527,36845087.06,65959216.17,42.940668,139215.5562,11553988.14,1471260231,694971464.3,47146060.72,23938165.49,8804710791,7140454857,6485520.028,247576630.2,24434158.04,10598515.16,27950720.24,3414342071,31547795489,15302455072,66116293837,0,75931937452
2045,173.298383,31538.75054,95960.39614,127115.5175,605609.529,616302.3727,4961.173746,6903.296523,67697.74402,4340.492274,1120.662813,15828.62784,20956.20328,1383263.87,1399329.995,491614.9242,89592.14546,73686.0778,82942.59083,2116918.564,592049.2342,21365096.79,624376.4457,4218252.038,217233.0435,9200016.495,3205666.269,5192004.936,213657.8102,3966385.08,4173344.309,5898258.167,38598895.8,71426566.55,41.125233,135268.9851,11572743.69,1357436145,486520175.8,23746852.57,8116926.713,12475446616,5702035763,6536089.388,266408838.1,24952587.67,10618180.75,29151631.79,3483045560,31855314813,15527010835,66156747374,0,78311201274
2046,173.464562,30896.7677,96279.04101,127382.0937,608798.2836,617164.3798,4994.863254,6978.817129,67675.42324,4357.201863,1127.052015,15989.87503,21237.35836,1394311.843,1399253.431,495219.0126,91222.03643,74119.03491,83990.06272,2115759.345,591945.2643,21548389.85,626687.1642,4249963.463,231396.5802,9445917.564,3106682.647,5190408.696,191881.8281,4026129.245,4101925.649,4464888.775,39033044.7,67894722.72,39.54784,128038.5396,11610258.85,1448233567,511005347.2,95321430.06,1552035.017,15491032295,5245843858,6586018.852,286320585,25098640.83,10621917.82,29103770.04,3290417121,32126621549,15716740089,66273232639,0,77551765707
2047,173.569745,30977.31265,96848.9507,127202.149,625748.085,627451.8211,4998.674926,6954.585228,67498.68773,4368.024154,1124.655663,16064.65898,21202.55869,1416188.143,1388405.258,499320.9879,92964.95811,74538.84156,84351.19744,2121210.711,590822.2809,21354106.32,630850.9647,4243706.272,226382.094,9578202.336,3186705.714,5183994.795,185490.2234,4127988.478,4148550.312,5715285.612,39555380.27,61222824.41,38.120342,140517.2991,12337162.3,1657869687,466850013,44946239.41,15869233.55,18624127759,6137523549,6636480.434,307765028.7,25575334.85,10645415.05,30430435.69,3173059891,32396746333,15919736050,66659977902,0,76335093753
2048,173.522903,29377.57987,97000.53365,127002.3008,621908.4692,625328.8278,5005.37345,6973.104085,67362.02083,4376.515624,1126.584384,16126.35556,21296.70791,1414255.223,1419551.867,506746.8897,93442.99013,74902.76395,84952.59176,2124557.004,591942.6836,22715690.14,633379.8673,4285488.695,200104.1297,9719737.905,3170363.51,5213107.649,181397.9608,4220908.564,4084079.909,6975848.102,39912172.29,82062129.82,36.829902,136802.0976,12363578.24,1454135422,618988345.6,11999449.49,613198.3218,915422318.5,4614766050,6687244.992,330962192,25609096.73,10655100.53,31315678.02,3280360132,32693183675,16156416322,67501948339,0,92475003411
2049,173.388724,28646.48341,97099.05357,126471.634,612633.588,618319.1396,4999.038139,6959.749699,67180.353,4371.657862,1124.87567,16099.09138,21266.15549,1412123.677,1433341.882,510259.4425,93980.11306,74739.10749,84947.09121,2126150.74,593336.7156,22934458.33,632212.995,4266465.179,177396.6035,9964813.365,3049476.09,5207386.429,167102.2537,4129147.901,4053899.601,5431708.49,40731269.62,81261130.27,35.652382,127510.8929,12422080.78,1411589195,732744392.2,66714813.52,5931882.847,1429827374,4470367078,6738880.203,356555960.9,25783889.64,10660323.4,31223024.22,3417336370,32983618303,16386203234,68135167756,0,83452092494
2050,173.201733,27614.8379,97283.95864,126265.1882,606622.0687,613264.5243,5003.642552,6944.598068,67183.41777,4374.714862,1122.56842,16120.32917,21211.26798,1411126.098,1415818.978,511691.5115,93995.4699,74484.95735,85134.84697,2126842.354,594147.6724,23278275.79,631634.6363,4252683.996,151200.9141,10066928.65,3188465.879,5203447.962,154867.1783,4076653.802,4113394.896,6402743.183,42173767.67,60789342.96,34.552508,122656.7669,12485262.61,1417444758,783670019.8,76430456.39,284882071.6,323789959.5,5295840882,6791265.96,384087861.9,26251287.49,10680407.03,32508150.62,3707200757,33323240808,16641680029,69461252951,0,80242291856
2051,172.997603,26320.45766,97576.98916,126009.7542,601836.3758,608972.5815,4994.498435,6912.185612,67103.16926,4377.921633,1118.737198,16163.02104,21095.93643,1412052.936,1408630.492,519410.9133,94689.1613,74194.70581,85047.15937,2131196.803,595251.8421,22139902.44,631938.027,4251654.037,133424.3985,10218306.28,3288763.269,5207046.953,168002.2224,4097997.739,4136715.028,6161496.984,43066396.24,65094187.26,33.496567,129554.4434,13084484.45,1452176694,724354543.7,72486702,105537389.6,646139668,9009536480,6844277.912,413691739,26447667.19,10690022.98,32556887.39,3828697611,33693653539,16897773909,70238537549,0,78179584199
2052,172.929397,25455.0021,97835.40256,125824.3084,600302.8381,606685.1547,4996.636493,6931.548858,66970.78429,4378.226826,1120.401915,16256.23484,21154.3439,1414644.622,1424714.596,525937.3207,94985.51996,74185.48219,85248.45691,2137661.471,596149.6132,21805422.64,632203.3889,4299721.405,121974.9883,10340556.07,3241332.815,5219850.96,180271.917,4099900.706,4106888.414,4520453.072,44861106.6,69145590.55,32.56271,128806.1795,13197963.14,1376350660,475019328.2,78260979.62,2042386.866,290927415.9,6068556714,6897460.244,445180413.3,26594424.19,10710495.25,32445725.46,3818029665,34092247865,17138444185,70283486590,0,83424949768
2053,172.832662,25137.4852,97934.24033,125564.8732,597696.747,604071.1145,4986.856852,6901.985134,66821.30987,4372.547268,1118.955624,16298.32613,21069.79523,1413696.081,1405134.058,532312.7509,95227.49196,74081.69334,85365.24779,2129947.117,596356.0981,22300845.23,631946.1276,4308726.184,116175.9415,10451150.82,3168355.409,5201427.248,194088.5591,4004330.652,4186012.326,4526916.327,41428281.09,62263023.09,31.679799,134202.4321,13344672.75,1384243097,576401611.2,72798600.13,1123822.178,323619122.7,7911434012,6951116.159,479010677.1,27069466.35,10739333.06,33953287.9,3503298470,34393842511,17361051547,70418156309,0,79936877567
2054,172.689747,25880.52501,98089.75048,125082.2132,594923.2466,601543.0377,4972.648736,6862.226066,66618.19636,4361.993233,1116.193719,16287.52107,20956.71486,1415794.972,1380881.767,531778.887,95216.88442,73955.18098,85205.16065,2132037.959,596819.288,22868128.55,631250.6788,4286120.267,112462.0596,10511677.48,3349704.131,5196839.875,206395.1344,3957850.779,4106287.767,4062500.894,49760558.67,54771234.97,30.849714,138559.0222,13381255.37,1391324784,848072290,43050278.15,4327214.734,393833339.4,6577040153,7005693.171,515334330.7,27218092.02,10748485.86,34500748.55,3340348180,34686037011,17585246476,71417493591,0,82359738643
2055,172.797543,24443.50138,98380.09584,124856.8891,593937.1152,600018.2341,4986.926351,6867.665996,66645.06576,4370.239804,1117.672677,16357.54255,20990.19998,1421903.238,1373606.276,530910.6036,96074.49058,74187.15059,85549.6517,2132732.621,597305.1693,22544345.16,633056.9753,4261097.508,109238.0503,10587176.91,3250320.086,5189360.949,217391.1189,4049505.551,3955357.207,3742352.364,44617303.38,55011227.15,30.098702,137087.0642,13523984.98,1369520329,526312679.3,28842991.89,44229494,510775838,6259238242,7059817.436,553412129.2,27388388.05,10762678.07,34393138.07,3454615235,35011180059,17816630724,71811270206,0,81891899261
2056,172.737095,23310.87034,98801.86758,124712.9328,594697.6984,599548.9347,4978.970038,6883.658538,66630.29385,4367.889392,1120.929318,16400.64262,21083.08551,1425305.724,1380846.27,525786.5121,95323.9647,74293.32073,85518.42857,2134409.197,597331.4828,22389824.91,633345.6379,4257751.765,105169.1713,10615050.65,3284889.985,5187298.287,227232.7423,4057454.66,3904108.869,5522877.467,49789146.2,57427641.48,29.409781,140161.4107,13698811.22,1490900318,550081272.7,117395414.5,25738512.35,298389750.7,7707688593,7114714.363,594428044.6,27828108.93,10796407.1,35888519.73,3345560254,35300394810,18039336416,72374860444,0,79440578540
2057,172.582594,22346.64509,98853.58549,123919.599,589689.2016,596122.9743,4966.386919,6821.425895,66596.21523,4360.874703,1116.31956,16345.87031,20913.2863,1422767.434,1380663.482,513426.8232,94997.74873,74028.45305,85055.30312,2139680.463,597415.1771,23369180.57,632733.6857,4214960.194,100310.2315,10625787.4,3169079.907,5176139.889,231379.3389,4023451.667,3915190.685,5223076.389,42840607.11,64051540.41,28.755398,147454.0037,13746355.62,1402160958,973154968,19938091.19,476646.1247,313009302.4,5933379262,7170531.656,638908931.6,27968707.62,10808300.63,35794326.62,3233436457,35612441533,18260399571,72940527450,0,82212992794
2058,172.425478,21627.65867,99148.45982,123232.8859,585127.459,592918.2752,4953.648873,6777.186416,66540.96318,4357.15287,1111.468395,16259.05657,20781.57408,1422975.896,1381290.115,499934.9457,94148.31266,73905.24074,84610.72303,2139747.385,597138.5048,22458355.93,630648.6544,4186675.174,155287.2398,10623250.75,3287310.27,5170790.138,237061.9315,3968796.58,3896396.374,5048865.366,55628681.49,63380322.9,28.144122,139834.5464,13865602.9,1303982243,508713673.2,24841028.88,11513940.31,423193944.6,7176568810,7227096.351,685040075.8,28351442.28,10830599.64,37188443.02,2826528869,35961283875,18488164171,73030767930,0,80740920053
2059,172.047491,22370.04197,99306.41544,123477.3699,584498.8775,591394.6539,4924.391451,6781.105872,66364.76196,4335.188295,1112.005797,16186.73716,20802.22822,1424989.153,1403634.716,490543.4618,93358.99251,73702.45036,84402.83705,2144470.015,597082.9427,22525226.11,628925.3201,4222087.598,220777.2743,10648394.28,3107961.794,5189731.887,244241.5324,3966883.836,4144691.071,4798824.356,41729392.29,82835238.35,27.587315,135817.211,14820664.97,1348322103,568550002.1,888.768155,534283.2293,628871640,8195812503,7284664.736,734478228.1,28529387.1,10838324.12,38056713.85,2728188562,36233106346,18699753718,73127490147,0,81128224720
2060,171.860955,23497.96469,99262.74738,123289.4105,584891.7614,590405.4178,4928.862599,6807.68665,66402.32239,4325.234289,1114.840414,16197.74653,20937.69726,1424639.766,1410487.156,475899.9624,92137.05489,73597.49807,84358.77806,2144010.123,596873.0644,22813783.34,626809.538,4193944.336,252668.1792,10692822.57,3199644.896,5164699.756,248867.3456,4045639.082,4149556.446,5184507.632,37230941.5,78126528.49,27.073578,127603.0978,14863296.36,1499278282,845174602.9,171207491.3,1107150.193,1667198261,8690142953,7342414.422,786626225.6,28936321.89,10873218.05,39739604.36,2701790354,36424080601,18899556522,73297958694,0,80410791596
2061,171.841344,22419.9269,98463.47322,122806.0303,582811.9188,588078.4955,4938.498289,6791.870335,66475.822,4325.342568,1113.977445,16200.38492,20935.5002,1423645.605,1393136.539,462618.2399,92456.64805,73489.44506,84287.996,2140978.735,596780.2674,23012939.81,626916.5726,4170242.906,265938.7713,10655895.52,3215849.434,5149632.316,249584.2393,4082429.117,4080089.587,5590174.111,57386756.13,56876133.81,26.603659,138873.8206,14919843.38,1426143563,571290235.4,40638909.22,1426577.369,2245254461,10910571989,7400115.754,842609386.3,29091546.53,10890125.21,39695231.66,2758470738,36605540987,19092241363,74108137107,0,78584313484
2062,171.575404,21785.04546,98863.37696,122546.9502,581169.7548,586280.245,4919.797092,6756.604687,66426.46712,4315.232002,1109.531842,16142.91232,20832.93243,1424138.695,1384120.805,452883.9316,92498.26644,73386.88822,83871.99462,2140027.267,596442.4718,22624865.9,625221.8503,4151099.354,261927.8005,10651060.26,3212820.601,5137769.815,241375.2318,3951072.451,3859055.704,5851738.269,43636850.44,58741410.14,26.155072,137801.7265,15006707.92,1337967351,488550537.4,29285885.77,3182646.333,3234484100,13345927125,7458532.624,901482322.1,29231203.46,10904843.61,39587560.14,2892004001,36825767696,19305304579,74570787064,0,77763201879
2063,171.425812,21294.77953,99376.16649,122506.0983,580101.7694,584823.6825,4916.328151,6733.732619,66375.51278,4311.240831,1105.922987,16145.12312,20785.89614,1426735.659,1388420.724,445032.09,92305.75528,73420.48101,83619.98221,2138696.01,596350.5986,23905903.44,624545.7239,4140911.179,231082.3982,10656365.15,3421931.999,5136207.179,244458.0201,4000896.963,3795789.174,6560234.539,57978708.59,61017666.89,25.734073,141616.6436,15052643.85,1466444440,735561568.9,77022907.88,591518.833,4802670531,10702231550,7517526.087,963358831.1,29638309.78,10929979.13,41359612.87,2686335682,37089822808,19533924358,75241470691,0,82309725525
2064,171.27106,22132.34241,98841.91963,122427.2669,576210.2497,581454.3187,4910.949505,6679.305912,66378.88595,4312.319843,1097.654235,16098.3661,20616.44364,1423250.769,1389245.545,442791.8027,91568.47137,73343.61065,83472.03736,2139673.94,596082.8893,23302192.05,623313.4647,4159564.571,206231.0706,10685332.91,3187163.351,5146654.269,244768.8878,3968357.686,4017757.624,6019307.704,42653184.33,67254387.03,25.339179,147690.3131,15832353.15,1388865844,632965630.5,57713219.63,278495367.3,1505978916,11816342671,7577468.982,1030414234,29798625.23,10948109.3,41430770.85,2836286263,37329382795,19750909522,75722181755,0,85006143309
2065,171.155566,23357.69821,98210.19636,122496.3015,576089.3953,579966.4285,4907.713274,6694.876815,66277.6082,4306.669069,1095.715478,16101.46074,20643.57141,1420463.027,1383896.889,439683.9769,92434.90702,73083.23051,82991.03115,2147427.011,596531.0679,24236424.8,621804.2448,4153916.274,184177.8865,10715552.48,3485397.78,5175037.316,245814.1318,4025567.376,4178815.314,5057910.227,40494695.99,65638362.22,24.97442,144239.5154,15894883.72,1480779868,1028925771,36268697.35,452733.3911,1776104745,9137532458,7637390.47,1100063165,30160809.02,10974673.88,43501798.22,3410719195,37487015731,20012863066,76464741529,0,86792215433
2066,171.060745,24241.55463,96959.65915,122190.9185,587928.7733,587661.0019,4921.145112,6722.423864,66402.82127,4313.26373,1097.474673,16218.39707,20768.27165,1436153.608,1370780.953,440396.2659,93434.4372,72806.993,82525.58677,2157614.594,597296.474,25400186.1,620914.5149,4051109.463,387782.4954,10849501.08,3704276.939,5165378.632,267682.1938,4013098.581,4103839.109,5343956.324,65964116.68,61872751.85,24.641681,144693.5693,16018981.86,1340855770,786465373.6,30699169.99,1593198.755,2215595680,8771477643,7697007.68,1173149149,30292072.44,10984174.03,43735070.48,3761758508,37667153172,20258867050,76846039209,0,86898796263
2067,170.951871,23221.90648,96233.2064,122252.4748,601752.1367,595931.8628,4922.304633,6702.711891,66383.03324,4311.465975,1094.604766,16317.07847,20709.0598,1452823.861,1376784.287,458452.9644,95136.16578,72941.92767,82976.41103,2167360.287,598328.9241,24424012.46,621866.5688,4087235.857,638656.9566,11037411.21,3594505.63,5194585.778,303430.1286,3986177.513,3991746.17,7081140.863,52886475.73,62179910.26,24.335819,135100.6939,16234106.13,1418377209,609002113.7,53906714.32,3007598.921,2812369173,11112947547,7757259.631,1249153610,30463733.52,10994089.48,43497472.01,4206731691,37931808383,20511883818,78013622082,0,85284661679
2068,170.954201,22663.75215,96858.94525,122029.6317,599376.9302,595674.0891,4923.004112,6713.882032,66361.24363,4310.197524,1094.662473,16410.1373,20736.11146,1454034.228,1380542.883,470749.5479,94850.68441,72892.78369,83197.48436,2166655.126,598987.3493,24018760.84,620515.3779,4130308.855,766419.2584,11099680.52,3389772.615,5202128.265,326316.3474,3979205.755,3853529.96,4673242.766,45634961.63,64101143.92,24.048113,130632.6448,16344251.39,1330511932,960671469.3,25554993.48,1319438.26,3209718222,11169953537,7818300.798,1327915482,30804337.55,11032802.11,45211825.12,3594149812,38359607151,20764688397,78782627720,0,90246482849
