year,LPI_final,scenario
1981,1,fmsy2
1982,0.979606834,fmsy2
1983,0.968743118,fmsy2
1984,0.961643665,fmsy2
1985,0.952428303,fmsy2
1986,0.939635412,fmsy2
1987,0.924714546,fmsy2
1988,0.909570864,fmsy2
1989,0.896769082,fmsy2
1990,0.888854866,fmsy2
1991,0.885274062,fmsy2
1992,0.881509219,fmsy2
1993,0.873705228,fmsy2
1994,0.863286636,fmsy2
1995,0.854785149,fmsy2
1996,0.849722882,fmsy2
1997,0.845010907,fmsy2
1998,0.837755168,fmsy2
1999,0.829130704,fmsy2
2000,0.8221791,fmsy2
2001,0.817356279,fmsy2
2002,0.812601642,fmsy2
2003,0.807286788,fmsy2
2004,0.804014369,fmsy2
2005,0.805787803,fmsy2
2006,0.812290096,fmsy2
2007,0.819455356,fmsy2
2008,0.822472224,fmsy2
2009,0.819352163,fmsy2
2010,0.812017224,fmsy2
2011,0.804226139,fmsy2
2012,0.798428848,fmsy2
2013,0.794383162,fmsy2
2014,0.79051312,fmsy2
2015,0.786103114,fmsy2
1981,1,fmsy2
1982,0.947508903,fmsy2
1983,0.925544872,fmsy2
1984,0.911786914,fmsy2
1985,0.90007313,fmsy2
1986,0.884800614,fmsy2
1987,0.868063021,fmsy2
1988,0.852320054,fmsy2
1989,0.839510821,fmsy2
1990,0.831379734,fmsy2
1991,0.827138303,fmsy2
1992,0.822699121,fmsy2
1993,0.815006339,fmsy2
1994,0.803133118,fmsy2
1995,0.791796738,fmsy2
1996,0.786221699,fmsy2
1997,0.780927535,fmsy2
1998,0.773623974,fmsy2
1999,0.765543233,fmsy2
2000,0.757741148,fmsy2
2001,0.753162712,fmsy2
2002,0.748250212,fmsy2
2003,0.743628365,fmsy2
2004,0.74063274,fmsy2
2005,0.742505716,fmsy2
2006,0.746535451,fmsy2
2007,0.75125527,fmsy2
2008,0.752825287,fmsy2
2009,0.749944462,fmsy2
2010,0.743155666,fmsy2
2011,0.734797733,fmsy2
2012,0.72946803,fmsy2
2013,0.725687459,fmsy2
2014,0.722498671,fmsy2
2015,0.718476244,fmsy2
1981,1,fmsy2
1982,1.010325411,fmsy2
1983,1.015496221,fmsy2
1984,1.015840899,fmsy2
1985,1.010205655,fmsy2
1986,0.99960451,fmsy2
1987,0.986213476,fmsy2
1988,0.971795701,fmsy2
1989,0.959362667,fmsy2
1990,0.951286491,fmsy2
1991,0.948117194,fmsy2
1992,0.944567752,fmsy2
1993,0.936926891,fmsy2
1994,0.928347889,fmsy2
1995,0.923816002,fmsy2
1996,0.919486533,fmsy2
1997,0.914524083,fmsy2
1998,0.907471953,fmsy2
1999,0.897768268,fmsy2
2000,0.891322928,fmsy2
2001,0.886475578,fmsy2
2002,0.881615904,fmsy2
2003,0.876108533,fmsy2
2004,0.87281604,fmsy2
2005,0.874855911,fmsy2
2006,0.884778966,fmsy2
2007,0.895935928,fmsy2
2008,0.900067581,fmsy2
2009,0.896503241,fmsy2
2010,0.888535109,fmsy2
2011,0.879690713,fmsy2
2012,0.873840126,fmsy2
2013,0.869698301,fmsy2
2014,0.865306428,fmsy2
2015,0.861083655,fmsy2
