"filename","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069"
"example_data_pops.txt",1,0.000621458004023356,-6.54492180246695e-05,0.00168867549744473,0.00342432774020261,0.00273926252858278,0.000859730782877089,-2.72775048043277e-05,0.000396031159913257,0.000766325997653252,0.000626562297757106,0.000615068624765127,0.000819044768256787,0.00122583481776333,0.00166252410609023,0.00202068856729101,0.00119104618161659,-0.00132409607348766,-0.00393895432502097,-0.00461609816677883,-0.00382834830398289,-0.00374577548080736,-0.00450290466655687,-0.00412260508830866,-0.00215937208037166,-0.00104741647677204,-0.00205129095155734,-0.00304936522249932,-0.00235388049995599,-0.00164421266084333,-0.00284418166854589,-0.00434986961535807,-0.00312030977639575,-0.000547370492460849,-0.000929017981110902,-0.00461914313536267,-0.00691378172906051,-0.00526871107092828,-0.0028302091947197,-0.00295523837308987,-0.00326826966317033,-0.000374965268397858,0.00307768491686975,0.00193452397633397,-0.00332175983959179,-0.00628493107742464,-0.00413840890739941,-0.000954090268081956,-0.00085321570578621,-0.00141414480801303,0.000652188542961712,0.00357430921761036,NA
