Species,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102
SHO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00854349118826203,0.00834657973632424,0.00763822111563073,0.00646119530152323,0.00529685090901744,0.00437544024432146,0.00345189816184188,0.00245242738323359,0.00174671685992234,0.0014681288678462,0.00115218215660295,0.000494324340968966,-5.05402423565116e-05,3.12721669484262e-05,0.000438830165441217,0.000512741841236064,0.000258281003510774,0.000224198046500312,0.000523341574789171,0.000689995925421627,0.000518761323342609,0.000371123939251206,0.000499794444233537,0.000655045257377473,0.000595048519708818,0.000476380492840711,0.000439296773770081,0.000260142358117221,-0.000192486758058941,-0.000522826299808266,-0.00032011948820454,0.000111964863366509,8.67480881874272e-05,-0.000434767133453917,-0.000692851648848247,-0.000186796691200364,0.000587442363059409,0.000828761326037153,0.00052626912378706,0.000309371800767622,0.000319040103910595,-4.92746195597249e-05,-0.00100015277513421,-0.00162393246596615,-0.00103392022429905,0.000159780029667544,0.000450580700994685,-0.000484735793349067,-0.00129822837362692,-0.000929130322321114,-9.65432982269476e-05,-8.48289495740673e-05,-0.000788926590019834,-0.00104044574419593,-0.000492637589046829,2.33994857739006e-05,1.29287579850867e-05,5.60650713854471e-06,0.000403301335729189,0.000676009976923631,0.000283186045622941,-0.000410771070560756,-0.000804551293328792,-0.000975709283858706,-0.00117864895956554,-0.000980937579177166,0.000182229253868016,0.00185323604529763,0.00283973164029838,0.00264070832473617,0.00188186370654453,0.00131802221550004,0.00105682496508575,0.000847148622026062,0.00053955609850842,0.000125305113536811,-0.000205552788043128,-1.48752084898618e-05,0.000830017899163593,0.00155232435318542,0.00113932995033839,-0.000190779764293048,-0.000960477895285194,-0.00028387412114661,0.000946029933763803,0.00132236935862462,0.000800416200397613,0.000486736280351785,0.000854634776076502,0.00111579700210918,0.000509703428194008,-0.000530232882945292,-0.000929117235582311,-0.000327063004000649,0.000535751328562206,0.000726315660124932,0.000152314368729201,-0.000411135999192958,-0.000278193893834988,0.000326811160960006,0.000610631864739197,0.000301837511668346,-2.33328397953869e-05,0.000121502335783674,0.00036845174018918,0.000151025639558711,-0.000264216177717103,-0.000144944479735898,0.000435984845405635,0.000567665011675267,-6.67324815273318e-05,-0.000578793501419206,-0.000201896984016514,0.000490910180074522,0.000471792348877287,-0.000138577209368052,-0.00036334534502025,-0.000108128757922543,-0.000450047596094016,-0.00185463967751343,-0.00318525668093805
DEO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00490277177067178,0.00327498398311299,0.00107042693327397,-0.000401598360691757,-0.00108316159075095,-0.00173213252806725,-0.00233951027093138,-0.00205849749304488,-0.00074894679275328,0.000420177408524403,0.000356690888095201,-0.000701779804639813,-0.00179099860020138,-0.00234795808257537,-0.00215749648654473,-0.000983142543076632,0.000811220607245033,0.00184237522104702,0.00102590545283388,-0.000886581373158002,-0.00201046801206672,-0.00141040723957975,0.000291836990698791,0.00201670429246548,0.0029544508661461,0.00256323611558695,0.00103459121478267,-0.000422332729008268,-0.000884427678557564,-0.000939957991103135,-0.00125954348522406,-0.000580507869233138,0.00260988308968813,0.00637718476748894,0.00616885985165894,0.000610267241720308,-0.00581541916378914,-0.00770802052401809,-0.00474581311626743,-0.000955811178941168,0.000450794988636538,-0.000661206212932086,-0.00299382700429973,-0.00501887197241047,-0.00491311272915862,-0.00184923719138919,0.00227150467114612,0.00421611861333471,0.00288692630193488,-2.52908624318593e-05,-0.00269135495224848,-0.00455930061348919,-0.00509018930423277,-0.0034307611560882,-0.000288650123228429,0.00174002489159175,0.00106690552075861,-0.000837123731256995,-0.00143643337358057,-0.000269837654194305,0.000920418605400819,0.000482225256984492,-0.00157744761706713,-0.00371211257266779,-0.00390098293947538,-0.00133919530282878,0.00227161173183443,0.00387107818893018,0.00221748928268806,-0.000679833092695148,-0.00188823901847446,-0.000630942977975835,0.00151451150931958,0.00265768295659541,0.00205860843940098,0.000276671499556791,-0.00122813167608626,-0.00107344115872632,0.000713749429769983,0.00260862170241705,0.00321615830287403,0.00251172638010111,0.00124855706478044,5.59007976796977e-06,-0.000728556676091507,-0.000509539193282116,0.000315081149952157,0.000619657230981119,-9.77771381460713e-05,-0.00110531238926459,-0.00166414189352082,-0.00181486985914958,-0.00153573267965701,-0.000583639389647672,0.000182143296935777,-0.000828545493667399,-0.00307897140515045,-0.00340890446629416,-0.000195789903222554,0.00372769607171275,0.00446745306289653,0.00190850653139574,-0.00107425853743148,-0.00268369323536444,-0.00285949812348729,-0.00148860672450191,0.00074301049242731,0.00100159511757703,-0.0023366341106339,-0.00580700737145978,-0.00461071904447596,0.000143506949309646,0.00268835502314246,0.00112303016910964,-0.000785772364927162,-0.00108036108042953,-0.00229126151963399,-0.00409574804091761,-0.0004559787543581,0.010614082831542,0.0206430080109499
PEL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00467581280638996,0.000600334884508058,0.00769002183332468,0.0106038814901606,0.00660456928915654,-0.000594238758855781,-0.00458528805971703,-0.00297318575520933,0.000836149948216125,0.00243849358568937,0.00109826259418977,-0.00112464450517979,-0.00275080063066646,-0.00342133797210042,-0.00250547996109596,0.000204973751497306,0.00278574842842261,0.00268536147154474,0.000226314177663056,-0.00162654065009793,-0.00151313785690732,-0.00138733594063822,-0.00299139296806761,-0.00495297351190072,-0.00510103638274817,-0.00370708310220902,-0.00223051105019323,-0.000474135235045026,0.00221622491411821,0.00397370122923668,0.00207621565413074,-0.00226243694565653,-0.00414296069198539,-0.00131281902539815,0.00245984292127588,0.00225589925500369,-0.00174234333735157,-0.0050901825717089,-0.00482016548053021,-0.00191574863962085,0.00127209514869087,0.00351028641845552,0.00429205761934348,0.00308787075602002,9.08981013383325e-05,-0.00326029973358732,-0.0052971513531288,-0.00526314793320815,-0.0033505886208145,-0.00038121308307737,0.00230360657868367,0.00342844060083891,0.00276296254252717,0.00116030798762434,-0.000515344736668588,-0.00200606029477335,-0.00315386362748438,-0.00350962773766028,-0.00283366247792571,-0.00155795267479952,-0.000493436358957489,-0.000406217951654853,-0.00181523578441656,-0.00437672764429298,-0.00609302141477919,-0.0040286082952532,0.00300346360727488,0.0122623014716057,0.0182941822361435,0.0171866663618081,0.010120385331664,0.00255795155295857,-0.000725906834720291,-5.82645333873089e-05,0.000218660128291859,-0.00258607225653229,-0.00612819891711425,-0.00636014608951552,-0.00307260052904201,9.3616720731049e-06,0.000404541358560273,-0.000345706028219261,0.000133819156558523,0.00139730013636452,0.00146613283746255,0.000222605260852937,-0.000658987794508903,-0.000508775079994805,-0.000349485163145147,-0.00087567352091078,-0.00147840881181249,-0.00153650627473656,-0.00131042871318687,-0.00121064698319717,-0.00128831608885438,-0.0017536935386202,-0.00294630763088222,-0.00439065031744601,-0.00481817007032248,-0.00367051848216438,-0.00194835487537315,-0.00110921722853519,-0.00152974354231361,-0.00232585281681708,-0.00240280392892167,-0.00160981077167932,-0.000994437398172288,-0.00156155245009781,-0.00257608699252909,-0.00203487254227852,0.000423506378959715,0.00232066044532964,0.00155186440770372,-0.000434535036512251,-0.000991596435055087,-0.000747133110757581,-0.00218693568256079,-0.0038394932085053,-0.000509279136704066,0.00860724647561462,0.0165092245922285
PES,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00661145687437248,0.00400898260663851,0.00222713210373993,0.00290193828211471,0.00361360052736881,0.00269230804319509,0.00189793124467652,0.00251516989938949,0.00286891374131137,0.00182107911770402,0.00111341399803866,0.00198174128121398,0.00269567604576615,0.00177986816765507,0.000709095747044586,0.00105416686709159,0.00169900081321295,0.00125964808742651,0.000685787805304372,0.00104995827338694,0.0011679249793497,-0.000135569555755666,-0.00161643806683642,-0.00184178399708301,-0.00167947547883962,-0.00222388752826408,-0.00241181448095595,-0.00117367829572768,0.000103251950950067,-0.00020262818031469,-0.00117347353162067,-0.00124275259110984,-0.000896371716399003,-0.00102881482268558,-0.000725342180560418,0.000596625161470854,0.000965439837850468,-0.00115172751748993,-0.00351743449494268,-0.0030246254827393,-0.000332439662807715,0.0015774962185624,0.00189945035393535,0.00175332050091104,0.000986020094045692,-0.00114950194112584,-0.00326379937375609,-0.00334156269867059,-0.0020703479600428,-0.00137112989036314,-0.000791764943386397,0.00109630309539366,0.00295353685323541,0.00228448671617087,-0.000143930727197095,-0.00152561568025877,-0.0018039624884878,-0.00301261040523748,-0.00460684898469044,-0.00408452245237445,-0.00192074683850052,-0.00115216658462014,-0.00206818707537426,-0.00205312620497189,-0.000775475617070143,-0.000507190208356434,-0.000934121133695065,0.000992262680901135,0.00512700474368,0.0074215227541119,0.00644776827962179,0.0053360327871026,0.00566474240537573,0.00489182327726656,0.00189533630295546,-0.000402479324665528,-0.000428095195464273,-0.000670397319753491,-0.00232614981468782,-0.00260345320161726,-0.000389905266548141,0.000833760660725602,-0.000801829033917123,-0.00186957222336748,-2.15311908036142e-06,0.00154608280934276,1.88362546822418e-05,-0.00162456705454783,-0.000465716548772477,0.000759722754926528,-0.000852751838342769,-0.0025160300424325,-0.00116337677901601,0.000409569659366227,-0.00102958476368542,-0.00277249729218809,-0.0018113434845084,-0.001387333330924,-0.0045246977786686,-0.00671378215277585,-0.00350922731898873,0.000254417369564663,-0.00156467623519774,-0.00489415369769208,-0.002824903590815,0.00108986454374271,-0.00045554867944908,-0.00380725941818749,-0.00100819136183006,0.00356588943233049,0.000325532349190638,-0.00563188721582897,-0.0019813016989243,0.00584077765671598,0.00168468041520775,-0.00857864770590133,-0.00196481754977107,0.015597035058498,0.00328527187943894,-0.0529372422721064,-0.106145186401169
REO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0152698859320486,-0.0426214024704761,-0.0690337780665624,-0.0693222514691492,-0.0523229114834161,-0.0401785529577054,-0.0357252919458739,-0.0285408323753833,-0.0186750721033446,-0.0150253980451529,-0.0178945480565895,-0.0198832241511511,-0.0194427012524478,-0.0194218686165941,-0.0165232587832698,-0.00637880138014069,0.00386231154670558,0.00238141936123437,-0.00860169162123459,-0.0143780490390126,-0.00884490488788092,-0.00157272423096533,-0.00160681938772811,-0.00583402870238636,-0.00737670189439044,-0.00578721867873,-0.00420103538389149,-0.00387491458210487,-0.0053903578375758,-0.00874216371514347,-0.00965999472896684,-0.00301573702111302,0.00757220966631689,0.0113112696303723,0.00454412359388545,-0.00433850294361982,-0.00752962118209144,-0.00653114401281218,-0.00406206015178334,0.0023105607958982,0.010934176023027,0.010468762657017,-0.00497438048537635,-0.0215901536490808,-0.0198996977423533,-0.00064464709853862,0.0155129742046904,0.0140743865282875,0.00109636487279463,-0.00992785922055894,-0.0138274455834084,-0.0115979276763545,-0.00301179906607807,0.00964964418465009,0.0163338549930261,0.00797942659174122,-0.00962217361596096,-0.0185017965855652,-0.0082406182625796,0.010894341796603,0.0184300578436822,0.00649050938836915,-0.0113936870817861,-0.0159998829405961,-0.00430822909054118,0.00870941597238417,0.00988205562009181,0.00300966249939272,0.000330727059779434,0.00451680291186296,0.00722528623884866,0.00370288161728016,-0.000549210268310674,-3.29064408299828e-05,0.0019023708211563,-0.000230144939780352,-0.00405356791843747,-0.00292511340621093,0.00287152205489871,0.005408540839273,0.000242794274831759,-0.00692033117115542,-0.00725784235681104,6.99892163344984e-05,0.00676841540400996,0.00530291514944903,-0.00201620756212328,-0.00579735548521576,-0.00155518798345078,0.00397570561505223,0.00170102950958917,-0.00647858962844072,-0.00904148454666487,-0.00105825238601742,0.00725466715826339,0.00356122936179215,-0.00885709116337186,-0.0139867901716482,-0.00389615416049782,0.0103621914180652,0.0123507938047904,0.000482970655312442,-0.010612507700217,-0.00822675446507581,0.00361217279749049,0.00977105108928722,0.00228251124881229,-0.0105833776455837,-0.0144815053502372,-0.0055985107989267,0.00596173464830851,0.00878513321198859,0.0024034797958965,-0.00459185418321084,-0.00553424900053923,-0.00153814498796212,0.00214096194608704,0.00192557756649947,-0.00218221423304144,-0.00765448787749712,-0.0112726460194219
DEL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00486439864469457,-0.00306606520798702,-0.000867438615002492,7.01205527349202e-05,-0.000223274253018602,-0.000301254648235272,0.000490507100969317,0.00101401969078019,5.72078984708568e-05,-0.00170136205629046,-0.00243588987239818,-0.00152577377050811,-5.77699408292887e-05,0.000885806977835912,0.00117612955298707,0.000781328639264167,-0.00051702744591875,-0.00192490409416912,-0.00164208261849019,0.00072492146415204,0.00281866332049319,0.00201899887337742,-0.00138883071143514,-0.0048610435532721,-0.00668457223839614,-0.0067448190304189,-0.00483118758871193,-0.000646340564541603,0.00399873417470609,0.00536906734217446,0.00184442300920118,-0.00344239877007269,-0.00563365984400299,-0.00329432524465911,0.000676038424118452,0.00274267670486239,0.00195337219181013,-0.000361349584496296,-0.00253588979688146,-0.00350987875776454,-0.00269552800775763,-4.22137393938371e-05,0.00339640606806579,0.0053286071198988,0.00354026934071339,-0.00178018048166972,-0.00714768028683999,-0.00833261310176248,-0.00443211567781265,0.00120400835109713,0.00450633239910747,0.00435068950738149,0.00228757043281202,-3.57751023898345e-05,-0.00185323486760236,-0.00260986853970824,-0.0021557982348801,-0.00152914477688348,-0.00203759352763377,-0.00337601029561885,-0.00384151365512864,-0.00254526422143275,-0.000356662373435235,0.00129877636001741,0.00146899424688751,-0.000152416320143622,-0.0024678061019161,-0.00264320387836481,0.00122686851028231,0.00672891696298095,0.00878663645328537,0.00571456056829156,0.0013765811070563,-2.01788304430295e-05,0.00109917316618713,0.00185164479181221,0.00162143425440942,0.00159729681492937,0.0012751350551321,-0.000833590615467728,-0.00346104336131692,-0.0032602747000956,0.000176387465713468,0.00308527175007445,0.00239432912534632,-0.000691842603214532,-0.00305733507666783,-0.00328964075264082,-0.00171960104811131,0.000846351163698245,0.00281326980147423,0.00216115982926635,-0.00102787500013157,-0.00381036851559902,-0.00376731004259145,-0.00191765646548969,-0.00091487411262392,-0.00177071693455222,-0.00372167786903077,-0.00565632180586739,-0.00607200836467392,-0.00353058059934863,0.000724632574161888,0.00246432579222144,-0.000579793894742053,-0.00497512502547615,-0.0056382151333203,-0.00229530359092145,0.00111466553191075,0.0020779705716496,0.00101538584366434,-0.00142674907273133,-0.00421114827027136,-0.00414449993876431,0.000297466155311454,0.00384770857253258,-4.9183119745777e-06,-0.00722569462016232,-0.0051477272482563,0.00970116933979259,0.0239611529724124
FLA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000126909245008022,-0.000301377691754645,-0.000556094390827155,-0.000400496304286513,-0.000286473093913386,-0.000455459678369685,-0.000564411628629635,-0.000448381065811354,-0.000442968412944111,-0.000644674590914995,-0.00059212707725731,-4.49447279171622e-05,0.000535075773851368,0.000607568092833688,0.000164143786891557,-0.000447089367062503,-0.000782000349239809,-0.000374035619440605,0.000749313152034858,0.00160383857298907,0.0011376373783003,-0.000342314572553626,-0.00153047509347903,-0.00192661518685533,-0.00212619931295333,-0.00220563843477883,-0.00136154842725666,0.000236600002049059,0.000826211168073243,-0.000554555429030934,-0.00231151602760704,-0.00236950587250195,-0.00110755653660188,-0.000664221421055267,-0.00186419781683167,-0.00344640836134946,-0.00417917531350476,-0.00417728873969381,-0.00383501686158283,-0.00272916320089678,-0.000285098868404887,0.00301255888595531,0.00557445414278579,0.00586751190944934,0.00378005377232071,0.000977932605958465,-0.000506977493124339,-0.000299124681219176,0.000262128197723754,0.000288085808905159,0.000501910619766122,0.00154329234143091,0.00233574853104557,0.00150363877155613,-0.000410153952330461,-0.00170817043745597,-0.00199456990469393,-0.00222259278469217,-0.00260758982470044,-0.00229749043542693,-0.00120529930256019,-0.000468022699233295,-0.000699394495099703,-0.00119827113354809,-0.00126164224681435,-0.000973985358318608,-0.000370458573197396,0.000827214512144181,0.00222632432464387,0.00281981329586412,0.00247068566879349,0.00209586423451125,0.00201048014205707,0.00147231001992942,0.000311370299521663,-0.000485661324161946,-0.000425455479692083,-0.00026011751342736,-0.000423469723883407,-0.000275656618625497,0.000303248134548184,0.000244247217267457,-0.000738654694145247,-0.00118028280113247,-0.000177099974099093,0.000912477553972835,0.000613939469389813,-0.000267517410432738,-0.0001517630493586,0.000643833128146198,0.000645542479102978,-0.000264660528427108,-0.000930508474827008,-0.000874041188087205,-0.000573618127465814,-0.000433647414296523,-0.000811433788086902,-0.00213708338992191,-0.00368910340340456,-0.00357372069432671,-0.00151110076804439,-4.40981777414251e-05,-0.000995062719449713,-0.00252339329879536,-0.00219419694701095,-0.00101040348985393,-0.00118102407003384,-0.00178037891346605,-0.000668935501503931,0.000827101505624483,-5.00053182816984e-05,-0.00189659888999838,-0.00114325401896842,0.000990405157149432,0.00015380251395225,-0.0023444259156653,-0.000599326602047867,0.00380639796040683,0.000178233694911434,-0.0150423468902465,-0.029311321695733
LRD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00580645778860234,0.00399194879894704,0.00262899694256902,0.00255672670074514,0.00191657548269486,-0.000135910613550116,-0.00164626809283686,-0.000996075951046116,0.00100459433545286,0.00325183826664155,0.00579099521658488,0.0079586074878657,0.00794909860732762,0.00580879680047275,0.00431297699366429,0.00515241170441616,0.00647244591319929,0.00582496287479994,0.00345734257997421,0.00110717817404904,-0.0003788880416975,-0.000649357788653937,0.000825669735005086,0.00333064431929753,0.00467819035421435,0.00391439260568394,0.00239732398152892,0.00107114025476651,-0.000806647930866156,-0.0028012318422288,-0.00226301887170077,0.00147306935824076,0.0046375112483128,0.00367859070015353,9.35423398509272e-05,-0.00229672403264747,-0.00262598184573548,-0.00226261581636766,-0.00103273212386412,0.00176488993985036,0.00394772468662286,0.00239568167571491,-0.00186428934100924,-0.00426542261449203,-0.00255365742504399,0.00105139492606821,0.00353835288998283,0.00394924064512736,0.00248706807002197,-0.000236238186408499,-0.00260712552399944,-0.0030795473612315,-0.00215831259926258,-0.00143024699356875,-0.00101625604042965,-0.00011222333121097,0.000757969015571014,0.000693083959615315,0.000776385230557786,0.00236767867365195,0.0037082960912338,0.00178975214353816,-0.00257837160441188,-0.00516349404107341,-0.00392760440954998,-0.000877763207407511,0.0017067982007104,0.00327588190885031,0.00316838623089577,0.000795423685435281,-0.0017828066452461,-0.00143114983023818,0.00113024604795164,0.00183677752058742,-0.000556345342912046,-0.00288426969098765,-0.00289218686740789,-0.00173021207191404,-0.000244165337581315,0.00229985640258512,0.00444459959729837,0.00284093327222124,-0.00164477153176446,-0.00353647432336768,-0.000986820756418538,0.0011711683943787,-0.000348817477665797,-0.00195239429927074,-0.000100769452067162,0.0022856231103674,0.00145026843391083,-0.000460722542642067,2.24994215667351e-05,0.00108188894276573,-0.000417535252245749,-0.00259462630147933,-0.00224772460998324,-0.00075556813519384,-0.000281034752833698,0.00125081962320017,0.00480221855134211,0.00520076902570743,-0.000584210338548274,-0.0055652301998883,-0.00254147290386797,0.00338698571712293,0.00291322592500087,-0.00183703587778261,-0.00233097170906849,0.000310274094350582,-0.0008884325788312,-0.00275820794971082,0.00249820007734147,0.00831207466021677,0.00184253323576389,-0.00874409473026816,-0.00194392926898157,0.0153208630806256,0.00467987939296677,-0.0465096100382985,-0.0950193033431477
SSK,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000656117387076272,0.000790047712459163,0.00102094177136713,0.0014162269375344,0.00204447078714676,0.00272979368592541,0.00318493581245871,0.0033804944915854,0.00350627922607849,0.00357866371242288,0.00339285841236769,0.00288664939010275,0.00225112313094566,0.00165190076761057,0.00114036888299474,0.0008481836907972,0.000904665754003275,0.00109628264311912,0.000988718731972149,0.000521101244007838,0.000141860293579654,0.000213584901250563,0.000607149096425452,0.001024406709492,0.00136702504928898,0.00158229517473973,0.00147715953921157,0.000968760571979033,0.000322581425356461,-6.75578945097399e-05,-5.76019690701202e-06,0.00044251936318318,0.000955852031570004,0.00100642304815235,0.000298703326212291,-0.000716365621895143,-0.00116139739824028,-0.000732180266151516,3.7189395616366e-06,0.000429627098871954,0.000506912611860422,0.000398819818308027,8.53690705859833e-05,-0.000271008378553539,-0.000167204244542418,0.000504631023245494,0.00104910077816722,0.000870597410351337,0.000347851286877976,0.000182769614282208,0.000297688607404645,0.000125197000074628,-0.00032655804792725,-0.000528383711717595,-0.000373982641050929,-0.000240433538730933,-0.000173837801714427,0.000165734973448295,0.000710106146992295,0.000913635820234404,0.000595789316669482,0.000154138296041495,-0.000169290061646343,-0.000519673163164036,-0.000794836896814033,-0.000550970242265691,0.000181555553035118,0.000685933306969311,0.000515873282203039,8.22188327971318e-05,-4.58852961768841e-05,0.000120449191079786,0.000271441151626028,0.000292346398064858,0.000151180873203316,-0.000207394512933057,-0.000547874490419709,-0.000422714212165332,0.000132275167473495,0.000481875401704634,0.000260725017565022,-0.000157714382540419,-0.000329692712236707,-0.00030237989880888,-0.000217336744000818,1.17170862168336e-05,0.000278874815600183,0.000199980580239512,-0.000177504576381438,-0.000267030464894624,6.99019082217589e-05,0.000208603252228379,-0.000130127053190598,-0.000359204458633577,-0.000175210031979844,-0.000210123159003039,-0.00075979776934787,-0.000925481392965111,-5.85489515074755e-05,0.000925210244527186,0.00088950248238362,0.000236892476068284,-4.1182188281752e-06,4.04757495209296e-05,-0.000260493998837319,-0.000482861356714714,1.86982133421054e-06,0.000403852280715711,-0.000253465049860679,-0.00100069238981071,-0.000336238723592786,0.000869878027465631,0.000648891363765891,-0.000366250151175862,7.74942716761373e-05,0.00124536232807593,0.000118890483068235,-0.00224852251251662,-0.000100926604009288,0.0083011819618557,0.0160831698044426
MES,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15631493376046e-05,0.00103285275179665,0.00149665788018361,0.000724495245190582,-0.000150074684921897,-8.94701344629212e-05,0.000256339015455964,5.45604883495088e-06,-0.000374299787166521,-0.000269108548419439,-0.000481632038670021,-0.00193534468198564,-0.00357346053453611,-0.00333546753648761,-0.00105665404457334,0.00111886506266679,0.00127819475655677,-0.000557364751891498,-0.00322296558753887,-0.00539902777835355,-0.0054818196682298,-0.00210029635327746,0.00405036507883683,0.00969190797993313,0.011485295831819,0.00900530608438732,0.00469546507826557,0.00126650938277972,-0.000200328769474289,-3.40677906196518e-05,0.000908850658396965,0.00151890715671943,0.000670760666748649,-0.00188354429124615,-0.0047860802739299,-0.00579119476877654,-0.00370110866747986,0.000288307290784218,0.00330067576537107,0.00306193627334128,-0.000246344580886237,-0.00412673163710942,-0.00567730858629467,-0.00369339687675296,0.000589787092032168,0.00457602981674921,0.00628760246724624,0.00553860771190884,0.00335401308017502,0.000609789744660638,-0.00232548878264005,-0.00480795349592977,-0.00567431039295307,-0.00431449606819179,-0.00153737318874203,0.00119520529593675,0.00312595170875607,0.00430731105653503,0.00471504808837686,0.00403853405494736,0.00236439282156375,0.000452818527215015,-0.000805070139387354,-0.000879203387093241,0.000259285400369791,0.00188177554925151,0.00247589363176814,0.000772986069504711,-0.00289368932309131,-0.00668624957744157,-0.00884995510698161,-0.00885905136839682,-0.00717209945315211,-0.00463016638974789,-0.00219441363507222,-0.000471036137796865,0.000810200235651592,0.00221694101411618,0.00337296882498084,0.00315280695872744,0.00140712307294599,-0.000503291699222252,-0.00145281119271967,-0.00183980269090167,-0.00235480220960937,-0.00247553672072165,-0.00139768621278513,0.000219475429225291,0.000863210421179872,0.000294263702159903,-0.000254032096396628,-2.03664134348358e-05,0.000376370272126891,0.000253556455709791,5.3535832127416e-05,0.000724316536375724,0.00252938153493254,0.00477348214281292,0.00625287644007155,0.00596826303489983,0.00403965150420316,0.00195346783617634,0.00121180567677204,0.00168329570057058,0.00197082425926265,0.0013428637278956,0.000414740785386947,-8.26877865263143e-05,-0.000155133704622834,1.01638853244879e-06,0.00029628072694976,0.0002102648443989,-0.00089214222679157,-0.00248095680906424,-0.00307189588403833,-0.00221889590400259,-0.000990663377051781,0.000172774779005458,0.00242753033253873,0.00611443301594239,0.00906496758600728
GRH,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01464276182804,-0.0273768194759203,-0.0396874915627183,-0.0405361463680229,-0.035115536581503,-0.0334501445897377,-0.034424104451694,-0.0307491558311455,-0.0227121184281698,-0.0167570718456389,-0.0142062213603182,-0.0109697436024376,-0.00673280824517342,-0.00556831315106976,-0.00753877496188604,-0.00771147714134557,-0.00468359975862054,-0.00305718816735912,-0.00541404440470128,-0.00797612682812421,-0.00701672550733079,-0.00442051279123046,-0.00358340936430412,-0.0039342316861708,-0.00310847264280589,-0.00149293879390378,-0.00109162689589049,-0.00195425038757246,-0.00274378464729708,-0.00325913189856575,-0.00383277759345368,-0.00362367984021983,-0.00184336925830042,0.000435785024132329,0.00158089421966068,0.00135643586071676,0.000160158600489346,-0.0019510042202544,-0.00380012737274971,-0.00283669919981833,0.00118450179462837,0.00416981648313897,0.00236985776055842,-0.00221741018781074,-0.00434022156480118,-0.00248987115714883,5.38150766065115e-05,0.000779468250927451,0.000741411239586931,0.00120110306444055,0.00111152633979472,-0.000366000794269183,-0.00160814920860819,-0.000963051123621383,0.000362640099619504,1.22932540911336e-05,-0.0019334876699233,-0.00298706785004565,-0.00152060400936271,0.00134240836816168,0.00300812526733107,0.00180779453635971,-0.00166297439306717,-0.00500739722823607,-0.0059741330492793,-0.00420875975168755,-0.000983193006304894,0.00236811498677092,0.00492662915700492,0.00564865160030248,0.00403433523322949,0.00153631778106789,0.000558807545933959,0.00137577550658996,0.00165181337389519,-6.3986406237504e-05,-0.00200499607270377,-0.00168910952077272,0.000621195704271216,0.00258837891346442,0.00292783968248322,0.00217541690737377,0.001060351660918,-0.000144759516237158,-0.0010401834853413,-0.00141423210661795,-0.0018208326489173,-0.00246054950554075,-0.00205761238751734,0.000416199020531138,0.00335369227870075,0.00394032694555957,0.00193389545062228,-0.000160234642362589,-0.000980325860420628,-0.0019948201466935,-0.00433707135431849,-0.00616910947467897,-0.00496858952141643,-0.00117549295792951,0.00209815577135775,0.0023688808916873,-0.000239475951499202,-0.00350501746919019,-0.00471710089774113,-0.00282956878751239,1.37784007936403e-05,0.000300753951650634,-0.00242469826508351,-0.00448551209498671,-0.00292847571069998,0.000340164253733732,0.00160935847916299,0.000833923686182736,0.000649391948689626,0.00102523176977076,-0.000528539255533644,-0.00300416021840633,-0.00125819173885944,0.00614715768522434,0.013011131279578
