"2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
1,0.00346510930837744,0.00282659152932639,0.000621457516395224,-6.54471934782795e-05,0.00168867965094301,0.00342433184599557,0.00273926415773484,0.000859729195064133,-2.72808631972385e-05,0.000396028357866508,0.000766325082193952,0.000626562777711994,0.000615069099717567,0.000819044612204999,0.0012258347517774,0.00166252498175061,0.00202068998598295,0.00119104689053317,-0.00132409655057776,-0.00393895518576186,-0.00461609860436068,-0.00382834849453741,-0.00374577581440036,-0.0045029047102444,-0.00412260420632604,-0.00215937076085423,-0.00104741601868053,-0.00205129171986332,-0.0030493661004507,-0.00235388046340149,-0.00164421221287918,-0.00284418213214016,-0.0043498713713,-0.00312031172132789,-0.000547371060862474,-0.000929016379537181,-0.00461913991186438,-0.006913778628327,-0.00526871004796009,-0.00283021083880473,-0.00295524119140118,-0.00326827141991829,-0.000374965180228803,0.00307768569511961,0.00193452408168041,-0.00332176036082547,-0.00628493122062372,-0.00413840827150053,-0.00095408951637632,-0.000853215548236563,-0.0014141451138585,0.000652188385576134,0.00357430941512163
