"HAS",11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",163587.31736,"NA",162010.67656,160920.78376,159504.50248,156892.7817,155160.06026,154130.17098,153372.39036,153764.38425,153530.92236,154312.59108,154915.7296,155219.67695,165992.18088,170445.11884,167383.36462,167877.9562,164864.715066667,163711.15432,162313.38936,161712.75965,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"HOS",12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",97674.611406,"NA",99541.547814,99992.11572,100844.718234,102943.813665,106156.5102,108899.99328,111054.23728,115141.9607,114128.5192,114192.95212,115467.632,114641.754516667,113117.00532,112081.73006,114044.13296,116623.08186,115583.930483333,115879.29984,114567.84556,116458.5835,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"HWH",13,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",55599.949018,"NA",52826.116544,50069.375874,47405.778274,44667.7684033333,41604.985282,39224.134898,36982.099406,34611.5452983333,32580.855196,30710.561068,28961.089748,26967.190465,25187.090258,23548.757354,22053.568964,20728.020588,19422.0222116667,18158.651218,16914.168746,16424.76726,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"KWH",15,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",114660.5693,"NA",113290.21484,109672.43426,108484.00756,108357.4849,106641.89064,103932.67716,100634.205134,95867.0297916667,88727.528458,82980.03124,77405.54895,71603.0021583333,67875.698736,64317.592446,60922.240422,58486.730862,55557.9406816667,53512.653946,52389.013266,51365.36934,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"LRD",16,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1739706.848,"NA",1783738.6052,1837570.9072,1891738.381,1981179.19866667,1997786.4768,2042185.3174,2083439.5464,2193164.91333333,2156534.5934,2181890.1394,2208465.2674,2149686.12283333,2237301.3816,2246854.2498,2258486.8416,2263774.1664,2236525.82516667,2285522.8576,2293995.2924,2422638.9335,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"MAC",17,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5322685.2228,"NA",5180505.0722,5135016.1112,4778636.45,4716844.315,4595224.1862,4646242.75,4809685.8966,4477663.54683333,4599062.502,4146250.3378,4516296.9856,4577863.90483333,3836780.2712,4111456.0898,4308911.9706,3690222.4278,4112751.33433333,4164235.0662,4218417.643,4153154.525,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"MES",18,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",20733931.962,"NA",21627645.676,22531806.334,23361148.774,23893933.205,24215701.036,24892288.618,25165729.436,26141662.8083333,26697775.51,27738320.722,27979277.76,28176217.3916667,29311925.668,28670594.434,29634382.908,29715025.542,28434447.0016667,28770975.654,27520070.134,27767284.695,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"MWH",19,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",746843.43288,"NA",769239.76316,795684.77636,797355.48678,798799.964066667,792916.80766,808835.30556,825048.4822,836942.74255,849532.35426,856113.28048,862421.72078,867898.673366667,876632.47248,884323.97226,892709.20638,898541.3038,904725.507633333,903550.69036,911052.67818,922076.69955,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NCO",20,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3310155.4046,"NA",3289049.4638,3296494.3742,3213045.1804,3194196.8905,3230722.0076,3294585.5094,3437251.7812,3420563.06566667,3389147.7784,3430702.2478,3619352.0614,3705913.90166667,3755441.1902,3762528.2178,3711434.7914,3655015.8514,3550997.022,3512407.721,3491660.1862,3539910.1175,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PCO",21,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2558076.09,"NA",2744073.7032,2864962.5274,3009436.456,3129670.98933333,3168083.2008,3211076.372,3345212.448,3420959.22616667,3354267.7608,3282810.749,3211240.6054,3284968.01033333,3355850.7176,3471211.2116,3549365.8184,3747607.285,3898612.93816667,3988409.586,3978656.6142,3809445.523,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PEL",22,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1915831.9846,"NA",1902271.4334,1901808.9056,1914978.7602,1960672.93733333,1955578.3684,1966363.5914,1972658.5826,2005249.90033333,1941638.0032,1920501.4432,1920121.2856,1875044.36683333,1888012.5984,1885524.3348,1872200.1522,1861438.832,1837348.56616667,1873301.728,1874859.4904,1934696.5995,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PES",23,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",687223.09162,"NA",712794.82048,745024.70244,773644.6179,808772.66015,818310.11566,836645.41438,848669.69918,877930.088283333,861283.80628,855861.0935,853943.59572,826767.360716667,837011.31292,828774.37086,817471.60966,807679.9554,798684.095866667,813174.80486,811916.70344,847166.38865,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"POB",24,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",163.2655938,"NA",163.1844558,163.3120222,163.7797502,164.144780666667,165.108317,165.7297462,166.4889884,168.399369,168.0994036,168.7285278,169.3988868,170.2854285,170.8174562,171.5799448,172.3854826,173.098059,173.446281333333,174.2535168,174.776865,172.0319525,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RED",26,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",527848.37604,"NA",593488.14428,620152.25016,583180.8861,605244.496166667,592907.0543,592814.97924,595082.84824,578649.455183333,610196.0518,680670.50674,676340.55546,701348.3331,780111.6475,757809.64008,822576.15756,860668.12086,810606.91105,822767.50838,804922.4301,861914.5671,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"REO",27,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",724102.87404,"NA",701525.92214,688218.79516,679194.26064,670841.03575,657827.31782,647805.54922,637548.82032,629840.8003,616035.11178,607005.9149,595525.8052,588005.793666667,594655.46288,598341.27284,598768.14424,599612.63028,598477.5698,598211.3098,594604.71866,593534.71685,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RIS",28,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5052.5899464,"NA",5070.6654414,5092.2519294,5110.0473038,5124.70773283333,5137.9883292,5159.9406104,5187.6227186,5224.41725916667,5243.2043948,5263.1088594,5279.4329264,5282.27658166667,5301.9907872,5315.5908036,5336.498435,5358.7683776,5374.54874633333,5388.36092,5400.074734,5423.294624,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SAI",29,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1521451.8186,"NA",1388232.1876,1312367.294,1233690.291,1172917.6575,1069360.5826,1018736.74386,1061997.41682,1081628.33216667,1045541.28826,969470.3127,949238.48828,979695.455616667,1025215.17678,1055490.7532,1071200.7102,1102049.3132,1178415.1555,1312000.2604,1438520.3186,1596717.315,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SBA",30,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",24485.180072,"NA",24836.415384,25194.208114,25527.658134,25738.133165,26036.625314,26273.120622,26514.921204,26742.48033,26924.364886,27049.312612,27157.16389,27341.6988533333,27365.370402,27501.55095,27635.847876,27740.094218,27821.11267,27776.870818,27809.628244,27422.49923,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SBB",31,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4896.5879968,"NA",4907.4962598,4925.0102342,4941.4337934,4956.729495,4964.1788654,4970.6162854,4977.2626048,4994.96535816667,4992.6279298,4999.101743,5005.9947062,5027.1887945,5018.8646968,5032.6886578,5039.8416152,5043.2828586,5027.994515,5051.6709104,5057.8370322,5044.089392,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SHO",33,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",545505.40872,"NA",551064.17202,558203.05754,564797.3217,571005.141566667,574649.37786,578230.96388,581792.78032,584355.2504,583877.52122,585157.10096,586181.01324,583229.58405,585617.8558,588058.57694,590243.07634,589614.1097,589806.006333333,590829.88272,591669.72916,595433.69575,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SSH",34,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5061375.8034,"NA",5647402.3314,6292289.801,6885688.4812,7679046.67166667,8246431.179,8760516.1956,9327573.5804,9512134.32616667,10009039.559,10641168.512,11450845.636,12201017.4883333,12796440.658,12787034.712,12541105.342,12144297.906,11744348.54,11433020.75,11432123.868,11936739.81,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SSK",35,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",265374.70138,"NA",274404.93468,284534.19336,295331.34608,309456.749433333,321753.22976,334994.44206,348361.4892,367027.437583333,377649.96722,389802.78542,402255.71146,410077.207666667,424371.81896,433902.8645,442160.28182,449081.86444,457089.461566667,465623.72598,472414.79054,475990.30305,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SWH",36,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",98505.65142,"NA",94922.748686,91184.84994,88083.469306,85089.6400616667,82238.417126,79902.385518,77763.998766,75984.91141,74051.934806,72579.00401,71195.130692,70173.1045316667,69350.727708,68461.966234,67718.730032,66780.715414,65539.04619,64832.418992,64440.772242,63658.677565,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
