"Binomial","ID","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980.x","1980.y","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"BES",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5606.5095444,"NA",5683.29859,5782.39194,5878.4562248,5909.85285866667,5997.149645,6033.7643852,6067.4389518,6033.80343416667,6111.774601,6121.91415,6136.2727406,6248.65932066667,6172.8765192,6201.37619,6228.0996534,6246.9632696,6273.85373533333,6260.7980556,6275.6362426,6107.105306,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BWH",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",5147090.625,"NA",4840714.128,4531304.8142,4238377.2322,4294856.55616667,4223673.3106,4198584.184,4096304.8352,3870999.91483333,3846447.5462,3763517.1626,3713352.149,3836708.99966667,4055600.821,4162051.3492,4256152.9882,4325288.728,4298702.1175,4372813.509,4312564.2018,4756353.032,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CAP",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3203390.6586,"NA",3194678.5444,2842888.4638,3092838.7436,3145980.23016667,2518902.9418,2187284.2604,2623657.2278,2392188.7535,2140114.8224,2778032.004,7429472.627,5558788.45566667,3591693.9558,4873490.6494,5939055.2636,5118026.3672,4362384.62766667,4863719.0864,5628517.2066,6667326.6825,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"DEL",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",85224.925628,"NA",85087.842856,85128.5918,85095.799096,84386.5298866667,84130.991116,83982.157518,83844.146534,83797.33844,82486.127754,80987.582728,80494.971482,81377.9104716667,78854.781538,79019.401046,78275.48222,78013.185562,77218.6383,79180.409894,79407.995572,77428.023265,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"DEO",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1333765.983,"NA",1360663.0546,1408834.4482,1436355.9606,1467526.19166667,1478760.7584,1492075.5156,1497472.7118,1536578.51316667,1513348.318,1517419.0898,1524965.2168,1509140.53983333,1536657.4158,1541045.2336,1539288.462,1536145.7734,1527677.13,1528064.661,1526304.2594,1528494.1635,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"FLA",7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",83874.291142,"NA",84254.459928,85495.968076,86280.880992,87199.3772966667,86973.011628,87524.724254,87766.501382,89014.2086666667,87993.30244,87285.290572,87494.200006,86178.0022366667,86587.312892,86689.326972,86349.981308,85821.96437,85802.64037,86623.192974,86857.578304,88699.839605,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"FWH",8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",797770.74624,"NA",812437.38522,829586.35264,832475.09254,835431.3988,831654.43776,840368.02406,849556.88324,856038.425883333,861787.4765,864910.05506,867452.3754,869241.0946,874329.4124,878017.42254,881901.63196,884411.44432,885943.056383333,884082.34646,884138.6149,889460.0342,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GRH",9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",607613.58928,"NA",605141.73766,600671.48438,594014.3456,582150.096516667,585302.10022,584260.84298,583694.57036,580796.768283333,581958.93462,578984.51154,579111.03492,577737.548533333,574383.0258,572500.03494,568731.32356,567383.04608,571491.456583333,569022.78856,571480.44468,565507.17745,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"HAD",10,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",367805.66686,"NA",340053.09528,335328.36278,344338.99478,371616.854766667,533818.67394,706712.9113,880311.33768,980297.0847,987185.57074,1064314.60952,1201401.316,1250205.22466667,1131899.74938,1043969.4699,944520.19438,869655.86146,764804.91665,657189.109,941426.96776,1276771.644,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
