Num,Species,Gen_len
2844,Ninox meeki,4.086419753
2845,Ninox punctulata,4.086419753
2846,Ninox variegata,4.086419753
2847,Ninox odiosa,4.086419753
2848,Ninox jacquinoti,4.086419753
2849,Uroglaux dimorpha,5.368209877
2850,Sceloglaux albifacies,5.823335666
2851,Pseudoscops grammicus,5.368209877
2852,Pseudoscops clamator,5.368209877
2853,Nesasio solomonensis,5.368209877
2854,Asio stygius,7.196653226
2855,Asio otus,7.196653226
2856,Asio abyssinicus,7.196653226
2857,Asio madagascariensis,7.196653226
2858,Asio flammeus,7.196653226
2859,Asio capensis,7.196653226
2860,Podargus strigoides,7.5
2861,Podargus papuensis,7.5
2862,Podargus ocellatus,7.5
2863,Rigidipenna inexpectata,NA
2864,Batrachostomus auritus,7.5
2865,Batrachostomus harterti,7.5
2866,Batrachostomus septimus,7.5
2867,Batrachostomus stellatus,7.5
2868,Batrachostomus moniliger,7.5
2869,Batrachostomus hodgsoni,7.5
2870,Batrachostomus poliolophus,7.5
2871,Batrachostomus mixtus,7.5
2872,Batrachostomus affinis,7.5
2873,Batrachostomus javensis,7.5
2874,Batrachostomus cornutus,7.5
2875,Steatornis caripensis,7.5
2876,Nyctibius grandis,7.5
2877,Nyctibius aethereus,7.5
2878,Nyctibius jamaicensis,7.5
2879,Nyctibius griseus,7.5
2880,Nyctibius maculosus,7.5
2881,Nyctibius leucopterus,7.5
2882,Nyctibius bracteatus,7.5
2883,Lurocalis semitorquatus,5.4
2884,Lurocalis rufiventris,5.4
2885,Chordeiles pusillus,5
2886,Chordeiles rupestris,5
2887,Chordeiles acutipennis,5
2888,Chordeiles minor,5
2889,Chordeiles gundlachii,5
2890,Chordeiles nacunda,5.4
2891,Nyctiprogne vielliardi,5.4
2892,Nyctiprogne leucopyga,5.4
2893,Eurostopodus argus,5.4
2894,Eurostopodus mystacalis,5.4
2895,Eurostopodus diabolicus,5.4
2896,Eurostopodus papuensis,5.4
2897,Eurostopodus archboldi,5.4
2898,Eurostopodus temminckii,5.4
2899,Eurostopodus macrotis,5.4
2900,Nyctidromus albicollis,5.4
2901,Phalaenoptilus nuttallii,5.4
2902,Siphonorhis americana,5.4
2903,Siphonorhis brewsteri,5.4
2904,Nyctiphrynus mcleodii,5.4
2905,Nyctiphrynus yucatanicus,5.4
2906,Nyctiphrynus ocellatus,5.4
2907,Nyctiphrynus rosenbergi,5.4
2908,Caprimulgus vociferus,5.625
2909,Caprimulgus arizonae,5.625
2910,Caprimulgus carolinensis,5.625
2911,Caprimulgus rufus,5.625
2912,Caprimulgus cubanensis,5.625
2913,Caprimulgus ekmani,5.625
2914,Caprimulgus salvini,5.625
2915,Caprimulgus badius,5.625
2916,Caprimulgus sericocaudatus,5.625
2917,Caprimulgus ridgwayi,5.625
2918,Caprimulgus noctitherus,5.625
2919,Caprimulgus saturatus,5.625
2920,Caprimulgus longirostris,5.625
2921,Caprimulgus cayennensis,5.625
2922,Caprimulgus maculicaudus,5.625
2923,Caprimulgus parvulus,5.625
2924,Caprimulgus heterurus,5.625
2925,Caprimulgus anthonyi,5.625
2926,Caprimulgus maculosus,5.625
2927,Caprimulgus nigrescens,5.625
2928,Caprimulgus whitelyi,5.625
2929,Caprimulgus hirundinaceus,5.625
2930,Caprimulgus binotatus,5.625
2931,Caprimulgus ruficollis,5.625
2932,Caprimulgus indicus,5.625
2933,Caprimulgus europaeus,5.625
2934,Caprimulgus fraenatus,5.625
2935,Caprimulgus rufigena,5.625
2936,Caprimulgus aegyptius,5.625
2937,Caprimulgus mahrattensis,5.625
2938,Caprimulgus centralasicus,5.625
2939,Caprimulgus nubicus,5.625
2940,Caprimulgus eximius,5.625
2941,Caprimulgus madagascariensis,5.625
2942,Caprimulgus macrurus,5.625
2943,Caprimulgus meesi,5.625
2944,Caprimulgus atripennis,5.625
2945,Caprimulgus manillensis,5.625
2946,Caprimulgus celebensis,5.625
2947,Caprimulgus donaldsoni,5.625
2948,Caprimulgus nigriscapularis,5.625
2949,Caprimulgus pectoralis,5.625
2950,Caprimulgus prigoginei,5.625
2951,Caprimulgus solala,5.625
2952,Caprimulgus poliocephalus,5.625
2953,Caprimulgus ruwenzorii,5.625
2954,Caprimulgus asiaticus,5.625
2955,Caprimulgus natalensis,5.625
2956,Caprimulgus inornatus,5.625
2957,Caprimulgus stellatus,5.625
2958,Caprimulgus affinis,5.625
2959,Caprimulgus tristigma,5.625
2960,Caprimulgus concretus,5.625
2961,Caprimulgus pulchellus,5.625
2962,Caprimulgus enarratus,5.625
2963,Caprimulgus batesi,5.625
2964,Caprimulgus climacurus,5.625
2965,Caprimulgus clarus,5.625
2966,Caprimulgus fossii,5.625
2967,Macrodipteryx longipennis,5.4
2968,Macrodipteryx vexillarius,5.4
2969,Hydropsalis climacocerca,5.4
2970,Hydropsalis torquata,5.4
2971,Uropsalis segmentata,5.4
2972,Uropsalis lyra,5.4
2973,Macropsalis forcipata,5.4
2974,Eleothreptus anomalus,5.4
2975,Eleothreptus candicans,5.4
2976,Aegotheles crinifrons,5.4
2977,Aegotheles insignis,5.4
2978,Aegotheles tatei,5.4
2979,Aegotheles cristatus,5.4
2980,Aegotheles savesi,5.4
2981,Aegotheles bennettii,5.4
2982,Aegotheles wallacii,5.4
2983,Aegotheles archboldi,5.4
2984,Aegotheles albertisi,5.4
2985,Cypseloides niger,8.04
2986,Cypseloides lemosi,8.04
2987,Cypseloides rothschildi,8.04
2988,Cypseloides fumigatus,8.04
2989,Cypseloides cherriei,8.04
2990,Cypseloides storeri,8.04
2991,Cypseloides cryptus,8.04
2992,Cypseloides senex,8.04
2993,Streptoprocne rutila,7.2
2994,Streptoprocne phelpsi,7.2
2995,Streptoprocne zonaris,7.2
2996,Streptoprocne biscutata,7.2
2997,Streptoprocne semicollaris,7.2
2998,Hydrochous gigas,7.2
2999,Collocalia esculenta,5.009090909
3000,Collocalia linchi,5.009090909
3001,Collocalia troglodytes,5.009090909
3002,Collocalia elaphra,5.009090909
3003,Collocalia francica,5.009090909
3004,Collocalia unicolor,5.009090909
3005,Collocalia mearnsi,5.009090909
3006,Collocalia infuscata,5.009090909
3007,Collocalia hirundinacea,5.009090909
3008,Collocalia spodiopygia,5.009090909
3009,Collocalia brevirostris,5.009090909
3010,Collocalia vulcanorum,5.009090909
3011,Collocalia rogersi,5.009090909
3012,Collocalia whiteheadi,5.009090909
3013,Collocalia nuditarsus,5.009090909
3014,Collocalia orientalis,5.009090909
3015,Collocalia salangana,5.009090909
3016,Collocalia palawanensis,5.009090909
3017,Collocalia amelis,5.009090909
3018,Collocalia vanikorensis,5.009090909
3019,Collocalia pelewensis,5.009090909
3020,Collocalia inquieta,5.009090909
3021,Collocalia bartschi,5.009090909
3022,Collocalia sawtelli,5.009090909
3023,Collocalia leucophaea,5.009090909
3024,Collocalia ocista,5.009090909
3025,Collocalia maxima,5.009090909
3026,Collocalia fuciphaga,5.009090909
3027,Collocalia germani,5.009090909
3028,Collocalia papuensis,5.009090909
3029,Schoutedenapus myoptilus,5.137344398
3030,Schoutedenapus schoutedeni,5.137344398
3031,Mearnsia picina,7.95
3032,Mearnsia novaeguineae,7.95
3033,Zoonavena grandidieri,7.2
3034,Zoonavena thomensis,7.2
3035,Zoonavena sylvatica,7.2
3036,Telacanthura ussheri,7.95
3037,Telacanthura melanopygia,7.95
3038,Rhaphidura leucopygialis,7.2
3039,Rhaphidura sabini,7.2
3040,Neafrapus cassini,7.95
3041,Neafrapus boehmi,7.95
3042,Hirundapus caudacutus,8.5
3043,Hirundapus cochinchinensis,8.5
3044,Hirundapus giganteus,8.5
3045,Hirundapus celebensis,8.5
3046,Chaetura spinicaudus,5.357272727
3047,Chaetura fumosa,5.357272727
3048,Chaetura martinica,5.357272727
3049,Chaetura cinereiventris,5.357272727
3050,Chaetura egregia,5.357272727
3051,Chaetura pelagica,5.357272727
3052,Chaetura vauxi,5.357272727
3053,Chaetura chapmani,5.357272727
3054,Chaetura viridipennis,5.357272727
3055,Chaetura meridionalis,5.357272727
3056,Chaetura brachyura,5.357272727
3057,Aeronautes saxatalis,5.5
3058,Aeronautes montivagus,5.5
3059,Aeronautes andecolus,5.5
3060,Tachornis phoenicobia,7.2
3061,Tachornis furcata,7.2
3062,Tachornis squamata,7.2
3063,Panyptila sanctihieronymi,7.2
3064,Panyptila cayennensis,7.2
3065,Cypsiurus parvus,7.2
3066,Cypsiurus balasiensis,7.2
3067,Tachymarptis melba,7.261904762
3068,Tachymarptis aequatorialis,7.261904762
3069,Apus alexandri,12.5
3070,Apus apus,11.19117647
3071,Apus unicolor,12.5
3072,Apus niansae,12.5
3073,Apus pallidus,12.5
3074,Apus barbatus,12.5
3075,Apus sladeniae,12.5
3076,Apus berliozi,12.5
3077,Apus bradfieldi,12.5
3078,Apus balstoni,12.5
3079,Apus pacificus,12.5
3080,Apus acuticauda,12.5
3081,Apus affinis,12.5
3082,Apus nipalensis,12.5
3083,Apus horus,12.5
3084,Apus toulsoni,12.5
3085,Apus caffer,12.5
3086,Apus batesi,12.5
3087,Hemiprocne coronata,7.45
3088,Hemiprocne longipennis,7.45
3089,Hemiprocne mystacea,7.45
3090,Hemiprocne comata,7.45
3091,Ramphodon naevius,4.15
3092,Eutoxeres aquila,4.15
3093,Eutoxeres condamini,4.15
3094,Glaucis aeneus,4.15
3095,Glaucis hirsutus,4.15
3096,Glaucis dohrnii,4.15
3097,Threnetes niger,4.15
3098,Threnetes ruckeri,4.15
3099,Threnetes leucurus,4.15
3100,Anopetia gounellei,4.15
3101,Phaethornis longuemareus,4.15
3102,Phaethornis aethopyga,4.15
3103,Phaethornis yaruqui,4.15
3104,Phaethornis guy,4.15
3105,Phaethornis syrmatophorus,4.15
3106,Phaethornis superciliosus,4.15
3107,Phaethornis longirostris,4.15
3108,Phaethornis malaris,4.15
3109,Phaethornis eurynome,4.15
3110,Phaethornis hispidus,4.15
3111,Phaethornis anthophilus,4.15
3112,Phaethornis bourcieri,4.15
3113,Phaethornis koepckeae,4.15
3114,Phaethornis philippii,4.15
3115,Phaethornis squalidus,4.15
3116,Phaethornis rupurumii,4.15
3117,Phaethornis augusti,4.15
3118,Phaethornis pretrei,4.15
3119,Phaethornis subochraceus,4.15
3120,Phaethornis nattereri,4.15
3121,Phaethornis ruber,4.15
3122,Phaethornis stuarti,4.15
3123,Phaethornis griseogularis,4.15
3124,Phaethornis striigularis,4.15
3125,Phaethornis atrimentalis,4.15
3126,Phaethornis idaliae,4.15
3127,Androdon aequatorialis,4.15
3128,Doryfera johannae,4.15
3129,Doryfera ludovicae,4.15
3130,Phaeochroa cuvierii,4.15
3131,Campylopterus curvipennis,4.15
3132,Campylopterus excellens,4.15
3133,Campylopterus largipennis,4.15
3134,Campylopterus rufus,4.15
3135,Campylopterus hyperythrus,4.15
3136,Campylopterus duidae,4.15
3137,Campylopterus hemileucurus,4.15
3138,Campylopterus ensipennis,4.15
3139,Campylopterus falcatus,4.15
3140,Campylopterus phainopeplus,4.15
3141,Campylopterus villaviscensio,4.15
3142,Aphantochroa cirrochloris,4.15
3143,Eupetomena macroura,4.15
3144,Florisuga mellivora,4.15
3145,Florisuga fusca,4.15
3146,Colibri delphinae,4.15
3147,Colibri thalassinus,4.15
3148,Colibri coruscans,4.15
3149,Colibri serrirostris,4.15
3150,Anthracothorax viridigula,4.15
3151,Anthracothorax prevostii,4.15
3152,Anthracothorax veraguensis,4.15
3153,Anthracothorax nigricollis,4.15
3154,Anthracothorax mango,4.15
3155,Anthracothorax dominicus,4.15
3156,Anthracothorax viridis,4.15
3157,Avocettula recurvirostris,4.15
3158,Topaza pyra,4.15
3159,Topaza pella,4.15
3160,Eulampis jugularis,4.15
3161,Eulampis holosericeus,4.15
3162,Chrysolampis mosquitus,4.15
3163,Orthorhyncus cristatus,4.15
3164,Klais guimeti,4.15
3165,Stephanoxis lalandi,4.15
3166,Abeillia abeillei,4.15
3167,Lophornis ornatus,4.15
3168,Lophornis gouldii,4.15
3169,Lophornis magnificus,4.15
3170,Lophornis brachylophus,4.15
3171,Lophornis delattrei,4.15
3172,Lophornis stictolophus,4.15
3173,Lophornis chalybeus,4.15
3174,Lophornis pavoninus,4.15
3175,Lophornis helenae,4.15
3176,Lophornis adorabilis,4.15
3177,Discosura popelairii,4.15
3178,Discosura langsdorffi,4.15
3179,Discosura letitiae,4.15
3180,Discosura conversii,4.15
3181,Discosura longicaudus,4.15
3182,Trochilus polytmus,4.15
3183,Trochilus scitulus,4.15
3184,Chlorestes notata,4.15
3185,Chlorostilbon canivetii,4.15
3186,Chlorostilbon auriceps,4.15
3187,Chlorostilbon forficatus,4.15
3188,Chlorostilbon elegans,4.15
3189,Chlorostilbon assimilis,4.15
3190,Chlorostilbon mellisugus,4.15
3191,Chlorostilbon melanorhynchus,4.15
3192,Chlorostilbon olivaresi,4.15
3193,Chlorostilbon lucidus,4.15
3194,Chlorostilbon ricordii,4.15
3195,Chlorostilbon bracei,4.15
3196,Chlorostilbon swainsonii,4.15
3197,Chlorostilbon maugaeus,4.15
3198,Chlorostilbon gibsoni,4.15
3199,Chlorostilbon russatus,4.15
3200,Chlorostilbon stenurus,4.15
3201,Chlorostilbon alice,4.15
3202,Chlorostilbon poortmani,4.15
3203,Panterpe insignis,4.15
3204,Elvira chionura,4.15
3205,Elvira cupreiceps,4.15
3206,Eupherusa poliocerca,4.15
3207,Eupherusa eximia,4.15
3208,Eupherusa cyanophrys,4.15
3209,Eupherusa nigriventris,4.15
3210,Goethalsia bella,4.15
3211,Goldmania violiceps,4.15
3212,Cynanthus sordidus,3.54
3213,Cynanthus latirostris,3.54
3214,Cyanophaia bicolor,4.15
3215,Thalurania ridgwayi,4.15
3216,Thalurania colombica,4.15
3217,Thalurania fannyi,4.15
3218,Thalurania furcata,4.15
3219,Thalurania watertonii,4.15
3220,Thalurania glaucopis,4.15
3221,Damophila julie,4.15
3222,Lepidopyga coeruleogularis,4.15
3223,Lepidopyga lilliae,4.15
3224,Lepidopyga goudoti,4.15
3225,Hylocharis xantusii,4.15
3226,Hylocharis leucotis,4.15
3227,Hylocharis eliciae,4.15
3228,Hylocharis sapphirina,4.15
3229,Hylocharis cyanus,4.15
3230,Hylocharis chrysura,4.15
3231,Hylocharis grayi,4.15
3232,Hylocharis humboldtii,4.15
3233,Chrysuronia oenone,4.15
3234,Leucochloris albicollis,4.15
3235,Polytmus guainumbi,4.15
3236,Polytmus milleri,4.15
3237,Polytmus theresiae,4.15
3238,Leucippus fallax,4.15
3239,Leucippus baeri,4.15
3240,Leucippus taczanowskii,4.15
3241,Leucippus chlorocercus,4.15
3242,Taphrospilus hypostictus,4.15
3243,Amazilia viridicauda,3.375
3244,Amazilia chionogaster,3.375
3245,Amazilia candida,3.375
3246,Amazilia brevirostris,3.375
3247,Amazilia versicolor,3.375
3248,Amazilia luciae,3.375
3249,Amazilia fimbriata,3.375
3250,Amazilia lactea,3.375
3251,Amazilia amabilis,3.375
3252,Amazilia decora,3.375
3253,Amazilia rosenbergi,3.375
3254,Amazilia boucardi,3.375
3255,Amazilia franciae,3.375
3256,Amazilia leucogaster,3.375
3257,Amazilia cyanocephala,3.375
3258,Amazilia cyanifrons,3.375
3259,Amazilia beryllina,3.375
3260,Amazilia cyanura,3.375
3261,Amazilia saucerrottei,3.375
3262,Amazilia tobaci,3.375
3263,Amazilia viridigaster,3.375
3264,Amazilia edward,3.375
3265,Amazilia rutila,3.375
3266,Amazilia yucatanensis,3.375
3267,Amazilia tzacatl,3.375
3268,Amazilia castaneiventris,3.375
3269,Amazilia amazilia,3.375
3270,Amazilia viridifrons,3.375
3271,Amazilia violiceps,3.375
3272,Microchera albocoronata,4.15
3273,Anthocephala floriceps,4.15
3274,Chalybura buffonii,4.15
3275,Chalybura urochrysia,4.15
3276,Lampornis clemenciae,4.46
3277,Lampornis amethystinus,4.46
3278,Lampornis viridipallens,4.46
3279,Lampornis sybillae,4.46
3280,Lampornis hemileucus,4.46
3281,Lampornis castaneoventris,4.46
3282,Lampornis calolaemus,4.46
3283,Lamprolaima rhami,4.15
3284,Adelomyia melanogenys,4.15
3285,Phlogophilus hemileucurus,4.15
3286,Phlogophilus harterti,4.15
3287,Clytolaema rubricauda,4.15
3288,Heliodoxa imperatrix,4.15
3289,Heliodoxa xanthogonys,4.15
3290,Heliodoxa gularis,4.15
3291,Heliodoxa branickii,4.15
3292,Heliodoxa schreibersii,4.15
3293,Heliodoxa aurescens,4.15
3294,Heliodoxa rubinoides,4.15
3295,Heliodoxa jacula,4.15
3296,Heliodoxa leadbeateri,4.15
3297,Eugenes fulgens,5.085
3298,Hylonympha macrocerca,4.15
3299,Sternoclyta cyanopectus,4.15
3300,Urochroa bougueri,4.15
3301,Boissonneaua flavescens,4.15
3302,Boissonneaua matthewsii,4.15
3303,Boissonneaua jardini,4.15
3304,Aglaeactis cupripennis,4.15
3305,Aglaeactis castelnaudii,4.15
3306,Aglaeactis aliciae,4.15
3307,Aglaeactis pamela,4.15
3308,Oreotrochilus chimborazo,4.15
3309,Oreotrochilus estella,4.15
3310,Oreotrochilus leucopleurus,4.15
3311,Oreotrochilus melanogaster,4.15
3312,Oreotrochilus adela,4.15
3313,Lafresnaya lafresnayi,4.15
3314,Coeligena coeligena,4.15
3315,Coeligena wilsoni,4.15
3316,Coeligena prunellei,4.15
3317,Coeligena torquata,4.15
3318,Coeligena phalerata,4.15
3319,Coeligena orina,4.15
3320,Coeligena bonapartei,4.15
3321,Coeligena helianthea,4.15
3322,Coeligena lutetiae,4.15
3323,Coeligena violifer,4.15
3324,Coeligena iris,4.15
3325,Ensifera ensifera,4.15
3326,Pterophanes cyanopterus,4.15
3327,Patagona gigas,4.15
3328,Sephanoides sephaniodes,4.15
3329,Sephanoides fernandensis,4.15
3330,Heliangelus mavors,4.15
3331,Heliangelus amethysticollis,4.15
3332,Heliangelus strophianus,4.15
3333,Heliangelus exortis,4.15
3334,Heliangelus micraster,4.15
3335,Heliangelus viola,4.15
3336,Heliangelus zusii,4.15
3337,Heliangelus regalis,4.15
3338,Eriocnemis nigrivestis,4.15
3339,Eriocnemis vestita,4.15
3340,Eriocnemis isabellae,4.15
3341,Eriocnemis godini,4.15
3342,Eriocnemis luciani,4.15
3343,Eriocnemis cupreoventris,4.15
3344,Eriocnemis mosquera,4.15
3345,Eriocnemis glaucopoides,4.15
3346,Eriocnemis mirabilis,4.15
3347,Eriocnemis alinae,4.15
3348,Eriocnemis derbyi,4.15
3349,Haplophaedia aureliae,4.15
3350,Haplophaedia assimilis,4.15
3351,Haplophaedia lugens,4.15
3352,Urosticte benjamini,4.15
3353,Urosticte ruficrissa,4.15
3354,Ocreatus underwoodii,4.15
3355,Lesbia victoriae,4.15
3356,Lesbia nuna,4.15
3357,Sappho sparganura,4.15
3358,Polyonymus caroli,4.15
3359,Ramphomicron microrhynchum,4.15
3360,Ramphomicron dorsale,4.15
3361,Oreonympha nobilis,4.15
3362,Oxypogon guerinii,4.15
3363,Metallura williami,4.15
3364,Metallura baroni,4.15
3365,Metallura odomae,4.15
3366,Metallura theresiae,4.15
3367,Metallura eupogon,4.15
3368,Metallura aeneocauda,4.15
3369,Metallura phoebe,4.15
3370,Metallura tyrianthina,4.15
3371,Metallura iracunda,4.15
3372,Chalcostigma ruficeps,4.15
3373,Chalcostigma olivaceum,4.15
3374,Chalcostigma stanleyi,4.15
3375,Chalcostigma heteropogon,4.15
3376,Chalcostigma herrani,4.15
3377,Opisthoprora euryptera,4.15
3378,Taphrolesbia griseiventris,4.15
3379,Aglaiocercus kingi,4.15
3380,Aglaiocercus berlepschi,4.15
3381,Aglaiocercus coelestis,4.15
3382,Augastes lumachella,4.15
3383,Augastes scutatus,4.15
3384,Schistes geoffroyi,4.15
3385,Heliothryx barroti,4.15
3386,Heliothryx auritus,4.15
3387,Heliactin bilophus,4.15
3388,Loddigesia mirabilis,4.15
3389,Heliomaster constantii,4.15
3390,Heliomaster longirostris,4.15
3391,Heliomaster squamosus,4.15
3392,Heliomaster furcifer,4.15
3393,Rhodopis vesper,4.15
3394,Thaumastura cora,4.15
3395,Tilmatura dupontii,4.15
3396,Doricha enicura,4.15
3397,Doricha eliza,4.15
3398,Calliphlox evelynae,4.15
3399,Calliphlox bryantae,4.15
3400,Calliphlox mitchellii,4.15
3401,Calliphlox amethystina,4.15
3402,Microstilbon burmeisteri,4.15
3403,Calothorax lucifer,4.15
3404,Calothorax pulcher,4.15
3405,Mellisuga helenae,4.15
3406,Mellisuga minima,4.15
3407,Archilochus colubris,5.29
3408,Archilochus alexandri,5.29
3409,Calypte anna,4.835
3410,Calypte costae,4.835
3411,Atthis heloisa,4.15
3412,Atthis ellioti,4.15
3413,Myrtis fanny,4.15
3414,Eulidia yarrellii,4.15
3415,Myrmia micrura,4.15
3416,Chaetocercus mulsant,4.15
3417,Chaetocercus bombus,4.15
3418,Chaetocercus heliodor,4.15
3419,Chaetocercus astreans,4.15
3420,Chaetocercus berlepschi,4.15
3421,Chaetocercus jourdanii,4.15
3422,Selasphorus platycercus,4.681666667
3423,Selasphorus rufus,4.681666667
3424,Selasphorus sasin,4.681666667
3425,Selasphorus flammula,4.681666667
3426,Selasphorus scintilla,4.681666667
3427,Selasphorus ardens,4.681666667
3428,Stellula calliope,3.54
3429,Colius striatus,2.740540876
3430,Colius leucocephalus,2.490540876
3431,Colius castanotus,2.490540876
3432,Colius colius,2.240540876
3433,Urocolius macrourus,2.240540876
3434,Urocolius indicus,2.240540876
3435,Apaloderma narina,7.25
3436,Apaloderma aequatoriale,7.25
3437,Apaloderma vittatum,7.25
3438,Harpactes fasciatus,7.25
3439,Harpactes kasumba,7.25
3440,Harpactes diardii,7.25
3441,Harpactes ardens,7.25
3442,Harpactes whiteheadi,7.25
3443,Harpactes orrhophaeus,7.25
3444,Harpactes duvaucelii,7.25
3445,Harpactes oreskios,7.25
3446,Harpactes erythrocephalus,7.25
3447,Harpactes wardi,7.25
3448,Apalharpactes reinwardtii,7.25
3449,Apalharpactes mackloti,7.25
3450,Priotelus temnurus,7.25
3451,Priotelus roseigaster,7.25
3452,Trogon violaceus,7.25
3453,Trogon ramonianus,7.25
3454,Trogon massena,7.25
3455,Trogon melanurus,7.25
3456,Trogon mesurus,7.25
3457,Trogon clathratus,7.25
3458,Trogon comptus,7.25
3459,Trogon bairdii,7.25
3460,Trogon viridis,7.25
3461,Trogon chionurus,7.25
3462,Trogon citreolus,7.25
3463,Trogon melanocephalus,7.25
3464,Trogon mexicanus,7.25
3465,Trogon elegans,7.25
3466,Trogon collaris,7.25
3467,Trogon aurantiiventris,7.25
3468,Trogon personatus,7.25
3469,Trogon rufus,7.25
3470,Trogon surrucura,7.25
3471,Trogon curucui,7.25
3472,Trogon caligatus,7.25
3473,Euptilotis neoxenus,7.25
3474,Pharomachrus mocinno,7.25
3475,Pharomachrus antisianus,7.25
3476,Pharomachrus fulgidus,7.25
3477,Pharomachrus auriceps,7.25
3478,Pharomachrus pavoninus,7.25
3479,Coracias garrulus,5.585
3480,Coracias abyssinicus,5.585
3481,Coracias caudatus,5.585
3482,Coracias spatulatus,5.585
3483,Coracias naevia,5.585
3484,Coracias benghalensis,5.585
3485,Coracias temminckii,5.585
3486,Coracias cyanogaster,5.585
3487,Eurystomus glaucurus,5.585
3488,Eurystomus gularis,5.585
3489,Eurystomus orientalis,5.585
3490,Eurystomus azureus,5.585
3491,Brachypteracias leptosomus,5.585
3492,Brachypteracias squamiger,5.585
3493,Atelornis pittoides,5.585
3494,Atelornis crossleyi,5.585
3495,Uratelornis chimaera,5.585
3496,Leptosomus discolor,5.585
3497,Actenoides bougainvillei,6.647666068
3498,Actenoides concretus,6.647666068
3499,Actenoides lindsayi,6.647666068
3500,Actenoides hombroni,6.647666068
3501,Actenoides monachus,6.647666068
3502,Actenoides princeps,6.647666068
3503,Melidora macrorrhina,5.7
3504,Lacedo pulchella,5.7
3505,Tanysiptera hydrocharis,5.7
3506,Tanysiptera galatea,5.7
3507,Tanysiptera ellioti,5.7
3508,Tanysiptera riedelii,5.7
3509,Tanysiptera carolinae,5.7
3510,Tanysiptera nympha,5.7
3511,Tanysiptera danae,5.7
3512,Tanysiptera sylvia,5.7
3513,Cittura cyanotis,5.7
3514,Clytoceyx rex,5.7
3515,Dacelo novaeguineae,5.7
3516,Dacelo leachii,5.7
3517,Dacelo tyro,5.7
3518,Dacelo gaudichaud,5.7
3519,Caridonax fulgidus,5.7
3520,Pelargopsis amauroptera,5.7
3521,Pelargopsis capensis,5.7
3522,Pelargopsis melanorhyncha,5.7
3523,Halcyon coromanda,3.75
3524,Halcyon badia,3.75
3525,Halcyon smyrnensis,3.75
3526,Halcyon pileata,3.75
3527,Halcyon cyanoventris,3.75
3528,Halcyon leucocephala,3.75
3529,Halcyon senegalensis,3.75
3530,Halcyon senegaloides,3.75
3531,Halcyon malimbica,3.75
3532,Halcyon albiventris,3.75
3533,Halcyon chelicuti,3.75
3534,Todiramphus nigrocyaneus,4.770833333
3535,Todiramphus winchelli,4.770833333
3536,Todiramphus diops,4.770833333
3537,Todiramphus lazuli,4.770833333
3538,Todiramphus macleayii,4.770833333
3539,Todiramphus albonotatus,4.770833333
3540,Todiramphus leucopygius,4.770833333
3541,Todiramphus farquhari,4.770833333
3542,Todiramphus pyrrhopygius,4.770833333
3543,Todiramphus recurvirostris,4.770833333
3544,Todiramphus cinnamominus,4.770833333
3545,Todiramphus funebris,4.770833333
3546,Todiramphus chloris,4.770833333
3547,Todiramphus enigma,4.770833333
3548,Todiramphus saurophaga,4.770833333
3549,Todiramphus australasia,4.770833333
3550,Todiramphus sanctus,4.770833333
3551,Todiramphus veneratus,4.770833333
3552,Todiramphus ruficollaris,4.770833333
3553,Todiramphus tutus,4.770833333
3554,Todiramphus godeffroyi,4.770833333
3555,Todiramphus gambieri,4.770833333
3556,Syma torotoro,4.247666068
3557,Syma megarhyncha,4.247666068
3558,Ceyx lepidus,4.247666068
3559,Ceyx erithaca,4.247666068
3560,Ceyx rufidorsa,4.247666068
3561,Ceyx melanurus,4.247666068
3562,Ceyx fallax,4.247666068
3563,Ceyx madagascariensis,4.247666068
3564,Ceyx pictus,4.247666068
3565,Ceyx lecontei,4.247666068
3566,Alcedo hercules,4.430425832
3567,Alcedo atthis,4.351473623
3568,Alcedo semitorquata,4.430425832
3569,Alcedo quadribrachys,4.430425832
3570,Alcedo meninting,4.430425832
3571,Alcedo azurea,4.430425832
3572,Alcedo websteri,4.430425832
3573,Alcedo euryzona,4.530617298
3574,Alcedo cyanopectus,4.430425832
3575,Alcedo argentata,4.430425832
3576,Alcedo cristata,4.430425832
3577,Alcedo vintsioides,4.430425832
3578,Alcedo leucogaster,4.430425832
3579,Alcedo coerulescens,4.430425832
3580,Alcedo pusilla,4.430425832
3581,Chloroceryle amazona,3
3582,Chloroceryle americana,3
3583,Chloroceryle inda,3
3584,Chloroceryle aenea,3
3585,Megaceryle lugubris,4.247666068
3586,Megaceryle maxima,4.247666068
3587,Megaceryle torquata,4.247666068
3588,Megaceryle alcyon,4.247666068
3589,Ceryle rudis,4.35
3590,Todus multicolor,4.125
3591,Todus angustirostris,4.125
3592,Todus mexicanus,4.125
3593,Todus todus,4.125
3594,Todus subulatus,4.125
3595,Hylomanes momotula,3.56
3596,Aspatha gularis,3.56
3597,Momotus mexicanus,3.56
3598,Momotus momota,3.56
3599,Baryphthengus martii,3.56
3600,Baryphthengus ruficapillus,3.56
3601,Electron platyrhynchum,3.56
3602,Electron carinatum,3.56
3603,Eumomota superciliosa,3.56
3604,Nyctyornis amictus,6.166666667
3605,Nyctyornis athertoni,6.166666667
3606,Meropogon forsteni,6.166666667
3607,Merops mentalis,6.166666667
3608,Merops muelleri,6.166666667
3609,Merops gularis,6.166666667
3610,Merops bulocki,6
