Num,Species,Gen_len
5477,Manorina melanophrys,7.066666667
5478,Manorina melanocephala,7.066666667
5479,Manorina flavigula,7.066666667
5480,Manorina melanotis,7.066666667
5481,Entomyzon cyanotis,4.9
5482,Melithreptus lunatus,5.7
5483,Melithreptus affinis,5.7
5484,Melithreptus albogularis,5.7
5485,Melithreptus gularis,5.7
5486,Melithreptus validirostris,5.7
5487,Melithreptus brevirostris,5.7
5488,Anthornis melanocephala,5.8
5489,Anthornis melanura,5.8
5490,Prosthemadera novaeseelandiae,5.8
5491,Pycnopygius ixoides,5.8
5492,Pycnopygius cinereus,5.8
5493,Pycnopygius stictocephalus,5.8
5494,Melitograis gilolensis,5.8
5495,Philemon meyeri,5.65
5496,Philemon inornatus,5.65
5497,Philemon citreogularis,5.65
5498,Philemon brassi,5.65
5499,Philemon fuscicapillus,5.65
5500,Philemon moluccensis,5.65
5501,Philemon subcorniculatus,5.65
5502,Philemon buceroides,5.65
5503,Philemon novaeguineae,5.65
5504,Philemon albitorques,5.65
5505,Philemon cockerelli,5.65
5506,Philemon eichhorni,5.65
5507,Philemon argenticeps,5.65
5508,Philemon corniculatus,5.65
5509,Philemon diemenensis,5.65
5510,Plectorhyncha lanceolata,5.8
5511,Acanthagenys rufogularis,6.75
5512,Anthochaera lunulata,6.933333333
5513,Anthochaera chrysoptera,6.933333333
5514,Anthochaera carunculata,6.933333333
5515,Anthochaera paradoxa,6.933333333
5516,Xanthomyza phrygia,5.75
5517,Melipotes gymnops,5.8
5518,Melipotes fumigatus,5.8
5519,Melipotes ater,5.8
5520,Macgregoria pulchra,5.8
5521,Melidectes fuscus,5.8
5522,Melidectes whitemanensis,5.8
5523,Melidectes nouhuysi,5.8
5524,Melidectes princeps,5.8
5525,Melidectes ochromelas,5.8
5526,Melidectes leucostephes,5.8
5527,Melidectes belfordi,5.8
5528,Melidectes rufocrissalis,5.8
5529,Melidectes foersteri,5.8
5530,Melidectes torquatus,5.8
5531,Melidectes sclateri,5.8
5532,Ptiloprora plumbea,5.8
5533,Ptiloprora meekiana,5.8
5534,Ptiloprora erythropleura,5.8
5535,Ptiloprora mayri,5.8
5536,Ptiloprora guisei,5.8
5537,Ptiloprora perstriata,5.8
5538,Myza celebensis,5.8
5539,Myza sarasinorum,5.8
5540,Melilestes megarhynchus,5.8
5541,Stresemannia bougainvillei,5.8
5542,Lichmera lombokia,6.25
5543,Lichmera argentauris,6.25
5544,Lichmera limbata,6.25
5545,Lichmera indistincta,6.25
5546,Lichmera incana,6.25
5547,Lichmera squamata,6.25
5548,Lichmera alboauricularis,6.25
5549,Lichmera deningeri,6.25
5550,Lichmera monticola,6.25
5551,Lichmera flavicans,6.25
5552,Lichmera notabilis,6.25
5553,Trichodere cockerelli,5.8
5554,Grantiella picta,5.8
5555,Phylidonyris pyrrhopterus,6.216666667
5556,Phylidonyris novaehollandiae,6.216666667
5557,Phylidonyris niger,6.216666667
5558,Phylidonyris albifrons,6.216666667
5559,Phylidonyris undulatus,6.216666667
5560,Phylidonyris notabilis,6.216666667
5561,Phylidonyris melanops,6.216666667
5562,Ramsayornis modestus,5.8
5563,Ramsayornis fasciatus,5.8
5564,Conopophila albogularis,5.125
5565,Conopophila rufogularis,5.125
5566,Conopophila whitei,5.125
5567,Acanthorhynchus tenuirostris,5.55
5568,Acanthorhynchus superciliosus,5.55
5569,Certhionyx pectoralis,5.8
5570,Certhionyx niger,5.8
5571,Certhionyx variegatus,5.8
5572,Myzomela blasii,5.95
5573,Myzomela albigula,5.95
5574,Myzomela eques,5.95
5575,Myzomela obscura,5.95
5576,Myzomela cruentata,5.95
5577,Myzomela nigrita,5.95
5578,Myzomela pulchella,5.95
5579,Myzomela adolphinae,5.95
5580,Myzomela kuehni,5.95
5581,Myzomela dammermani,5.95
5582,Myzomela erythrocephala,5.95
5583,Myzomela chloroptera,5.95
5584,Myzomela wakoloensis,5.95
5585,Myzomela boiei,5.95
5586,Myzomela sanguinolenta,5.95
5587,Myzomela caledonica,5.95
5588,Myzomela rubratra,5.95
5589,Myzomela cardinalis,5.95
5590,Myzomela chermesina,5.95
5591,Myzomela sclateri,5.95
5592,Myzomela pammelaena,5.95
5593,Myzomela lafargei,5.95
5594,Myzomela eichhorni,5.95
5595,Myzomela melanocephala,5.95
5596,Myzomela malaitae,5.95
5597,Myzomela tristrami,5.95
5598,Myzomela jugularis,5.95
5599,Myzomela erythromelas,5.95
5600,Myzomela vulnerata,5.95
5601,Myzomela rosenbergii,5.95
5602,Timeliopsis fulvigula,5.8
5603,Timeliopsis griseigula,5.8
5604,Glycichaera fallax,5.8
5605,Epthianura tricolor,5.8
5606,Epthianura aurifrons,5.8
5607,Epthianura crocea,5.8
5608,Epthianura albifrons,5.8
5609,Ashbyia lovensis,5.8
5610,Dasyornis longirostris,3.15
5611,Dasyornis brachypterus,3.15
5612,Dasyornis broadbenti,3.15
5613,Pardalotus punctatus,3.875
5614,Pardalotus quadragintus,3.875
5615,Pardalotus rubricatus,3.875
5616,Pardalotus striatus,3.875
5617,Pycnoptilus floccosus,6.5
5618,Acanthornis magna,5.25
5619,Origma solitaria,5.25
5620,Hylacola pyrrhopygia,5
5621,Hylacola cauta,5
5622,Calamanthus campestris,5.25
5623,Calamanthus fuliginosus,5.25
5624,Chthonicola sagittatus,5.5
5625,Pyrrholaemus brunneus,3.2
5626,Oreoscopus gutturalis,3.95
5627,Crateroscelis murina,5.25
5628,Crateroscelis nigrorufa,5.25
5629,Crateroscelis robusta,5.25
5630,Sericornis citreogularis,7.65
5631,Sericornis frontalis,7.65
5632,Sericornis humilis,7.65
5633,Sericornis keri,7.65
5634,Sericornis beccarii,7.65
5635,Sericornis virgatus,7.65
5636,Sericornis nouhuysi,7.65
5637,Sericornis magnirostra,7.65
5638,Sericornis rufescens,7.65
5639,Sericornis perspicillatus,7.65
5640,Sericornis arfakianus,7.65
5641,Sericornis papuensis,7.65
5642,Sericornis spilodera,7.65
5643,Smicrornis brevirostris,4.15
5644,Gerygone cinerea,5.519444444
5645,Gerygone chloronota,5.519444444
5646,Gerygone palpebrosa,5.519444444
5647,Gerygone olivacea,5.519444444
5648,Gerygone chrysogaster,5.519444444
5649,Gerygone magnirostris,5.519444444
5650,Gerygone tenebrosa,5.519444444
5651,Gerygone sulphurea,5.519444444
5652,Gerygone inornata,5.519444444
5653,Gerygone dorsalis,5.519444444
5654,Gerygone ruficollis,5.519444444
5655,Gerygone levigaster,5.519444444
5656,Gerygone fusca,5.519444444
5657,Gerygone insularis,5.519444444
5658,Gerygone mouki,5.519444444
5659,Gerygone modesta,5.519444444
5660,Gerygone igata,5.519444444
5661,Gerygone albofrontata,5.519444444
5662,Gerygone flavolateralis,5.519444444
5663,Acanthiza murina,5.666666667
5664,Acanthiza katherina,5.666666667
5665,Acanthiza pusilla,5.666666667
5666,Acanthiza apicalis,5.666666667
5667,Acanthiza ewingii,5.666666667
5668,Acanthiza reguloides,5.666666667
5669,Acanthiza inornata,5.666666667
5670,Acanthiza iredalei,5.666666667
5671,Acanthiza chrysorrhoa,5.666666667
5672,Acanthiza uropygialis,5.666666667
5673,Acanthiza nana,5.666666667
5674,Acanthiza lineata,5.666666667
5675,Acanthiza robustirostris,5.666666667
5676,Aphelocephala leucopsis,5.25
5677,Aphelocephala pectoralis,5.25
5678,Aphelocephala nigricincta,5.25
5679,Mohoua albicilla,7
5680,Mohoua ochrocephala,7
5681,Mohoua novaeseelandiae,7
5682,Pomatostomus isidorei,6.680672269
5683,Pomatostomus temporalis,6.680672269
5684,Pomatostomus superciliosus,6.960784314
5685,Pomatostomus halli,6.680672269
5686,Pomatostomus ruficeps,6.470588235
5687,Orthonyx temminckii,4.4
5688,Orthonyx novaeguineae,4.4
5689,Orthonyx spaldingii,4.4
5690,Melampitta lugubris,4.4
5691,Melampitta gigantea,4.4
5692,Ifrita kowaldi,4.4
5693,Cnemophilus macgregorii,NA
5694,Cnemophilus loriae,NA
5695,Loboparadisea sericea,NA
5696,Melanocharis arfakiana,NA
5697,Melanocharis nigra,NA
5698,Melanocharis longicauda,NA
5699,Melanocharis versteri,NA
5700,Melanocharis striativentris,NA
5701,Melanocharis crassirostris,NA
5702,Oedistoma pygmaeum,NA
5703,Toxorhamphus poliopterus,NA
5704,Toxorhamphus novaeguineae,NA
5705,Toxorhamphus iliolophus,NA
5706,Oreocharis arfaki,NA
5707,Paramythia montium,NA
5708,Callaeas cinereus,13.5
5709,Philesturnus carunculatus,11.5
5710,Heteralocha acutirostris,12.5
5711,Androphobus viridis,4.75
5712,Psophodes olivaceus,6.4
5713,Psophodes nigrogularis,6.4
5714,Psophodes occidentalis,6.4
5715,Psophodes cristatus,6.4
5716,Ptilorrhoa leucosticta,3.55
5717,Ptilorrhoa caerulescens,3.55
5718,Ptilorrhoa castanonota,3.55
5719,Eupetes macrocerus,5.25
5720,Cinclosoma punctatum,3.95
5721,Cinclosoma castanotum,3.95
5722,Cinclosoma castaneothorax,3.95
5723,Cinclosoma cinnamomeum,3.95
5724,Cinclosoma ajax,3.95
5725,Megabyas flammulatus,5.733742331
5726,Bias musicus,5.733742331
5727,Batis diops,5.524503311
5728,Batis margaritae,5.524503311
5729,Batis mixta,5.524503311
5730,Batis crypta,5.524503311
5731,Batis capensis,5.524503311
5732,Batis fratrum,5.524503311
5733,Batis molitor,5.524503311
5734,Batis soror,5.524503311
5735,Batis pririt,5.524503311
5736,Batis senegalensis,5.524503311
5737,Batis orientalis,5.524503311
5738,Batis minor,5.524503311
5739,Batis perkeo,5.524503311
5740,Batis minima,5.524503311
5741,Batis ituriensis,5.524503311
5742,Batis occulta,5.524503311
5743,Batis poensis,5.524503311
5744,Batis minulla,5.524503311
5745,Lanioturdus torquatus,5.733742331
5746,Platysteira cyanea,5.644505095
5747,Platysteira laticincta,6.144505095
5748,Platysteira albifrons,6.144505095
5749,Platysteira peltata,6.144505095
5750,Platysteira castanea,6.394505095
5751,Platysteira tonsa,6.394505095
5752,Platysteira blissetti,6.144505095
5753,Platysteira chalybea,6.144505095
5754,Platysteira jamesoni,6.144505095
5755,Platysteira concreta,6.144505095
5756,Prionops plumatus,7.382352941
5757,Prionops poliolophus,7.75
5758,Prionops alberti,7.75
5759,Prionops caniceps,7.75
5760,Prionops retzii,8.166666667
5761,Prionops gabela,7.75
5762,Prionops scopifrons,7.75
5763,Malaconotus cruentus,4.375
5764,Malaconotus lagdeni,4.375
5765,Malaconotus gladiator,4.375
5766,Malaconotus blanchoti,4.375
5767,Malaconotus monteiri,4.375
5768,Malaconotus alius,4.375
5769,Telophorus zeylonus,4.375
5770,Telophorus bocagei,4.375
5771,Telophorus sulfureopectus,4.375
5772,Telophorus olivaceus,4.375
5773,Telophorus kupeensis,4.375
5774,Telophorus dohertyi,4.375
5775,Telophorus multicolor,4.375
5776,Telophorus nigrifrons,4.291666667
5777,Telophorus quadricolor,4
5778,Telophorus viridis,4
5779,Rhodophoneus cruentus,4.375
5780,Tchagra minutus,3.655961225
5781,Tchagra senegalus,3.655961225
5782,Tchagra australis,3.655961225
5783,Tchagra jamesi,3.655961225
5784,Tchagra tchagra,3.655961225
5785,Dryoscopus gambensis,5.75
5786,Dryoscopus pringlii,5.75
5787,Dryoscopus cubla,5.75
5788,Dryoscopus senegalensis,5.75
5789,Dryoscopus angolensis,5.75
5790,Dryoscopus sabini,5.75
5791,Laniarius ruficeps,5.25
5792,Laniarius luehderi,5.25
5793,Laniarius brauni,5.25
5794,Laniarius amboimensis,5.25
5795,Laniarius turatii,5.25
5796,Laniarius aethiopicus,5.25
5797,Laniarius bicolor,5.25
5798,Laniarius ferrugineus,4.7
5799,Laniarius barbarus,4.7
5800,Laniarius erythrogaster,5.25
5801,Laniarius atrococcineus,5.25
5802,Laniarius mufumbiri,5.25
5803,Laniarius atroflavus,5.25
5804,Laniarius funebris,5.25
5805,Laniarius leucorhynchus,5.25
5806,Laniarius poensis,5.25
5807,Laniarius fuelleborni,5.25
5808,Nilaus afer,4.75
5809,Machaerirhynchus flaviventer,NA
5810,Machaerirhynchus nigripectus,NA
5811,Calicalicus madagascariensis,NA
5812,Calicalicus rufocarpalis,NA
5813,Vanga curvirostris,NA
5814,Oriolia bernieri,NA
5815,Xenopirostris xenopirostris,NA
5816,Xenopirostris damii,NA
5817,Xenopirostris polleni,NA
5818,Falculea palliata,NA
5819,Artamella viridis,NA
5820,Leptopterus chabert,NA
5821,Cyanolanius madagascarinus,NA
5822,Schetba rufa,NA
5823,Euryceros prevostii,NA
5824,Tylas eduardi,NA
5825,Hypositta perdita,NA
5826,Hypositta corallirostris,NA
5827,Newtonia amphichroa,NA
5828,Newtonia brunneicauda,NA
5829,Newtonia archboldi,NA
5830,Newtonia fanovanae,NA
5831,Pseudobias wardi,NA
5832,Mystacornis crossleyi,NA
5833,Cracticus mentalis,6.333333333
5834,Cracticus torquatus,6.333333333
5835,Cracticus cassicus,6.333333333
5836,Cracticus louisiadensis,6.333333333
5837,Cracticus nigrogularis,6.333333333
5838,Cracticus quoyi,6.333333333
5839,Gymnorhina tibicen,12.65
5840,Strepera graculina,10.08333333
5841,Strepera fuliginosa,10.08333333
5842,Strepera versicolor,10.08333333
5843,Peltops blainvillii,8.1
5844,Peltops montanus,8.1
5845,Artamus fuscus,5
5846,Artamus leucorynchus,5
5847,Artamus monachus,5
5848,Artamus maximus,5
5849,Artamus insignis,5
5850,Artamus mentalis,5
5851,Artamus personatus,5
5852,Artamus superciliosus,5
5853,Artamus cinereus,5
5854,Artamus cyanopterus,5
5855,Artamus minor,5
5856,Aegithina tiphia,4.75
5857,Aegithina nigrolutea,4.75
5858,Aegithina viridissima,4.75
5859,Aegithina lafresnayei,4.75
5860,Pityriasis gymnocephala,NA
5861,Tephrodornis gularis,3.875
5862,Tephrodornis pondicerianus,3.875
5863,Coracina maxima,4.55
5864,Coracina larvata,4.55
5865,Coracina macei,4.55
5866,Coracina javensis,4.55
5867,Coracina schistacea,4.55
5868,Coracina personata,4.55
5869,Coracina atriceps,4.55
5870,Coracina fortis,4.55
5871,Coracina caledonica,4.55
5872,Coracina novaehollandiae,4.55
5873,Coracina caeruleogrisea,4.55
5874,Coracina temminckii,4.55
5875,Coracina striata,4.55
5876,Coracina bicolor,4.55
5877,Coracina lineata,4.55
5878,Coracina boyeri,4.55
5879,Coracina leucopygia,4.55
5880,Coracina papuensis,4.55
5881,Coracina longicauda,4.55
5882,Coracina parvula,4.55
5883,Coracina abbotti,4.55
5884,Coracina analis,4.55
5885,Coracina pectoralis,4.55
5886,Coracina caesia,4.55
5887,Coracina azurea,4.55
5888,Coracina graueri,4.55
5889,Coracina cinerea,4.55
5890,Coracina typica,4.55
5891,Coracina newtoni,4.55
5892,Coracina coerulescens,4.55
5893,Coracina tenuirostris,4.55
5894,Coracina dohertyi,4.55
5895,Coracina sula,4.55
5896,Coracina dispar,4.55
5897,Coracina mindanensis,4.55
5898,Coracina morio,4.55
5899,Coracina ceramensis,4.55
5900,Coracina incerta,4.55
5901,Coracina schisticeps,4.55
5902,Coracina melas,4.55
5903,Coracina montana,4.55
5904,Coracina holopolia,4.55
5905,Coracina mcgregori,4.55
5906,Coracina ostenta,4.55
5907,Coracina polioptera,4.55
5908,Coracina melaschistos,4.55
5909,Coracina fimbriata,4.55
5910,Coracina melanoptera,4.55
5911,Campochaera sloetii,4.55
5912,Lalage melanoleuca,3.666666667
5913,Lalage nigra,3.666666667
5914,Lalage leucopygialis,3.666666667
5915,Lalage sueurii,3.666666667
5916,Lalage tricolor,3.666666667
5917,Lalage aurea,3.666666667
5918,Lalage moesta,3.666666667
5919,Lalage atrovirens,3.666666667
5920,Lalage leucomela,3.666666667
5921,Lalage maculosa,3.666666667
5922,Lalage sharpei,3.666666667
5923,Lalage leucopyga,3.666666667
5924,Campephaga petiti,4.55
5925,Campephaga flava,4.55
5926,Campephaga phoenicea,4.55
5927,Campephaga quiscalina,4.55
5928,Campephaga lobata,4.55
5929,Campephaga oriolina,4.55
5930,Pericrocotus roseus,2.708333333
5931,Pericrocotus cantonensis,2.708333333
5932,Pericrocotus divaricatus,2.708333333
5933,Pericrocotus tegimae,2.708333333
5934,Pericrocotus cinnamomeus,2.708333333
5935,Pericrocotus igneus,2.708333333
5936,Pericrocotus lansbergei,2.708333333
5937,Pericrocotus erythropygius,2.708333333
5938,Pericrocotus solaris,2.708333333
5939,Pericrocotus ethologus,2.708333333
5940,Pericrocotus brevirostris,2.708333333
5941,Pericrocotus miniatus,2.708333333
5942,Pericrocotus flammeus,2.708333333
5943,Hemipus picatus,3.083333333
5944,Hemipus hirundinaceus,3.083333333
5945,Daphoenositta chrysoptera,4.25
5946,Daphoenositta miranda,4.25
5947,Eulacestoma nigropectus,NA
5948,Falcunculus frontatus,5
5949,Pachycare flavogriseum,6.7
5950,Rhagologus leucostigma,6.7
5951,Hylocitrea bonensis,6.7
5952,Coracornis raveni,6.7
5953,Aleadryas rufinucha,6.7
5954,Pachycephala olivacea,6.688888889
5955,Pachycephala rufogularis,6.688888889
5956,Pachycephala inornata,6.688888889
5957,Pachycephala grisola,6.688888889
5958,Pachycephala albiventris,6.688888889
5959,Pachycephala homeyeri,6.688888889
5960,Pachycephala phaionota,6.688888889
5961,Pachycephala hyperythra,6.688888889
5962,Pachycephala modesta,6.688888889
5963,Pachycephala hypoxantha,6.688888889
5964,Pachycephala sulfuriventer,6.688888889
5965,Pachycephala philippinensis,6.688888889
5966,Pachycephala meyeri,6.688888889
5967,Pachycephala simplex,6.688888889
5968,Pachycephala orpheus,6.688888889
5969,Pachycephala pectoralis,6.688888889
5970,Pachycephala soror,6.688888889
5971,Pachycephala lorentzi,6.688888889
5972,Pachycephala melanura,6.688888889
5973,Pachycephala caledonica,6.688888889
5974,Pachycephala flavifrons,6.688888889
5975,Pachycephala jacquinoti,6.688888889
5976,Pachycephala schlegelii,6.688888889
5977,Pachycephala nudigula,6.688888889
5978,Pachycephala implicata,6.688888889
5979,Pachycephala aurea,6.688888889
5980,Pachycephala griseonota,6.688888889
5981,Pachycephala arctitorquis,6.688888889
5982,Pachycephala monacha,6.688888889
5983,Pachycephala leucogastra,6.688888889
5984,Pachycephala rufiventris,6.688888889
5985,Pachycephala lanioides,6.688888889
5986,Corvinella corvina,4.533293651
5987,Urolestes melanoleucus,4.533293651
5988,Eurocephalus rueppelli,4.533293651
5989,Eurocephalus anguitimens,4.533293651
5990,Lanius tigrinus,3.88861448
5991,Lanius bucephalus,3.88861448
5992,Lanius collurio,3.995757338
5993,Lanius isabellinus,3.88861448
5994,Lanius cristatus,3.88861448
5995,Lanius collurioides,3.88861448
5996,Lanius gubernator,3.88861448
5997,Lanius souzae,3.88861448
5998,Lanius vittatus,3.88861448
5999,Lanius schach,3.620757338
6000,Lanius tephronotus,3.88861448
6001,Lanius validirostris,3.88861448
6002,Lanius minor,3.995757338
6003,Lanius ludovicianus,3.620757338
6004,Lanius excubitor,3.995757338
6005,Lanius sphenocercus,3.88861448
6006,Lanius excubitoroides,3.88861448
6007,Lanius cabanisi,3.88861448
6008,Lanius dorsalis,3.88861448
6009,Lanius somalicus,3.88861448
6010,Lanius mackinnoni,3.88861448
6011,Lanius collaris,3.88861448
6012,Lanius marwitzi,3.88861448
6013,Lanius newtoni,3.88861448
6014,Lanius senator,3.995757338
6015,Lanius nubicus,3.995757338
6016,Cyclarhis gujanensis,5.176875
6017,Cyclarhis nigrirostris,5.176875
6018,Vireolanius melitophrys,5.176875
6019,Vireolanius pulchellus,5.176875
6020,Vireolanius eximius,5.176875
6021,Vireolanius leucotis,5.176875
6022,Vireo brevipennis,4.190885547
6023,Vireo masteri,4.190885547
6024,Vireo bellii,4.076579792
6025,Vireo atricapilla,4.190885547
6026,Vireo nelsoni,4.190885547
6027,Vireo huttoni,4.190885547
6028,Vireo carmioli,4.190885547
6029,Vireo griseus,4.08313246
6030,Vireo pallens,4.190885547
6031,Vireo bairdi,4.190885547
6032,Vireo gundlachii,4.190885547
6033,Vireo crassirostris,4.190885547
6034,Vireo caribaeus,4.190885547
6035,Vireo vicinior,4.190885547
6036,Vireo hypochryseus,4.190885547
6037,Vireo modestus,4.190885547
6038,Vireo nanus,4.190885547
6039,Vireo latimeri,4.727781762
6040,Vireo osburni,4.190885547
6041,Vireo cassinii,4.27891369
6042,Vireo plumbeus,4.190885547
6043,Vireo solitarius,4.190885547
6044,Vireo flavifrons,4.190885547
6045,Vireo philadelphicus,4.190885547
6046,Vireo olivaceus,4.166488384
6047,Vireo flavoviridis,4.190885547
6048,Vireo gracilirostris,4.190885547
6049,Vireo altiloquus,4.190885547
6050,Vireo magister,4.190885547
6051,Vireo gilvus,4.043091438
6052,Vireo leucophrys,4.190885547
6053,Hylophilus amaurocephalus,5.176875
6054,Hylophilus poicilotis,5.176875
6055,Hylophilus thoracicus,5.176875
6056,Hylophilus semicinereus,5.176875
6057,Hylophilus pectoralis,5.176875
6058,Hylophilus sclateri,5.176875
6059,Hylophilus muscicapinus,5.176875
6060,Hylophilus brunneiceps,5.176875
6061,Hylophilus hypoxanthus,5.176875
6062,Hylophilus semibrunneus,5.176875
6063,Hylophilus aurantiifrons,5.176875
6064,Hylophilus flavipes,5.176875
6065,Hylophilus olivaceus,5.176875
6066,Hylophilus ochraceiceps,5.176875
6067,Hylophilus decurtatus,5.176875
6068,Sphecotheres hypoleucus,3.65
6069,Sphecotheres viridis,3.65
6070,Sphecotheres vieilloti,3.65
6071,Oriolus melanotis,3.65
6072,Oriolus bouroensis,3.65
6073,Oriolus forsteni,3.65
6074,Oriolus phaeochromus,3.65
6075,Oriolus szalayi,3.65
6076,Oriolus sagittatus,3.65
6077,Oriolus flavocinctus,3.65
6078,Oriolus xanthonotus,3.65
6079,Oriolus steerii,3.65
6080,Oriolus albiloris,3.65
6081,Oriolus isabellae,3.65
6082,Oriolus oriolus,3.65
6083,Oriolus auratus,3.65
6084,Oriolus chinensis,3.65
6085,Oriolus tenuirostris,3.65
6086,Oriolus chlorocephalus,3.65
6087,Oriolus crassirostris,3.65
6088,Oriolus brachyrhynchus,3.65
6089,Oriolus monacha,3.65
6090,Oriolus larvatus,3.65
6091,Oriolus percivali,3.65
6092,Oriolus nigripennis,3.65
6093,Oriolus xanthornus,3.65
6094,Oriolus hosii,3.65
6095,Oriolus cruentus,3.65
6096,Oriolus traillii,3.65
6097,Oriolus mellianus,3.65
6098,Colluricincla umbrina,7.933333333
6099,Colluricincla megarhyncha,7.933333333
6100,Colluricincla sanghirensis,7.933333333
6101,Colluricincla boweri,7.933333333
6102,Colluricincla woodwardi,7.933333333
6103,Colluricincla harmonica,7.933333333
6104,Colluricincla tenebrosa,7.933333333
6105,Pitohui kirhocephalus,7.933333333
6106,Pitohui dichrous,7.933333333
6107,Pitohui incertus,7.933333333
6108,Pitohui ferrugineus,7.933333333
6109,Pitohui cristatus,7.933333333
6110,Pitohui nigrescens,7.933333333
6111,Oreoica gutturalis,7.933333333
6112,Turnagra tanagra,12.5
6113,Turnagra capensis,12.5
6114,Chaetorhynchus papuensis,2.8125
6115,Dicrurus hottentottus,2.8125
6116,Dicrurus ludwigii,2.8125
6117,Dicrurus atripennis,2.8125
6118,Dicrurus adsimilis,2.8125
6119,Dicrurus aldabranus,2.8125
6120,Dicrurus fuscipennis,2.8125
6121,Dicrurus forficatus,2.8125
6122,Dicrurus waldenii,2.8125
6123,Dicrurus macrocercus,2.8125
6124,Dicrurus leucophaeus,2.8125
6125,Dicrurus caerulescens,2.8125
6126,Dicrurus annectans,2.8125
6127,Dicrurus aeneus,2.8125
6128,Dicrurus remifer,2.8125
6129,Dicrurus menagei,2.8125
6130,Dicrurus sumatranus,2.8125
6131,Dicrurus montanus,2.8125
6132,Dicrurus densus,2.8125
6133,Dicrurus balicassius,2.8125
6134,Dicrurus bracteatus,2.8125
6135,Dicrurus megarhynchus,2.8125
6136,Dicrurus andamanensis,2.8125
6137,Dicrurus paradiseus,2.8125
6138,Rhipidura hypoxantha,4.861916667
6139,Rhipidura superciliaris,4.861916667
6140,Rhipidura cyaniceps,4.861916667
6141,Rhipidura phoenicura,4.861916667
6142,Rhipidura nigrocinnamomea,4.861916667
6143,Rhipidura albicollis,4.861916667
6144,Rhipidura euryura,4.861916667
6145,Rhipidura aureola,4.861916667
6146,Rhipidura javanica,4.861916667
6147,Rhipidura perlata,4.861916667
6148,Rhipidura leucophrys,4.861916667
6149,Rhipidura diluta,4.861916667
6150,Rhipidura rufiventris,4.861916667
6151,Rhipidura fuscorufa,4.861916667
6152,Rhipidura cockerelli,4.861916667
6153,Rhipidura threnothorax,4.861916667
6154,Rhipidura maculipectus,4.861916667
6155,Rhipidura leucothorax,4.861916667
6156,Rhipidura atra,4.861916667
6157,Rhipidura hyperythra,4.861916667
6158,Rhipidura albolimbata,4.861916667
6159,Rhipidura phasiana,4.861916667
6160,Rhipidura fuliginosa,4.861916667
6161,Rhipidura drownei,4.861916667
6162,Rhipidura tenebrosa,4.861916667
6163,Rhipidura rennelliana,4.861916667
6164,Rhipidura verreauxi,4.861916667
6165,Rhipidura personata,4.861916667
6166,Rhipidura nebulosa,4.861916667
6167,Rhipidura brachyrhyncha,4.861916667
6168,Rhipidura teysmanni,4.861916667
6169,Rhipidura superflua,4.861916667
6170,Rhipidura dedemi,4.861916667
6171,Rhipidura opistherythra,4.861916667
6172,Rhipidura lepida,4.861916667
6173,Rhipidura rufidorsa,4.861916667
6174,Rhipidura dahli,4.861916667
6175,Rhipidura matthiae,4.861916667
6176,Rhipidura malaitae,4.861916667
6177,Rhipidura kubaryi,4.861916667
6178,Rhipidura rufifrons,4.861916667
6179,Rhipidura semirubra,4.861916667
6180,Hypothymis helenae,4.174603175
6181,Hypothymis coelestis,4.174603175
6182,Hypothymis azurea,4.174603175
6183,Eutrichomyias rowleyi,4.174603175
6184,Trochocercus nitens,4.174603175
6185,Trochocercus cyanomelas,4.174603175
6186,Terpsiphone rufiventer,5.761904762
6187,Terpsiphone bedfordi,5.761904762
6188,Terpsiphone rufocinerea,5.761904762
6189,Terpsiphone viridis,5.761904762
6190,Terpsiphone atrochalybeia,5.761904762
6191,Terpsiphone mutata,5.761904762
6192,Terpsiphone corvina,5.761904762
6193,Terpsiphone bourbonnensis,5.761904762
6194,Terpsiphone paradisi,5.761904762
6195,Terpsiphone atrocaudata,5.761904762
6196,Terpsiphone cinnamomea,5.761904762
6197,Terpsiphone cyanescens,5.761904762
6198,Chasiempis sclateri,5.923913043
6199,Chasiempis ibidis,5.923913043
6200,Chasiempis sandwichensis,5.923913043
6201,Pomarea dimidiata,6.862301587
6202,Pomarea nigra,6.862301587
6203,Pomarea pomarea,6.862301587
6204,Pomarea iphis,6.862301587
6205,Pomarea fluxa,6.862301587
6206,Pomarea mendozae,6.862301587
6207,Pomarea nukuhivae,6.862301587
6208,Pomarea mira,6.862301587
6209,Pomarea whitneyi,6.862301587
6210,Mayrornis versicolor,4.174603175
6211,Mayrornis lessoni,4.174603175
6212,Mayrornis schistaceus,4.174603175
6213,Neolalage banksiana,4.174603175
6214,Clytorhynchus pachycephaloides,4.174603175
6215,Clytorhynchus vitiensis,4.174603175
6216,Clytorhynchus nigrogularis,4.174603175
6217,Clytorhynchus sanctaecrucis,4.174603175
6218,Clytorhynchus hamlini,4.174603175
6219,Metabolus rugensis,4.174603175
6220,Monarcha axillaris,4.337301587
6221,Monarcha rubiensis,4.337301587
6222,Monarcha cinerascens,4.337301587
6223,Monarcha frater,4.337301587
6224,Monarcha melanopsis,4.337301587
6225,Monarcha erythrostictus,4.337301587
6226,Monarcha castaneiventris,4.337301587
6227,Monarcha richardsii,4.337301587
6228,Monarcha pileatus,4.337301587
6229,Monarcha castus,4.337301587
6230,Monarcha leucotis,4.337301587
6231,Monarcha guttula,4.337301587
