assessment id,taxon id,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Common name,Category,Version,Criteria,PE?,PEW?,Assessment year,Population trend,Marine,Generation length,Depth upper limit,Depth lower limit
1613633,180310,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria minax,"Théel, 1886",,DD,3.1,,,,2013,4,t,,,
1613753,180312,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Bathyplotes,Bathyplotes tizardi,"(Théel, 1882)",,DD,3.1,,,,2013,4,t,,528,1297
1613882,180313,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Isostichopus,Isostichopus macroparentheses,"(H. L .Clark, 1922)",,DD,3.1,,,,2013,4,t,,,
1613937,180314,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Actinopyga fusca,"Cherbonnier, 1980",,DD,3.1,,,,2013,4,t,,,
1614031,180315,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria glandifera,"Cherbonnier, 1955",,DD,3.1,,,,2013,4,t,,,
1614133,180316,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Mesothuria,Mesothuria multipes,"Ludwig,1894",,LC,3.1,,,,2013,4,t,,724,4064
1614221,180317,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria unica,"Rowe, 1989",,DD,3.1,,,,2013,4,t,,,
1614313,180318,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria imitans,"Ludwig, 1875",,LC,3.1,,,,2013,4,t,,0,22
1614477,180319,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria submersa,"Sluiter, 1901",,DD,3.1,,,,2013,4,t,,,
1614574,180320,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria suspecta,"Cherbonnier, 1958",,DD,3.1,,,,2013,4,t,,,10
1614664,180321,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria remollescens,"Lampert, 1888",,DD,3.1,,,,2013,4,t,,,
1614821,180322,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,Stichopus rubermaculosus,"Massin, Zulfigar, Hwai &amp; Boss, 2002",,DD,3.1,,,,2013,4,t,,,
1614893,180323,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Bohadschia,Bohadschia paradoxa,"(Selenka, 1867)",,DD,3.1,,,,2013,4,t,,0,30
1615023,180324,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Thelenota,Thelenota anax,"H. L. Clark, 1921",Amberfish,DD,3.1,,,,2013,4,t,,5,30
1615261,180325,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Paelopatides,Paelopatides confundens,"Théel, 1886",,DD,3.1,,,,2013,4,t,,500,4300
1615368,180326,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria nobilis,"(Selenka, 1867)",Black Teatfish,EN,3.1,A2bd,,,2013,,t,,0,60
1615875,180328,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria samoana,"Ludwig, 1875",,DD,3.1,,,,2013,4,t,,,
1615992,180329,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria sanctori,"Delle Chiaje, 1823",,LC,3.1,,,,2013,4,t,,4,337
1616281,180331,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Mesothuria,Mesothuria murrayi,"(Théel,1886)",,LC,3.1,,,,2013,4,t,,250,6550
1616401,180332,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Australostichopus,Australostichopus mollis,Hutton 1872,,LC,3.1,,,,2013,4,t,,0,140
1616509,180333,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Mesothuria,Mesothuria regularia,"Heding, 1940",,DD,3.1,,,,2013,4,t,,448,718
1616672,180335,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria vittalonga,"Cherbonnier, 1988",,DD,3.1,,,,2013,4,t,,,
1616758,180336,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Bathyplotes,Bathyplotes gourdoni,"(Vaney, 1914)",,DD,3.1,,,,2013,4,t,,225,840
1616879,180337,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Actinopyga mauritiana,"(Quoy &amp; Gaimard, 1833)",Surf Redfish,VU,3.1,A2bd,,,2013,2,t,,0,50
1617346,180338,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Actinopyga obesa,"(Selenka, 1867)",Plump Sea Cucumber,DD,3.1,,,,2013,4,t,,0,20
1617498,180339,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Mesothuria,Mesothuria abberviata,"Koehler &amp; Vaney, 1905",,DD,3.1,,,,2013,4,t,,,
1617571,180340,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria notabilis,"Ludwig, 1875",,DD,3.1,,,,2013,4,t,,0,10
1617694,180341,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,Stichopus paradoxus,"Lampert, 1885",,DD,3.1,,,,2013,4,t,,,
1617892,180343,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria brauni,"Helfer, 1912",,DD,3.1,,,,2013,4,t,,,
1617973,180344,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Paelopatides,Paelopatides atlantica,"Hérouard, 1902",,DD,3.1,,,,2013,4,t,,,4020
1618043,180345,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Mesothuria,Mesothuria connectens,"(R. Perrier,1898)",,DD,3.1,,,,2013,4,t,,1975,2518
1618063,180346,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Bathyplotes,Bathyplotes bongraini,"Vaney, 1914",,DD,3.1,,,,2013,4,t,,4.5,768
1618186,180347,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria modesta,"Ludwig, 1875",,DD,3.1,,,,2013,4,t,,0,20
1618388,180349,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria granosa,"Cherbonnier, 1988",,DD,3.1,,,,2013,4,t,,,
1618480,180350,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Paroriza,Paroriza pallens,"(Koehler, 1896)",,DD,3.1,,,,2013,4,t,,794,2900
1618704,180352,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Bohadschia,Bohadschia vitiensis,"(Semper, 1868)",Brown Sandfish,DD,3.1,,,,2013,2,t,,0,20
1619093,180353,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Actinopyga agassizi,"(Selenka, 1867)",Five-toothed Sea Cucumber,LC,3.1,,,,2013,4,t,,0,54
1619562,180355,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Bohadschia,Bohadschia atra,"Massin, Rasolofonirina, Conand &amp; Samyn, 1999",Tigerfish,DD,3.1,,,,2013,4,t,,0,20
1619690,180356,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria platei,"Ludwig, 1898",,VU,3.1,D2,,,2013,4,t,,,
1619801,180357,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Actinopyga serratidens,"Pearson, 1903",,DD,3.1,,,,2013,4,t,,0,5
1619923,180358,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Synallactes,Synallactes robertsoni,"(Vaney, 1908)",,DD,3.1,,,,2013,4,t,,,4413
1620223,180361,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria klunzingeri,"Lampert, 1885",,DD,3.1,,,,2013,4,t,,,
1620530,180363,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,Stichopus pseudohorrens,"Cherbonnier, 1967",,DD,3.1,,,,2013,4,t,,0,20
1620714,180364,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria jousseaumei,"Cherbonnier, 1955",,DD,3.1,,,,2013,4,t,,,
1620818,180365,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Paelopatides,Paelopatides gigantea,"Théel, 1886",,DD,3.1,,,,2013,4,t,,1800,2653
1620894,180366,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria exilis,"Koehler &amp; Vaney, 1908",,DD,3.1,,,,2013,4,t,,,
1620995,180367,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,Stichopus monotuberculatus,"(Quoy &amp; Gaimard, 1833)",,DD,3.1,,,,2013,4,t,,0,45
1621102,180368,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Apostichopus,Apostichopus parvimensis,"(H.L. Clark, 1913)",Warty Sea Cucumber,VU,3.1,A2bd,,,2013,3,t,,0,60
1621218,180369,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria zacae,"Deichmann, 1937",,LC,3.1,,,,2013,4,t,,91,99
1621348,180370,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria albofusca,"Cherbonnier, 1988",,DD,3.1,,,,2013,4,t,,,30
1621448,180371,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria lentiginosa,"von Marenzeller, 1892",,LC,3.1,,,,2013,4,t,,69,466
1621762,180372,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Bohadschia,Bohadschia steinitzi,"Cherbonnier, 1963",,DD,3.1,,,,2013,4,t,,,
1621878,180373,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Isostichopus,Isostichopus fuscus,"(Ludwig, 1875)",Brown Sea Cucumber,EN,3.1,A2bd,,,2013,2,t,,3,39
1622109,180374,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria theeli,"Deichmann, 1938",,DD,3.1,,,,2013,4,t,,0,100
1622259,180375,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria leucospilota,"(Brandt, 1835)",White Thread Fish,LC,3.1,,,,2013,4,t,,0,20
1622657,180376,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria portovallartensis,"Caso, 1954",,DD,3.1,,,,2013,4,t,,1,3
1622812,180377,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Bathyplotes,Bathyplotes pourtalesii,"(Théel, 1886)",,LC,3.1,,,,2013,3,t,,363,1508
1622967,180378,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Neostichopus,Neostichopus mollis,"(Hutton, 1872)",,DD,3.1,,,,2013,4,t,,,
1622992,180379,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Mesothuria,Mesothuria triradiata,"Heding, 1942",,DD,3.1,,,,2013,4,t,,260,2480
1623049,180380,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria pseudofossor,"Deichmann, 1930",,LC,3.1,,,,2013,4,t,,0,380
1623312,180381,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Pseudostichopus,Pseudostichopus mollis,"Théel, 1882",,DD,3.1,,,,2013,4,t,,90,2200
1623458,180382,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Parastichopus,Parastichopus nigripunctatus,(Angustin),,DD,3.1,,,,2013,4,t,,,160
1623519,180383,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria dicorona,"(Heding, 1934)",,DD,3.1,,,,2013,4,t,,,
1623664,180385,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria grisea,"Selenka, 1867",,LC,3.1,,,,2013,4,t,,0,5
1623976,180386,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Bohadschia,Bohadschia similis,"(Semper, 1868)",Brownspotted Sandfish,DD,3.1,,,,2013,4,t,,0,3
1624294,180387,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria lubrica,"Selenka, 1867",,LC,3.1,,,,2013,4,t,,,
1624483,180388,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria dofleinii,"Augustin, 1908",,DD,3.1,,,,2013,4,t,,0,20
1624628,180389,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria aphanes,"Lampert, 1885",,DD,3.1,,,,2013,4,t,,3,
1624768,180390,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Actinopyga albonigra,"Cherbonnier &amp; Féral, 1984",,DD,3.1,,,,2013,,t,,,
1624896,180391,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,Stichopus ludwigi,"Erwe, 1913",,DD,3.1,,,,2013,4,t,,5,25
1625066,180393,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria arguinensis,"Koehler &amp; Vaney, 1906",,DD,3.1,,,,2013,4,t,,26,52
1625185,180394,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria chilensis,"Semper, 1868",Pepino De Mar,DD,3.1,,,,2013,4,t,,,
1625287,180395,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria coluber,"Semper, 1868",Snakefish,LC,3.1,,,,2013,4,t,,0,10
1625760,180399,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Labidodemas,Labidodemas rugosum,"(Ludwig, 1875)",,LC,3.1,,,,2013,4,t,,0,5
1625901,180400,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria edulis,"Lesson, 1830",Pinkfish,LC,3.1,,,,2013,4,t,,0,45
1626551,180403,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria papillifera,"Hedingin Mortensen, 1938",,DD,3.1,,,,2013,4,t,,,
1626776,180405,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria arenacava,"Samyn, Massin &amp; Muthigha, 2001",,VU,3.1,D2,,,2013,4,t,,0,5
1626867,180406,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Actinopyga palauensis,"Panning, 1944",Panning's Blackfish,LC,3.1,,,,2013,4,t,,4,30
1627009,180407,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria conusalba,"Cherbonnier &amp; Féral, 1984",,DD,3.1,,,,2013,4,t,,0,5
1627176,180409,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Mesothuria,Mesothuria sufflava,"Cherbonnier &amp; Féral, 1984",,DD,3.1,,,,2013,4,t,,392,423
1627239,180410,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria conica,"H. L. Clark, 1938",,DD,3.1,,,,2013,4,t,,,
1627333,180411,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Bohadschia,Bohadschia marmorata,"(Jaeger, 1833)",Chalky Cucumber,DD,3.1,,,,2013,2,t,,0,60
1627724,180413,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria occidentalis,"Ludwig, 1875",,LC,3.1,,,,2013,4,t,,69,457
1627956,180414,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria fuscopunctata,"Jaeger, 1833",Elephant Trunkfish,LC,3.1,,,,2013,4,t,,0,30
1628274,180415,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Pseudostichopus,Pseudostichopus spiculiferus,"O'Loughlin,2002",,DD,3.1,,,,2013,4,t,,177,695
1628531,180418,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria milloti,"Cherbonnier, 1988",,DD,3.1,,,,2013,4,t,,,
1628703,180420,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria gracilis,"Semper, 1868",,DD,3.1,,,,2013,4,t,,,
1628832,180421,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria atra,"Jaeger, 1833",Lollyfish,LC,3.1,,,,2013,3,t,,0,30
1629230,180422,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Synallactes,Synallactes viridilimus,"Cherbonnier,1952",,DD,3.1,,,,2013,4,t,,,522
1629262,180423,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria fuscorubra,"Théel, 1886",,DD,3.1,,,,2013,4,t,,,
1629389,180424,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Apostichopus,Apostichopus japonicus,"(Selenka, 1867)",Japanese Spiky Sea Cucumber,EN,3.1,A2bd,,,2013,2,t,,0,40
1629676,180427,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria tortonesei,"Cherbonnier, 1979",,DD,3.1,,,,2013,4,t,,1,
1629770,180428,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria bacilla,"Cherbonnier, 1988",,DD,3.1,,,,2013,4,t,,0,5
1629880,180430,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Labidodemas,Labidodemas americanum,"Deichmann, 1958",,LC,3.1,,,,2013,4,t,,0,16
1630017,180431,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria excellens,"(Ludwig, 1875)",,DD,3.1,,,,2013,4,t,,,
1630142,180432,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Pseudostichopus,Pseudostichopus echinatus,"Thandar, 1992",,DD,3.1,,,,2013,4,t,,200,825
1630281,180434,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Mesothuria,Mesothuria carnosa,"Fisher,1907",,DD,3.1,,,,2013,4,t,,195,1150
1630342,180435,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria asperita,"Cherbonnier &amp; Féral, 1976",,DD,3.1,,,,2013,4,t,,,
1630411,180436,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Parastichopus,Parastichopus californicus,"(Stimpson, 1857)",,LC,3.1,,,,2013,3,t,,1,250
1630561,180437,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria arenicola,"Semper, 1868",,DD,3.1,,,,2013,4,t,,0,15
1630849,180439,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria albiventer,"Semper, 1868",,DD,3.1,,,,2013,4,t,,,
1630988,180440,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria whitmaei,"Bell, 1887",Black Teatfish,EN,3.1,A2bd,,,2013,,t,,0,30
1631154,180441,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Molpadiodemas,Molpadiodemas villosus,"(Théel, 1886)",,LC,3.1,,,,2013,4,t,,351,7000
1631412,180443,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria rigida,"Selenka, 1867",,LC,3.1,,,,2013,4,t,,,
1631680,180445,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Molpadiodemas,Molpadiodemas ustulatus,"O'Loughlin &amp; Ahearn, 2005",,DD,3.1,,,,2013,4,t,,5069,5173
1631754,180446,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria stocki,"Cherbonnier, 1964",,DD,3.1,,,,2013,4,t,,,
1631836,180447,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria macroperona,"Clark, 1938",,DD,3.1,,,,2013,4,t,,,
1631928,180448,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria parva,"Krauss, 1885",,DD,3.1,,,,2013,4,t,,0,
1632130,180450,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Labidodemas,Labidodemas quadripartitum,"Massin, Samyn &amp; Thandar, 2004",,DD,3.1,,,,2013,4,t,,,12
1632202,180451,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria hawaiiensis,"Fisher, 1907",,LC,3.1,,,,2013,3,t,,50,77
1632397,180452,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Bathyplotes,Bathyplotes natans,"Östergren, 1896",,LC,3.1,,,,2013,3,t,,193,2212
1632714,180453,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria cumulus,"H. L. Clark, 1921",,DD,3.1,,,,2013,4,t,,,
1632821,180454,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Pseudostichopus,Pseudostichopus profundi,"Djakonov,1952",,DD,3.1,,,,2013,4,t,,4100,4200
1632895,180455,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria tubulosa,"Gmelin, 1790",,LC,3.1,,,,2013,4,t,,0,100
1633140,180456,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,SYNALLACTIDAE,Molpadiodemas,Molpadiodemas pustulosus,"(Sluiter, 1901)",,DD,3.1,,,,2013,4,t,,924,827
1633420,180458,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Holothuria sulcata,"Ludwig, 1875",,DD,3.1,,,,2013,4,t,,,
