assessment id,taxon id,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Common name,Category,Version,Criteria,PE?,PEW?,Assessment year,Population trend,Marine,Generation length,Depth upper limit,Depth lower limit
8178791,183798,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Hemilutjanus,Hemilutjanus macrophthalmos,"(Tschudi, 1846)",Serrano Ojo de Uva,DD,3.1,,,,2010,4,t,,10,55
8178972,183799,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MERLUCCIIDAE,Merluccius,Merluccius angustimanus,"Garman, 1899",Panama hake,LC,3.1,,,,2010,4,t,,80,500
8179327,183800,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Akko,Akko rossi,"Van Tassell &amp; Baldwin, 2004",Blackfin Specter Goby,DD,3.1,,,,2010,4,t,,5,10
8179465,183801,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Paralichthys,Paralichthys californicus,"(Ayres, 1859)",Fine Flounder,LC,3.1,,,,2010,3,t,,1,183
8179640,183802,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Arcos,Arcos decoris,"Briggs, 1969",Elegant clingfish,LC,3.1,,,,2010,4,t,,0,10
8179759,183803,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus fasciolaris,Gilbert 1892,Banded tongue-fish,LC,3.1,,,,2010,4,t,,1,150
8179924,183804,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRISOMIDAE,Starksia,Starksia fulva,"Rosenblatt &amp; Taylor, 1971",Yellow Blenny,LC,3.1,,,,2010,4,t,,0,5
8180088,183805,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,KYPHOSIDAE,Girella,Girella freminvillei,"(Valenciennes, 1846)",Chopa Penumbre,LC,3.1,,,,2010,3,t,,1,15
8180249,183806,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus melasmatotheca,"Munroe &amp; Nizinski, 1990",Blackstripe tonguefish (FB),LC,3.1,,,,2010,4,t,,15,110
8180404,183807,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Pseudomyrophis,Pseudomyrophis micropinna,"Wade, 1946",Smallfin worm-eel,LC,3.1,,,,2010,4,t,,80,200
8180545,183808,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Carangoides,Carangoides otrynter,"(Jordan &amp; Gilbert, 1883)",Threadfin Jack,LC,3.1,,,,2010,4,t,,0,100
8180774,183809,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Diplectrum,Diplectrum rostrum,Bortone 1974,Bridled sand perch,LC,3.1,,,,2010,4,t,,10,80
8181050,183810,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus atramentatus,"Jordan &amp; Bollman, 1890",Inkspot Tonguefish,LC,3.1,,,,2010,4,t,,1,120
8181247,183811,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Anchoa,Anchoa mundeola,"(Gilbert &amp; Pierson, 1898)",False Panama Anchovy,LC,3.1,,,,2010,4,t,,0,10
8181464,183812,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Odontoscion,Odontoscion xanthops,"Gilbert, 1898",Yelloweye croaker,LC,3.1,,,,2010,4,t,,3,30
8181836,183814,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Hemicaranx,Hemicaranx leucurus,(Günther 1864),Yellowfin jack (FB),LC,3.1,,,,2010,4,t,,0,30
8182069,183815,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Ogilbia,Ogilbia davidsmithi,"Møller, Schwarzhans &amp; Nielsen, 2005",Large-pored  Brotula,LC,3.1,,,,2010,4,t,,0,30
8182230,183816,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia umbrosa,"Ginsburg, 1939",Dusky goby,DD,3.1,,,,2010,4,t,,60,100
8182398,183817,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Halichoeres semicinctus,"(Ayres, 1859)",Rock wrasse,LC,3.1,,,,2010,3,t,,1,40
8182512,183818,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Ariopsis,Ariopsis seemanni,"(Günther, 1864)",Tete Sea Catfish,LC,3.1,,,,2010,4,t,,0,20
8182707,183819,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Tomicodon,Tomicodon myersi,"Briggs, 1955",Blackstripe clingfish,LC,3.1,,,,2010,4,t,,0,7
8182916,183820,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus miles,"Jenyns, 1840",Galapagos gurnard,VU,3.1,D2,,,2010,4,t,,20,30
8183039,183821,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,OGCOCEPHALIDAE,Ogcocephalus,Ogcocephalus darwini,"Hubbs, 1958",Galápagos batfish,LC,3.1,,,,2010,4,t,,5,120
8183133,183822,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Halichoeres dispilus,"(Günther, 1864)",Chameleon wrasse,LC,3.1,,,,2010,3,t,,1,75
8183348,183823,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Syacium,Syacium maculiferum,"(Garman, 1899)",Clearspot flounder,DD,3.1,,,,2010,4,t,,48,120
8183467,183824,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus fossoris,"Bussing &amp; Lavenberg, 2003",,LC,3.1,,,,2010,4,t,,14,32
8183561,183825,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Microspathodon,Microspathodon dorsalis,"(Gill, 1862)",Giant damselfish,LC,3.1,,,,2010,4,t,,0,25
8183733,183826,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Paraletharchus,Paraletharchus opercularis,"(Myers &amp; Wade, 1941)",Pouch snake eel,VU,3.1,D2,,,2010,4,t,,0,10
8183878,183827,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Atherinopsis,Atherinopsis californiensis,Girard 1854,Jack Silverside,LC,3.1,,,,2010,4,t,,0,29
8184087,183828,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus mecopterus,"McCosker &amp; Rosenblatt, 1998",Longarmed snake eel,LC,3.1,,,,2010,4,t,,25,80
8184209,183829,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Paralonchurus,Paralonchurus petersii,"Bocourt, 1869",Peters' banded croaker,LC,3.1,,,,2010,4,t,,1,30
8184412,18383,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,RETROPINNIDAE,Prototroctes,Prototroctes maraena,"Günther, 1864",Australian Grayling,NT,3.1,,,,2009,2,t,,,
8184672,183830,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Roncador,Roncador stearnsii,"(Steindachner, 1876)",Spotfin croaker,LC,3.1,,,,2010,4,t,,1,22
8184841,183831,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Parrella,Parrella lucretiae,"(Eigenmann &amp; Eigenmann, 1888)",Lucretia's goby,LC,3.1,,,,2010,4,t,,1,10
8185022,183832,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Gobulus,Gobulus birdsongi,"Hoese &amp; Reader, 2001",Fin-joined Goby,CR,3.1,"B1ab(ii,iii)+2ab(ii,iii)",,,2010,2,t,,0,6
8185186,183833,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Haemulopsis,Haemulopsis leuciscus,"(Günther, 1864)",Raucous grunt,LC,3.1,,,,2010,4,t,,0,60
8185404,183834,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Citharichthys,Citharichthys gnathus,Hoshino &amp; Amaoka 1999,Big-chinned Sanddab,DD,3.1,,,,2010,4,t,,0,95
8185512,183835,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GERREIDAE,Eucinostomus,Eucinostomus entomelas,"Zahuranec, 1980",Darkspot Mojarra,LC,3.1,,,,2010,3,t,,0,100
8185703,183836,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Scytalichthys,Scytalichthys miurus,"(Jordan &amp; Gilbert, 1882)",Short-tailed viper-eel,LC,3.1,,,,2010,4,t,,10,85
8185836,183837,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Atherinella,Atherinella guatemalensis,"(Günther, 1864)",Guatemala Silverside,LC,3.1,,,,2010,4,t,,0,10
8185989,183838,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,DACTYLOSCOPIDAE,Gillellus,Gillellus searcheri,"Dawson, 1977",Searcher Stargazer,LC,3.1,,,,2010,4,t,,1,15
8186454,183840,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRISOMIDAE,Labrisomus,Labrisomus xanti,"Gill, 1860",Largemouth Blenny,LC,3.1,,,,2010,4,t,,1,10
8186567,183841,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria hancocki,"Myers &amp; Reid, 1936",Hancock's Blenny,LC,3.1,,,,2010,4,t,,0,5
8186707,183842,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CHLOPSIDAE,Chlopsis,Chlopsis bicollaris,"(Myers &amp; Wade, 1941)",Bicolor false moray,NT,3.1,,,,2010,4,t,,5,30
8186844,183843,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Umbrina,Umbrina bussingi,"López S., 1980",Bussing's drum,LC,3.1,,,,2010,4,t,,30,185
8187009,183844,ANIMALIA,CHORDATA,ACTINOPTERYGII,BATRACHOIDIFORMES,BATRACHOIDIDAE,Batrachoides,Batrachoides pacifici,"(Günther, 1861)",Pacific toadfish,LC,3.1,,,,2010,4,t,,1,20
8187167,183845,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,DACTYLOSCOPIDAE,Gillellus,Gillellus arenicola,"Gilbert, 1890",Sandy Stargazer,LC,3.1,,,,2010,4,t,,1,82
8187295,183846,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Gobiesox,Gobiesox papillifer,"Gilbert, 1890",Bearded clingfish,LC,3.1,,,,2010,4,t,,0,5
8187472,183847,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Sciades,Sciades dowii,"(Gill, 1863)",Brown Sea Catfish,LC,3.1,,,,2010,4,t,,0,15
8187671,183848,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Atractoscion,Atractoscion nobilis,"(Ayres, 1860)",White weakfish,LC,3.1,,,,2010,4,t,,1,125
8187876,183849,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,KYPHOSIDAE,Kyphosus,Kyphosus elegans,"(Peters, 1869)",Cortez chub,LC,3.1,,,,2010,3,t,,0,20
8188316,183850,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax equatorialis,"(Hildebrand, 1946)",Spotted-tail moray,LC,3.1,,,,2010,4,t,,0,125
8188523,183851,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Coralliozetus,Coralliozetus rosenblatti,"Stephens, 1963",Spikefin blenny,LC,3.1,,,,2010,4,t,,1,9
8188656,183852,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Serranus,Serranus socorroensis,"Allen &amp; Robertson, 1992",Socorro Serrano,VU,3.1,D2,,,2010,4,t,,5,20
8188800,183853,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRISOMIDAE,Starksia,Starksia galapagensis,"Rosenblatt &amp; Taylor, 1971",Galapagos Blenny,VU,3.1,D2,,,2010,4,t,,1,25
8188944,183854,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRISOMIDAE,Labrisomus,Labrisomus multiporosus,"Hubbs, 1953",Porehead Blenny,LC,3.1,,,,2010,4,t,,1,20
8189147,183855,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TRIPTERYGIIDAE,Axoclinus,Axoclinus cocoensis,"Bussing, 1991",Cocos triplefin,VU,3.1,D2,,,2010,4,t,,1,35
8189272,183856,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Engraulis,Engraulis mordax,"Girard, 1854",North Pacific anchovy,LC,3.1,,,,2010,3,t,,0,310
8189509,183857,ANIMALIA,CHORDATA,ACTINOPTERYGII,BATRACHOIDIFORMES,BATRACHOIDIDAE,Daector,Daector reticulata,"(Günther, 1864)",Reticulated Toadfish,VU,3.1,B1ab(iii),,,2010,4,t,,1,30
8189690,183858,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Paralabrax,Paralabrax clathratus,"(Girard, 1854)",Rock sea bass,LC,3.1,,,,2010,4,t,,0,61
8189838,183859,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE,Gymnothorax,Gymnothorax porphyreus,"(Guichenot, 1848)",Low Fin Moray,LC,3.1,,,,2010,4,t,,1,13
8190332,183860,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus binii,Tortonese 1955,Mottled Flounder,DD,3.1,,,,2010,4,t,,20,100
8190471,183861,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Paralabrax,Paralabrax nebulifer,"(Girard, 1854)",Barred sand bass,LC,3.1,,,,2010,4,t,,0,185
8190609,183862,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE,Bothus,Bothus leopardinus,(Günther 1862),Pacific leopard flounder (FB),LC,3.1,,,,2010,4,t,,1,120
8190856,183863,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Pareques,Pareques fuscovittatus,"(Kendall &amp; Radcliffe, 1912)",Festive drum,LC,3.1,,,,2010,4,t,,70,100
8190956,183864,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Bairdiella,Bairdiella ensifera,"(Jordan &amp; Gilbert, 1882)",Swordpsine croaker,LC,3.1,,,,2010,4,t,,1,20
8191142,183865,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Ekemblemaria,Ekemblemaria lira,"Hastings, 1992",Slit-pore Tube Blenny,DD,3.1,,,,2010,4,t,,1,5
8191281,183866,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Apterichtus,Apterichtus equatorialis,"(Myers &amp; Wade, 1941)",Equatorial eel,LC,3.1,,,,2010,4,t,,0,145
8191445,183867,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,DACTYLOSCOPIDAE,Dactyloscopus,Dactyloscopus byersi,"Dawson, 1969",Notchtail Stargazer,LC,3.1,,,,2010,4,t,,0,10
8191655,183868,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,EXOCOETIDAE,Prognichthys,Prognichthys sealei,Abe 1955,Sailor flyingfish,LC,3.1,,,,2010,4,t,,0,5
8191835,183869,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Menticirrhus,Menticirrhus ophicephalus,"(Jenyns, 1840)",Snakehead kingcroaker,LC,3.1,,,,2010,4,t,,1,20
8191964,183870,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Chromis,Chromis alta,"Greenfield &amp; Woods, 1980",Silverstripe chromis,LC,3.1,,,,2010,4,t,,5,200
8192116,183871,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Ctenogobius,Ctenogobius manglicola,"(Jordan &amp; Starks, 1895)",Mangrove goby,LC,3.1,,,,2010,4,t,,0,5
8192316,183872,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Chloroscombrus,Chloroscombrus orqueta,"Jordan &amp; Gilbert, 1883",Pacific Bumper,LC,3.1,,,,2010,4,t,,0,53
8192573,183873,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Acanthemblemaria,Acanthemblemaria castroi,"Stephens &amp; Hobson, 1966",Galápagos Barnacle Blenny,VU,3.1,D2,,,2010,4,t,,1,25
8192692,183874,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GERREIDAE,Diapterus,Diapterus peruvianus,"(Cuvier, 1830)",Peruvian mojarra,LC,3.1,,,,2010,4,t,,0,49
8192942,183875,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Hypsoblennius,Hypsoblennius jenkinsi,"(Jordan &amp; Evermann, 1896)",Mussel Blenny,LC,3.1,,,,2010,4,t,,1,20
8193055,183876,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,PRISTIGASTERIDAE,Opisthopterus,Opisthopterus equatorialis,"Hildebrand, 1946",Equatorial longfin herring,LC,3.1,,,,2010,4,t,,0,10
8193193,183877,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Bascanichthys,Bascanichthys panamensis,"Meek &amp; Hildebrand, 1923",Panama sand-eel,LC,3.1,,,,2010,4,t,,0,30
8193356,183878,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Cetengraulis,Cetengraulis mysticetus,"(Günther, 1867)",Pacific anchoveta,LC,3.1,,,,2010,3,t,,0,32
8193588,183879,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,OPISTOGNATHIDAE,Opistognathus,Opistognathus fenmutis,"Acero P. &amp; Franke, 1993",,DD,3.1,,,,2010,4,t,,63,74
8193714,183880,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Gobiesox,Gobiesox woodsi,"(Schultz, 1944)",Woods' clingfish,VU,3.1,D2,,,2010,4,t,,0,10
8193852,183881,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus williamsi,"Jordan &amp; Culver, 1895",William's Tonguefish,LC,3.1,,,,2010,4,t,,1,55
8194037,183882,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Herpetoichthys,Herpetoichthys fossatus,"(Myers &amp; Wade, 1941)",Mustachioed snake eel,LC,3.1,,,,2010,4,t,,5,40
8194196,183883,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ethadophis,Ethadophis byrnei,"Rosenblatt &amp; McCosker, 1970",Ordinary snake-eel,DD,3.1,,,,2010,4,t,,0,3
8194356,183884,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Callechelys,Callechelys galapagensis,"McCosker &amp; Rosenblatt, 1972",Galapagos Ridgefin Eel,DD,3.1,,,,2010,4,t,,0,10
8194492,183885,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Anchoa,Anchoa chamensis,"Hildebrand, 1943",Chame Point anchovy,VU,3.1,D2,,,2010,4,t,,0,10
8194623,183886,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Entomacrodus,Entomacrodus chiostictus,"(Jordan &amp; Gilbert, 1882)",Notchfin Blenny,LC,3.1,,,,2010,4,t,,0,2
8194781,183887,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus apachus,"McCosker &amp; Rosenblatt, 1998",Thin snake eel,DD,3.1,,,,2010,4,t,,0,8
8194914,183888,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Echiophis,Echiophis brunneus,"(Castro-Aguirre &amp; Suárez de los Cobos, 1983)",Pacific spoon-nose eel,LC,3.1,,,,2010,4,t,,0,10
8195087,183889,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Lepophidium,Lepophidium microlepis,"(Gilbert, 1890)",Finescale cusk-eel,LC,3.1,,,,2010,4,t,,17,322
8195247,183890,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Leptenchelys,Leptenchelys vermiformis,"Myers &amp; Wade, 1941",Slender worm-eel,DD,3.1,,,,2010,4,t,,20,85
8195371,183891,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,EXOCOETIDAE,Prognichthys,Prognichthys tringa,Breder 1928,Tringa flyingfish (FB),LC,3.1,,,,2010,4,t,,0,5
8195585,183892,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus leei,"Jordan &amp; Bollman, 1890",Lee's Tonguefish,LC,3.1,,,,2010,4,t,,10,115
8195753,183893,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Umbrina,Umbrina analis,"Günther, 1868",Longspine croaker,LC,3.1,,,,2010,4,t,,1,50
8195936,183894,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE,Gobiesox,Gobiesox schultzi,"Briggs, 1951",Smoothlip clingfish,LC,3.1,,,,2010,4,t,,0,5
8196055,183895,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Acanthistius,Acanthistius pictus,(Tschudi 1846),Peruvian Seabass,LC,3.1,,,,2010,4,t,,10,50
8196215,183896,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRISOMIDAE,Paraclinus,Paraclinus walkeri,"Hubbs, 1952",,CR,3.1,B1ab(iii),,,2010,4,t,,0,6
8196357,183897,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE,Prionotus,Prionotus albirostris,"Jordan &amp; Bollman, 1890",Whitesnout searobin,LC,3.1,,,,2010,4,t,,20,100
8196530,183898,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Diplectrum,Diplectrum conceptione,"(Valenciennes, 1828)",Squirrelfish,LC,3.1,,,,2010,4,t,,5,80
8196652,183899,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Umbrina,Umbrina reedi,"Günther, 1880",,LC,3.1,,,,2010,4,t,,0,30
8196774,183900,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bollmannia,Bollmannia macropoma,"Gilbert, 1892",Frailscale goby,DD,3.1,,,,2010,4,t,,90,255
8196929,183901,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Cynoscion,Cynoscion squamipinnis,"(Günther, 1867)",Scalyfin corvina,LC,3.1,,,,2010,4,t,,1,30
8197109,183902,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Lythrypnus,Lythrypnus alphigena,"Bussing, 1990",Cheek-spotted Goby,DD,3.1,,,,2010,4,t,,90,150
8197218,183903,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE,Perissias,Perissias taeniopterus,(Gilbert 1890),Striped-fin flounder (FB),LC,3.1,,,,2010,4,t,,45,160
8197384,183904,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,HEMIRAMPHIDAE,Hyporhamphus,Hyporhamphus snyderi,"Meek &amp; Hildebrand, 1923",Skipper halfbeak,LC,3.1,,,,2010,4,t,,0,5
8197556,183905,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Myrichthys,Myrichthys pantostigmius,"Jordan &amp; McGregor, 1898",Clarion Snake Eel,LC,3.1,,,,2010,4,t,,5,20
8197652,183906,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,CYNOGLOSSIDAE,Symphurus,Symphurus melanurus,"Clark, 1936",Drab Tonguefish,LC,3.1,,,,2010,4,t,,1,35
8197835,183907,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Parahypsos,Parahypsos piersoni,"(Gilbert &amp; Starks, 1904)",Slender Blenny,LC,3.1,,,,2010,4,t,,0,10
8197988,183908,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE,Ophichthus,Ophichthus rugifer,"Jordan &amp; Bollman, 1890",Wrinkled snake-eel,LC,3.1,,,,2010,4,t,,3,200
8198093,183909,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Scartichthys,Scartichthys crapulatus,"Williams, 1990",,LC,3.1,,,,2010,3,t,,1,15
8198269,183910,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Opisthonema,Opisthonema bulleri,"(Regan, 1904)",Slender thread herring,LC,3.1,,,,2010,3,t,,0,10
8198437,183911,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Stellifer,Stellifer oscitans,"(Jordan &amp; Gilbert, 1882)",Yawning stardrum,LC,3.1,,,,2010,4,t,,1,30
8198605,183912,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Pomadasys,Pomadasys schyrii,"Steindachner, 1900",Smalleye Grunt,DD,3.1,,,,2010,4,t,,0,20
8198774,183913,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Sciaena,Sciaena fasciata,"(Tschudi, 1846)",,LC,3.1,,,,2010,4,t,,,
8198909,183914,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Evermannia,Evermannia erici,"Bussing, 1983",Eric's Goby,DD,3.1,,,,2010,4,t,,0,4
