CATCHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baleen whales,Toothed whales,Seals,Seabirds,Juvenile sharks,Spurdog,Large piscivorous sharks,Small sharks,Juvenile rays,Starry ray + others,Thornback & Spotted ray,Skate + cuckoo ray,"Juvenile Cod(0-2, 0-40cm)",Cod (adult),"Juvenile Whiting (0-1, 0-20cm)",Whiting (adult),"Juvenile Haddock (0-1, 0-20cm)",Haddock (adult),"Juvenile Saithe (0-3, 0-40cm)",Saithe (adult),Hake,Blue whiting,Norway pout,Other gadoids (large),Other gadoids (small),Monkfish,Gurnards,"Herring (juvenile 0, 1)",Herring (adult),Sprat,Mackerel,Horse mackerel,Sandeels,Plaice,Dab,Long-rough dab,Flounder,Sole,Lemon sole,Witch,Turbot and brill,Megrim,Halibut,Dragonets,Catfish (Wolf-fish),Large demersal fish,Small demersal fish,Miscellaneous filterfeeding pelagic fish,Squid & cuttlefish,Fish larvae,Carnivorous zooplankton,Herbivorous & Omnivorous zooplankton (copepods),Gelatinous zooplankton,Large crabs,Nephrops,Epifaunal macrobenthos (mobile grazers),Infaunal macrobenthos,Shrimp,Small mobile epifauna (swarming crustaceans),Small infauna (polychaetes),Sessile epifauna,Meiofauna,"Benthic microflora (incl. Bacteria, protozoa))","Planktonic microflora (incl. Bacteria, protozoa)",Phytoplankton,Detritus - DOM -water column,Detritus - POM - sediment,Discards,
0,0,0,0,0,0.01071591,0.000368959,0.000109662,0,0,0.003742998,0,0.09139272,0.0689201,0.00107588,0.1184301,0.001162823,0.08631047,0.03144558,0.03363849,0.003635759,0.05661345,0.2522126,0.01069304,0.000187335,0.01240952,1.96E-06,0.0208125,0.740012,0.1574204,0.5566772,0.1602055,1.454177,0.09735011,0.001132837,4.67E-06,0.000195671,0.02548137,0.003075006,4.19E-05,0.002098887,0.000472268,1.77E-05,0,0.000276271,0.001477236,0.1325853,0.009586428,3.25E-06,0,0,0,0,0.009875673,7.72E-05,0.005748674,0.0965751,0.000625106,0,0,0.2357697,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01079199,0.000370105,0.000109575,0,0,0.00373861,0,0.09135277,0.0687131,0.001075755,0.1184156,0.001163651,0.08628994,0.03141802,0.03363852,0.003643722,0.05665487,0.2522441,0.01061332,0.000187383,0.0124116,1.96E-06,0.02079089,0.7406099,0.1574971,0.5569456,0.1602262,1.454386,0.09728471,0.001133167,4.67E-06,0.00019576,0.02545069,0.003073158,4.18E-05,0.002094615,0.000470807,1.77E-05,0,0.000282324,0.001499868,0.1323968,0.009591582,3.25E-06,0,0,0,0,0.009882196,7.73E-05,0.005748118,0.09657381,0.000625193,0,0,0.2357695,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01084614,0.000370872,0.000109518,0,0,0.003736903,0,0.0913147,0.06860238,0.001075396,0.1183337,0.00116429,0.08624182,0.0314322,0.03361354,0.003649267,0.05667378,0.2522646,0.01053806,0.000187422,0.01238747,1.96E-06,0.0207722,0.7410409,0.1575833,0.5571987,0.1602147,1.454775,0.09718852,0.001133292,4.67E-06,0.000195824,0.025417,0.00307149,4.17E-05,0.002090625,0.00046965,1.77E-05,0,0.00028738,0.001517681,0.1322729,0.009595145,3.25E-06,0,0,0,0,0.009888862,7.74E-05,0.005747718,0.09657421,0.000625303,0,0,0.2357691,0,0,0,0,0,0,0, 
0,0,0,0,0,0.0108838,0.000371367,0.000109482,0,0,0.003736748,0,0.09129737,0.06854404,0.001075054,0.1182267,0.001164688,0.08618683,0.03140641,0.03361491,0.003653207,0.05669368,0.2523502,0.01046714,0.00018748,0.01234566,1.96E-06,0.02077852,0.7412711,0.1577042,0.557458,0.1602067,1.455233,0.09707501,0.001133291,4.67E-06,0.000195874,0.02538223,0.003069982,4.17E-05,0.002086993,0.000468717,1.78E-05,0,0.0002916,0.001531779,0.1321919,0.009601112,3.25E-06,0,0,0,0,0.009895053,7.75E-05,0.005747469,0.09657538,0.000625428,0,0,0.2357689,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01090947,0.000371679,0.000109462,0,0,0.003737455,0,0.09129379,0.06851217,0.001074709,0.1181142,0.001164733,0.08613174,0.0313971,0.03361563,0.003656378,0.05670504,0.2524408,0.01040307,0.000187525,0.0122929,1.96E-06,0.02079868,0.7414615,0.1578348,0.5577279,0.1602101,1.455668,0.09695354,0.001133219,4.67E-06,0.000195912,0.02534804,0.0030686,4.16E-05,0.002083886,0.000468008,1.78E-05,0,0.000295122,0.00154297,0.1321349,0.009606428,3.25E-06,0,0,0,0,0.009900555,7.75E-05,0.00574734,0.09657686,0.000625549,0,0,0.2357692,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01092661,0.000371868,0.000109454,0,0,0.003738523,0,0.09128509,0.06849236,0.001074251,0.1179993,0.001164563,0.0860775,0.03140598,0.0336038,0.003659044,0.05670506,0.2524818,0.01034446,0.000187541,0.01223424,1.96E-06,0.02081435,0.7417625,0.1579377,0.5579905,0.1602005,1.456028,0.09683064,0.001133115,4.67E-06,0.000195935,0.02531528,0.00306733,4.15E-05,0.002081119,0.000467412,1.78E-05,0,0.000298061,0.001551818,0.1320888,0.009609862,3.25E-06,0,0,0,0,0.009905357,7.76E-05,0.005747307,0.09657843,0.000625652,0,0,0.2357701,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01093784,0.00037198,0.000109451,0,0,0.003739654,0,0.09126987,0.06847444,0.00107376,0.117884,0.001164329,0.08602545,0.03139617,0.03359964,0.00366116,0.0567007,0.2525172,0.0102901,0.000187553,0.0121732,1.96E-06,0.02081984,0.7421498,0.1580329,0.5582345,0.1601747,1.456325,0.09671064,0.001133009,4.68E-06,0.000195946,0.02528446,0.003066174,4.15E-05,0.002078492,0.000466841,1.79E-05,0,0.000300512,0.001558797,0.1320473,0.009613889,3.25E-06,0,0,0,0,0.009909527,7.76E-05,0.005747342,0.09657977,0.000625744,0,0,0.2357714,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094494,0.000372042,0.000109453,0,0,0.003740744,0,0.09125502,0.06845412,0.001073317,0.1177733,0.001164097,0.08597791,0.03138631,0.0335985,0.003662805,0.05669705,0.2525647,0.01024034,0.000187569,0.0121121,1.97E-06,0.02082064,0.7425042,0.1581295,0.5584622,0.1601476,1.456597,0.09659613,0.001132911,4.68E-06,0.000195953,0.02525604,0.003065119,4.14E-05,0.002076047,0.000466314,1.79E-05,0,0.000302558,0.001564319,0.1320096,0.009618291,3.25E-06,0,0,0,0,0.009913182,7.76E-05,0.005747419,0.0965808,0.000625833,0,0,0.2357727,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094913,0.000372073,0.000109458,0,0,0.003741762,0,0.09124165,0.06843119,0.001072913,0.1176718,0.001163876,0.08593637,0.03138776,0.03359246,0.003664181,0.05669665,0.2526076,0.01019493,0.000187583,0.01205255,1.97E-06,0.0208235,0.7427797,0.1582147,0.558677,0.160124,1.456856,0.09648863,0.001132826,4.68E-06,0.000195958,0.02523012,0.003064152,4.14E-05,0.002073829,0.000465843,1.79E-05,0,0.000304265,0.001568703,0.1319761,0.009622074,3.25E-06,0,0,0,0,0.009916442,7.76E-05,0.005747518,0.09658161,0.000625914,0,0,0.2357742,0,0,0,0,0,0,0, 
0,0,0,0,0,0.0109513,0.000372084,0.000109464,0,0,0.003742696,0,0.09123061,0.06840749,0.001072551,0.1175812,0.001163666,0.08590066,0.03138536,0.03358841,0.00366544,0.05669912,0.2526481,0.01015356,0.000187595,0.01199567,1.97E-06,0.02083017,0.7430084,0.1582898,0.55888,0.1601032,1.457093,0.09638888,0.001132753,4.68E-06,0.000195963,0.02520658,0.003063267,4.13E-05,0.002071815,0.000465416,1.79E-05,0,0.00030569,0.001572193,0.1319466,0.009625756,3.25E-06,0,0,0,0,0.009919371,7.76E-05,0.005747626,0.09658218,0.000625985,0,0,0.2357756,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01095214,0.000372085,0.000109473,0,0,0.003743552,0,0.09122151,0.06838512,0.00107223,0.1175006,0.001163464,0.08586945,0.03138063,0.03358652,0.003666637,0.05670129,0.252686,0.01011638,0.000187605,0.01194223,1.97E-06,0.02083766,0.7432275,0.1583585,0.5590712,0.1600846,1.457303,0.09629714,0.001132691,4.68E-06,0.000195967,0.02518527,0.00306246,4.13E-05,0.002069999,0.000465031,1.79E-05,0,0.000306879,0.001574972,0.1319205,0.00962939,3.25E-06,0,0,0,0,0.00992201,7.76E-05,0.005747732,0.09658259,0.00062605,0,0,0.2357772,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01095216,0.000372081,0.000109482,0,0,0.003744328,0,0.09121201,0.06836529,0.001071928,0.1174277,0.001163277,0.08584145,0.03137932,0.03358299,0.003667741,0.05670181,0.2527143,0.0100831,0.000187612,0.01189265,1.97E-06,0.02084316,0.7434497,0.1584177,0.5592492,0.1600655,1.457489,0.0962134,0.001132638,4.68E-06,0.00019597,0.02516606,0.00306173,4.13E-05,0.00206836,0.000464683,1.79E-05,0,0.000307871,0.001577181,0.1318975,0.009632662,3.24E-06,0,0,0,0,0.009924382,7.76E-05,0.005747832,0.09658296,0.000626106,0,0,0.2357789,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01095167,0.000372076,0.000109491,0,0,0.003745027,0,0.09120207,0.0683481,0.001071647,0.1173611,0.001163113,0.08581614,0.03137696,0.0335798,0.003668708,0.05670179,0.2527378,0.01005322,0.000187617,0.01184708,1.97E-06,0.02084671,0.7436642,0.1584692,0.5594139,0.1600452,1.457657,0.09613734,0.001132591,4.68E-06,0.000195973,0.02514878,0.003061075,4.12E-05,0.002066863,0.000464363,1.79E-05,0,0.0003087,0.001578934,0.1318775,0.009635829,3.24E-06,0,0,0,0,0.009926503,7.77E-05,0.005747926,0.09658324,0.000626156,0,0,0.2357803,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01095089,0.000372071,0.000109499,0,0,0.003745656,0,0.09119312,0.06833331,0.001071398,0.1173005,0.001162972,0.08579341,0.03137341,0.03357785,0.003669537,0.05670204,0.2527616,0.01002654,0.000187622,0.01180549,1.97E-06,0.02084969,0.7438547,0.1585167,0.5595668,0.1600261,1.457817,0.09606863,0.00113255,4.68E-06,0.000195976,0.0251333,0.003060488,4.12E-05,0.002065509,0.000464073,1.79E-05,0,0.000309392,0.001580331,0.1318608,0.009639019,3.24E-06,0,0,0,0,0.009928397,7.77E-05,0.005748015,0.09658349,0.000626201,0,0,0.2357818,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094994,0.000372067,0.000109508,0,0,0.003746228,0,0.09118554,0.0683208,0.001071176,0.117246,0.001162848,0.08577326,0.03137157,0.03357557,0.003670255,0.05670244,0.2527834,0.01000288,0.000187627,0.01176778,1.97E-06,0.02085298,0.7440173,0.1585591,0.5597102,0.1600093,1.457968,0.09600681,0.001132513,4.68E-06,0.00019598,0.02511949,0.003059964,4.12E-05,0.002064305,0.000463815,1.80E-05,0,0.00030997,0.001581449,0.1318473,0.009642043,3.24E-06,0,0,0,0,0.009930081,7.77E-05,0.005748095,0.09658372,0.000626242,0,0,0.2357832,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094892,0.000372064,0.000109515,0,0,0.003746746,0,0.09117892,0.06831046,0.001070976,0.1171971,0.001162736,0.08575546,0.03136997,0.03357329,0.003670884,0.05670276,0.2528015,0.009981926,0.000187631,0.01173378,1.97E-06,0.02085646,0.7441615,0.1585959,0.5598449,0.1599938,1.458109,0.09595142,0.00113248,4.68E-06,0.000195984,0.02510721,0.003059497,4.12E-05,0.002063238,0.000463588,1.80E-05,0,0.000310452,0.001582343,0.1318366,0.009644918,3.24E-06,0,0,0,0,0.009931576,7.77E-05,0.005748167,0.09658393,0.000626279,0,0,0.2357845,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094789,0.000372063,0.000109522,0,0,0.003747214,0,0.09117308,0.068302,0.001070795,0.1171533,0.001162635,0.08573969,0.03136769,0.03357157,0.003671426,0.05670274,0.2528173,0.009963444,0.000187634,0.01170329,1.97E-06,0.02085959,0.744294,0.1586284,0.5599717,0.1599794,1.458241,0.09590197,0.001132449,4.68E-06,0.000195989,0.02509631,0.003059083,4.12E-05,0.002062295,0.000463386,1.80E-05,0,0.000310855,0.001583061,0.1318284,0.009647724,3.24E-06,0,0,0,0,0.009932895,7.77E-05,0.005748232,0.09658409,0.000626311,0,0,0.2357857,0,0,0,0,0,0,0, 
0,0,0,0,0,0.0109469,0.000372064,0.000109528,0,0,0.003747634,0,0.09116779,0.06829514,0.001070633,0.1171141,0.001162544,0.08572572,0.03136581,0.03356987,0.003671881,0.05670233,0.2528305,0.009947193,0.000187635,0.01167606,1.97E-06,0.02086207,0.7444149,0.1586569,0.560091,0.1599658,1.458364,0.095858,0.001132422,4.68E-06,0.000195994,0.02508669,0.003058717,4.11E-05,0.002061465,0.000463208,1.80E-05,0,0.000311192,0.001583637,0.1318223,0.009650426,3.24E-06,0,0,0,0,0.009934055,7.77E-05,0.005748291,0.09658425,0.000626339,0,0,0.2357869,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094598,0.000372066,0.000109533,0,0,0.003748011,0,0.09116296,0.06828953,0.001070485,0.1170788,0.001162464,0.08571339,0.03136417,0.03356814,0.003672253,0.05670181,0.2528415,0.009932907,0.000187636,0.01165185,1.97E-06,0.02086405,0.7445224,0.1586815,0.5602036,0.1599531,1.458479,0.09581902,0.001132397,4.68E-06,0.000195999,0.02507821,0.003058393,4.11E-05,0.002060734,0.00046305,1.80E-05,0,0.000311474,0.001584101,0.131818,0.009653036,3.24E-06,0,0,0,0,0.009935071,7.77E-05,0.005748344,0.09658441,0.000626365,0,0,0.235788,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094514,0.000372069,0.000109538,0,0,0.003748347,0,0.09115878,0.06828491,0.001070354,0.1170473,0.001162395,0.08570264,0.03136237,0.03356666,0.003672551,0.05670138,0.2528513,0.009920371,0.000187637,0.01163039,1.97E-06,0.02086584,0.744616,0.1587031,0.5603102,0.1599414,1.458589,0.09578457,0.001132375,4.68E-06,0.000196005,0.02507076,0.003058108,4.11E-05,0.002060095,0.00046291,1.80E-05,0,0.000311709,0.001584475,0.1318153,0.009655584,3.24E-06,0,0,0,0,0.009935963,7.77E-05,0.005748393,0.09658454,0.000626387,0,0,0.235789,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094439,0.000372074,0.000109542,0,0,0.003748649,0,0.09115528,0.06828109,0.001070238,0.1170193,0.001162334,0.08569332,0.03136075,0.03356528,0.003672788,0.05670099,0.2528597,0.009909406,0.000187637,0.01161142,1.97E-06,0.02086751,0.7446969,0.1587219,0.5604114,0.1599309,1.458693,0.09575423,0.001132354,4.68E-06,0.000196012,0.02506424,0.003057855,4.11E-05,0.002059539,0.000462788,1.80E-05,0,0.000311906,0.001584778,0.131814,0.009658054,3.24E-06,0,0,0,0,0.009936739,7.77E-05,0.005748434,0.09658466,0.000626407,0,0,0.2357899,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094371,0.00037208,0.000109546,0,0,0.003748919,0,0.09115223,0.06827796,0.001070134,0.1169944,0.001162281,0.08568528,0.0313593,0.0335639,0.003672973,0.05670057,0.2528666,0.00989983,0.000187637,0.01159472,1.97E-06,0.02086902,0.7447676,0.1587379,0.560508,0.1599213,1.458791,0.09572759,0.001132336,4.68E-06,0.000196018,0.02505854,0.003057634,4.11E-05,0.002059058,0.000462681,1.80E-05,0,0.00031207,0.001585025,0.1318138,0.009660438,3.24E-06,0,0,0,0,0.009937417,7.77E-05,0.005748472,0.09658479,0.000626424,0,0,0.2357908,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094313,0.000372087,0.000109549,0,0,0.003749159,0,0.09114958,0.06827541,0.00107004,0.1169723,0.001162234,0.08567834,0.03135778,0.03356263,0.003673109,0.05670014,0.2528721,0.00989147,0.000187636,0.01158003,1.97E-06,0.0208703,0.7448301,0.1587515,0.5606001,0.1599125,1.458884,0.09570422,0.00113232,4.68E-06,0.000196025,0.02505357,0.003057439,4.11E-05,0.002058641,0.000462587,1.80E-05,0,0.000312208,0.001585226,0.1318146,0.009662759,3.24E-06,0,0,0,0,0.009938006,7.77E-05,0.005748505,0.09658492,0.00062644,0,0,0.2357916,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094262,0.000372094,0.000109552,0,0,0.003749373,0,0.09114728,0.06827331,0.001069956,0.1169526,0.001162195,0.08567238,0.0313563,0.03356143,0.003673205,0.05669973,0.2528767,0.009884181,0.000187634,0.01156717,1.97E-06,0.02087136,0.7448847,0.1587631,0.5606881,0.1599043,1.458972,0.09568378,0.001132306,4.68E-06,0.000196032,0.02504925,0.003057267,4.11E-05,0.002058282,0.000462504,1.80E-05,0,0.000312323,0.001585391,0.1318162,0.009665017,3.24E-06,0,0,0,0,0.009938519,7.77E-05,0.005748535,0.09658504,0.000626453,0,0,0.2357923,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094219,0.000372103,0.000109554,0,0,0.003749563,0,0.09114531,0.0682716,0.001069881,0.1169351,0.001162161,0.08566728,0.03135493,0.03356026,0.003673264,0.05669933,0.2528804,0.009877833,0.000187632,0.01155591,1.97E-06,0.02087224,0.7449319,0.1587729,0.5607724,0.1598968,1.459056,0.09566593,0.001132293,4.68E-06,0.000196039,0.0250455,0.003057116,4.11E-05,0.002057973,0.000462431,1.80E-05,0,0.000312419,0.001585526,0.1318184,0.00966721,3.24E-06,0,0,0,0,0.009938964,7.77E-05,0.005748561,0.09658516,0.000626465,0,0,0.2357931,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094183,0.000372112,0.000109556,0,0,0.003749732,0,0.09114365,0.06827017,0.001069814,0.1169195,0.001162133,0.08566296,0.03135357,0.03355913,0.00367329,0.056699,0.2528832,0.009872301,0.00018763,0.01154608,1.97E-06,0.02087301,0.7449723,0.1587811,0.5608533,0.1598899,1.459136,0.0956504,0.001132282,4.68E-06,0.000196047,0.02504225,0.003056984,4.11E-05,0.002057709,0.000462368,1.80E-05,0,0.0003125,0.001585638,0.1318213,0.009669348,3.24E-06,0,0,0,0,0.009939351,7.77E-05,0.005748583,0.09658528,0.000626475,0,0,0.2357938,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094154,0.000372122,0.000109558,0,0,0.003749883,0,0.09114226,0.068269,0.001069754,0.1169057,0.001162109,0.0856593,0.03135223,0.03355807,0.00367329,0.05669872,0.2528855,0.00986749,0.000187628,0.01153752,1.97E-06,0.02087368,0.745007,0.1587881,0.5609311,0.1598836,1.459212,0.09563688,0.001132272,4.68E-06,0.000196054,0.02503943,0.003056867,4.11E-05,0.002057483,0.000462311,1.80E-05,0,0.000312567,0.001585731,0.1318245,0.009671431,3.24E-06,0,0,0,0,0.009939688,7.77E-05,0.005748603,0.09658542,0.000626484,0,0,0.2357944,0,0,0,0,0,0,0, 
0,0,0,0,0,0.0109413,0.000372132,0.000109559,0,0,0.003750018,0,0.0911411,0.06826803,0.0010697,0.1168933,0.00116209,0.08565625,0.03135096,0.03355703,0.003673267,0.05669847,0.2528872,0.009863308,0.000187626,0.01153006,1.97E-06,0.02087425,0.7450368,0.1587937,0.5610061,0.1598779,1.459286,0.09562515,0.001132263,4.68E-06,0.000196062,0.025037,0.003056764,4.11E-05,0.002057292,0.000462262,1.80E-05,0,0.000312624,0.001585809,0.1318282,0.009673459,3.24E-06,0,0,0,0,0.009939979,7.76E-05,0.005748622,0.09658553,0.000626492,0,0,0.2357949,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094111,0.000372142,0.00010956,0,0,0.003750139,0,0.09114012,0.06826725,0.001069651,0.1168823,0.001162073,0.08565371,0.0313497,0.03355603,0.003673224,0.05669826,0.2528883,0.00985967,0.000187623,0.01152359,1.97E-06,0.02087471,0.7450624,0.1587983,0.5610784,0.1598725,1.459356,0.09561499,0.001132255,4.68E-06,0.00019607,0.02503491,0.003056673,4.10E-05,0.00205713,0.000462218,1.80E-05,0,0.000312671,0.001585874,0.1318322,0.009675432,3.24E-06,0,0,0,0,0.009940233,7.76E-05,0.005748637,0.09658562,0.000626499,0,0,0.2357955,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094097,0.000372153,0.000109561,0,0,0.003750247,0,0.09113929,0.0682666,0.001069607,0.1168725,0.00116206,0.08565158,0.03134847,0.03355507,0.003673164,0.05669807,0.2528889,0.009856502,0.00018762,0.01151798,1.97E-06,0.0208751,0.7450842,0.158802,0.5611482,0.1598675,1.459424,0.09560618,0.001132248,4.68E-06,0.000196078,0.0250331,0.003056593,4.10E-05,0.002056994,0.00046218,1.80E-05,0,0.000312711,0.00158593,0.1318364,0.009677357,3.24E-06,0,0,0,0,0.009940451,7.76E-05,0.00574865,0.09658571,0.000626505,0,0,0.235796,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094086,0.000372164,0.000109562,0,0,0.003750343,0,0.09113864,0.06826604,0.001069566,0.1168636,0.00116205,0.08564986,0.03134728,0.03355413,0.00367309,0.05669792,0.2528892,0.009853746,0.000187618,0.01151311,1.97E-06,0.02087541,0.7451025,0.158805,0.5612157,0.1598629,1.459489,0.09559856,0.001132242,4.68E-06,0.000196085,0.02503155,0.003056522,4.10E-05,0.002056881,0.000462146,1.80E-05,0,0.000312744,0.001585977,0.1318408,0.009679235,3.24E-06,0,0,0,0,0.00994064,7.76E-05,0.005748663,0.09658577,0.000626511,0,0,0.2357965,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094079,0.000372175,0.000109563,0,0,0.003750431,0,0.09113809,0.06826559,0.00106953,0.1168556,0.001162042,0.08564845,0.03134611,0.03355321,0.003673003,0.0566978,0.2528891,0.009851345,0.000187615,0.0115089,1.97E-06,0.02087566,0.7451178,0.1588072,0.561281,0.1598586,1.459552,0.09559196,0.001132236,4.68E-06,0.000196093,0.02503022,0.003056458,4.10E-05,0.002056785,0.000462116,1.80E-05,0,0.000312772,0.001586017,0.1318453,0.009681067,3.24E-06,0,0,0,0,0.009940805,7.76E-05,0.005748672,0.09658585,0.000626515,0,0,0.2357969,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094076,0.000372187,0.000109564,0,0,0.00375051,0,0.09113768,0.06826522,0.001069496,0.1168484,0.001162036,0.08564732,0.03134495,0.03355232,0.003672905,0.05669771,0.2528888,0.009849253,0.000187612,0.01150525,1.97E-06,0.02087587,0.7451308,0.1588089,0.5613444,0.1598546,1.459613,0.09558628,0.001132231,4.68E-06,0.000196101,0.02502908,0.003056402,4.10E-05,0.002056707,0.000462089,1.80E-05,0,0.000312795,0.001586052,0.13185,0.009682857,3.24E-06,0,0,0,0,0.009940946,7.76E-05,0.005748678,0.09658593,0.00062652,0,0,0.2357973,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094074,0.000372198,0.000109564,0,0,0.003750581,0,0.09113733,0.0682649,0.001069465,0.1168419,0.001162032,0.08564644,0.03134383,0.03355145,0.003672799,0.05669764,0.2528882,0.00984743,0.000187608,0.01150211,1.97E-06,0.02087604,0.7451417,0.1588102,0.5614058,0.1598509,1.459672,0.09558138,0.001132226,4.68E-06,0.000196109,0.0250281,0.00305635,4.10E-05,0.002056643,0.000462065,1.80E-05,0,0.000312815,0.001586083,0.1318547,0.009684604,3.24E-06,0,0,0,0,0.009941067,7.76E-05,0.005748685,0.096586,0.000626523,0,0,0.2357976,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094075,0.000372209,0.000109564,0,0,0.003750645,0,0.09113707,0.06826463,0.001069437,0.116836,0.001162029,0.08564577,0.03134273,0.03355061,0.003672686,0.05669761,0.2528876,0.009845838,0.000187605,0.01149939,1.97E-06,0.02087616,0.7451506,0.1588109,0.5614653,0.1598473,1.459729,0.09557714,0.001132222,4.68E-06,0.000196116,0.02502727,0.003056305,4.10E-05,0.002056591,0.000462044,1.80E-05,0,0.000312831,0.00158611,0.1318595,0.009686308,3.24E-06,0,0,0,0,0.009941172,7.76E-05,0.005748691,0.09658608,0.000626527,0,0,0.235798,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094078,0.000372221,0.000109565,0,0,0.003750704,0,0.0911369,0.06826441,0.00106941,0.1168305,0.001162028,0.0856453,0.03134165,0.03354979,0.003672567,0.0566976,0.2528867,0.009844446,0.000187602,0.01149705,1.97E-06,0.02087625,0.745158,0.1588113,0.5615234,0.159844,1.459784,0.09557351,0.001132218,4.68E-06,0.000196124,0.02502656,0.003056264,4.10E-05,0.002056551,0.000462025,1.80E-05,0,0.000312845,0.001586133,0.1318643,0.009687972,3.24E-06,0,0,0,0,0.009941264,7.76E-05,0.005748698,0.09658615,0.00062653,0,0,0.2357984,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094082,0.000372232,0.000109565,0,0,0.003750758,0,0.09113676,0.06826422,0.001069386,0.1168256,0.001162027,0.08564498,0.0313406,0.03354898,0.003672443,0.0566976,0.2528856,0.009843227,0.000187599,0.01149503,1.97E-06,0.02087632,0.745164,0.1588115,0.5615796,0.1598409,1.459838,0.09557039,0.001132215,4.68E-06,0.000196131,0.02502596,0.003056228,4.10E-05,0.002056519,0.000462008,1.80E-05,0,0.000312857,0.001586155,0.1318691,0.0096896,3.24E-06,0,0,0,0,0.009941345,7.76E-05,0.005748703,0.0965862,0.000626532,0,0,0.2357987,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094088,0.000372243,0.000109565,0,0,0.003750807,0,0.0911367,0.06826409,0.001069362,0.116821,0.001162028,0.08564479,0.03133955,0.0335482,0.003672314,0.05669763,0.2528845,0.009842158,0.000187596,0.01149329,1.97E-06,0.02087636,0.7451687,0.1588114,0.5616344,0.1598379,1.45989,0.09556773,0.001132212,4.68E-06,0.000196139,0.02502545,0.003056196,4.10E-05,0.002056496,0.000461993,1.80E-05,0,0.000312866,0.001586174,0.1318739,0.009691187,3.24E-06,0,0,0,0,0.009941415,7.76E-05,0.005748704,0.09658628,0.000626535,0,0,0.2357991,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01094095,0.000372254,0.000109565,0,0,0.003750853,0,0.09113664,0.06826395,0.001069341,0.1168167,0.001162029,0.08564469,0.03133854,0.03354743,0.003672183,0.05669767,0.2528833,0.009841219,0.000187593,0.0114918,1.97E-06,0.02087638,0.7451725,0.158811,0.5616877,0.1598351,1.45994,0.09556542,0.00113221,4.68E-06,0.000196146,0.02502503,0.003056167,4.10E-05,0.002056478,0.000461979,1.80E-05,0,0.000312874,0.001586192,0.1318787,0.009692738,3.24E-06,0,0,0,0,0.009941477,7.76E-05,0.005748707,0.09658634,0.000626537,0,0,0.2357994,0,0,0,0,0,0,0, 
0,0,0,0,0,0.01208011,0.000373116,0.000126428,0,0.000606554,0.003888746,5.84E-06,0.09156584,0.07668651,0.001175234,0.1229676,0.00129361,0.09057296,0.03143616,0.04362242,0.003842565,0.05669771,0.2528879,0.01372691,0.00248321,0.01616825,0.000738487,0.02087732,0.7526183,0.1596137,0.5631707,0.1611939,1.459996,0.150818,0.01402029,4.68E-06,0.007002298,0.03169471,0.004142369,0.001793007,0.002257759,0.000680373,0.000145761,0,0.002154039,0.003658292,0.1337668,0.009699074,0.000190823,0,0,0,0,0.009948329,0.001744475,0.005854171,0.09658644,0.008760843,0,0,0.2357997,0,0,0,0,0,0,0, 
