Time POB-M KWH-M SWH-M HWH-M MWH-M FWH-M BES-M HAS-M HOS-M RIS-M SBA-M SBB-M SHO-M DEO-M PEL-M PES-M REO-M DEL-M FLA-M LRD-M SSK-M MES-M GRH-M MAC-M HAD-M SAI-M RED-M BWH-M SSH-M NCO-M PCO-M CAP-M PWN-M CEP-M KCR-M SCR-M ZG-M ZL-M ZM-M ZS-M DF-M PS-M PL-M BC-M BD-M BFF-M SPO-M COR-M PB-M BB-M DR-M DL-M DC-M POB-F KWH-F SWH-F HWH-F MWH-F FWH-F BES-F HAS-F HOS-F RIS-F SBA-F SBB-F SHO-F DEO-F PEL-F PES-F REO-F DEL-F FLA-F LRD-F SSK-F MES-F GRH-F MAC-F HAD-F SAI-F RED-F BWH-F SSH-F NCO-F PCO-F CAP-F PWN-F CEP-F KCR-F SCR-F ZG-F ZL-F ZM-F ZS-F DF-F PS-F PL-F BC-F BD-F BFF-F SPO-F COR-F PB-F BB-F DR-F DL-F DC-F
3.650000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.368566e-14 9.943278e-14 0.000000e+00 0.000000e+00 1.318162e-12 3.824956e-09 1.787247e-08 0.000000e+00 1.645182e-11 3.134449e-05 7.864785e-08 8.077488e-02 7.667750e-03 6.060765e-03 6.556184e-02 1.230552e-01 1.992005e-05 6.084059e-02 5.944839e-06 9.198142e+19 4.885812e-01 1.959359e-01 6.379019e+00 4.153786e-02 4.280879e-01 9.766409e+01 1.938356e-02 2.804816e-04 6.811611e-13 6.595631e-15 3.214917e-11 3.875273e-01 4.736575e-15 6.681015e-14 3.450803e-13 5.044506e-10 8.007132e-12 8.365694e-12 1.776011e-12 2.798384e-14 9.335025e-13 1.049738e-13 1.666727e-14 3.064721e-13 7.239096e-14 4.160064e-13 7.074744e-15 2.238155e-14 5.479632e-15 4.814957e-04 5.737486e-06 2.963837e-03 9.337575e-09 7.074621e-04 7.781333e-04 4.459784e-04 7.061818e-05 9.234385e-04 2.848148e-03 1.033122e-07 5.634467e-05 1.757635e-04 3.561432e-04 2.846412e-04 1.845816e-03 3.918486e-02 1.249882e-03 9.435273e-03 4.057890e-03 2.858203e-04 6.670460e-05 5.703345e-02 5.812446e+20 3.138453e-04 3.109338e-06 2.638514e-03 9.321677e-04 3.798946e-04 3.745186e-08 7.637941e-05 7.426794e-12 0.000000e+00 0.000000e+00 0.000000e+00 2.452462e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.015000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.462634e-14 7.879549e-14 0.000000e+00 0.000000e+00 9.887211e-13 3.409167e-09 3.664842e-08 0.000000e+00 2.432066e-11 3.578627e-05 6.283653e-08 1.009744e-01 7.984900e-03 6.060450e-03 6.786173e-02 1.253177e-01 1.672723e-05 6.167684e-02 5.439711e-06 9.002374e+19 4.852253e-01 1.589872e-01 4.975930e+00 4.337516e-02 1.058182e+00 9.890825e+01 1.690496e-02 4.289532e-04 5.341197e-13 6.047640e-15 3.174868e-11 3.924421e-01 4.650005e-15 6.705998e-14 2.589558e-13 6.247975e-10 1.014564e-10 8.095463e-12 2.093232e-12 2.844624e-14 8.866888e-13 1.477931e-13 1.668077e-14 3.072962e-13 1.781396e-13 4.387431e-13 1.291660e-14 2.150651e-14 5.119197e-15 4.624816e-04 5.554253e-06 2.768253e-03 9.292081e-09 6.983671e-04 7.734268e-04 4.111708e-04 6.465546e-05 8.569089e-04 2.597040e-03 1.994788e-07 7.223286e-05 2.137301e-04 2.869711e-04 2.841122e-04 1.534250e-03 4.575439e-02 1.444731e-03 9.504868e-03 4.243742e-03 5.695287e-04 7.010524e-05 4.253284e-02 5.848303e+20 3.089533e-04 3.525712e-06 3.409868e-03 9.649581e-04 2.463426e-04 3.792298e-08 2.519742e-04 1.081622e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.436226e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.380000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.281088e-14 5.510325e-14 0.000000e+00 0.000000e+00 9.149386e-13 1.591706e-09 5.725283e-08 0.000000e+00 4.034626e-11 3.355367e-05 6.254138e-08 1.281853e-01 9.325399e-03 6.046386e-03 7.269371e-02 9.601904e-02 1.694634e-05 7.516188e-02 1.337129e-05 9.895885e+19 6.955367e-01 1.140809e-01 5.226358e+00 4.245126e-02 9.980034e-01 1.009307e+02 1.176673e-02 7.465181e-04 7.870866e-13 7.834837e-15 3.139004e-11 3.165219e-01 4.592878e-15 6.461215e-14 4.108246e-13 2.564245e-10 1.545569e-10 4.123741e-12 1.124919e-12 2.893504e-14 8.383573e-13 2.613125e-13 1.670432e-14 3.070971e-13 4.781752e-14 4.277058e-13 3.919061e-15 1.572165e-14 6.712527e-15 6.675610e-04 5.065010e-06 2.603970e-03 9.090545e-09 7.149337e-04 7.689576e-04 4.242300e-04 5.670153e-05 8.124037e-04 2.418842e-03 3.389854e-07 8.673427e-05 2.712278e-04 3.039066e-04 2.839198e-04 1.646174e-03 5.175933e-02 2.495400e-03 9.422843e-03 5.651507e-03 1.150539e-03 7.266012e-05 8.405436e-02 6.066307e+20 2.256730e-04 4.946324e-06 4.118649e-03 9.988421e-04 3.492119e-04 3.809740e-08 4.637777e-04 1.610730e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.420113e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
4.745000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.949433e-14 6.362029e-14 0.000000e+00 0.000000e+00 3.262128e-13 1.442332e-09 6.485883e-08 0.000000e+00 2.626277e-10 3.176717e-05 6.328904e-08 1.456895e-01 1.217825e-02 5.855500e-03 8.271877e-02 8.415375e-02 1.765684e-05 7.994213e-02 1.588326e-05 1.127992e+20 7.126452e-01 9.549793e-02 5.782894e+00 4.478758e-02 7.212797e-01 1.046003e+02 1.454933e-02 4.858988e-04 1.216575e-12 7.297132e-15 3.113803e-11 3.235836e-01 4.602492e-15 6.363929e-14 3.216963e-13 4.245408e-11 2.551007e-13 3.523392e-12 1.723448e-12 2.944449e-14 7.809948e-13 3.079378e-13 1.672228e-14 3.082939e-13 8.395571e-14 4.239791e-13 4.780043e-15 1.487299e-14 4.991558e-15 7.724147e-04 4.394343e-06 2.453030e-03 8.936860e-09 7.314991e-04 7.646225e-04 5.494164e-04 4.740573e-05 8.202228e-04 2.388343e-03 4.654619e-07 9.450247e-05 3.333734e-04 3.047799e-04 2.839254e-04 1.572871e-03 4.331433e-02 2.674834e-03 9.394915e-03 6.820775e-03 1.660654e-03 7.346511e-05 7.510847e-02 6.029667e+20 2.452743e-04 5.982669e-06 3.649471e-03 1.009218e-03 5.769902e-04 3.823969e-08 1.324538e-03 8.499535e-12 0.000000e+00 0.000000e+00 0.000000e+00 2.404035e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.110000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.885072e-14 6.596201e-14 0.000000e+00 0.000000e+00 2.039149e-13 1.371620e-09 7.353650e-08 0.000000e+00 3.580840e-10 3.037360e-05 6.190360e-08 1.584575e-01 1.216902e-02 5.877026e-03 7.462641e-02 8.037337e-02 1.481581e-05 7.937806e-02 8.404858e-06 1.094112e+20 5.070150e-01 8.898316e-02 6.445158e+00 4.265188e-02 6.678758e-01 1.057766e+02 1.775204e-02 5.349573e-04 1.752581e-12 2.476864e-15 3.090802e-11 3.162677e-01 4.530527e-15 5.592665e-14 3.845646e-13 1.381363e-10 1.405177e-10 5.549690e-12 1.987464e-12 2.997036e-14 7.288990e-13 1.043859e-13 1.672957e-14 3.075606e-13 6.023332e-14 4.362936e-13 4.724843e-15 1.789546e-14 4.817210e-15 8.110647e-04 3.743453e-06 2.309748e-03 8.756146e-09 7.481527e-04 7.839267e-04 7.681075e-04 4.192620e-05 9.454579e-04 2.478224e-03 4.980117e-07 9.705322e-05 3.975128e-04 3.061234e-04 2.839387e-04 1.722337e-03 3.718420e-02 2.566741e-03 9.397176e-03 7.468317e-03 1.821199e-03 7.482125e-05 3.510733e-02 6.101296e+20 3.010673e-04 6.776977e-06 2.983331e-03 1.003473e-03 7.226279e-04 3.832335e-08 2.467032e-03 9.872624e-12 0.000000e+00 0.000000e+00 0.000000e+00 2.388738e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.475000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.722255e-14 5.900885e-14 0.000000e+00 0.000000e+00 1.007120e-12 7.548252e-10 7.519323e-08 0.000000e+00 5.635445e-11 2.595428e-05 4.558499e-08 1.265469e-01 1.093908e-02 6.033258e-03 5.746551e-02 7.872375e-02 1.303334e-05 7.647067e-02 6.630972e-06 9.790467e+19 1.647603e+00 7.490658e-02 8.611285e+00 4.181156e-02 4.133260e-01 9.784540e+01 1.079576e-02 8.335517e-04 5.596913e-13 7.871562e-15 3.066248e-11 3.025526e-01 4.656159e-15 5.531263e-14 2.184612e-13 3.241530e-10 2.594186e-10 3.751510e-12 1.391286e-12 3.078982e-14 6.661929e-13 9.278947e-14 1.677646e-14 3.095685e-13 5.590703e-14 4.438958e-13 2.525303e-15 1.018636e-14 6.934618e-15 8.336746e-04 3.071348e-06 2.173653e-03 8.547266e-09 7.652901e-04 8.036807e-04 1.006460e-03 3.990147e-05 1.074214e-03 2.686642e-03 4.845626e-07 9.758839e-05 4.473917e-04 3.072902e-04 2.843043e-04 1.672497e-03 3.320416e-02 2.585696e-03 9.434152e-03 7.789105e-03 1.881857e-03 7.256937e-05 2.938734e-02 6.077827e+20 2.960381e-01 3.451945e-01 2.245537e-03 1.032628e-03 8.905144e-04 3.840546e-08 8.238737e-04 1.931622e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.372606e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
5.840000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.556577e-14 5.526634e-14 0.000000e+00 0.000000e+00 6.615868e-13 7.563479e-10 7.769425e-08 0.000000e+00 4.166464e-11 1.709180e-05 4.201427e-08 9.513557e-02 9.508460e-03 6.036688e-03 5.108125e-02 7.751509e-02 9.054576e-06 7.356199e-02 7.039509e-06 9.461499e+19 7.298652e-01 9.236422e-02 1.285817e+01 3.981403e-02 3.448012e-01 8.719438e+01 1.072083e-02 5.056986e-04 7.417269e-13 4.450580e-15 3.021811e-11 3.267294e-01 4.677160e-15 5.882964e-14 4.245510e-13 4.567964e-10 5.634772e-12 2.468885e-12 1.232169e-12 3.208800e-14 6.071319e-13 2.026720e-13 1.680991e-14 3.119763e-13 1.242697e-13 4.537725e-13 5.896961e-15 1.482700e-14 4.691982e-15 8.466756e-04 2.481567e-06 2.044070e-03 8.153843e-09 7.817003e-04 8.238395e-04 1.174958e-03 4.049206e-05 1.134875e-03 3.001341e-03 4.756483e-07 9.804366e-05 4.751950e-04 3.078566e-04 2.846605e-04 1.606141e-03 3.023159e-02 2.576686e-03 9.490184e-03 7.960318e-03 1.853246e-03 7.210644e-05 2.804012e-02 6.101275e+20 2.964589e-01 3.452016e-01 1.536052e-03 1.068689e-03 7.673898e-04 3.843599e-08 4.573300e-04 1.653079e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.356401e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.205000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.378857e-14 5.418203e-14 0.000000e+00 0.000000e+00 1.592226e-12 0.000000e+00 8.093872e-08 0.000000e+00 4.241420e-11 1.294912e-05 3.921016e-08 7.771056e-02 8.692522e-03 5.961361e-03 5.232885e-02 7.863373e-02 8.133131e-06 7.588010e-02 7.665644e-06 8.613774e+19 1.334309e+00 1.256328e-01 1.461887e+01 4.250757e-02 2.943480e-01 8.067341e+01 1.514904e-02 1.722831e-04 5.017591e-13 5.503932e-15 2.981414e-11 3.160751e-01 4.785351e-15 5.751994e-14 2.641117e-13 6.053620e-10 3.708899e-10 8.889053e-13 2.373925e-12 3.246642e-14 5.440406e-13 1.612135e-13 1.682666e-14 3.106200e-13 6.815662e-14 4.750452e-13 2.907102e-15 1.037155e-14 6.408788e-15 8.493362e-04 2.057282e-06 1.749626e-03 7.823050e-09 7.520654e-04 8.414558e-04 1.248176e-03 4.275464e-05 1.159394e-03 3.317263e-03 4.715181e-07 9.763993e-05 4.967865e-04 3.074939e-04 2.847462e-04 1.597168e-03 2.801079e-02 2.573333e-03 9.533906e-03 8.058581e-03 1.771817e-03 7.214590e-05 2.957593e-02 6.091631e+20 2.965574e-01 3.452219e-01 1.368508e-03 1.078845e-03 7.305249e-04 3.845258e-08 1.190293e-03 5.706109e-12 0.000000e+00 0.000000e+00 0.000000e+00 2.342192e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.570000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.979781e-14 5.540026e-14 0.000000e+00 0.000000e+00 1.462349e-12 0.000000e+00 8.508179e-08 0.000000e+00 4.668240e-11 1.291710e-05 5.017985e-08 6.230818e-02 6.957225e-03 6.081456e-03 5.082076e-02 7.905811e-02 7.865389e-06 7.569715e-02 8.005438e-06 8.101544e+19 7.584709e-01 1.727058e-01 1.320529e+01 4.561569e-02 2.201543e-01 7.785249e+01 1.581351e-02 1.474667e-04 6.953291e-13 7.683841e-15 2.943360e-11 2.881974e-01 4.693404e-15 5.534033e-14 3.343776e-13 4.379881e-10 3.733704e-10 6.207246e-13 1.872375e-12 3.285697e-14 4.824013e-13 3.266258e-13 1.688783e-14 3.128874e-13 1.920264e-13 5.002677e-13 6.600780e-15 1.523333e-14 6.397776e-15 8.389074e-04 1.760274e-06 1.666952e-03 7.866760e-09 6.822784e-04 8.532252e-04 1.270210e-03 4.526371e-05 1.173262e-03 3.614441e-03 4.695917e-07 9.685465e-05 5.156599e-04 3.091957e-04 2.847300e-04 1.716405e-03 2.626786e-02 2.569194e-03 9.567261e-03 8.142932e-03 1.667745e-03 7.129784e-05 3.186422e-02 6.099036e+20 2.967939e-01 3.452432e-01 1.461115e-03 1.073745e-03 7.765292e-04 3.850408e-08 2.208391e-03 8.855815e-12 0.000000e+00 0.000000e+00 0.000000e+00 2.329501e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
6.935000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.365145e-14 4.535410e-14 0.000000e+00 0.000000e+00 1.294876e-12 0.000000e+00 8.850215e-08 0.000000e+00 5.238257e-11 1.447333e-05 4.425618e-08 5.496944e-02 7.762752e-03 5.626359e-03 5.061111e-02 7.919749e-02 8.987818e-06 8.476620e-02 8.151195e-06 1.083424e+20 9.155150e-01 2.341527e-01 1.382961e+01 4.746929e-02 1.553826e-01 6.922564e+01 1.062830e-02 2.729410e-04 1.044944e-12 2.346982e-14 2.910798e-11 3.090321e-01 4.556091e-15 5.513065e-14 3.395120e-13 6.799029e-11 2.599177e-10 3.152187e-13 1.003135e-12 3.330236e-14 4.205775e-13 4.781671e-13 1.689965e-14 3.131118e-13 1.543026e-13 4.977498e-13 6.665996e-15 1.430503e-14 7.715156e-15 8.265692e-04 1.452584e-06 1.592753e-03 8.095913e-09 5.888921e-04 8.602749e-04 1.284388e-03 4.712717e-05 1.178366e-03 3.861808e-03 4.681468e-07 9.555925e-05 5.246531e-04 3.097870e-04 2.845780e-04 1.943004e-03 2.316075e-02 2.567770e-03 9.593447e-03 8.276616e-03 1.560075e-03 7.480642e-05 3.389115e-02 6.095429e+20 2.969324e-01 3.452515e-01 1.631129e-03 1.090153e-03 9.409365e-04 3.856355e-08 7.048806e-04 1.511445e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.315066e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.300000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.229179e-14 4.816335e-14 0.000000e+00 0.000000e+00 3.573083e-13 0.000000e+00 9.042155e-08 0.000000e+00 6.661984e-11 1.382489e-05 5.196392e-08 4.849373e-02 7.492549e-03 5.971000e-03 5.255060e-02 8.003082e-02 8.062461e-06 8.172540e-02 8.456009e-06 1.001205e+20 2.730903e+00 3.654422e-01 1.090608e+01 4.525273e-02 1.273497e-01 7.012467e+01 1.499284e-02 2.190965e-04 1.272353e-12 7.483620e-15 2.879378e-11 3.067280e-01 4.450456e-15 5.874095e-14 2.702257e-13 1.181561e-09 3.533265e-10 3.138771e-13 2.604356e-12 3.391302e-14 3.684114e-13 1.192725e-13 1.690228e-14 3.132244e-13 6.598267e-14 5.015193e-13 2.347521e-15 8.357380e-15 4.169158e-15 8.122244e-04 1.180412e-06 1.531980e-03 8.164938e-09 5.011064e-04 8.135782e-04 1.288967e-03 4.853199e-05 1.180178e-03 4.026843e-03 4.691075e-07 9.442370e-05 5.243026e-04 3.088326e-04 2.846623e-04 2.278404e-03 1.917449e-02 2.565720e-03 9.605237e-03 8.468170e-03 1.479725e-03 7.282964e-05 3.453121e-02 6.097918e+20 2.967987e-01 3.452362e-01 1.835481e-03 1.093931e-03 1.082122e-03 3.857207e-08 1.645354e-03 9.822302e-12 0.000000e+00 0.000000e+00 0.000000e+00 2.301650e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
7.665000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.043982e-14 4.150881e-14 0.000000e+00 0.000000e+00 2.246650e-13 0.000000e+00 9.579670e-08 0.000000e+00 6.364573e-11 1.448592e-05 4.647136e-08 4.113912e-02 7.466812e-03 5.090291e-03 5.135503e-02 7.740263e-02 8.388172e-06 1.029078e-01 1.014547e-05 9.963289e+19 2.732853e+00 4.458780e-01 9.152404e+00 4.189193e-02 8.726103e-02 8.059283e+01 1.691438e-02 1.755847e-04 6.863069e-13 8.361630e-16 2.846458e-11 3.032278e-01 4.368981e-15 6.116921e-14 4.901852e-13 2.865113e-10 3.165391e-11 1.715972e-13 1.757354e-12 3.441107e-14 3.217273e-13 1.319226e-13 1.697125e-14 3.179119e-13 7.323578e-14 5.135599e-13 3.133109e-15 1.142160e-14 6.909881e-15 7.993058e-04 1.004542e-06 1.484212e-03 8.277648e-09 4.293242e-04 7.318222e-04 1.289994e-03 5.004528e-05 1.179995e-03 4.124708e-03 4.727057e-07 9.363877e-05 5.193102e-04 3.083156e-04 2.844267e-04 2.629051e-03 2.366842e-01 2.564099e-03 9.615387e-03 8.702932e-03 1.447521e-03 6.917461e-05 3.999837e-02 6.097231e+20 2.970559e-01 3.452361e-01 2.051624e-03 1.693896e-01 6.332253e-03 3.917942e-01 4.923429e-03 1.035779e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.289763e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
8.030000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.515658e-15 3.421156e-14 0.000000e+00 0.000000e+00 8.243740e-13 0.000000e+00 1.015946e-07 0.000000e+00 7.297899e-11 1.141510e-05 4.024665e-08 3.633706e-02 7.213703e-03 3.704448e-03 5.046456e-02 7.291064e-02 9.422809e-06 8.443896e-02 1.260975e-05 7.934452e+19 2.328756e+00 4.448029e-01 8.405045e+00 5.105329e-02 7.283855e-02 9.708861e+01 1.199929e-02 2.522230e-04 6.982166e-13 1.064884e-14 2.811626e-11 2.846897e-01 4.275263e-15 6.023450e-14 3.424622e-13 2.807154e-10 1.518556e-10 1.264122e-13 1.579431e-12 3.527279e-14 2.751914e-13 6.567182e-13 1.700729e-14 3.176893e-13 2.752437e-13 5.313082e-13 7.763895e-15 1.448704e-14 6.333872e-15 7.906822e-04 8.859289e-07 1.672078e-03 8.766633e-09 3.878292e-04 6.439717e-04 1.287335e-03 5.156125e-05 1.178469e-03 4.183647e-03 4.798918e-07 9.313190e-05 5.135899e-04 3.082363e-04 2.845809e-04 2.894561e-03 2.343484e-01 2.563757e-03 9.622396e-03 8.944856e-03 1.477779e-03 5.474368e-05 4.647516e-02 6.098220e+20 2.973736e-01 3.452156e-01 2.103133e-03 1.692226e-01 6.637828e-03 3.956124e-01 2.310165e-03 1.573397e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.276753e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
8.395000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.956700e-15 3.020789e-14 0.000000e+00 0.000000e+00 6.102685e-13 0.000000e+00 1.062939e-07 0.000000e+00 7.493896e-11 1.051558e-05 4.528385e-08 3.310346e-02 7.360221e-03 3.018588e-03 5.084103e-02 6.643524e-02 1.019904e-05 7.107177e-02 1.371036e-05 1.133631e+20 2.116481e+00 4.415856e-01 9.469959e+00 5.514068e-02 7.890827e-02 1.183315e+02 6.792905e-03 2.025377e-04 3.383368e-13 6.240964e-15 2.771587e-11 2.186882e-01 4.237975e-15 6.047893e-14 2.382944e-13 6.001634e-10 2.327795e-10 1.688826e-13 1.865413e-12 3.628495e-14 2.342667e-13 1.110339e-13 1.700618e-14 3.167961e-13 5.264230e-14 5.478102e-13 2.421510e-15 7.827527e-15 6.287543e-15 7.870421e-04 7.794922e-07 1.681432e-03 9.681125e-09 3.849840e-04 5.614048e-04 1.282462e-03 5.299496e-05 1.175947e-03 4.240083e-03 4.891470e-07 9.268772e-05 5.067747e-04 3.076439e-04 2.848926e-04 3.054506e-03 2.323485e-01 2.564801e-03 9.636201e-03 9.174003e-03 1.553283e-03 5.347880e-05 4.925261e-02 6.098190e+20 2.975238e-01 3.452058e-01 2.200167e-03 1.691415e-01 6.412787e-03 3.979468e-01 1.050441e-03 1.515257e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.264157e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
8.760000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.381060e-15 2.401829e-14 0.000000e+00 0.000000e+00 3.599880e-13 0.000000e+00 7.665797e-08 0.000000e+00 5.952874e-11 1.080920e-05 4.314547e-08 3.000628e-02 6.978314e-03 2.646418e-03 5.083456e-02 6.462291e-02 1.079288e-05 6.851211e-02 1.313666e-05 1.013973e+20 5.463836e-01 3.571898e-01 6.891176e+00 4.438605e-02 9.031319e-02 1.298933e+02 7.290473e-03 1.256729e-04 1.051317e-12 3.410064e-15 2.757770e-11 2.109813e-01 4.190980e-15 5.596871e-14 3.938172e-13 4.860324e-10 1.360330e-12 2.227806e-13 1.826418e-12 3.666463e-14 1.997353e-13 1.060605e-13 1.708251e-14 3.215942e-13 7.750857e-14 5.773481e-13 2.796654e-15 9.766020e-15 4.845061e-15 7.884497e-04 7.161434e-07 1.691911e-03 9.955069e-09 4.088587e-04 4.883710e-04 1.276512e-03 5.425518e-05 1.172631e-03 4.303680e-03 4.995043e-07 9.231338e-05 4.989782e-04 3.067722e-04 2.847732e-04 3.145856e-03 2.307643e-01 2.566805e-03 9.650158e-03 9.367410e-03 1.678868e-03 5.406054e-05 5.081380e-02 6.098593e+20 2.976849e-01 3.452377e-01 2.291933e-03 1.691839e-01 5.990517e-03 3.990013e-01 1.313735e-03 9.736791e-12 0.000000e+00 0.000000e+00 0.000000e+00 2.253887e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
