Time POB-M KWH-M SWH-M HWH-M MWH-M FWH-M BES-M HAS-M HOS-M RIS-M SBA-M SBB-M SHO-M DEO-M PEL-M PES-M REO-M DEL-M FLA-M LRD-M SSK-M MES-M GRH-M MAC-M HAD-M SAI-M RED-M BWH-M SSH-M NCO-M PCO-M CAP-M PWN-M CEP-M KCR-M SCR-M ZG-M ZL-M ZM-M ZS-M DF-M PS-M PL-M BC-M BD-M BFF-M SPO-M COR-M PB-M BB-M DR-M DL-M DC-M POB-F KWH-F SWH-F HWH-F MWH-F FWH-F BES-F HAS-F HOS-F RIS-F SBA-F SBB-F SHO-F DEO-F PEL-F PES-F REO-F DEL-F FLA-F LRD-F SSK-F MES-F GRH-F MAC-F HAD-F SAI-F RED-F BWH-F SSH-F NCO-F PCO-F CAP-F PWN-F CEP-F KCR-F SCR-F ZG-F ZL-F ZM-F ZS-F DF-F PS-F PL-F BC-F BD-F BFF-F SPO-F COR-F PB-F BB-F DR-F DL-F DC-F
9.125000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.774372e-15 7.393888e-15 0.000000e+00 0.000000e+00 1.222430e-12 0.000000e+00 8.098240e-08 0.000000e+00 5.754007e-11 9.849879e-06 2.862559e-08 2.563672e-02 5.162679e-03 2.210057e-03 4.619760e-02 6.179320e-02 1.030999e-05 5.760243e-02 7.853660e-06 8.904195e+19 1.063536e-01 2.578245e-01 5.194868e+00 4.015602e-02 5.908194e-02 1.131677e+02 8.628932e-03 1.853504e-04 7.713450e-13 1.530489e-14 2.747388e-11 2.327529e-01 4.029289e-15 5.010327e-14 4.042444e-13 3.435511e-10 2.440595e-10 2.744259e-12 1.642497e-12 3.705409e-14 1.676299e-13 6.726490e-13 1.713283e-14 3.240393e-13 1.368533e-13 6.371051e-13 3.644721e-15 9.842256e-15 9.597694e-15 7.903535e-04 7.067226e-07 1.696195e-03 9.643870e-09 4.380492e-04 4.118219e-04 1.268649e-03 5.499274e-05 1.169756e-03 4.364099e-03 5.105451e-07 9.199490e-05 4.914697e-04 3.055768e-04 2.850610e-04 3.220200e-03 2.278548e-01 2.569640e-03 9.669147e-03 9.530062e-03 1.851543e-03 5.426901e-05 4.992511e-02 6.098651e+20 2.980988e-01 3.453406e-01 2.367552e-03 1.691811e-01 5.989476e-03 3.990789e-01 2.201015e-03 1.637162e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.242744e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9.490000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.374829e-16 4.979098e-15 0.000000e+00 0.000000e+00 1.092198e-12 0.000000e+00 8.514886e-08 0.000000e+00 2.831759e-11 9.162444e-06 2.673173e-08 2.310204e-02 4.751289e-03 1.659914e-03 4.452324e-02 5.883191e-02 8.725569e-06 5.021551e-02 1.710070e-06 6.707724e+19 1.364469e-01 2.033272e-01 3.522538e+00 5.611180e-02 5.013068e-02 1.138934e+02 1.046285e-02 1.176006e-04 2.993753e-13 4.880324e-15 2.736389e-11 2.346982e-01 4.029517e-15 5.614190e-14 4.167461e-13 7.621168e-10 1.462089e-10 4.162995e-12 2.560881e-12 3.743396e-14 1.411437e-13 2.359395e-13 1.712709e-14 3.238361e-13 1.845226e-13 6.877482e-13 6.031976e-15 1.237596e-14 9.668418e-15 7.668341e-04 7.485854e-07 1.745723e-03 1.020743e-08 4.722410e-04 3.765691e-04 1.216100e-03 5.240534e-05 1.158646e-03 4.359598e-03 5.051441e-07 9.234523e-05 4.731918e-04 3.142975e-04 2.792821e-04 3.276882e-03 1.992087e-01 2.577469e-03 9.510451e-03 9.665114e-03 2.044135e-03 7.489551e-05 5.227815e-02 4.235140e+21 2.564706e-01 3.519987e-01 1.809506e-02 2.592782e-01 6.247040e-03 5.422817e-01 5.614824e-04 8.676704e-03 0.000000e+00 0.000000e+00 0.000000e+00 2.102797e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9.855000e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.204484e-15 1.020130e-14 0.000000e+00 0.000000e+00 9.878320e-13 0.000000e+00 8.988387e-08 0.000000e+00 2.041180e-11 8.176833e-06 3.440412e-08 2.476213e-02 4.596776e-03 1.735720e-03 4.815632e-02 5.722835e-02 9.150935e-06 6.179080e-02 2.569263e-06 8.070986e+19 4.019363e-01 2.391582e-01 6.486116e+00 5.719840e-02 3.794754e-02 1.538953e+02 1.241950e-02 1.007658e-04 5.655949e-13 7.803758e-15 2.629212e-11 1.847031e-01 4.012715e-15 5.511268e-14 2.920472e-13 3.007865e-10 4.383389e-10 3.040408e-12 2.005793e-12 3.801404e-14 1.186462e-13 1.135099e-13 1.685455e-14 3.151965e-13 6.240461e-14 7.348144e-13 2.561024e-15 7.811121e-15 1.058509e-14 7.598071e-04 7.597691e-07 1.735410e-03 9.568779e-09 4.978719e-04 3.640356e-04 1.213689e-03 5.328561e-05 1.153590e-03 4.392936e-03 5.181569e-07 9.175812e-05 4.647712e-04 3.150262e-04 2.798574e-04 3.413842e-03 1.980561e-01 2.651067e-03 9.630923e-03 9.896950e-03 2.273893e-03 7.954043e-05 5.253169e-02 2.251520e+21 2.179231e-01 3.700340e-01 1.808144e-02 1.921651e-01 6.709697e-03 6.292825e-01 2.065638e-03 1.082450e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.123209e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.022000e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.309232e-15 5.236284e-15 0.000000e+00 0.000000e+00 3.539358e-13 0.000000e+00 9.536238e-08 0.000000e+00 2.048667e-11 7.254695e-06 1.970865e-08 2.216945e-02 4.836756e-03 1.347046e-03 4.404225e-02 5.384790e-02 9.479952e-06 6.235025e-02 2.953874e-06 7.033088e+19 1.210931e+01 2.022382e-01 3.952694e+00 6.096548e-02 3.098931e-02 1.599243e+02 1.182049e-02 8.962999e-05 5.136693e-13 5.038475e-15 2.707833e-11 1.873206e-01 4.063785e-15 5.252427e-14 4.776441e-13 7.394248e-11 1.292411e-12 3.990324e-12 1.274898e-12 3.902796e-14 1.016881e-13 6.064664e-13 1.731787e-14 3.250403e-13 1.554381e-13 7.908083e-13 3.958209e-15 1.200545e-14 1.540054e-14 7.608140e-04 7.777268e-07 1.727279e-03 8.805766e-09 5.240735e-04 3.637847e-04 1.214456e-03 5.484450e-05 1.151517e-03 4.369733e-03 5.392074e-07 9.174125e-05 4.611709e-04 3.155550e-04 2.842739e-04 3.578152e-03 1.969805e-01 2.678901e-03 9.774451e-03 1.018387e-02 2.527658e-03 8.059919e-05 5.101785e-02 1.216464e+21 2.309138e-01 3.417112e-01 1.809611e-02 1.773809e-01 7.163454e-03 5.282820e-01 3.187021e-03 1.346302e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.149207e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.058500e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.590575e-15 6.438134e-15 0.000000e+00 0.000000e+00 2.058123e-13 0.000000e+00 1.011572e-07 0.000000e+00 4.939960e-11 6.329517e-06 2.465242e-08 2.122645e-02 5.378054e-03 1.446207e-03 4.489559e-02 5.427756e-02 1.001042e-05 5.638191e-02 2.669610e-06 5.336367e+19 3.087264e+00 2.047634e-01 4.552373e+00 5.798297e-02 2.700920e-02 1.718966e+02 1.104633e-02 1.682805e-04 4.547408e-13 2.521168e-15 2.801191e-11 2.046820e-01 3.784056e-15 5.119515e-14 2.696630e-13 3.998186e-10 6.192864e-11 1.322730e-12 2.816553e-12 4.003487e-14 8.747787e-14 1.286896e-13 1.777127e-14 3.319913e-13 6.551720e-14 8.802535e-13 2.534334e-15 7.526603e-15 2.324080e-14 7.689335e-04 7.935492e-07 1.721223e-03 7.679042e-09 5.335193e-04 3.603081e-04 1.218403e-03 5.443265e-05 1.148109e-03 4.434533e-03 5.536445e-07 9.234481e-05 4.572194e-04 3.157783e-04 2.881123e-04 3.702163e-03 1.962427e-01 2.649325e-03 9.804456e-03 1.036358e-02 2.778162e-03 8.346268e-05 4.938063e-02 7.371765e+20 2.445221e-01 4.191729e-01 1.811941e-02 1.792957e-01 7.065810e-03 4.673215e-01 7.080821e-03 1.381708e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.119821e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.095000e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.025583e-15 2.670715e-15 0.000000e+00 0.000000e+00 7.881624e-13 0.000000e+00 1.066766e-07 0.000000e+00 1.430340e-10 5.588949e-06 1.462052e-08 2.086716e-02 6.787330e-03 1.441667e-03 5.367612e-02 5.513148e-02 1.032501e-05 5.540814e-02 2.267555e-06 4.866187e+19 2.611540e+00 1.939819e-01 3.644642e+00 5.433143e-02 2.561459e-02 1.616220e+02 1.098103e-02 1.044277e-04 4.049846e-13 5.676057e-15 2.773691e-11 2.097201e-01 3.842701e-15 5.308722e-14 3.119437e-13 6.853747e-10 4.375017e-12 1.228944e-12 2.600046e-12 4.052245e-14 7.626604e-14 1.211349e-13 1.777293e-14 3.378003e-13 8.086351e-14 9.747988e-13 3.185074e-15 8.831550e-15 2.788953e-14 7.696701e-04 7.833160e-07 1.671846e-03 6.690486e-09 5.165840e-04 3.419762e-04 1.194543e-03 5.342078e-05 1.153566e-03 4.329741e-03 5.527052e-07 9.193756e-05 4.550410e-04 3.120475e-04 2.945918e-04 3.804386e-03 1.956091e-01 2.524560e-03 9.583220e-03 1.033957e-02 3.005618e-03 8.376658e-05 4.763607e-02 5.182798e+20 2.389614e-01 3.513135e-01 1.811213e-02 1.903572e-01 7.079184e-03 4.454999e-01 5.392444e-03 6.776369e-03 0.000000e+00 0.000000e+00 0.000000e+00 2.087463e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.131500e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.923679e-16 2.829088e-15 0.000000e+00 0.000000e+00 3.844783e-13 0.000000e+00 1.123671e-07 0.000000e+00 1.873853e-10 4.981721e-06 1.735611e-08 2.051806e-02 6.111138e-03 1.353997e-03 5.307766e-02 5.388344e-02 7.752482e-06 6.243648e-02 4.357192e-07 5.450992e+19 2.445570e+00 2.146968e-01 4.695963e+00 5.570600e-02 2.347163e-02 1.355978e+02 9.713738e-03 1.538310e-04 5.325912e-13 4.719766e-15 2.644794e-11 2.021050e-01 3.832091e-15 5.581690e-14 4.172453e-13 4.580306e-11 1.265596e-10 1.568761e-12 1.035366e-12 4.001752e-14 6.490187e-14 6.930113e-13 1.714652e-14 3.284762e-13 1.904641e-13 9.904931e-13 6.540009e-15 1.127592e-14 3.033791e-14 7.752964e-04 8.096292e-07 1.670166e-03 5.640881e-09 5.333080e-04 3.583902e-04 1.203891e-03 5.408816e-05 1.153496e-03 4.324785e-03 5.517938e-07 9.252878e-05 4.551419e-04 3.108214e-04 2.999403e-04 3.878163e-03 1.955611e-01 2.540758e-03 9.692734e-03 1.045610e-02 3.193497e-03 8.506381e-05 4.736665e-02 4.963509e+20 2.804046e-01 2.386999e-01 1.815124e-02 2.514282e-01 7.460759e-03 4.572547e-01 6.027245e-03 5.525948e-03 0.000000e+00 0.000000e+00 0.000000e+00 2.103741e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.168000e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.283271e-16 1.536975e-15 0.000000e+00 0.000000e+00 3.355987e-13 0.000000e+00 1.189042e-07 0.000000e+00 1.525049e-10 4.532489e-06 1.270068e-08 1.982301e-02 6.452545e-03 1.112978e-03 5.201458e-02 5.236623e-02 5.640566e-06 5.888311e-02 2.383915e-07 5.023062e+19 1.112272e+01 1.733031e-01 2.955018e+00 5.522860e-02 2.106623e-02 1.356108e+02 8.763942e-03 1.960931e-04 4.412354e-13 3.428823e-15 2.696910e-11 2.107676e-01 3.901890e-15 5.644921e-14 4.773423e-13 2.616292e-10 1.878411e-12 9.525098e-13 2.136309e-12 4.095714e-14 6.075049e-14 3.356408e-13 1.749871e-14 3.335906e-13 6.612933e-14 1.023040e-12 3.702772e-15 9.242522e-15 3.777024e-14 7.853111e-04 8.157456e-07 1.646892e-03 4.985029e-09 5.367130e-04 3.637224e-04 1.211566e-03 5.376128e-05 1.155289e-03 4.357466e-03 5.652325e-07 9.274742e-05 4.564675e-04 3.154039e-04 3.006420e-04 3.876593e-03 1.956084e-01 2.548239e-03 9.700170e-03 1.048974e-02 3.309430e-03 8.567104e-05 4.867505e-02 5.217196e+20 4.235216e-01 3.015541e-01 1.815579e-02 2.293088e-01 4.383385e-02 6.085243e-01 2.129930e-03 1.369573e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.085033e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.204500e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.551060e-16 2.228369e-15 0.000000e+00 0.000000e+00 9.620072e-13 0.000000e+00 1.247672e-07 0.000000e+00 1.152494e-10 3.873563e-06 1.550077e-08 1.914382e-02 5.642296e-03 9.329797e-04 4.860026e-02 5.101863e-02 5.315083e-06 4.867560e-02 2.712046e-07 3.935581e+19 2.141555e+00 1.802208e-01 2.770561e+00 5.424909e-02 1.892897e-02 1.492432e+02 7.524512e-03 1.586560e-04 5.400366e-13 4.687255e-15 2.669879e-11 1.791441e-01 3.885768e-15 5.316149e-14 3.487131e-13 3.883502e-10 1.385404e-10 9.378299e-13 2.621805e-12 4.135594e-14 5.542206e-14 6.839066e-13 1.741452e-14 3.315175e-13 1.191622e-13 9.969832e-13 4.615825e-15 9.535029e-15 4.107125e-14 8.019509e-04 8.185198e-07 1.620297e-03 4.321086e-09 5.418870e-04 3.714891e-04 1.227538e-03 5.393988e-05 1.156183e-03 4.417241e-03 5.666338e-07 9.322802e-05 4.583877e-04 3.122143e-04 2.991173e-04 3.854937e-03 1.958069e-01 2.566245e-03 9.754892e-03 1.049971e-02 3.378357e-03 8.659180e-05 4.934581e-02 4.852705e+20 3.441624e-01 3.461896e-01 1.814239e-02 2.257152e-01 2.840477e-02 6.210650e-01 1.881787e-03 1.479648e-11 0.000000e+00 0.000000e+00 0.000000e+00 2.087582e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.241000e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.072892e-16 1.525473e-15 0.000000e+00 0.000000e+00 7.102151e-13 0.000000e+00 1.305433e-07 0.000000e+00 7.652462e-11 3.493483e-06 1.136320e-08 1.928070e-02 5.603911e-03 8.610052e-04 4.829120e-02 5.067461e-02 4.935504e-06 4.889284e-02 2.520987e-07 5.092402e+19 1.244803e+00 1.895127e-01 2.709566e+00 4.659326e-02 1.984467e-02 1.574754e+02 7.002644e-03 5.254699e-05 8.938373e-13 3.053623e-15 2.669721e-11 1.837163e-01 3.975522e-15 5.694234e-14 5.904419e-13 9.368757e-10 1.110455e-11 4.850969e-13 2.717622e-12 4.192770e-14 5.273491e-14 2.251378e-13 1.747800e-14 3.308318e-13 1.333391e-13 9.968053e-13 5.387325e-15 1.150960e-14 5.261920e-14 8.118188e-04 8.414856e-07 1.607703e-03 3.739368e-09 5.410698e-04 3.728245e-04 1.242411e-03 5.442641e-05 1.163449e-03 4.412640e-03 5.724853e-07 9.355236e-05 4.619988e-04 3.102981e-04 3.004651e-04 3.855651e-03 2.006831e-01 2.624000e-03 9.889832e-03 1.064356e-02 3.442056e-03 8.976947e-05 4.965401e-02 4.151164e+20 2.654856e-01 3.842850e-01 1.815544e-02 2.532931e-01 2.207971e-02 5.068314e-01 1.463586e-03 4.698476e-12 0.000000e+00 0.000000e+00 0.000000e+00 2.101883e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.277500e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.535259e-16 2.555804e-15 0.000000e+00 0.000000e+00 4.108339e-13 0.000000e+00 9.705367e-08 0.000000e+00 6.699057e-11 2.977785e-06 1.554186e-08 1.905963e-02 5.026681e-03 9.766724e-04 4.430500e-02 5.015024e-02 4.123359e-06 4.738773e-02 2.156431e-07 4.775282e+19 1.876089e+00 2.286085e-01 2.362005e+00 5.379263e-02 1.501382e-02 1.414449e+02 6.693580e-03 5.819590e-05 9.785713e-13 8.691368e-15 2.698880e-11 1.817762e-01 4.208168e-15 5.935977e-14 2.615374e-13 1.210377e-10 1.281341e-10 7.218097e-13 3.131586e-12 4.276469e-14 5.117928e-14 5.620899e-13 1.775919e-14 3.356686e-13 5.084578e-14 1.019341e-12 2.365383e-15 5.685816e-15 7.465678e-14 8.171857e-04 8.476718e-07 1.595262e-03 3.076178e-09 5.530662e-04 3.837903e-04 1.245592e-03 5.394757e-05 1.164217e-03 4.418332e-03 5.812799e-07 9.438548e-05 4.660702e-04 3.116882e-04 2.997108e-04 3.857380e-03 2.518245e-01 2.630193e-03 9.861349e-03 1.070674e-02 3.496221e-03 8.987234e-05 5.083269e-02 4.289850e+20 1.587360e-01 3.207549e-01 1.816006e-02 2.247898e-01 1.965384e-02 3.165406e-01 2.037023e-03 5.150484e-12 0.000000e+00 0.000000e+00 0.000000e+00 2.074590e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.314000e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.013624e-16 1.534179e-15 0.000000e+00 0.000000e+00 2.505855e-13 0.000000e+00 9.715182e-08 0.000000e+00 4.944908e-11 2.619394e-06 1.031135e-08 1.954968e-02 4.347786e-03 1.239357e-03 4.095824e-02 5.126366e-02 3.987177e-06 4.541153e-02 3.076842e-07 3.737374e+19 1.236277e+00 1.812283e-01 2.251911e+00 5.463583e-02 1.441400e-02 1.160234e+02 9.322842e-03 1.598147e-04 8.081992e-13 3.352170e-15 2.679652e-11 2.160374e-01 3.982201e-15 5.487585e-14 4.411060e-13 2.682534e-10 4.690507e-12 5.605144e-13 2.790716e-12 4.329689e-14 4.906456e-14 1.703550e-13 1.767629e-14 3.333153e-13 1.432988e-13 1.008383e-12 4.985864e-15 9.016540e-15 8.394173e-14 8.285327e-04 8.472723e-07 1.565452e-03 2.652751e-09 5.439846e-04 3.788320e-04 1.275115e-03 5.468147e-05 1.172733e-03 4.470220e-03 5.796958e-07 9.473229e-05 4.712046e-04 3.019859e-04 3.009670e-04 3.894026e-03 1.787959e-01 2.628717e-03 9.974920e-03 1.085117e-02 3.541193e-03 9.246556e-05 5.111003e-02 4.304140e+20 1.835107e-01 2.795102e-01 1.816145e-02 1.176704e-01 2.117651e-02 2.944891e-01 2.429209e-03 6.059887e-03 0.000000e+00 0.000000e+00 0.000000e+00 2.075117e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.350500e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.313629e-17 8.312391e-16 0.000000e+00 0.000000e+00 7.600692e-13 0.000000e+00 1.011443e-07 0.000000e+00 4.131637e-11 2.079879e-06 7.382629e-09 2.027368e-02 4.442887e-03 1.331030e-03 4.158548e-02 5.169786e-02 3.463669e-06 6.985987e-02 2.816139e-07 3.526233e+19 4.752502e-01 1.550189e-01 5.756312e+00 4.471951e-02 1.612341e-02 1.005414e+02 1.044254e-02 1.268758e-04 1.030056e-12 4.234398e-15 2.716870e-11 2.230436e-01 3.942863e-15 5.027064e-14 3.773669e-13 1.107737e-09 5.832736e-12 4.268739e-13 3.256673e-12 4.402218e-14 4.878918e-14 1.955790e-13 1.804040e-14 3.465323e-13 9.167369e-14 9.941285e-13 4.501122e-15 9.879628e-15 7.872348e-14 8.280461e-04 8.494940e-07 1.536815e-03 2.240413e-09 5.411519e-04 3.789595e-04 1.274838e-03 5.378854e-05 1.179081e-03 4.409631e-03 5.848569e-07 9.468752e-05 4.732127e-04 2.939182e-04 3.006850e-04 3.891433e-03 1.528803e-01 2.533151e-03 9.785182e-03 1.085345e-02 3.601950e-03 9.281634e-05 5.147443e-02 4.662677e+20 2.172645e-01 2.552588e-01 1.817457e-02 1.303425e-01 3.594511e-02 3.767457e-01 4.105980e-03 4.334228e-03 0.000000e+00 0.000000e+00 0.000000e+00 2.045424e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.387000e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.296514e-17 6.244406e-16 0.000000e+00 0.000000e+00 6.472191e-13 0.000000e+00 1.017039e-07 0.000000e+00 3.392633e-11 1.748705e-06 7.091663e-09 2.044732e-02 4.806105e-03 1.358919e-03 4.052222e-02 5.267062e-02 2.845781e-06 6.688082e-02 2.281084e-07 4.043701e+19 2.175697e-01 1.496774e-01 2.819311e+00 5.088696e-02 2.025846e-02 9.508645e+01 8.993164e-03 6.434570e-05 8.299133e-13 1.272223e-14 2.624826e-11 1.975868e-01 4.218063e-15 5.125015e-14 4.631088e-13 1.468856e-10 2.080859e-11 5.681161e-13 2.753180e-12 4.385775e-14 4.730010e-14 6.133605e-13 1.762456e-14 3.404202e-13 1.632915e-13 1.065067e-12 4.310487e-15 8.611717e-15 9.062057e-14 8.183353e-04 8.397825e-07 1.504764e-03 1.933662e-09 5.389416e-04 3.798005e-04 1.277122e-03 5.320957e-05 1.178126e-03 4.334993e-03 5.691529e-07 9.426774e-05 4.729815e-04 2.965921e-04 2.993523e-04 3.857347e-03 1.578163e-01 2.472913e-03 9.673947e-03 1.084192e-02 3.672122e-03 9.089936e-05 5.140223e-02 3.884065e+20 1.829146e-01 2.698958e-01 3.574669e-02 1.341270e-01 6.108902e-02 3.484803e-01 2.574454e-03 1.351351e-03 0.000000e+00 0.000000e+00 0.000000e+00 2.030412e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
1.423500e+04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.417729e-17 5.128651e-16 0.000000e+00 0.000000e+00 3.244262e-13 0.000000e+00 1.029479e-07 0.000000e+00 4.703246e-11 1.466727e-06 7.417650e-09 2.076677e-02 5.107373e-03 1.303985e-03 4.369051e-02 5.203710e-02 2.736701e-06 5.336742e-02 1.283709e-07 3.264602e+19 1.202132e-01 1.478396e-01 3.391271e+00 4.125526e-02 2.245695e-02 9.977778e+01 6.476768e-03 7.738683e-05 9.682797e-13 4.396349e-15 2.551852e-11 2.014856e-01 3.951462e-15 5.112729e-14 2.476714e-13 3.260750e-10 8.839557e-11 3.324808e-13 4.668268e-12 4.377505e-14 4.678582e-14 1.898393e-13 1.723066e-14 3.313726e-13 6.501726e-14 1.088738e-12 2.198653e-15 7.357365e-15 8.607109e-14 8.095534e-04 8.417541e-07 1.482308e-03 1.551756e-09 5.356575e-04 3.794973e-04 1.278105e-03 5.303214e-05 1.182706e-03 4.300167e-03 5.634992e-07 9.385095e-05 4.763718e-04 2.993484e-04 2.993647e-04 3.853712e-03 1.733454e-01 2.493981e-03 9.672344e-03 1.086732e-02 3.758694e-03 9.148923e-05 5.024326e-02 2.708604e+20 2.386181e-01 2.795176e-01 3.057187e-02 1.371006e-01 1.018876e-01 4.875808e-01 3.591040e-03 5.562556e-12 0.000000e+00 0.000000e+00 0.000000e+00 2.014010e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
