Time Fishery AvgCatchSize TotLanding TotNumCaught TotDiscards GearChange DiscardChange TEPkills HabImpact TotEffort TotCPUE SocialAccept GearConflict SpComp_Evenness mgmtStability mgmtAccess mgmtCost 1stindx
0.000000e+00 dlineHAD 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 dlineSAI 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 dlineGRH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 dseineNCO 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 dseineHAD 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 dseineSAI 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 dseineGRH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 netNCO 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 netHAD 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 netSAI 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 netGRH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 trapKCR 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 2.465068e-01 1.000000e+00 0.000000e+00
0.000000e+00 trapSCR 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 2.465068e-01 1.000000e+00 0.000000e+00
0.000000e+00 cullHOS 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 cullHAS 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 cullMWH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
0.000000e+00 REC 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 0.000000e+00 4.916667e-01 1.000000e+00 0.000000e+00
3.650000e+02 pseineSSH 2.661537e+03 1.569444e+02 4.116430e-11 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.569444e+18 1.000000e+16 0.000000e+00 1.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 pseineBWH 1.233591e+03 5.410793e+02 1.043858e-11 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.410793e+18 1.000000e+16 0.000000e+00 1.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 pseineMAC 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 pseineCAP 2.554242e+02 1.852880e+03 2.576368e-10 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.852880e+19 1.000000e+16 0.000000e+00 1.000000e+00 1.000000e+00 2.727740e-01 1.000000e+00 0.000000e+00
3.650000e+02 dtrawlNCO 1.760095e+04 6.453553e+02 3.720080e-12 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.453553e+18 1.000000e+16 0.000000e+00 5.997201e-01 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dtrawlHAD 1.028713e+04 6.735728e+01 6.404816e-13 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.735728e+17 1.000000e+16 0.000000e+00 1.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dtrawlSAI 9.400693e+03 1.680998e+02 1.173873e-12 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.680998e+18 1.000000e+16 0.000000e+00 1.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dtrawlGRH 4.022467e+04 1.600346e+01 1.284644e-14 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.600346e+17 1.000000e+16 0.000000e+00 1.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dtrawlPWN 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dlineNCO 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dlineHAD 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dlineSAI 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dlineGRH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dseineNCO 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dseineHAD 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dseineSAI 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 dseineGRH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 netNCO 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 netHAD 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 netSAI 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 netGRH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 trapKCR 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 3.697603e-01 1.000000e+00 0.000000e+00
3.650000e+02 trapSCR 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 3.697603e-01 1.000000e+00 0.000000e+00
3.650000e+02 cullHOS 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 cullHAS 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 cullMWH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
3.650000e+02 REC 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 1.000000e+00 7.375000e-01 1.000000e+00 0.000000e+00
7.300000e+02 pseineSSH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 pseineBWH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 pseineMAC 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 pseineCAP 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 3.182363e-01 1.000000e+00 0.000000e+00
7.300000e+02 dtrawlNCO 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dtrawlHAD 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dtrawlSAI 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dtrawlGRH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dtrawlPWN 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dlineNCO 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dlineHAD 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dlineSAI 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dlineGRH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dseineNCO 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dseineHAD 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dseineSAI 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 dseineGRH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 netNCO 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 netHAD 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 netSAI 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 netGRH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 trapKCR 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 4.313870e-01 1.000000e+00 0.000000e+00
7.300000e+02 trapSCR 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 4.313870e-01 1.000000e+00 0.000000e+00
7.300000e+02 cullHOS 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 cullHAS 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 cullMWH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
7.300000e+02 REC 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 2.000000e+00 8.604167e-01 1.000000e+00 0.000000e+00
1.095000e+03 pseineSSH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 3.000000e+00 9.218750e-01 1.000000e+00 0.000000e+00
1.095000e+03 pseineBWH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 3.000000e+00 9.218750e-01 1.000000e+00 0.000000e+00
1.095000e+03 pseineMAC 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 3.000000e+00 9.218750e-01 1.000000e+00 0.000000e+00
1.095000e+03 pseineCAP 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 3.000000e+00 3.409675e-01 1.000000e+00 0.000000e+00
1.095000e+03 dtrawlNCO 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 3.000000e+00 9.218750e-01 1.000000e+00 0.000000e+00
1.095000e+03 dtrawlHAD 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 3.000000e+00 9.218750e-01 1.000000e+00 0.000000e+00
1.095000e+03 dtrawlSAI 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 3.000000e+00 9.218750e-01 1.000000e+00 0.000000e+00
1.095000e+03 dtrawlGRH 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 3.000000e+00 9.218750e-01 1.000000e+00 0.000000e+00
1.095000e+03 dtrawlPWN 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 3.000000e+00 9.218750e-01 1.000000e+00 0.000000e+00
1.095000e+03 dlineNCO 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+16 0.000000e+00 0.000000e+00 3.000000e+00 9.218750e-01 1.000000e+00 0.000000e+00
